measurement_stamp,valid,truth_available,geometry_diagnostics_enabled,gazebo_entity_available,gazebo_model_available,rejection_reason,image_clock_status,image_clock_reset_count,gazebo_entity_clock_status,gazebo_entity_clock_reset_count,gazebo_entity_raw_stamp,gazebo_entity_mapped_stamp,rgb_depth_acquisition_skew,observation_age,depth_median,depth_mad,valid_depth_count,red_pixel_count,target_range,view_angle,projection_centroid_u,projection_centroid_v,mask_centroid_u,mask_centroid_v,camera_fx,camera_fy,camera_cx,camera_cy,camera_pitch_down,target_reference_z_offset,gazebo_model_heading_ned,px4_attitude_yaw_ned,model_px4_heading_difference,position_x,position_y,position_z,truth_x,truth_y,truth_z,truth_velocity_x,truth_velocity_y,truth_velocity_z,gazebo_entity_center_x,gazebo_entity_center_y,gazebo_entity_center_z,gazebo_model_world_x,gazebo_model_world_y,gazebo_model_world_z,physical_camera_world_x,physical_camera_world_y,physical_camera_world_z,physical_expected_camera_x,physical_expected_camera_y,physical_expected_camera_z,physical_camera_center_error_x,physical_camera_center_error_y,physical_camera_center_error_z,gazebo_entity_reference_x,gazebo_entity_reference_y,gazebo_entity_reference_z,error_x,error_y,error_z,entity_to_truth_x,entity_to_truth_y,entity_to_truth_z,vision_to_entity_x,vision_to_entity_y,vision_to_entity_z,interpolated_uav_x,interpolated_uav_y,interpolated_uav_z,uav_velocity_latest_x,uav_velocity_latest_y,uav_velocity_latest_z,center_camera_x,center_camera_y,center_camera_z,target_body_flu_x,target_body_flu_y,target_body_flu_z,camera_center_error_x,camera_center_error_y,camera_center_error_z,body_flu_error_x,body_flu_error_y,body_flu_error_z,projection_error_u,projection_error_v,entity_expected_projection_u,entity_expected_projection_v,physical_expected_projection_u,physical_expected_projection_v,physical_projection_error_u,physical_projection_error_v,error_3d,entity_to_truth_3d,vision_to_entity_3d,camera_center_error_3d,body_flu_error_3d,physical_camera_center_error_3d
1790149256.940614,True,False,True,False,False,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,23.692,1790149258.5326111,0.0,1.6104304790496826,7.228782415390015,0.03115367889404297,172,172,8.315529823303223,0.4524577260017395,209.0,170.0,209.0,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,nan,nan,nan,8.37827437940544,-1.9549827223328313,-0.11531923580606956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.028593059822910803,0.01492454853771193,-0.0028171767765402165,-0.017287151888012886,0.013138409703969955,0.0014603122835978866,7.478782415390015,3.0749728941043566,1.9391720953811258,8.0685297925949,3.0749728941043566,0.5318664550327681,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1790149257.0926116,True,True,True,False,False,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,23.692,1790149258.5326111,0.04800000000000182,1.4589431285858154,7.228782415390015,0.03115367889404297,172,172,8.315529823303223,0.4524577260017395,209.0,170.0,209.0,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,nan,nan,nan,8.37637202990122,-1.95550217453443,-0.11322110982868677,8.0,-3.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3763720299012192,1.04449782546557,-0.11322110982868677,nan,nan,nan,nan,nan,nan,-0.030520527141668155,0.0143185216284916,-0.0007953415170229188,-0.017287151888012886,0.013138409703969955,0.0014603122835978866,7.478782415390015,3.0749728941043566,1.9391720953811258,8.0685297925949,3.0749728941043566,0.5318664550327681,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.115997594981776,nan,nan,nan,nan,nan
1790149257.192609,True,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,23.692,1790149258.5326111,0.047999999999998266,1.359503984451294,7.228782415390015,0.03115367889404297,172,172,8.315529823303223,0.4524577260017395,209.0,170.0,209.0,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,4.8990811407634275e-12,0.13392178652666162,-0.13392178652176254,8.375468648264174,-1.9567768702592603,-0.11166592911328627,8.0,-3.0,0.0,0.0,0.0,0.0,8.0,-3.0,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,1.7146632244231778e-12,0.35000000293254124,0.17699981458338068,7.43230563763335,3.0000000000391935,1.828218245676189,0.04647677775666459,0.07497289406516305,0.11095384970493671,8.0,-3.0,0.0,0.3754686482641745,1.0432231297407397,-0.11166592911328627,0.0,0.0,0.0,0.3754686482641745,1.0432231297407397,-0.11166592911328627,-0.0314250818306839,0.013047337302273605,0.0007283248503390885,-0.017287151888012886,0.013138409703969955,0.0014603122835978866,7.478782415390015,3.0749728941043566,1.9391720953811258,8.0685297925949,3.0749728941043566,0.5318664550327681,0.4768694900817838,-0.9836892334506864,0.21612835399933505,0.5113844140801431,-0.9836892334506864,0.1122584384767244,45.48718511408168,-3.5657277094654205,163.51281488591832,173.56572770946542,211.02916490053394,173.59251034239588,-2.0291649005339423,-3.592510342395883,1.114343072837142,0.0,1.114343072837142,1.1143430728371408,1.1143430728371415,0.14174548486457775
1790149257.2926087,True,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,23.692,1790149258.5326111,0.0,1.259781837463379,7.228782415390015,0.03115367889404297,172,172,8.315529823303223,0.4524577260017395,209.0,170.0,209.0,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,4.8990811407634275e-12,0.13396641546695226,-0.13396641546205318,8.374830177055447,-1.9580599243624834,-0.11039297603015558,8.0,-3.0,0.0,0.0,0.0,0.0,8.0,-3.0,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,1.7146632244231778e-12,0.35000000293254124,0.17699981458338068,7.43230563763335,3.0000000000391935,1.828218245676189,0.04647677775666459,0.07497289406516305,0.11095384970493671,8.0,-3.0,0.0,0.37483017705544697,1.0419400756375166,-0.11039297603015558,0.0,0.0,0.0,0.37483017705544697,1.0419400756375166,-0.11039297603015558,-0.03216524427534456,0.011421844659979918,0.0016622717293303443,-0.017287151888012886,0.013138409703969955,0.0014603122835978866,7.478782415390015,3.0749728941043566,1.9391720953811258,8.0685297925949,3.0749728941043566,0.5318664550327681,0.47640025672849085,-0.9824879368903501,0.21467100703564013,0.5106224344797319,-0.9824879368903501,0.11093049751380829,45.43038432137135,-3.5139932955622726,163.56961567862865,173.51399329556227,211.02916490053394,173.59251034239588,-2.0291649005339423,-3.592510342395883,1.1127997987094203,0.0,1.1127997987094203,1.1127997987094194,1.1127997987094198,0.14174548486457775
1790149257.3926094,True,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,23.692,1790149258.5326111,0.0,1.1600115299224854,7.228782415390015,0.03115367889404297,172,172,8.315529823303223,0.4524577260017395,209.0,170.0,209.0,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,4.8990811407634275e-12,0.13398977769970985,-0.1339897776948108,8.374194502355897,-1.959204700924558,-0.11012227008359182,8.0,-3.0,0.0,0.0,0.0,0.0,8.0,-3.0,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,1.7146632244231778e-12,0.35000000293254124,0.17699981458338068,7.43230563763335,3.0000000000391935,1.828218245676189,0.04647677775666459,0.07497289406516305,0.11095384970493671,8.0,-3.0,0.0,0.3741945023558966,1.040795299075442,-0.11012227008359182,0.0,0.0,0.0,0.3741945023558966,1.040795299075442,-0.11012227008359182,-0.03283338602192639,0.010090765547537857,0.0021095301943799987,-0.017287151888012886,0.013138409703969955,0.0014603122835978866,7.478782415390015,3.0749728941043566,1.9391720953811258,8.0685297925949,3.0749728941043566,0.5318664550327681,0.4757224332233685,-0.9814282458373915,0.21421965208602645,0.5098655809265376,-0.9814282458373915,0.11062993355446732,45.37439236048738,-3.5030287032009824,163.62560763951262,173.50302870320098,211.02916490053394,173.59251034239588,-2.0291649005339423,-3.592510342395883,1.1114869745252436,0.0,1.1114869745252436,1.1114869745252438,1.1114869745252443,0.14174548486457775
1790149257.492609,True,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,23.692,1790149258.5326111,0.0,1.060232162475586,7.228782415390015,0.03115367889404297,172,172,8.315529823303223,0.4524577260017395,209.0,170.0,209.0,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,4.8990811407634275e-12,0.13402488663677067,-0.1340248866318716,8.373115088800466,-1.9593392446909876,-0.11024087915917952,8.0,-3.0,0.0,0.0,0.0,0.0,8.0,-3.0,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,1.7146632244231778e-12,0.35000000293254124,0.17699981458338068,7.43230563763335,3.0000000000391935,1.828218245676189,0.04647677775666459,0.07497289406516305,0.11095384970493671,8.0,-3.0,0.0,0.37311508880046595,1.0406607553090124,-0.11024087915917952,0.0,0.0,0.0,0.37311508880046595,1.0406607553090124,-0.11024087915917952,-0.03397390241306485,0.009656525224643315,0.002134544135097469,-0.017287151888012886,0.013138409703969955,0.0014603122835978866,7.478782415390015,3.0749728941043566,1.9391720953811258,8.0685297925949,3.0749728941043566,0.5318664550327681,0.47466837330116185,-0.9814200360305518,0.21412000568399048,0.5088138371502655,-0.9814200360305518,0.11075161656114635,45.35054289637438,-3.5091951410875595,163.64945710362562,173.50919514108756,211.02916490053394,173.59251034239588,-2.0291649005339423,-3.592510342395883,1.1110097787907596,0.0,1.1110097787907596,1.1110097787907596,1.1110097787907602,0.14174548486457775
1790149257.592611,True,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,23.692,1790149258.5326111,0.0,0.9605345726013184,7.228782415390015,0.03115367889404297,172,172,8.315529823303223,0.4524577260017395,209.0,170.0,209.0,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,4.8990811407634275e-12,0.1340382830272582,-0.1340382830223591,8.371245350803841,-1.9588113963355653,-0.11058820764001548,8.0,-3.0,0.0,0.0,0.0,0.0,8.0,-3.0,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,1.7146632244231778e-12,0.35000000293254124,0.17699981458338068,7.43230563763335,3.0000000000391935,1.828218245676189,0.04647677775666459,0.07497289406516305,0.11095384970493671,8.0,-3.0,0.0,0.37124535080384113,1.0411886036644347,-0.11058820764001548,0.0,0.0,0.0,0.37124535080384113,1.0411886036644347,-0.11058820764001548,-0.03586313891478093,0.010047007227398303,0.001987297126876734,-0.017287151888012886,0.013138409703969955,0.0014603122835978866,7.478782415390015,3.0749728941043566,1.9391720953811258,8.0685297925949,3.0749728941043566,0.5318664550327681,0.4728571486358719,-0.98218074121207,0.2141347219375085,0.5070452519621549,-0.98218074121207,0.11114258687801132,45.33943518963483,-3.5269519257058164,163.66056481036517,173.52695192570582,211.02916490053394,173.59251034239588,-2.0291649005339423,-3.592510342395883,1.1109124945571518,0.0,1.1109124945571518,1.1109124945571511,1.1109124945571514,0.14174548486457775
1790149257.6406157,True,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,23.692,1790149258.5326111,0.0,0.9127316474914551,7.228782415390015,0.03115367889404297,172,172,8.315529823303223,0.4524577260017395,209.0,170.0,209.0,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,4.8990811407634275e-12,0.13404190252056472,-0.13404190251566564,8.370114018886769,-1.958300184681279,-0.11065951567217108,8.0,-3.0,0.0,0.0,0.0,0.0,8.0,-3.0,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,1.7146632244231778e-12,0.35000000293254124,0.17699981458338068,7.43230563763335,3.0000000000391935,1.828218245676189,0.04647677775666459,0.07497289406516305,0.11095384970493671,8.0,-3.0,0.0,0.37011401888676865,1.041699815318721,-0.11065951567217108,0.0,0.0,0.0,0.37011401888676865,1.041699815318721,-0.11065951567217108,-0.036997637645961354,0.01050644027148704,0.002057395633200166,-0.017287151888012886,0.013138409703969955,0.0014603122835978866,7.478782415390015,3.0749728941043566,1.9391720953811258,8.0685297925949,3.0749728941043566,0.5318664550327681,0.4718080173024273,-0.9828321665995858,0.2140246428023802,0.5059961599804792,-0.9828321665995858,0.11125304041932521,45.34112543825054,-3.532663534038079,163.65887456174946,173.53266353403808,211.02916490053394,173.59251034239588,-2.0291649005339423,-3.592510342395883,1.111021341208337,0.0,1.111021341208337,1.111021341208336,1.1110213412083365,0.14174548486457775
1790149257.7406142,True,True,True,True,True,,MAPPED_EXACT,0,MAPPED_EXACT,0,23.712,1790149258.55263,0.052000000000003155,0.81313157081604,7.228782415390015,0.03115367889404297,172,172,8.315529823303223,0.4524577260017395,209.0,170.0,209.0,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,4.8990811407634275e-12,0.13402570155078067,-0.1340257015458816,8.367340163069288,-1.9569597598144308,-0.11064473097930433,8.0,-3.0,0.0,0.0,0.0,0.0,8.0,-3.0,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,1.7146632244231778e-12,0.35000000293254124,0.17699981458338068,7.43230563763335,3.0000000000391935,1.828218245676189,0.04647677775666459,0.07497289406516305,0.11095384970493671,8.0,-3.0,0.0,0.3673401630692883,1.0430402401855692,-0.11064473097930433,0.0,0.0,0.0,0.3673401630692883,1.0430402401855692,-0.11064473097930433,-0.03971555920508599,0.011934594706556266,0.0026303788525726397,-0.017287151888012886,0.013138409703969955,0.0014603122835978866,7.478782415390015,3.0749728941043566,1.9391720953811258,8.0685297925949,3.0749728941043566,0.5318664550327681,0.4692689524705287,-0.9845287562130007,0.21355039915793994,0.5034139790404311,-0.9845287562130007,0.11131706266329927,45.34983716466223,-3.538474804854104,163.65016283533777,173.5384748048541,211.02916490053394,173.59251034239588,-2.0291649005339423,-3.592510342395883,1.1113568259310884,0.0,1.1113568259310884,1.1113568259310873,1.111356825931088,0.14174548486457775
1790149257.8926086,True,True,True,True,True,,MAPPED_EXACT,0,MAPPED_EXACT,0,23.712,1790149258.55263,0.0,0.6613314151763916,7.228782415390015,0.03115367889404297,172,172,8.315529823303223,0.4524577260017395,209.0,170.0,209.0,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,4.8990811407634275e-12,0.1339682604620954,-0.13396826045719631,8.362590442735737,-1.9544286429642919,-0.10943620421781192,8.0,-3.0,0.0,0.0,0.0,0.0,8.0,-3.0,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,1.7146632244231778e-12,0.35000000293254124,0.17699981458338068,7.43230563763335,3.0000000000391935,1.828218245676189,0.04647677775666459,0.07497289406516305,0.11095384970493671,8.0,-3.0,0.0,0.36259044273573693,1.0455713570357081,-0.10943620421781192,0.0,0.0,0.0,0.36259044273573693,1.0455713570357081,-0.10943620421781192,-0.04432117365130345,0.014883452567816514,0.004567713468890299,-0.017287151888012886,0.013138409703969955,0.0014603122835978866,7.478782415390015,3.0749728941043566,1.9391720953811258,8.0685297925949,3.0749728941043566,0.5318664550327681,0.46517329286297215,-0.9876871381753496,0.2115549557453016,0.49899294286913953,-0.9876871381753496,0.1102167621560976,45.380107874985555,-3.5004769002724743,163.61989212501445,173.50047690027247,211.02916490053394,173.59251034239588,-2.0291649005339423,-3.592510342395883,1.1120555627352406,0.0,1.1120555627352406,1.1120555627352389,1.1120555627352395,0.14174548486457775
