time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,trajectory_plan_feasible,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.022466,0.019438,-0.012060,-0.079704,0.010083,-0.011630,-0.008285,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,19.980725,19.980566,0.079704,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.999036,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134284,0.059284,0.010083,-0.011630,-0.008285,0.000000,0.000000,0.000000,0.020614,-0.011866,-0.006685,0,takeoff,,19.980725,0.017481,0.010043,0,,,
0.061775,0.020986,-0.012927,-0.080894,0.011016,-0.012066,-0.008778,20.001646,0.388364,0.018269,0.031252,4.999902,0.234893,CV,0.000000,19.984936,19.984690,0.099163,20.064127,10.384403,0.487879,0.031252,4.999902,0.234893,-0.000000,0.000000,0.000000,1.999247,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134281,0.020116,0.011016,-0.012066,-0.008778,0.000000,0.000000,0.000000,0.016699,-0.005849,-0.008667,0,takeoff,,19.984936,5.017929,-0.122080,0,,,
0.112019,0.022049,-0.013337,-0.081586,0.011696,-0.012223,-0.009088,20.004870,0.639477,0.029958,0.062518,4.999609,0.232719,CV,-0.124490,19.993793,19.993482,0.111544,20.129886,10.637144,0.495323,0.062518,4.999609,0.232719,-0.000000,0.000000,0.000000,1.999690,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134276,0.032701,0.011696,-0.012223,-0.009088,0.000000,0.000000,0.000000,0.016951,-0.002254,-0.009129,0,takeoff,,19.993793,5.017920,-0.215784,0,,,
0.161969,0.023629,-0.013728,-0.082574,0.012593,-0.012316,-0.009497,20.009634,0.888536,0.041368,0.093810,4.999120,0.229109,CV,-0.124781,20.006744,20.006360,0.123941,20.197255,10.886775,0.499586,0.093810,4.999120,0.229109,-0.000000,0.000000,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134274,0.045162,0.012593,-0.012316,-0.009497,0.000000,0.000000,0.000000,0.016414,-0.004158,-0.003159,0,takeoff,,20.006744,5.017770,-0.308617,0,,,
0.211950,0.024726,-0.013939,-0.083253,0.013142,-0.012334,-0.009652,20.016235,1.139090,0.052593,0.125143,4.998434,0.224087,CTRV,-0.125008,20.025193,20.024732,0.135846,21.507113,11.001010,0.500768,1.357961,4.812062,0.224087,0.601545,-0.169756,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134283,0.057657,0.013142,-0.012334,-0.009652,0.000000,0.000000,0.000000,0.012850,-0.001660,-0.003850,0,takeoff,,20.025193,5.017467,-0.401914,0,,,
0.261926,0.026274,-0.014122,-0.084098,0.013815,-0.012447,-0.009693,20.024138,1.388620,0.063450,0.156530,4.997549,0.217684,CTRV,-0.125123,20.047545,20.047002,0.147548,21.578043,11.240757,0.498818,1.389257,4.803120,0.217684,0.600980,-0.173828,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134297,0.070076,0.013815,-0.012447,-0.009693,0.000000,0.000000,0.000000,0.011551,-0.003250,0.001373,0,takeoff,,20.047545,5.017183,-0.494588,0,,,
0.311991,0.027044,-0.014146,-0.084456,0.014094,-0.012241,-0.009683,20.033626,1.638472,0.073932,0.187985,4.996465,0.209938,CTRV,-0.125312,20.075347,20.074722,0.158388,21.651361,11.480250,0.493809,1.421274,4.793744,0.209938,0.600712,-0.178102,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134313,0.082466,0.014094,-0.012241,-0.009683,0.000000,0.000000,0.000000,0.005753,0.007569,0.000789,0,takeoff,,20.075347,5.016534,-0.587348,0,,,
0.362010,0.027911,-0.014036,-0.084919,0.014195,-0.012109,-0.009806,20.044659,1.887574,0.083931,0.219520,4.995179,0.200899,CTRV,-0.125490,20.107582,20.106873,0.168850,21.726229,11.718571,0.485728,1.453213,4.784158,0.200899,0.600365,-0.182364,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134326,0.094765,0.014195,-0.012109,-0.009806,0.000000,0.000000,0.000000,0.001730,0.001128,-0.000092,0,takeoff,,20.107582,5.015924,-0.679716,0,,,
0.411986,0.028458,-0.013964,-0.085277,0.014256,-0.011899,-0.009822,20.057292,2.137082,0.093433,0.251151,4.993688,0.190620,CTRV,-0.125768,20.144804,20.144011,0.178710,21.803796,11.956633,0.474673,1.486136,4.774034,0.190620,0.600421,-0.186908,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134339,0.107037,0.014256,-0.011899,-0.009822,0.000000,0.000000,0.000000,-0.000686,0.002159,-0.000159,0,takeoff,,20.144804,5.015197,-0.771802,0,,,
0.461974,0.029245,-0.013891,-0.085692,0.014278,-0.011569,-0.009769,20.071515,2.386613,0.102364,0.282890,4.991991,0.179166,CTRV,-0.126034,20.186392,20.185516,0.188056,21.882998,12.194272,0.460697,1.518990,4.763682,0.179166,0.600387,-0.191445,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134372,0.119255,0.014278,-0.011569,-0.009769,0.000000,0.000000,0.000000,0.000055,0.004927,-0.000122,0,takeoff,,20.186392,5.014326,-0.863463,0,,,
