time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,t_go,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.956867,0.045717,0.039600,0.027982,0.010045,0.000779,0.002034,20.314719,4.974460,0.150417,0.609472,4.962715,0.018486,20.861455,20.861096,0.122435,23.237426,28.773011,0.239068,4.795470,0.010045,0.000779,0.002034,0.000000,0.000000,0.000000,0.010778,0.003270,-0.001195,0,takeoff,,20.861455,4.998040,-1.756266,0,,,
1.006863,0.046528,0.039847,0.027774,0.010514,0.000950,0.001924,20.347718,5.222794,0.150000,0.643385,4.958433,-0.000000,20.952714,20.952357,0.122226,23.489217,29.433646,0.150000,4.882763,0.010514,0.000950,0.001924,0.000000,0.000000,0.000000,0.011090,0.000427,0.000080,0,takeoff,,20.952714,4.997716,-1.839484,0,,,
1.056792,0.047870,0.040333,0.027300,0.011213,0.001573,0.001836,20.382235,5.469387,0.148660,0.677592,4.953874,-0.018486,21.046989,21.046639,0.121361,23.750542,30.095088,0.056764,4.970999,0.011213,0.001573,0.001836,0.000000,0.000000,0.000000,0.011448,0.005624,0.001106,0,takeoff,,21.046989,4.996976,-1.921141,0,,,
1.106948,0.048647,0.040632,0.027068,0.011742,0.001901,0.001870,20.418823,5.718180,0.146393,0.712108,4.949030,-0.036859,21.146935,21.146599,0.119326,24.023138,30.767550,-0.040167,5.061470,0.011742,0.001901,0.001870,0.000000,0.000000,0.000000,0.015781,0.005760,0.002114,0,takeoff,,21.146935,4.996609,-2.002632,0,,,
1.156995,0.049685,0.040945,0.026777,0.012345,0.002107,0.001658,20.456903,5.964872,0.143233,0.746953,4.943891,-0.055004,21.249966,21.249647,0.116457,24.305846,31.440039,-0.140196,5.152857,0.012345,0.002107,0.001658,0.000000,0.000000,0.000000,0.015141,0.004816,-0.006379,0,takeoff,,21.249966,4.996408,-2.082803,0,,,
1.206988,0.050423,0.041089,0.026598,0.012846,0.002347,0.001705,20.496761,6.211384,0.139192,0.782144,4.938446,-0.072810,21.357386,21.357089,0.112594,24.599725,32.117426,-0.242756,5.245788,0.012846,0.002347,0.001705,0.000000,0.000000,0.000000,0.010902,0.006653,-0.001768,0,takeoff,,21.357386,4.996243,-2.162162,0,,,
1.256744,0.051565,0.041295,0.026351,0.013679,0.002582,0.001874,20.538263,6.456769,0.134309,0.817701,4.932683,-0.090168,21.467994,21.467723,0.107958,24.904630,32.796355,-0.347169,5.339809,0.013679,0.002582,0.001874,0.000000,0.000000,0.000000,0.016494,0.001562,0.003385,0,takeoff,,21.467994,4.996081,-2.240114,0,,,
1.306944,0.052307,0.041399,0.026152,0.014137,0.002654,0.001885,20.582063,6.704783,0.128543,0.853642,4.926591,-0.106969,21.584302,21.584059,0.102390,25.222569,33.486358,-0.452954,5.436127,0.014137,0.002654,0.001885,0.000000,0.000000,0.000000,0.011154,-0.001018,-0.000813,0,takeoff,,21.584302,4.996175,-2.318063,0,,,
1.356695,0.053412,0.041505,0.025806,0.014746,0.002678,0.001716,20.626985,6.948418,0.122073,0.889987,4.920155,-0.123111,21.702226,21.702013,0.096267,25.550950,34.169804,-0.559054,5.532628,0.014746,0.002678,0.001716,0.000000,0.000000,0.000000,0.010429,-0.001634,-0.002587,0,takeoff,,21.702226,4.996319,-2.394197,0,,,
1.406869,0.054251,0.041561,0.025667,0.015174,0.002658,0.001757,20.674325,7.194912,0.114774,0.926756,4.913362,-0.138494,21.825806,21.825624,0.089107,25.893304,34.864261,-0.665146,5.631450,0.015174,0.002658,0.001757,0.000000,0.000000,0.000000,0.009473,0.003967,0.001912,0,takeoff,,21.825806,4.996565,-2.470121,0,,,
1.456689,0.055602,0.041637,0.025341,0.015964,0.002758,0.001659,20.723179,7.439145,0.106821,0.963970,4.906196,-0.153023,21.951731,21.951580,0.081480,26.247667,35.556431,-0.770148,5.730975,0.015964,0.002758,0.001659,0.000000,0.000000,0.000000,0.009010,0.004031,0.001762,0,takeoff,,21.951731,4.996634,-2.544383,0,,,
1.506928,0.056338,0.041700,0.025090,0.016127,0.002556,0.001737,20.774338,7.685071,0.098144,1.001651,4.898642,-0.166608,22.083070,22.082949,0.073053,26.616516,36.256652,-0.873607,5.832551,0.016127,0.002556,0.001737,0.000000,0.000000,0.000000,0.002344,-0.007722,0.002295,0,takeoff,,22.083070,4.997125,-2.618675,0,,,
1.556666,0.057156,0.041834,0.024658,0.016185,0.002598,0.001649,20.827018,7.928633,0.088927,1.039820,4.890682,-0.179166,22.216951,22.216858,0.064269,26.998178,36.954033,-0.974397,5.934836,0.016185,0.002598,0.001649,0.000000,0.000000,0.000000,-0.004990,-0.001271,-0.002485,0,takeoff,,22.216951,4.997389,-2.691660,0,,,
