time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,camera_measurement_valid,camera_x,camera_y,camera_z,camera_position_error,camera_confidence,kf_state_valid,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,kf_position_error,kf_state_age,guidance_prediction_0p5_x,guidance_prediction_0p5_y,guidance_prediction_0p5_z,guidance_prediction_0p5_error,guidance_prediction_0p5_age,guidance_prediction_1p0_x,guidance_prediction_1p0_y,guidance_prediction_1p0_z,guidance_prediction_1p0_error,guidance_prediction_1p0_age,guidance_prediction_2p0_x,guidance_prediction_2p0_y,guidance_prediction_2p0_z,guidance_prediction_2p0_error,guidance_prediction_2p0_age,kf_prediction_0p5_x,kf_prediction_0p5_y,kf_prediction_0p5_z,kf_prediction_0p5_error,kf_prediction_0p5_age,kf_prediction_1p0_x,kf_prediction_1p0_y,kf_prediction_1p0_z,kf_prediction_1p0_error,kf_prediction_1p0_age,kf_prediction_2p0_x,kf_prediction_2p0_y,kf_prediction_2p0_z,kf_prediction_2p0_error,kf_prediction_2p0_age,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,guidance_altitude_reference,guidance_closing_speed,trajectory_plan_feasible,trajectory_planner,minco_target_curve_weight,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.002288,0.014312,-0.006211,-0.076953,0.000570,0.002080,-0.001222,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,8.010252,1.051044,0.049287,1.052249,1.000000,1,8.011458,1.054781,0.051624,-0.001838,-0.003593,-0.029686,1.056106,0.037521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,7.986061,7.985690,0.076953,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.399303,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133189,0.083189,0.000570,0.002080,-0.051222,0.000000,0.000000,-1.000000,-0.007317,-0.007763,-0.002221,0,takeoff,,7.986061,0.002479,0.000560,0,,,
0.050432,0.014019,-0.006843,-0.077671,0.000206,0.001809,-0.001294,8.000000,0.003028,0.014250,0.000003,0.050000,0.234893,1,8.010034,1.050520,0.048753,1.048108,1.000000,1,8.011191,1.054046,0.049938,-0.002092,-0.004396,-0.029979,1.051683,0.035834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,7.986516,7.985987,0.091920,8.000004,0.072994,0.342942,0.000003,0.050000,0.234893,-0.000000,0.000000,0.000000,1.399326,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133187,0.033189,0.000000,0.000000,-0.101222,-0.011395,-0.041597,-1.000000,-0.012699,-0.004201,0.002337,0,takeoff,,7.986516,0.241053,-0.002575,0,,,
0.100760,0.013945,-0.007306,-0.078108,-0.000044,0.001591,-0.001426,8.000001,0.008587,0.025995,0.000019,0.100000,0.232719,1,8.010034,1.050520,0.048753,1.042229,1.000000,1,8.010921,1.053314,0.048418,-0.002331,-0.005141,-0.030009,1.045024,0.036038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,7.986750,7.986071,0.104103,8.000027,0.148521,0.351647,0.000019,0.100000,0.232719,-0.000000,0.000000,0.000000,1.399337,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133163,0.001993,0.000000,0.000000,-0.151222,0.000000,0.000000,-1.000000,-0.004744,-0.004830,-0.004872,0,takeoff,,7.986750,0.253984,-0.003311,0,,,
0.150571,0.014083,-0.008131,-0.078480,-0.000029,0.001190,-0.001357,8.000003,0.016613,0.037481,0.000056,0.150000,0.229109,1,8.006004,1.062788,0.074732,1.046855,1.000000,1,8.010805,1.053056,0.046916,-0.002331,-0.005141,-0.030009,1.036542,0.035775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,7.986800,7.985959,0.115961,8.000082,0.226514,0.358083,0.000056,0.150000,0.229109,-0.000000,0.000000,0.000000,1.399340,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133174,0.003102,0.000000,0.000000,-0.201222,0.000000,0.000000,-1.000000,0.002725,-0.006990,0.002751,0,takeoff,,7.986800,0.274334,-0.003893,0,,,
0.200455,0.014263,-0.008715,-0.078596,0.000221,0.000698,-0.001184,8.000009,0.027142,0.048753,0.000125,0.200000,0.224087,1,8.002177,1.061411,0.101705,1.035625,1.000000,1,8.009882,1.054487,0.050325,-0.003501,-0.002684,-0.022857,1.027394,0.035338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,7.986842,7.985827,0.127349,8.000184,0.307011,0.362328,0.000125,0.200000,0.224087,-0.000000,0.000000,0.000000,1.399342,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133186,0.004494,0.000000,0.000000,-0.251222,0.000000,0.000000,-1.000000,0.004130,-0.012321,0.006295,0,takeoff,,7.986842,0.300779,-0.004391,0,,,
0.250328,0.014620,-0.009541,-0.078639,0.000394,0.000181,-0.001135,8.000020,0.040118,0.059682,0.000234,0.250000,0.217684,1,8.007218,1.061307,0.101543,1.022072,1.000000,1,8.008451,1.055517,0.057838,-0.005329,-0.000994,-0.010289,1.015436,0.035650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,-0.006231,7.986752,7.985554,0.138321,8.000348,0.389952,0.364295,0.000234,0.250000,0.217684,-0.000000,0.000000,0.000000,1.399338,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133165,0.006223,0.000000,0.000000,-0.301222,0.000000,0.000000,-1.000000,0.004947,-0.011340,0.002253,0,takeoff,,7.986752,0.332101,-0.005183,0,,,
0.300446,0.014885,-0.010095,-0.078578,0.000540,-0.000259,-0.000949,8.000039,0.055766,0.070384,0.000394,0.300000,0.209938,1,8.003922,1.087911,0.101560,1.032623,1.000000,1,8.008015,1.056410,0.064458,-0.005576,0.000377,0.000086,1.000694,0.035831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,-0.006561,7.986814,7.985425,0.148962,8.000590,0.475567,0.364159,0.000394,0.300000,0.209938,-0.000000,0.000000,0.000000,1.399341,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133163,0.008254,0.000000,0.000000,-0.351222,0.000000,0.000000,-1.000000,0.003197,-0.009321,0.000064,0,takeoff,,7.986814,0.366918,-0.006263,0,,,
0.350524,0.015511,-0.010901,-0.078141,0.001143,-0.000801,-0.000535,8.000067,0.073431,0.080344,0.000613,0.349999,0.200899,1,8.003922,1.087911,0.101560,1.014709,1.000000,1,8.007117,1.061428,0.070353,-0.006477,0.007650,0.008654,0.988073,0.035770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,-0.007060,7.986575,7.985002,0.158485,8.003344,0.563183,0.361467,0.004070,0.349976,0.200899,0.002471,-0.000029,0.000000,1.399329,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133130,0.010569,0.000000,0.000000,-0.401222,0.000000,0.000000,-1.000000,0.008946,-0.006283,0.006963,0,takeoff,,7.986575,0.404520,-0.007172,0,,,
0.400625,0.016055,-0.011420,-0.077653,0.001663,-0.001075,-0.000318,8.000111,0.094284,0.090209,0.000900,0.399999,0.190620,1,7.996797,1.113235,0.129741,1.019724,1.000000,1,8.006793,1.061811,0.070785,-0.006477,0.007650,0.008654,0.967745,0.035925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,-0.007839,7.986520,7.984755,0.167862,8.004440,0.653994,0.356949,0.005287,0.399965,0.190620,0.003135,-0.000041,0.000000,1.399326,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133130,0.013248,0.000000,0.000000,-0.451222,0.000000,0.000000,-1.000000,0.014168,-0.006121,0.004644,0,takeoff,,7.986520,0.444205,-0.008559,0,,,
0.450448,0.016982,-0.012204,-0.076954,0.002439,-0.001560,0.000070,8.000171,0.117107,0.099252,0.001266,0.449998,0.179166,1,7.986971,1.139178,0.157565,1.023818,1.000000,1,8.004741,1.071237,0.081587,-0.008984,0.020769,0.023696,0.954305,0.035887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,-0.008672,7.986181,7.984237,0.176205,8.005763,0.746767,0.349961,0.006726,0.449950,0.179166,0.003902,-0.000058,0.000000,1.399309,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133117,0.016207,0.000000,0.000000,-0.501222,0.000000,0.000000,-1.000000,0.013437,-0.008121,0.004862,0,takeoff,,7.986181,0.485780,-0.010091,0,,,
0.500524,0.017675,-0.012846,-0.076362,0.003050,-0.002087,0.000336,8.000255,0.142862,0.107853,0.001719,0.499997,0.166608,1,7.993588,1.166876,0.158295,1.025277,1.000000,1,8.001307,1.083766,0.095619,-0.013307,0.037413,0.042304,0.940985,0.035822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,-0.009658,7.986224,7.984099,0.184215,8.007388,0.842476,0.340989,0.008475,0.499928,0.166608,0.004828,-0.000082,0.000000,1.399311,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133088,0.019515,0.000000,0.000000,-0.551222,0.000000,0.000000,-1.000000,0.014002,-0.016640,0.007206,0,takeoff,,7.986224,0.528902,-0.012294,0,,,
0.550413,0.018591,-0.013937,-0.075302,0.003566,-0.002992,0.000786,8.000365,0.170887,0.115699,0.002269,0.549995,0.153023,1,7.995062,1.180109,0.158849,1.010159,1.000000,1,7.999436,1.099226,0.107901,-0.015052,0.057084,0.057022,0.928372,0.035911,8.000000,-0.000000,0.000000,0.206370,0.548124,,,,,,,,,,,8.010539,1.052984,0.036781,0.885679,0.548124,,,,,,,,,,,CTRV,-0.010679,7.986198,7.983913,0.191001,8.009290,0.940448,0.329825,0.010487,0.549900,0.153023,0.005873,-0.000112,0.000000,1.399310,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133032,0.023160,0.000000,0.000000,-0.601222,0.000000,0.000000,-1.000000,0.006629,-0.016124,0.010127,0,takeoff,,7.986198,0.573561,-0.015142,0,,,
0.600485,0.018954,-0.014583,-0.074689,0.003657,-0.003373,0.001101,8.000506,0.201268,0.122800,0.002925,0.599993,0.138494,1,7.984325,1.219171,0.186911,1.020048,1.000000,1,7.998059,1.114873,0.118692,-0.015957,0.075611,0.068521,0.913617,0.035781,8.000002,0.028028,0.131696,0.173469,0.550052,,,,,,,,,,,8.010145,1.051848,0.034948,0.855158,0.550052,,,,,,,,,,,CTRV,-0.011742,7.986912,7.984470,0.197488,8.011497,1.040794,0.316600,0.012783,0.599864,0.138494,0.007044,-0.000150,0.000000,1.399346,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133006,0.027051,0.000000,0.000000,-0.651222,0.000000,0.000000,-1.000000,0.002506,-0.008891,0.005844,0,takeoff,,7.986912,0.618812,-0.018972,0,,,
0.650405,0.019223,-0.015324,-0.073987,0.003528,-0.004105,0.001406,8.000686,0.234345,0.129193,0.003697,0.649989,0.123111,1,7.982984,1.246489,0.187156,1.013957,1.000000,1,7.995166,1.134810,0.132581,-0.018992,0.099029,0.083685,0.900487,0.035319,8.000010,0.058587,0.142355,0.176252,0.549645,,,,,,,,,,,8.009756,1.050743,0.033413,0.822047,0.549645,,,,,,,,,,,CTRV,-0.012878,7.987952,7.985368,0.203180,8.014056,1.143843,0.301474,0.015410,0.649817,0.123111,0.008369,-0.000198,0.000000,1.399398,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133002,0.031284,0.000000,0.000000,-0.701222,0.000000,0.000000,-1.000000,-0.004124,-0.010935,0.001971,0,takeoff,,7.987952,0.665321,-0.023709,0,,,
