time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,guidance_altitude_reference,guidance_closing_speed,trajectory_plan_feasible,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.032796,0.010407,-0.016251,-0.037821,-0.007822,-0.002236,-0.002220,20.001416,0.351591,0.016542,0.031252,4.999902,0.234893,CV,0.000000,19.994468,19.994394,0.054363,20.063912,10.350012,0.486263,0.031252,4.999902,0.234893,-0.000000,0.000000,0.000000,1.999723,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.133231,0.058231,0.000000,0.000000,-0.052220,0.156437,0.044715,-1.000000,-0.005346,0.003326,0.012159,0,takeoff,,19.994468,5.007907,-0.131737,0,,,
0.082849,0.009265,-0.016119,-0.036903,-0.008409,-0.002344,-0.001764,20.004381,0.600420,0.028140,0.062518,4.999609,0.232719,CV,-0.124443,20.004726,20.004620,0.065043,20.129417,10.599639,0.493577,0.062518,4.999609,0.232719,-0.000000,0.000000,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.133229,0.030879,0.000000,0.000000,-0.102220,0.000000,0.000000,-1.000000,-0.013942,0.000095,0.001071,0,takeoff,,20.004726,5.007949,-0.225814,0,,,
0.132939,0.008264,-0.016054,-0.036200,-0.008800,-0.002427,-0.001494,20.008947,0.851912,0.039689,0.093810,4.999120,0.229109,CV,-0.124540,20.019651,20.019507,0.075889,20.196568,10.850152,0.497908,0.093810,4.999120,0.229109,-0.000000,0.000000,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.133203,0.043423,0.000000,0.000000,-0.152220,0.000000,0.000000,-1.000000,-0.011022,-0.001944,0.011999,0,takeoff,,20.019651,5.007911,-0.320232,0,,,
0.182662,0.006367,-0.015833,-0.034865,-0.009737,-0.002384,-0.000854,20.015149,1.100390,0.050858,0.125143,4.998434,0.224087,CTRV,-0.124899,20.040077,20.039894,0.085723,21.504964,10.962517,0.499033,1.356916,4.812357,0.224087,0.601060,-0.169478,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.133202,0.055781,0.000000,0.000000,-0.202220,0.000000,0.000000,-1.000000,-0.015509,-0.000568,0.009141,0,takeoff,,20.040077,5.007691,-0.414176,0,,,
0.232883,0.005121,-0.015664,-0.033994,-0.010269,-0.002404,-0.000554,20.022872,1.351738,0.061843,0.156530,4.997549,0.217684,CTRV,-0.125052,20.064629,20.064400,0.095837,21.576080,11.204016,0.497211,1.388573,4.803318,0.217684,0.600662,-0.173643,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.133214,0.068256,0.000000,0.000000,-0.252220,0.000000,0.000000,-1.000000,-0.011652,-0.000407,0.009201,0,takeoff,,20.064629,5.007492,-0.508198,0,,,
0.282762,0.003451,-0.015447,-0.032926,-0.011198,-0.002425,-0.000289,20.032105,1.601031,0.072359,0.187985,4.996465,0.209938,CTRV,-0.125331,20.094055,20.093779,0.105285,21.650030,11.442769,0.492236,1.421461,4.793689,0.209938,0.600798,-0.178153,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.133201,0.080582,0.000000,0.000000,-0.302220,0.000000,0.000000,-1.000000,-0.013500,-0.000454,0.008897,0,takeoff,,20.094055,5.007271,-0.601774,0,,,
0.332814,0.002356,-0.015285,-0.032164,-0.011682,-0.002485,-0.000011,20.042937,1.850895,0.082455,0.219520,4.995179,0.200899,CTRV,-0.125605,20.127609,20.127282,0.114619,21.725630,11.681651,0.484253,1.454315,4.783824,0.200899,0.600873,-0.182670,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.133207,0.092905,0.000000,0.000000,-0.352220,0.000000,0.000000,-1.000000,-0.012373,0.001262,0.005623,0,takeoff,,20.127609,5.007041,-0.694717,0,,,
0.382679,0.000595,-0.014783,-0.031021,-0.012521,-0.002313,0.000439,20.055284,2.099406,0.091995,0.251151,4.993688,0.190620,CTRV,-0.125832,20.166196,20.165821,0.123016,21.802409,11.918820,0.473235,1.486744,4.773845,0.190620,0.600701,-0.187080,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.133220,0.105074,0.000000,0.000000,-0.402220,0.000000,0.000000,-1.000000,-0.014522,0.002429,0.004231,0,takeoff,,20.166196,5.006568,-0.787146,0,,,
0.432908,-0.000543,-0.014415,-0.030433,-0.013025,-0.002177,0.000592,20.069384,2.350915,0.101082,0.282890,4.991991,0.179166,CTRV,-0.126177,20.209257,20.208829,0.131516,21.882252,12.158256,0.459415,1.520346,4.763250,0.179166,0.601010,-0.191832,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.133231,0.117359,0.000000,0.000000,-0.452220,0.000000,0.000000,-1.000000,-0.012384,0.005373,0.007197,0,takeoff,,20.209257,5.006113,-0.879564,0,,,
0.482789,-0.002151,-0.013951,-0.029675,-0.013811,-0.001885,0.000852,20.084893,2.599145,0.109431,0.314753,4.990083,0.166608,CTRV,-0.126510,20.256775,20.256297,0.139106,21.963574,12.393950,0.442648,1.553895,4.752411,0.166608,0.601228,-0.196584,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.133250,0.129415,0.000000,0.000000,-0.502220,0.000000,0.000000,-1.000000,-0.016225,0.003875,0.004516,0,takeoff,,20.256775,5.005514,-0.970906,0,,,
