measurement_stamp,receipt_stamp,processed_stamp,published_stamp,source,valid,observation_valid,truth_available,rejection_reason,rgb_raw_stamp,depth_raw_stamp,rgb_receipt_stamp,depth_receipt_stamp,rgb_mapped_stamp,depth_mapped_stamp,rgb_depth_acquisition_skew,pose_history_start_stamp,pose_history_end_stamp,position_source_stamp,position_mapped_stamp,attitude_source_stamp,attitude_mapped_stamp,position_history_start_stamp,position_history_end_stamp,attitude_history_start_stamp,attitude_history_end_stamp,image_clock_offset,px4_clock_offset,px4_clock_reset_count,px4_clock_status,approach_phase,distance_bin,motion_regime,confidence,red_pixel_count,valid_depth_ratio,target_range,view_angle,position_x,position_y,position_z,covariance_xx,covariance_yy,covariance_zz,truth_x,truth_y,truth_z,error_x,error_y,error_z,horizontal_error,position_3d_error,observation_age
1790064299.0548685,1790064299.0603979,1790064299.0997648,1790064299.0997648,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,38.852,38.852,1790064299.0603979,1790064299.0583463,1790064299.0548685,1790064299.0548685,0.0,1790064278.5801282,1790064279.5961282,1790064299.082408,1790064279.5961282,1790064299.086408,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2028685,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,71.10432517522368,-18.86023106548769,0.04511714937014977,nan,nan,nan,nan,nan,0.0055294036865234375
1790064299.1548684,1790064299.1594596,1790064299.199913,1790064299.199913,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,38.952,38.952,1790064299.1594596,1790064299.158581,1790064299.1548684,1790064299.1548684,0.0,1790064278.5801282,1790064279.5961282,1790064299.1864078,1790064279.5961282,1790064299.1864078,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2028685,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,71.47963851986196,-19.00881124306244,0.04794683296044316,nan,nan,nan,nan,nan,0.004591226577758789
1790064299.3528686,1790064299.407614,1790064299.4998803,1790064299.4998803,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,39.1,39.2,1790064299.304647,1790064299.407614,1790064299.3028684,1790064299.4028685,0.10000000000000142,1790064278.5801282,1790064279.5961282,1790064299.4824078,1790064279.5961282,1790064299.486408,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2028685,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,72.22484408612385,-19.27679891079673,0.04995958059093926,nan,nan,nan,nan,nan,0.05474543571472168
1790064299.5048685,1790064299.5589812,1790064299.599722,1790064299.599722,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,39.252,39.352,1790064299.46603,1790064299.5589812,1790064299.4548686,1790064299.5548685,0.09999999999999432,1790064278.5801282,1790064279.5961282,1790064299.586406,1790064279.5961282,1790064299.586406,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2028685,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,72.8047378819408,-19.459340849620546,0.04825211751101096,nan,nan,nan,nan,nan,0.05411267280578613
1790064299.5528684,1790064299.6141834,1790064299.6998193,1790064299.6998193,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,39.3,39.4,1790064299.5033486,1790064299.6141834,1790064299.5028684,1790064299.6028686,0.10000000000000142,1790064278.5801282,1790064279.5961282,1790064299.686406,1790064279.5961282,1790064299.686406,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2028685,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,72.98939547091328,-19.512428158965957,0.04712968298569368,nan,nan,nan,nan,nan,0.061315059661865234
1790064299.7048686,1790064299.7578473,1790064299.8001223,1790064299.8001223,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,39.452,39.552,1790064299.6643875,1790064299.7578473,1790064299.6548684,1790064299.7548685,0.10000000000000142,1790064278.5801282,1790064279.5961282,1790064299.7824059,1790064279.5961282,1790064299.7864058,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2028685,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,73.57746940976688,-19.66487792495481,0.0418689479444949,nan,nan,nan,nan,nan,0.0529787540435791
1790064299.8048685,1790064299.854683,1790064299.8999298,1790064299.8999298,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,39.552,39.652,1790064299.7615168,1790064299.854683,1790064299.7548685,1790064299.8548684,0.10000000000000142,1790064278.5801282,1790064279.5961282,1790064299.882406,1790064279.5961282,1790064299.886406,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2028685,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,73.96832070484759,-19.751582672629727,0.03707936779568303,nan,nan,nan,nan,nan,0.049814462661743164
1790064299.9548686,1790064299.959501,1790064299.9998186,1790064299.9998186,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,39.752,39.752,1790064299.959501,1790064299.9551063,1790064299.9548686,1790064299.9548686,0.0,1790064278.5801282,1790064279.5961282,1790064299.9864058,1790064279.5961282,1790064299.9864058,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2028685,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,74.55846480085542,-19.8593114321011,0.028232229849004663,nan,nan,nan,nan,nan,0.004632472991943359
1790064300.0028684,1790064300.012751,1790064300.0998123,1790064300.0998123,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,39.8,39.8,1790064300.012751,1790064300.010188,1790064300.0028684,1790064300.0028684,0.0,1790064278.5801282,1790064279.5961282,1790064300.0824058,1790064279.5961282,1790064300.086406,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2028685,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,74.74833699343532,-19.887781775180862,0.025043564348423617,nan,nan,nan,nan,nan,0.009882688522338867
1790064300.1548684,1790064300.1557045,1790064300.2022076,1790064300.2022076,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,39.952,39.952,1790064300.1557045,1790064300.153663,1790064300.1548684,1790064300.1548684,0.0,1790064278.5801282,1790064279.5961282,1790064300.186406,1790064279.5961282,1790064300.186406,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2028685,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,75.35217425061145,-19.957691984090843,0.014107121054539207,nan,nan,nan,nan,nan,0.0008361339569091797
1790064300.2288685,1790064300.261668,1790064300.2998135,1790064300.2998135,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,40.0,40.052,1790064300.2125154,1790064300.261668,1790064300.2028685,1790064300.2548685,0.0519999999999996,1790064278.5801282,1790064279.5961282,1790064300.2824059,1790064279.5961282,1790064300.2864058,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2028685,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,75.6465621415731,-19.979698955874873,0.00846461233628495,nan,nan,nan,nan,nan,0.032799482345581055
1790064300.3548684,1790064300.3572936,1790064300.399902,1790064300.399902,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,40.152,40.152,1790064300.3572936,1790064300.3554304,1790064300.3548684,1790064300.3548684,0.0,1790064278.5801282,1790064279.5961282,1790064300.386406,1790064279.5961282,1790064300.386406,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2028685,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,76.1510916718758,-19.998853457628368,-0.0014033541051155787,nan,nan,nan,nan,nan,0.0024251937866210938
1790064300.4548686,1790064300.4680135,1790064300.4997907,1790064300.4997907,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,40.252,40.252,1790064300.4680135,1790064300.4661114,1790064300.4548686,1790064300.4548686,0.0,1790064278.5801282,1790064279.5961282,1790064300.482406,1790064279.5961282,1790064300.4864058,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2028685,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,76.55035902056586,-19.99613207849243,-0.009188001153645034,nan,nan,nan,nan,nan,0.013144969940185547
1790064300.5538814,1790064300.5538814,1790064300.5997539,1790064300.5997539,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,40.352,40.352,1790064300.5538814,1790064300.5520756,1790064300.5538814,1790064300.5538814,0.0,1790064278.5801282,1790064279.5961282,1790064300.5864048,1790064279.5961282,1790064300.5864048,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2018814,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,76.94626793549519,-19.97724008233575,-0.016692995926012203,nan,nan,nan,nan,nan,0.0
1790064300.7038815,1790064300.7595918,1790064300.7997434,1790064300.7997434,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,40.552,40.452,1790064300.7595918,1790064300.6608484,1790064300.7538815,1790064300.6538813,0.10000000000000142,1790064278.5801282,1790064279.5961282,1790064300.7864048,1790064279.5961282,1790064300.7864048,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2018814,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,77.54329801733203,-19.91666781242955,-0.027232366254632663,nan,nan,nan,nan,nan,0.0557103157043457
1790064300.8038814,1790064300.8621223,1790064300.8999107,1790064300.8999107,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,40.652,40.552,1790064300.8621223,1790064300.756529,1790064300.8538814,1790064300.7538815,0.10000000000000142,1790064278.5801282,1790064279.5961282,1790064300.8824048,1790064279.5961282,1790064300.886405,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2018814,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,77.93820035310782,-19.854234701522074,-0.03345047586193676,nan,nan,nan,nan,nan,0.05824089050292969
1790064300.9038813,1790064300.9541004,1790064300.999783,1790064300.999783,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,40.752,40.652,1790064300.9541004,1790064300.858507,1790064300.9538815,1790064300.8538814,0.10000000000000142,1790064278.5801282,1790064279.5961282,1790064300.986405,1790064279.5961282,1790064300.986405,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2018814,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,78.33017492544458,-19.773668052367505,-0.03885011321105975,nan,nan,nan,nan,nan,0.050219058990478516
0.0,1790064301.0647023,1790064301.0997097,1790064301.0997097,front_rgbd_red_sphere,False,False,False,DEPTH_FRAME_UNMATCHED,40.752,40.652,1790064300.9541004,1790064300.858507,1790064300.9538815,1790064300.8538814,0.10000000000000142,1790064278.5801282,1790064279.5961282,1790064300.986405,1790064279.5961282,1790064300.986405,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2018814,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1790064301.1278815,1790064301.1563532,1790064301.19974,1790064301.19974,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,40.9,40.952,1790064301.105842,1790064301.1563532,1790064301.1018815,1790064301.1538813,0.0519999999999996,1790064278.5801282,1790064279.5961282,1790064301.186405,1790064279.5961282,1790064301.186405,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2018814,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,79.19097441567402,-19.526914816018554,-0.047295674576554154,nan,nan,nan,nan,nan,0.028471708297729492
1790064301.2278814,1790064301.2573164,1790064301.2998962,1790064301.2998962,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,41.0,41.052,1790064301.2148695,1790064301.2573164,1790064301.2018814,1790064301.2538815,0.0519999999999996,1790064278.5801282,1790064279.5961282,1790064301.282405,1790064279.5961282,1790064301.2864048,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2018814,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,79.56582647301211,-19.387382063054577,-0.04923523444268157,nan,nan,nan,nan,nan,0.029434919357299805
1790064301.3278813,1790064301.357001,1790064301.3997388,1790064301.3997388,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,41.1,41.152,1790064301.3090577,1790064301.357001,1790064301.3018813,1790064301.3538814,0.0519999999999996,1790064278.5801282,1790064279.5961282,1790064301.386405,1790064279.5961282,1790064301.386405,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2018814,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,79.9335287198054,-19.230125168220283,-0.04996269119770933,nan,nan,nan,nan,nan,0.02911972999572754
1790064301.3778815,1790064301.4219446,1790064301.4997897,1790064301.4997897,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,41.152,41.2,1790064301.3581958,1790064301.4219446,1790064301.3538814,1790064301.4018815,0.04800000000000182,1790064278.5801282,1790064279.5961282,1790064301.482405,1790064279.5961282,1790064301.486405,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2018814,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,80.11450438860007,-19.144964333502532,-0.04986470702245439,nan,nan,nan,nan,nan,0.04406309127807617
1790064301.5018814,1790064301.5059376,1790064301.5997164,1790064301.5997164,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,41.3,41.3,1790064301.5059376,1790064301.505001,1790064301.5018814,1790064301.5018814,0.0,1790064278.5801282,1790064279.5961282,1790064301.5864038,1790064279.5961282,1790064301.5864038,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2018814,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,80.55153169152135,-18.917217410367165,-0.048321142661186485,nan,nan,nan,nan,nan,0.004056215286254883
1790064301.7538815,1790064301.7564042,1790064301.7997959,1790064301.7997959,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,41.552,41.552,1790064301.7564042,1790064301.754545,1790064301.7538815,1790064301.7538815,0.0,1790064278.5801282,1790064279.5961282,1790064301.786404,1790064279.5961282,1790064301.786404,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2018814,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,81.40409509787958,-18.375011624872695,-0.039640918077249024,nan,nan,nan,nan,nan,0.002522706985473633
1790064301.8018813,1790064301.8121731,1790064301.8998775,1790064301.8998775,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,41.6,41.6,1790064301.8121731,1790064301.8094716,1790064301.8018813,1790064301.8018813,0.0,1790064278.5801282,1790064279.5961282,1790064301.8824039,1790064279.5961282,1790064301.886404,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2018814,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,81.55893378594203,-18.261390856507354,-0.03723229014539223,nan,nan,nan,nan,nan,0.010291814804077148
1790064301.9278815,1790064301.9550366,1790064301.999904,1790064301.999904,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,41.752,41.7,1790064301.9550366,1790064301.9021208,1790064301.9538815,1790064301.9018815,0.0519999999999996,1790064278.5801282,1790064279.5961282,1790064301.986404,1790064279.5961282,1790064301.986404,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2018814,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,81.95402556291482,-17.948659468817784,-0.02994883055520473,nan,nan,nan,nan,nan,0.027155160903930664
1790064302.1278815,1790064302.157415,1790064302.1997507,1790064302.1997507,front_rgbd_red_sphere,False,False,True,POSITION_TIMESTAMP_AFTER_HISTORY,41.952,41.9,1790064302.157415,1790064302.1042995,1790064302.1538813,1790064302.1018815,0.0519999999999996,1790064278.5801282,1790064279.5961282,1790064302.1824038,1790064279.5961282,1790064302.186404,1790064279.6001282,1790064278.5801282,1790064279.5961282,1790064278.5801282,1790064279.6001282,1790064260.2018814,0.19062328338623047,1,OFFSET_OUTLIER,PREPARATION,UNKNOWN,TURNING,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,82.54746814840591,-17.412384572147268,-0.016121350154045564,nan,nan,nan,nan,nan,0.02953338623046875
