measurement_stamp,valid,truth_available,geometry_diagnostics_enabled,gazebo_entity_available,gazebo_model_available,rejection_reason,image_clock_status,image_clock_reset_count,gazebo_entity_clock_status,gazebo_entity_clock_reset_count,gazebo_entity_raw_stamp,gazebo_entity_mapped_stamp,rgb_depth_acquisition_skew,observation_age,depth_median,depth_mad,valid_depth_count,red_pixel_count,target_range,view_angle,projection_centroid_u,projection_centroid_v,mask_centroid_u,mask_centroid_v,camera_fx,camera_fy,camera_cx,camera_cy,camera_pitch_down,target_reference_z_offset,gazebo_model_heading_ned,px4_attitude_yaw_ned,model_px4_heading_difference,entity_query_ros_stamp,entity_status,entity_left_sim_stamp,entity_right_sim_stamp,entity_left_ros_stamp,entity_right_ros_stamp,entity_fraction,entity_interval,model_query_ros_stamp,model_status,model_left_sim_stamp,model_right_sim_stamp,model_left_ros_stamp,model_right_ros_stamp,model_fraction,model_interval,px4_position_query_ros_stamp,px4_position_status,px4_position_left_source_stamp,px4_position_right_source_stamp,px4_position_left_ros_stamp,px4_position_right_ros_stamp,px4_position_fraction,px4_position_interval,px4_attitude_query_ros_stamp,px4_attitude_status,px4_attitude_left_source_stamp,px4_attitude_right_source_stamp,px4_attitude_left_ros_stamp,px4_attitude_right_ros_stamp,px4_attitude_fraction,px4_attitude_interval,entity_clock_reset_count_at_write,px4_clock_reset_count_at_write,px4_clock_status_at_write,px4_clock_offset_at_write,px4_clock_offset_online,px4_clock_status_online,px4_clock_reset_count_online,px4_position_reset_crossed,px4_attitude_reset_crossed,image_rgb_raw_stamp,image_depth_raw_stamp,image_rgb_mapped_stamp,image_depth_mapped_stamp,image_rgb_receipt_stamp_online,image_depth_receipt_stamp_online,observation_received_stamp_online,observation_processed_stamp_online,observation_published_stamp_online,collector_receipt_stamp,collector_write_stamp,collector_wait_seconds,online_processing_seconds,online_publish_seconds,collector_transport_seconds,collector_write_age_seconds,px4_heading_ned,px4_xy_reset_counter,px4_z_reset_counter,px4_heading_reset_counter,px4_delta_heading,px4_quat_reset_counter,px4_position_independent_x,px4_position_independent_y,px4_position_independent_z,px4_attitude_independent_w,px4_attitude_independent_x,px4_attitude_independent_y,px4_attitude_independent_z,px4_delta_q_reset_w,px4_delta_q_reset_x,px4_delta_q_reset_y,px4_delta_q_reset_z,model_px4_roll_residual,model_px4_pitch_residual,model_px4_yaw_residual,model_px4_rotation_angle,px4_attitude_yaw_independent,px4_heading_attitude_difference,online_independent_px4_rotation_angle,model_px4_position_error_x,model_px4_position_error_y,model_px4_position_error_z,online_independent_px4_position_error_x,online_independent_px4_position_error_y,online_independent_px4_position_error_z,position_x,position_y,position_z,truth_x,truth_y,truth_z,truth_velocity_x,truth_velocity_y,truth_velocity_z,gazebo_entity_center_x,gazebo_entity_center_y,gazebo_entity_center_z,gazebo_model_world_x,gazebo_model_world_y,gazebo_model_world_z,physical_camera_world_x,physical_camera_world_y,physical_camera_world_z,physical_expected_camera_x,physical_expected_camera_y,physical_expected_camera_z,physical_camera_center_error_x,physical_camera_center_error_y,physical_camera_center_error_z,gazebo_entity_reference_x,gazebo_entity_reference_y,gazebo_entity_reference_z,error_x,error_y,error_z,entity_to_truth_x,entity_to_truth_y,entity_to_truth_z,vision_to_entity_x,vision_to_entity_y,vision_to_entity_z,interpolated_uav_x,interpolated_uav_y,interpolated_uav_z,uav_velocity_latest_x,uav_velocity_latest_y,uav_velocity_latest_z,center_camera_x,center_camera_y,center_camera_z,target_body_flu_x,target_body_flu_y,target_body_flu_z,camera_center_error_x,camera_center_error_y,camera_center_error_z,body_flu_error_x,body_flu_error_y,body_flu_error_z,projection_error_u,projection_error_v,entity_expected_projection_u,entity_expected_projection_v,physical_expected_projection_u,physical_expected_projection_v,physical_projection_error_u,physical_projection_error_v,error_3d,entity_to_truth_3d,vision_to_entity_3d,camera_center_error_3d,body_flu_error_3d,physical_camera_center_error_3d
1790152318.9412096,True,False,True,False,False,,MAPPED_EXACT,0,MAPPED_EXACT,0,31.472,1790152319.9178987,0.0519999999999996,0.9817767143249512,7.225939512252808,0.028795480728149414,166,166,7.723172664642334,0.25370892882347107,319.5,170.0,319.5,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,nan,nan,nan,1790152318.9412096,BEFORE_HISTORY,nan,nan,nan,nan,nan,nan,1790152318.9412096,BEFORE_HISTORY,nan,nan,nan,nan,nan,nan,1790152318.9412096,EMPTY,nan,nan,nan,nan,nan,nan,1790152318.9412096,EMPTY,nan,nan,nan,nan,nan,nan,0,0,UNCALIBRATED,0.0,0.0,DIRECT_TIMESTAMP,0,False,False,30.5,30.552,1790152318.9412096,1790152318.9932916,1790152318.9678824,1790152319.0326455,1790152319.0326455,1790152319.1265628,1790152319.126608,1790152319.413623,1790152319.923155,0.5092989569966448,0.18535327911376953,0.18539834022521973,0.2870151996612549,0.9819455146789551,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.032162141405479,1.0513642077942804,-0.10748089328057947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.037896160882258174,-0.01841872724250489,0.005478952613527961,nan,nan,nan,7.475939512252808,0.013845963996841142,1.9384349595577597,8.065595754493076,0.013845963996841142,0.531736501630792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1790152319.0932107,True,True,True,False,False,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,31.472,1790152319.9178987,0.047999999999998266,0.8308930397033691,7.225939512252808,0.028795480728149414,166,166,7.723172664642334,0.25370892882347107,319.5,170.0,319.5,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,nan,nan,nan,1790152319.0932107,BEFORE_HISTORY,nan,nan,nan,nan,nan,nan,1790152319.0932107,BEFORE_HISTORY,nan,nan,nan,nan,nan,nan,1790152319.0932107,EMPTY,nan,nan,nan,nan,nan,nan,1790152319.0932107,EMPTY,nan,nan,nan,nan,nan,nan,0,0,UNCALIBRATED,0.0,0.0,DIRECT_TIMESTAMP,0,False,False,30.652,30.7,1790152319.0932107,1790152319.141217,1790152319.1279457,1790152319.1762054,1790152319.1762054,1790152319.2298694,1790152319.229946,1790152319.4153192,1790152319.924229,0.5087511940000695,0.1366586685180664,0.136735200881958,0.18537330627441406,0.8310182094573975,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.032510574489214,1.0528194598904799,-0.10761804223838428,8.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.032510574489213795,1.0528194598904799,-0.10761804223838428,nan,nan,nan,nan,nan,nan,0.038337784617604585,-0.01765844511387426,0.005344201598947077,nan,nan,nan,7.475939512252808,0.013845963996841142,1.9384349595577597,8.065595754493076,0.013845963996841142,0.531736501630792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0588047013462507,nan,nan,nan,nan,nan
1790152319.2412286,True,True,True,False,False,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,31.492,1790152319.937905,0.0,0.7116341590881348,7.225939512252808,0.028795480728149414,166,166,7.723172664642334,0.25370892882347107,319.5,170.0,319.5,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,nan,nan,nan,1790152319.2412286,BEFORE_HISTORY,nan,nan,nan,nan,nan,nan,1790152319.2412286,BEFORE_HISTORY,nan,nan,nan,nan,nan,nan,1790152319.2412286,EMPTY,nan,nan,nan,nan,nan,nan,1790152319.2412286,EMPTY,nan,nan,nan,nan,nan,nan,0,0,UNCALIBRATED,0.0,0.0,DIRECT_TIMESTAMP,0,False,False,30.8,30.8,1790152319.2412286,1790152319.2412286,1790152319.2801795,1790152319.2765603,1790152319.2801795,1790152319.4293287,1790152319.4294193,1790152319.430531,1790152319.9529412,0.5223087080012192,0.18810009956359863,0.18819069862365723,0.001111745834350586,0.7117125988006592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.032124294742253,1.0533478619376415,-0.1084176555501139,8.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03212429474225331,1.0533478619376415,-0.1084176555501139,nan,nan,nan,nan,nan,nan,0.03800817199144934,-0.017380384037980645,0.004891571847938501,nan,nan,nan,7.475939512252808,0.013845963996841142,1.9384349595577597,8.065595754493076,0.013845963996841142,0.531736501630792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.059399866243276,nan,nan,nan,nan,nan
1790152319.4413958,True,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,31.672,1790152320.1179054,0.0,0.6922214031219482,7.225939512252808,0.028795480728149414,166,166,7.723172664642334,0.25370892882347107,319.5,170.0,319.5,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,4.8990811407634275e-12,0.1350419994157436,-0.13504199941084452,1790152319.4413958,EXACT,31.0,31.0,1790152319.4413958,1790152319.4413958,0.0,0.0,1790152319.4413958,EXACT,31.0,31.0,1790152319.4413958,1790152319.4413958,0.0,0.0,1790152319.4413958,EMPTY,nan,nan,nan,nan,nan,nan,1790152319.4413958,EMPTY,nan,nan,nan,nan,nan,nan,0,0,UNCALIBRATED,0.0,0.0,DIRECT_TIMESTAMP,0,False,False,31.0,31.0,1790152319.4413958,1790152319.4413958,1790152319.4776897,1790152319.4747741,1790152319.4776897,1790152319.6295187,1790152319.6295865,1790152319.630606,1790152320.1337483,0.5022282790014287,0.18812298774719238,0.18819069862365723,0.0010194778442382812,0.6923525333404541,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.031838986880462,1.05589476920145,-0.1087976058821562,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,1.7146632244231778e-12,0.35000000293254124,0.17699981458338068,7.432305637647726,3.919263283136851e-11,1.8282182456792448,0.0436338746050815,0.013845963957648508,0.11021671387851484,8.0,0.0,0.0,0.03183898688046227,1.05589476920145,-0.1087976058821562,0.0,0.0,0.0,0.03183898688046227,1.05589476920145,-0.1087976058821562,0.03787486324073259,-0.015876009592461004,0.00469586218157063,nan,nan,nan,7.475939512252808,0.013845963996841142,1.9384349595577597,8.065595754493076,0.013845963996841142,0.531736501630792,0.14747760621734507,-1.0420732505897556,0.14176776723906537,0.17373009577139165,-1.0420732505897556,0.10800739783371943,38.3982840438635,-3.813809036077771,281.1017159561365,173.81380903607777,319.99999999857636,173.59251034241333,-0.4999999985763566,-3.592510342413334,1.0619625246487028,0.0,1.0619625246487028,1.0619625246487032,1.0619625246487034,0.11934550577691178
1790152319.5979044,True,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,31.804,1790152320.2564754,0.0,0.7459702491760254,7.225939512252808,0.028795480728149414,166,166,7.723172664642334,0.25370892882347107,319.5,170.0,319.5,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,4.8990811407634275e-12,0.13509823813391741,-0.13509823812901833,1790152319.5979044,INTERPOLATED,31.136,31.156,1790152319.581905,1790152319.6019034,0.800035765379113,0.019998550415039062,1790152319.5979044,INTERPOLATED,31.136,31.156,1790152319.581905,1790152319.6019034,0.800035765379113,0.019998550415039062,1790152319.5979044,EMPTY,nan,nan,nan,nan,nan,nan,1790152319.5979044,EMPTY,nan,nan,nan,nan,nan,nan,0,0,UNCALIBRATED,0.0,0.0,DIRECT_TIMESTAMP,0,False,False,31.152,31.152,1790152319.5979044,1790152319.5979044,1790152319.6312327,1790152319.6337473,1790152319.6337473,1790152319.8289948,1790152319.8290417,1790152319.8299716,1790152320.3439918,0.5133155160001479,0.23109030723571777,0.23113727569580078,0.0009298324584960938,0.7460873126983643,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.032513817725796,1.0585470093145235,-0.10844165166703518,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,1.7146632244231778e-12,0.35000000293254124,0.17699981458338068,7.432305637647726,3.919263283136851e-11,1.8282182456792448,0.0436338746050815,0.013845963957648508,0.11021671387851484,8.0,0.0,0.0,0.0325138177257962,1.0585470093145235,-0.10844165166703518,0.0,0.0,0.0,0.0325138177257962,1.0585470093145235,-0.10844165166703518,0.03860271172867882,-0.013694106725218678,0.00490111923370659,nan,nan,nan,7.475939512252808,0.013845963996841142,1.9384349595577597,8.065595754493076,0.013845963996841142,0.531736501630792,0.14860209738162933,-1.0445964373801075,0.1416834879393878,0.17481249129920684,-1.0445964373801075,0.10769116484955749,38.49721778901312,-3.8005465764804853,281.0027822109869,173.80054657648049,319.99999999857636,173.59251034241333,-0.4999999985763566,-3.592510342413334,1.064583726668834,0.0,1.064583726668834,1.064583726668834,1.064583726668834,0.11934550577691178
1790152319.8459184,True,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,32.084,1790152320.536486,0.0,0.7077264785766602,7.225939512252808,0.028795480728149414,166,166,7.723172664642334,0.25370892882347107,319.5,170.0,319.5,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,4.8990811407634275e-12,0.1351836702373304,-0.13518367023243133,1790152319.8459184,INTERPOLATED,31.392,31.412,1790152319.8379085,1790152319.8579109,0.40044817392962717,0.020002365112304688,1790152319.8459184,INTERPOLATED,31.392,31.412,1790152319.8379085,1790152319.8579109,0.40044817392962717,0.020002365112304688,1790152319.8459184,EMPTY,nan,nan,nan,nan,nan,nan,1790152319.8459184,EMPTY,nan,nan,nan,nan,nan,nan,0,0,UNCALIBRATED,0.0,0.0,DIRECT_TIMESTAMP,0,False,False,31.4,31.4,1790152319.8459184,1790152319.8459184,1790152319.8754683,1790152319.873331,1790152319.8754683,1790152320.0290833,1790152320.029155,1790152320.030302,1790152320.553744,0.5228468109999085,0.1831648349761963,0.18323659896850586,0.0011470317840576172,0.7078256607055664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.033165755858965,1.0622830718768552,-0.1119587655985031,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,1.7146632244231778e-12,0.35000000293254124,0.17699981458338068,7.432305637647726,3.919263283136851e-11,1.8282182456792448,0.0436338746050815,0.013845963957648508,0.11021671387851484,8.0,0.0,0.0,0.033165755858965085,1.0622830718768552,-0.1119587655985031,0.0,0.0,0.0,0.033165755858965085,1.0622830718768552,-0.1119587655985031,0.03936583531971729,-0.010659708895896337,0.0016393156917458296,nan,nan,nan,7.475939512252808,0.013845963996841142,1.9384349595577597,8.065595754493076,0.013845963996841142,0.531736501630792,0.14907970000018,-1.048193585176716,0.14541495244438996,0.17605547398806376,-1.048193585176716,0.1112417881256233,38.63230166627676,-3.9337222736854756,280.86769833372324,173.93372227368548,319.99999999857636,173.59251034241333,-0.4999999985763566,-3.592510342413334,1.0686814573820231,0.0,1.0686814573820231,1.0686814573820231,1.0686814573820231,0.11934550577691178
1790152319.945904,True,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,32.18,1790152320.6325128,0.10000000000000142,0.6975946426391602,7.225939512252808,0.028795480728149414,166,166,7.723172664642334,0.25370892882347107,319.5,170.0,319.5,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,4.8990811407634275e-12,0.13520776849508329,-0.1352077684901842,1790152319.945904,INTERPOLATED,31.492,31.512,1790152319.937905,1790152319.9579065,0.39991894340342343,0.02000141143798828,1790152319.945904,INTERPOLATED,31.492,31.512,1790152319.937905,1790152319.9579065,0.39991894340342343,0.02000141143798828,1790152319.945904,EMPTY,nan,nan,nan,nan,nan,nan,1790152319.945904,EMPTY,nan,nan,nan,nan,nan,nan,0,0,UNCALIBRATED,0.0,0.0,DIRECT_TIMESTAMP,0,False,False,31.5,31.6,1790152319.945904,1790152320.0459106,1790152319.9729717,1790152320.0778613,1790152320.0778613,1790152320.1277895,1790152320.127862,1790152320.1288173,1790152320.6435862,0.5142510380028398,0.1818854808807373,0.18195796012878418,0.0009553432464599609,0.6976821422576904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.033729277001328,1.0631704144843448,-0.11520521037759096,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,1.7146632244231778e-12,0.35000000293254124,0.17699981458338068,7.432305637647726,3.919263283136851e-11,1.8282182456792448,0.0436338746050815,0.013845963957648508,0.11021671387851484,8.0,0.0,0.0,0.03372927700132777,1.0631704144843448,-0.11520521037759096,0.0,0.0,0.0,0.03372927700132777,1.0631704144843448,-0.11520521037759096,0.039950275538182055,-0.009940616275972682,-0.001632081172500704,nan,nan,nan,7.475939512252808,0.013845963996841142,1.9384349595577597,8.065595754493076,0.013845963996841142,0.531736501630792,0.14910321544950378,-1.0490000658063308,0.14868869473138546,0.1767591264285091,-1.0490000658063308,0.11443910180761846,38.66214323988612,-4.054136139397656,280.8378567601139,174.05413613939766,319.99999999857636,173.59251034241333,-0.4999999985763566,-3.592510342413334,1.069925808110072,0.0,1.069925808110072,1.069925808110072,1.069925808110072,0.11934550577691178
1790152320.098803,True,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,32.628,1790152321.08048,0.047999999999998266,0.9945695400238037,7.225939512252808,0.028795480728149414,166,166,7.723172664642334,0.25370892882347107,319.5,170.0,319.5,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,4.8990811407634275e-12,0.1351610891057203,-0.13516108910082122,1790152320.098803,EXACT,31.652,31.652,1790152320.098803,1790152320.098803,0.0,0.0,1790152320.098803,EXACT,31.652,31.652,1790152320.098803,1790152320.098803,0.0,0.0,1790152320.098803,BEFORE_HISTORY,nan,nan,nan,nan,nan,nan,1790152320.098803,BEFORE_HISTORY,nan,nan,nan,nan,nan,nan,0,0,DIRECT_TIMESTAMP,0.0,0.0,DIRECT_TIMESTAMP,0,False,False,31.652,31.7,1790152320.098803,1790152320.145908,1790152320.1379638,1790152320.1824746,1790152320.1824746,1790152320.328853,1790152320.3289378,1790152320.5821366,1790152321.093477,0.5107685969996965,0.23004984855651855,0.2301347255706787,0.25319886207580566,0.9946739673614502,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.034712297686823,1.0629855518150508,-0.12119074795120427,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,1.7146632244231778e-12,0.35000000293254124,0.17699981458338068,7.432305637647726,3.919263283136851e-11,1.8282182456792448,0.0436338746050815,0.013845963957648508,0.11021671387851484,8.0,0.0,0.0,0.03471229768682349,1.0629855518150508,-0.12119074795120427,0.0,0.0,0.0,0.03471229768682349,1.0629855518150508,-0.12119074795120427,0.04086386767774898,-0.009727037002632588,-0.007856638207790737,0.07713822275400162,0.004342081490904093,-0.34574195742607117,7.475939512252808,0.013845963996841142,1.9384349595577597,8.065595754493076,0.013845963996841142,0.531736501630792,0.14874735393494642,-1.048703086032969,0.1546818877874816,0.17765709915086614,-1.048703086032969,0.12037531654557093,38.64929911246651,-4.278156337764926,280.8507008875335,174.27815633776493,319.99999999857636,173.59251034241333,-0.4999999985763566,-3.592510342413334,1.0704346894450028,0.0,1.0704346894450028,1.070434689445003,1.0704346894450028,0.11934550577691178
1790152320.304477,True,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,32.628,1790152321.08048,0.047999999999998266,0.7902529239654541,7.225939512252808,0.028795480728149414,166,166,7.723172664642334,0.25370892882347107,319.5,170.0,319.5,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,4.8990811407634275e-12,0.13509844673466365,-0.13509844672976457,1790152320.304477,INTERPOLATED,31.844,31.864,1790152320.29648,1790152320.3164847,0.39975687078397254,0.020004749298095703,1790152320.304477,INTERPOLATED,31.844,31.864,1790152320.29648,1790152320.3164847,0.39975687078397254,0.020004749298095703,1790152320.304477,BEFORE_HISTORY,nan,nan,nan,nan,nan,nan,1790152320.304477,BEFORE_HISTORY,nan,nan,nan,nan,nan,nan,0,0,DIRECT_TIMESTAMP,0.0,0.0,DIRECT_TIMESTAMP,0,False,False,31.852,31.9,1790152320.304477,1790152320.3524842,1790152320.3307304,1790152320.3762102,1790152320.3762102,1790152320.5292265,1790152320.529305,1790152320.5856416,1790152321.094791,0.5087590039984207,0.22474956512451172,0.22482800483703613,0.05633664131164551,0.7903139591217041,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.036873227343255,1.0620251505849438,-0.12916666541097627,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,1.7146632244231778e-12,0.35000000293254124,0.17699981458338068,7.432305637647726,3.919263283136851e-11,1.8282182456792448,0.0436338746050815,0.013845963957648508,0.11021671387851484,8.0,0.0,0.0,0.036873227343255266,1.0620251505849438,-0.12916666541097627,0.0,0.0,0.0,0.036873227343255266,1.0620251505849438,-0.12916666541097627,0.04292466422810298,-0.010162365210163286,-0.01627775201098988,0.07713822275400162,0.004342081490904093,-0.34574195742607117,7.475939512252808,0.013845963996841142,1.9384349595577597,8.065595754493076,0.013845963996841142,0.531736501630792,0.14899684658561796,-1.0474843370067162,0.16284221275889688,0.17959777063481663,-1.0474843370067162,0.12830544544825767,38.60572623172425,-4.576593366178827,280.89427376827575,174.57659336617883,319.99999999857636,173.59251034241333,-0.4999999985763566,-3.592510342413334,1.0704863767573463,0.0,1.0704863767573463,1.0704863767573467,1.0704863767573467,0.11934550577691178
1790152320.5044894,True,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,32.784,1790152321.2364914,0.0,0.7388365268707275,7.225939512252808,0.028795480728149414,166,166,7.723172664642334,0.25370892882347107,319.5,170.0,319.5,170.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,4.8990811407634275e-12,0.13507513687107475,-0.13507513686617567,1790152320.5044894,INTERPOLATED,32.044,32.064,1790152320.4964862,1790152320.5165014,0.39985705777248365,0.020015239715576172,1790152320.5044894,INTERPOLATED,32.044,32.064,1790152320.4964862,1790152320.5165014,0.39985705777248365,0.020015239715576172,1790152320.5044894,BEFORE_HISTORY,nan,nan,nan,nan,nan,nan,1790152320.5044894,BEFORE_HISTORY,nan,nan,nan,nan,nan,nan,0,0,DIRECT_TIMESTAMP,0.0,0.0,DIRECT_TIMESTAMP,0,False,False,32.052,32.052,1790152320.5044894,1790152320.5044894,1790152320.5318315,1790152320.533105,1790152320.533105,1790152320.7262383,1790152320.7263186,1790152320.7280276,1790152321.2434084,0.5150413980009034,0.22174882888793945,0.22182917594909668,0.001708984375,0.7389190196990967,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.038657160711788,1.0623335205744278,-0.13608006162595804,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,1.7146632244231778e-12,0.35000000293254124,0.17699981458338068,7.432305637647726,3.919263283136851e-11,1.8282182456792448,0.0436338746050815,0.013845963957648508,0.11021671387851484,8.0,0.0,0.0,0.0386571607117876,1.0623335205744278,-0.13608006162595804,0.0,0.0,0.0,0.0386571607117876,1.0623335205744278,-0.13608006162595804,0.04466795610598014,-0.009652626108554255,-0.02339573601849096,0.12216370552778244,0.004070553928613663,-0.4739552140235901,7.475939512252808,0.013845963996841142,1.9384349595577597,8.065595754493076,0.013845963996841142,0.531736501630792,0.1493089437845141,-1.0475636907610901,0.16994652478775651,0.1813801206587291,-1.0475636907610901,0.13518962168490506,38.610316032761204,-4.835582779853013,280.8896839672388,174.835582779853,319.99999999857636,173.59251034241333,-0.4999999985763566,-3.592510342413334,1.0717110936173422,0.0,1.0717110936173422,1.0717110936173422,1.0717110936173424,0.11934550577691178
