time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,t_go,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.033756,0.017442,-0.005888,-0.002718,-0.010755,-0.006407,0.006300,20.001344,0.340047,0.015999,0.031252,4.999902,0.234893,19.986905,19.986896,0.018718,20.110181,17.752429,0.834025,3.482545,-0.010755,-0.006407,0.006300,0.000000,0.000000,0.000000,-0.017053,0.002660,-0.014857,0,takeoff,,19.986905,5.011702,-0.128864,0,,,
0.083568,0.015165,-0.006177,-0.003328,-0.011711,-0.006422,0.006004,20.004230,0.588280,0.027575,0.062518,4.999609,0.232719,19.997926,19.997902,0.030903,20.225569,18.288974,0.851495,3.540416,-0.011711,-0.006422,0.006004,0.000000,0.000000,0.000000,-0.015389,-0.003160,-0.007126,0,takeoff,,19.997926,5.011712,-0.223355,0,,,
0.133733,0.013637,-0.006400,-0.003661,-0.012210,-0.006546,0.005843,20.008720,0.839842,0.039136,0.093810,4.999120,0.229109,20.013028,20.012982,0.042797,20.346472,18.838501,0.864013,3.600366,-0.012210,-0.006546,0.005843,0.000000,0.000000,0.000000,-0.015581,-0.005280,-0.002513,0,takeoff,,20.013028,5.011764,-0.318065,0,,,
0.183409,0.011419,-0.006715,-0.004155,-0.013090,-0.006545,0.005424,20.014710,1.087879,0.050297,0.125143,4.998434,0.224087,20.033291,20.033217,0.054452,20.472931,19.389974,0.870808,3.661566,-0.013090,-0.006545,0.005424,0.000000,0.000000,0.000000,-0.011695,-0.000386,-0.004636,0,takeoff,,20.033291,5.011659,-0.412087,0,,,
0.233516,0.010240,-0.006904,-0.004517,-0.013504,-0.006437,0.005256,20.022349,1.339206,0.061297,0.156530,4.997549,0.217684,20.057438,20.057331,0.065814,20.605395,19.954153,0.872130,3.724815,-0.013504,-0.006437,0.005256,0.000000,0.000000,0.000000,-0.009381,0.000962,-0.004748,0,takeoff,,20.057438,5.011379,-0.506178,0,,,
0.283510,0.008950,-0.007172,-0.004825,-0.013598,-0.006447,0.004905,20.031490,1.588110,0.071816,0.187985,4.996465,0.209938,20.086137,20.085991,0.076641,20.743833,20.521566,0.867350,3.789370,-0.013598,-0.006447,0.004905,0.000000,0.000000,0.000000,0.000594,-0.000525,-0.007296,0,takeoff,,20.086137,5.011167,-0.599068,0,,,
0.333523,0.008286,-0.007353,-0.004939,-0.013557,-0.006523,0.004908,20.042284,1.838986,0.081976,0.219520,4.995179,0.200899,20.119085,20.118897,0.086915,20.888720,21.099628,0.856610,3.855846,-0.013557,-0.006523,0.004908,0.000000,0.000000,0.000000,0.001784,-0.002431,0.005878,0,takeoff,,20.119085,5.010964,-0.691947,0,,,
0.383557,0.007584,-0.007455,-0.005082,-0.013082,-0.006318,0.004862,20.054592,2.088173,0.091566,0.251151,4.993688,0.190620,20.156476,20.156244,0.096647,21.040029,21.681862,0.839500,3.923691,-0.013082,-0.006318,0.004862,0.000000,0.000000,0.000000,0.009016,0.006342,0.001538,0,takeoff,,20.156476,5.010428,-0.783529,0,,,
0.433588,0.007343,-0.007368,-0.005162,-0.012879,-0.006095,0.004743,20.068572,2.338911,0.100651,0.282890,4.991991,0.179166,20.198246,20.197968,0.105813,21.198265,22.273913,0.816134,3.993397,-0.012879,-0.006095,0.004743,0.000000,0.000000,0.000000,0.004637,0.007250,-0.005139,0,takeoff,,20.198246,5.009867,-0.875267,0,,,
0.483527,0.007360,-0.007071,-0.005215,-0.012255,-0.005728,0.004494,20.083881,2.585153,0.108964,0.314753,4.990083,0.166608,20.243501,20.243179,0.114179,21.362971,22.863820,0.786025,4.063793,-0.012255,-0.005728,0.004494,0.000000,0.000000,0.000000,0.018466,0.009395,-0.007806,0,takeoff,,20.243501,5.009127,-0.964949,0,,,
0.533570,0.007700,-0.006732,-0.005190,-0.011693,-0.005304,0.004432,20.101188,2.837647,0.116817,0.346753,4.987962,0.153023,20.294178,20.293811,0.122007,21.535720,23.473068,0.749878,4.137045,-0.011693,-0.005304,0.004432,0.000000,0.000000,0.000000,0.016518,0.010421,-0.001537,0,takeoff,,20.294178,5.008320,-1.055637,0,,,
0.583534,0.008714,-0.005978,-0.005289,-0.010375,-0.004588,0.004318,20.119779,3.085246,0.123800,0.378904,4.985622,0.138494,20.347660,20.347250,0.129088,21.715246,24.078401,0.706960,4.210739,-0.010375,-0.004588,0.004318,0.000000,0.000000,0.000000,0.020203,0.014271,-0.006552,0,takeoff,,20.347660,5.007169,-1.143719,0,,,
0.633464,0.009578,-0.005392,-0.005336,-0.009192,-0.004090,0.004303,20.139860,3.331481,0.129999,0.411222,4.983061,0.123111,20.405424,20.404975,0.135335,21.902284,24.687977,0.657629,4.285819,-0.009192,-0.004090,0.004303,0.000000,0.000000,0.000000,0.032446,0.011708,0.000570,0,takeoff,,20.405424,5.006250,-1.231076,0,,,
0.683702,0.010905,-0.004462,-0.005357,-0.007831,-0.003223,0.004141,20.162032,3.583254,0.135537,0.443721,4.980272,0.106969,20.468499,20.468014,0.140893,22.098242,25.315039,0.602304,4.363574,-0.007831,-0.003223,0.004141,0.000000,0.000000,0.000000,0.026335,0.015745,-0.003027,0,takeoff,,20.468499,5.004967,-1.318765,0,,,
0.734248,0.011837,-0.003701,-0.005277,-0.006857,-0.002600,0.003981,20.186115,3.837408,0.140267,0.476417,4.977251,0.090168,20.537206,20.536690,0.145544,22.303129,25.954414,0.540938,4.443619,-0.006857,-0.002600,0.003981,0.000000,0.000000,0.000000,0.027256,0.015466,-0.007284,0,takeoff,,20.537206,5.003988,-1.406734,0,,,
0.783441,0.013340,-0.002377,-0.005083,-0.005369,-0.001940,0.003743,20.210588,4.078468,0.143907,0.509324,4.973991,0.072810,20.605930,20.605391,0.148990,22.513780,26.571148,0.473160,4.522059,-0.005369,-0.001940,0.003743,0.000000,0.000000,0.000000,0.021825,0.011110,-0.003163,0,takeoff,,20.605930,5.002957,-1.490429,0,,,
0.833599,0.014254,-0.001512,-0.005033,-0.004439,-0.001302,0.003763,20.237922,4.331343,0.146847,0.542458,4.970487,0.055004,20.683168,20.682610,0.151879,22.735950,27.220518,0.400142,4.605017,-0.004439,-0.001302,0.003763,0.000000,0.000000,0.000000,0.022349,0.012937,0.000469,0,takeoff,,20.683168,5.002040,-1.576649,0,,,
0.883609,0.015470,-0.000284,-0.005263,-0.003262,-0.000474,0.003472,20.266368,4.578744,0.148810,0.575835,4.966731,0.036859,20.762709,20.762137,0.154073,22.965964,27.863465,0.321610,4.688138,-0.003262,-0.000474,0.003472,0.000000,0.000000,0.000000,0.014698,0.018745,-0.008933,0,takeoff,,20.762709,5.000959,-1.660542,0,,,
0.933503,0.016288,0.000593,-0.005466,-0.002727,0.000016,0.003178,20.296556,4.826557,0.149866,0.609472,4.962715,0.018486,20.847141,20.846562,0.155331,23.205609,28.513933,0.238103,4.773068,-0.002727,0.000016,0.003178,0.000000,0.000000,0.000000,0.013599,0.009143,-0.010071,0,takeoff,,20.847141,5.000340,-1.744496,0,,,
0.983514,0.017563,0.002067,-0.005881,-0.001616,0.000954,0.002742,20.328008,5.070893,0.150000,0.643385,4.958433,-0.000000,20.933979,20.933399,0.155881,23.453869,29.161224,0.150000,4.858457,-0.001616,0.000954,0.002742,0.000000,0.000000,0.000000,0.014713,0.017051,-0.003961,0,takeoff,,20.933979,4.999263,-1.826142,0,,,
1.033560,0.018185,0.003154,-0.006118,-0.001064,0.001821,0.002447,20.362270,5.323420,0.149205,0.677592,4.953874,-0.018486,21.028817,21.028243,0.155323,23.714757,29.833460,0.057740,4.947651,-0.001064,0.001821,0.002447,0.000000,0.000000,0.000000,0.011137,0.022877,-0.006899,0,takeoff,,21.028817,4.998384,-1.909267,0,,,
1.083687,0.018844,0.004797,-0.006539,-0.000547,0.003165,0.001967,20.397433,5.569525,0.147500,0.712108,4.949030,-0.036859,21.125265,21.124703,0.154039,23.984045,30.495866,-0.038144,5.036611,-0.000547,0.003165,0.001967,0.000000,0.000000,0.000000,0.008466,0.022174,-0.011481,0,takeoff,,21.125265,4.997096,-1.990002,0,,,
1.133660,0.019221,0.005961,-0.006992,-0.000207,0.004203,0.001518,20.434602,5.817268,0.144876,0.746953,4.943891,-0.055004,21.226920,21.226377,0.151868,24.264731,31.167910,-0.137168,5.127670,-0.000207,0.004203,0.001518,0.000000,0.000000,0.000000,0.008705,0.024348,-0.009750,0,takeoff,,21.226920,4.996195,-2.070532,0,,,
