time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,guidance_altitude_reference,guidance_closing_speed,trajectory_plan_feasible,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.023687,-0.003655,0.010897,0.086434,0.008799,-0.004139,-0.000115,20.001077,0.297329,0.013992,0.031252,4.999902,0.234893,CV,0.000000,20.006913,20.006782,-0.072442,20.063582,10.297133,0.483779,0.031252,4.999902,0.234893,-0.000000,0.000000,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.132054,0.014364,0.133799,-0.004034,-0.000115,2.499999,0.002093,0.000000,0.009830,0.021346,-0.001457,0,takeoff,,20.006913,5.009607,-0.093241,0,,,
0.073728,-0.003310,0.011741,0.086744,0.009030,-0.003705,-0.000089,20.003723,0.547804,0.025691,0.062518,4.999609,0.232719,CV,-0.125198,20.014306,20.014213,-0.061053,20.128759,10.547023,0.491128,0.062518,4.999609,0.232719,-0.000000,0.000000,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.132073,0.026829,0.258799,-0.003935,-0.000089,2.499999,0.001983,0.000000,0.003082,0.005693,-0.001618,0,takeoff,,20.014306,5.009013,-0.186767,0,,,
0.123768,-0.003394,0.012643,0.086874,-0.015026,-0.006559,-0.012683,20.007920,0.797193,0.037182,0.093810,4.999120,0.229109,CV,-0.125070,20.026749,20.026687,-0.049692,20.195541,10.795433,0.495400,0.093810,4.999120,0.229109,-0.000000,0.000000,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.132072,0.039225,0.383799,-0.003842,-0.012683,2.499999,0.001859,0.000000,-0.630221,-0.075153,-0.308115,0,takeoff,,20.026749,5.012697,-0.304250,0,,,
0.173725,-0.004849,0.012927,0.086223,-0.041750,-0.011222,-0.029524,20.013733,1.047711,0.048496,0.125143,4.998434,0.224087,CTRV,-0.125294,20.045344,20.045309,-0.037727,21.507412,10.909087,0.496671,1.360711,4.811285,0.224087,0.602823,-0.170488,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.131853,0.051688,0.508799,-0.003751,-0.029524,2.499999,0.001819,0.000000,-0.580433,-0.122782,-0.405032,0,takeoff,,20.045344,5.018846,-0.424802,0,,,
0.223673,-0.009136,0.012771,0.083306,-0.060449,-0.014637,-0.069058,20.020965,1.294224,0.059338,0.156530,4.997549,0.217684,CTRV,-0.125109,20.071065,20.071051,-0.023969,21.574739,11.146387,0.494706,1.389129,4.803157,0.217684,0.600920,-0.173793,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.125773,0.063929,0.633799,-0.003659,-0.069058,2.499999,0.001843,0.000000,-0.286931,-0.014798,-0.760864,0,takeoff,,20.071065,5.025068,-0.536200,0,,,
0.273841,-0.012896,0.012422,0.079676,-0.076977,-0.016984,-0.104689,20.029933,1.546024,0.070047,0.187985,4.996465,0.209938,CTRV,-0.125488,20.101418,20.101416,-0.009629,21.649387,11.387445,0.489924,1.422960,4.793244,0.209938,0.601492,-0.178564,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.115214,0.076417,0.758799,-0.003564,-0.104689,2.499999,0.001898,0.000000,-0.445349,-0.066684,-0.904579,0,takeoff,,20.101418,5.030295,-0.646530,0,,,
0.323630,-0.019872,0.011596,0.071737,-0.107853,-0.024594,-0.162968,20.040427,1.796102,0.080252,0.219520,4.995179,0.200899,CTRV,-0.125801,20.139516,20.139515,0.008515,21.725028,11.626448,0.482049,1.456185,4.783255,0.200899,0.601737,-0.183189,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.091877,0.088761,0.883799,-0.003462,-0.162968,2.499999,0.002037,0.000000,-0.585330,-0.169165,-1.117691,0,takeoff,,20.139516,5.043579,-0.771027,0,,,
0.373721,-0.026052,0.010690,0.063746,-0.131659,-0.032841,-0.211019,20.052373,2.043574,0.089863,0.251151,4.993688,0.190620,CTRV,-0.125695,20.181092,20.181075,0.026117,21.798168,11.863282,0.471103,1.485441,4.774250,0.190620,0.600100,-0.186713,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.069536,0.100945,1.008799,-0.003352,-0.211019,2.499999,0.002198,0.000000,-0.597971,-0.219582,-1.237833,0,takeoff,,20.181092,5.057060,-0.887715,0,,,
0.423672,-0.038149,0.008468,0.046115,-0.165303,-0.049064,-0.297253,20.066153,2.295729,0.099101,0.282890,4.991991,0.179166,CTRV,-0.126403,20.234063,20.233994,0.052987,21.881222,12.102567,0.457434,1.522502,4.762561,0.179166,0.602001,-0.192448,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.024912,0.113322,1.133799,-0.003221,-0.297253,2.499999,0.002617,0.000000,-0.476904,-0.267488,-1.405049,0,takeoff,,20.234063,5.083314,-1.016407,0,,,
0.473748,-0.046901,0.006508,0.031580,-0.180145,-0.060854,-0.370295,20.081450,2.546161,0.107662,0.314753,4.990083,0.166608,CTRV,-0.126590,20.288079,20.287937,0.076082,21.960908,12.340783,0.440878,1.554655,4.752162,0.166608,0.601577,-0.196804,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.007718,0.125553,1.258799,-0.003071,-0.370295,2.499998,0.003011,0.000000,-0.341289,-0.300686,-1.952228,0,takeoff,,20.288079,5.103445,-1.125289,0,,,
