time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,camera_measurement_valid,camera_x,camera_y,camera_z,camera_position_error,camera_confidence,kf_state_valid,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,kf_position_error,kf_state_age,guidance_prediction_0p5_x,guidance_prediction_0p5_y,guidance_prediction_0p5_z,guidance_prediction_0p5_error,guidance_prediction_0p5_age,guidance_prediction_1p0_x,guidance_prediction_1p0_y,guidance_prediction_1p0_z,guidance_prediction_1p0_error,guidance_prediction_1p0_age,guidance_prediction_2p0_x,guidance_prediction_2p0_y,guidance_prediction_2p0_z,guidance_prediction_2p0_error,guidance_prediction_2p0_age,kf_prediction_0p5_x,kf_prediction_0p5_y,kf_prediction_0p5_z,kf_prediction_0p5_error,kf_prediction_0p5_age,kf_prediction_1p0_x,kf_prediction_1p0_y,kf_prediction_1p0_z,kf_prediction_1p0_error,kf_prediction_1p0_age,kf_prediction_2p0_x,kf_prediction_2p0_y,kf_prediction_2p0_z,kf_prediction_2p0_error,kf_prediction_2p0_age,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,guidance_altitude_reference,guidance_closing_speed,trajectory_plan_feasible,trajectory_planner,minco_target_curve_weight,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.010913,0.012171,-0.031743,-0.000079,-0.005361,-0.013065,-0.009108,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,8.006702,1.029213,0.125572,1.036866,1.000000,1,8.005156,1.023641,0.124797,-0.007630,0.000358,-0.028440,1.031233,0.024080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,7.987892,7.987892,0.000079,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.399395,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133730,0.083730,-0.005361,-0.013065,-0.059108,0.000000,0.000000,-1.000000,0.002234,0.010886,-0.007827,0,takeoff,,7.987892,0.016804,-0.005413,0,,,
0.060440,0.012625,-0.031438,-0.000532,-0.005285,-0.012815,-0.009045,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,8.007764,1.030020,0.124488,1.037544,1.000000,1,8.004774,1.023659,0.123375,-0.007630,0.000358,-0.028440,1.031078,0.023404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,7.987437,7.987437,0.000532,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.399372,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133721,0.033730,0.000000,0.000000,-0.109108,0.107216,0.261292,-1.000000,0.000279,0.005642,0.000640,0,takeoff,,7.987437,0.016552,-0.005336,0,,,
0.110436,0.013411,-0.030996,-0.001163,-0.005007,-0.012453,-0.009244,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,8.008422,1.030396,0.124174,1.037885,1.000000,1,8.005018,1.024978,0.122230,-0.006729,0.002233,-0.028041,1.032253,0.023719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,7.986649,7.986649,0.001163,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.399332,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133734,0.003881,0.000000,0.000000,-0.159108,0.000000,0.000000,-1.000000,0.002147,0.007975,-0.003365,0,takeoff,,7.986649,0.016298,-0.005057,0,,,
0.160334,0.013911,-0.030711,-0.001476,-0.004865,-0.012145,-0.009381,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,8.008422,1.030396,0.124174,1.037885,1.000000,1,8.005356,1.026142,0.121253,-0.005761,0.003742,-0.027430,1.033294,0.023524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,7.986148,7.986148,0.001476,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.399307,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133748,0.003846,0.000000,0.000000,-0.209108,0.000000,0.000000,-1.000000,0.001964,0.006212,-0.005570,0,takeoff,,7.986148,0.016098,-0.004913,0,,,
0.210233,0.014531,-0.030262,-0.001665,-0.004808,-0.011871,-0.009223,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,8.009640,1.031518,0.123396,1.038917,1.000000,1,8.005067,1.026329,0.119881,-0.005761,0.003742,-0.027430,1.033319,0.023160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,7.985526,7.985526,0.001665,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.399276,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133766,0.003790,0.000000,0.000000,-0.259108,0.000000,0.000000,-1.000000,-0.001044,0.004910,0.001512,0,takeoff,,7.985526,0.015783,-0.004855,0,,,
0.260353,0.014977,-0.029911,-0.001682,-0.004711,-0.011352,-0.009275,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,8.010075,1.031882,0.123350,1.039278,1.000000,1,8.005757,1.027607,0.119302,-0.004371,0.005293,-0.026301,1.034525,0.023332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,7.985080,7.985079,0.001682,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.399254,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133770,0.003746,0.000000,0.000000,-0.309108,0.000000,0.000000,-1.000000,0.001269,0.010693,-0.001416,0,takeoff,,7.985080,0.015398,-0.004756,0,,,
0.310410,0.015908,-0.029175,-0.001753,-0.004493,-0.010685,-0.009150,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,8.010820,1.032474,0.123238,1.039860,1.000000,1,8.006409,1.028715,0.118844,-0.003137,0.006491,-0.025089,1.035577,0.023692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,7.984145,7.984145,0.001753,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.399207,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133780,0.003654,0.000000,0.000000,-0.359108,0.000000,0.000000,-1.000000,0.004718,0.012718,0.001437,0,takeoff,,7.984145,0.014767,-0.004534,0,,,
0.360404,0.016539,-0.028737,-0.001729,-0.004310,-0.010376,-0.008901,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,8.011398,1.033198,0.123258,1.040586,1.000000,1,8.007098,1.029745,0.118471,-0.001936,0.007492,-0.023839,1.036562,0.023739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,7.983513,7.983513,0.001729,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.399176,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133798,0.003600,0.000000,0.000000,-0.409108,0.000000,0.000000,-1.000000,0.003827,0.005250,0.006866,0,takeoff,,7.983513,0.014334,-0.004349,0,,,
0.410356,0.017405,-0.028098,-0.001677,-0.004011,-0.009777,-0.008616,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,8.012400,1.033950,0.123470,1.041370,1.000000,1,8.007792,1.030741,0.118192,-0.000813,0.008374,-0.022541,1.037524,0.023325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,7.982644,7.982644,0.001677,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.399132,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133801,0.003520,0.000000,0.000000,-0.459108,0.000000,0.000000,-1.000000,0.003922,0.010466,0.008146,0,takeoff,,7.982644,0.013635,-0.004047,0,,,
0.460439,0.018047,-0.027600,-0.001358,-0.003837,-0.009258,-0.008486,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1,8.013038,1.034427,0.123780,1.041888,1.000000,1,8.008572,1.031716,0.118039,0.000359,0.009169,-0.021150,1.038482,0.023577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,7.982001,7.982001,0.001358,8.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.399100,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133805,0.003458,0.000000,0.000000,-0.509108,0.000000,0.000000,-1.000000,0.004853,0.012864,-0.000610,0,takeoff,,7.982001,0.013132,-0.003870,0,,,
