time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,guidance_altitude_reference,guidance_closing_speed,trajectory_plan_feasible,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.043342,0.031504,0.002890,-0.036592,-0.001773,-0.003637,0.002594,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,19.968529,19.968496,0.036592,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.998426,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.131618,0.056618,0.000000,0.000000,-0.047406,0.035459,0.072732,-1.000000,-0.011636,-0.006700,0.005229,0,takeoff,,19.968529,0.004806,-0.001768,0,,,
0.092972,0.030716,0.001859,-0.035836,-0.001973,-0.003913,0.002831,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,19.969316,19.969284,0.035836,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.998466,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.131618,-0.000093,0.000000,0.000000,-0.097406,0.000000,0.000000,-1.000000,-0.007389,-0.000718,0.009072,0,takeoff,,19.969316,0.005217,-0.001968,0,,,
0.143170,0.029256,0.000342,-0.034889,-0.002668,-0.004668,0.003072,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,19.970775,19.970744,0.034889,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.998539,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.131610,-0.000017,0.000000,0.000000,-0.147406,0.000000,0.000000,-1.000000,-0.013178,-0.012423,0.003638,0,takeoff,,19.970775,0.006192,-0.002662,0,,,
0.192935,0.028357,-0.000511,-0.034302,-0.003103,-0.005026,0.003329,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,19.971672,19.971643,0.034302,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.998584,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.131603,0.000026,0.000000,0.000000,-0.197406,0.000000,0.000000,-1.000000,-0.011327,-0.009206,0.006563,0,takeoff,,19.971672,0.006780,-0.003097,0,,,
0.243095,0.027407,-0.001515,-0.033611,-0.003468,-0.005307,0.003762,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,19.972621,19.972593,0.033611,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.998631,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.131602,0.000076,0.000000,0.000000,-0.247406,0.000000,0.000000,-1.000000,-0.005550,-0.001725,0.007282,0,takeoff,,19.972621,0.007372,-0.003462,0,,,
0.292979,0.026934,-0.002131,-0.033112,-0.003546,-0.005245,0.003910,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,19.973094,19.973067,0.033112,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.998655,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.131593,0.000107,0.000000,0.000000,-0.297406,0.000000,0.000000,-1.000000,-0.002937,0.004025,-0.000177,0,takeoff,,19.973094,0.007441,-0.003540,0,,,
0.343131,0.026398,-0.003027,-0.032434,-0.003971,-0.005475,0.004146,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,19.973629,19.973602,0.032434,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.998681,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.131581,0.000152,0.000000,0.000000,-0.347406,0.000000,0.000000,-1.000000,-0.004172,-0.001172,0.006339,0,takeoff,,19.973629,0.007933,-0.003965,0,,,
0.393016,0.026224,-0.003662,-0.032005,-0.004042,-0.005661,0.004164,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,19.973802,19.973776,0.032005,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.998690,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.131587,0.000183,0.000000,0.000000,-0.397406,0.000000,0.000000,-1.000000,-0.003413,-0.003990,-0.002762,0,takeoff,,19.973802,0.008107,-0.004036,0,,,
0.443001,0.026164,-0.004705,-0.031295,-0.004070,-0.005982,0.004322,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,19.973861,19.973837,0.031295,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.998693,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.131575,0.000236,0.000000,0.000000,-0.447406,0.000000,0.000000,-1.000000,-0.002565,-0.003768,0.004255,0,takeoff,,19.973861,0.008428,-0.004065,0,,,
0.492745,0.026284,-0.005467,-0.030743,-0.004178,-0.006331,0.004448,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,19.973740,19.973717,0.030743,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.998687,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.131570,0.000274,0.000000,0.000000,-0.497406,0.000000,0.000000,-1.000000,-0.003066,-0.009250,0.006602,0,takeoff,,19.973740,0.008793,-0.004173,0,,,
