time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.541387,-0.066551,-0.002274,-0.135271,-0.003983,0.005790,-0.006784,20.106511,2.909409,0.119019,0.346753,4.987962,0.153023,CTRV,-0.126956,20.383695,20.382108,0.254290,22.052306,12.690911,0.425064,1.588577,4.740931,0.153023,0.601891,-0.201680,0.000000,2.000000,-0.003983,0.005790,-0.006784,0.000000,0.000000,0.000000,0.005158,0.009862,-0.005366,0,takeoff,,20.383695,4.997058,-1.060777,0,,,
0.591363,-0.066440,-0.001513,-0.135476,-0.003871,0.006392,-0.006936,20.125733,3.159139,0.125853,0.378904,4.985622,0.138494,CTRV,-0.127516,20.439713,20.438042,0.261329,22.139967,12.926536,0.402840,1.624401,4.728776,0.138494,0.602993,-0.207137,0.000000,2.000000,-0.003871,0.006392,-0.006936,0.000000,0.000000,0.000000,0.004115,0.008604,-0.002985,0,takeoff,,20.439713,4.996038,-1.149952,0,,,
0.641648,-0.066200,-0.001044,-0.135555,-0.003693,0.006879,-0.007049,20.146525,3.408143,0.131894,0.411222,4.983061,0.123111,CTRV,-0.128003,20.499959,20.498215,0.267449,22.228758,13.161057,0.378115,1.659626,4.716528,0.123111,0.603731,-0.212437,0.000000,2.000000,-0.003693,0.006879,-0.007049,0.000000,0.000000,0.000000,0.003596,0.012733,-0.002214,0,takeoff,,20.499959,4.995146,-1.238350,0,,,
0.691394,-0.065733,-0.000477,-0.135536,-0.003328,0.007416,-0.007029,20.168995,3.657570,0.137134,0.443721,4.980272,0.106969,CTRV,-0.128503,20.564529,20.562721,0.272670,22.319632,13.395410,0.351072,1.695065,4.703908,0.106969,0.604467,-0.217821,0.000000,2.000000,-0.003328,0.007416,-0.007029,0.000000,0.000000,0.000000,0.002434,0.007900,0.002033,0,takeoff,,20.564529,4.994212,-1.325970,0,,,
0.741206,-0.065383,-0.000114,-0.135534,-0.003173,0.007719,-0.007028,20.192995,3.905719,0.141505,0.476417,4.977251,0.090168,CTRV,-0.129227,20.633326,20.631466,0.277039,22.414497,13.627319,0.321840,1.732706,4.690174,0.090168,0.606095,-0.223912,0.000000,2.000000,-0.003173,0.007719,-0.007028,0.000000,0.000000,0.000000,0.003533,0.008263,0.000931,0,takeoff,,20.633326,4.993565,-1.412898,0,,,
0.791299,-0.064795,0.000367,-0.135486,-0.002886,0.008100,-0.007180,20.218737,4.154684,0.145023,0.509324,4.973991,0.072810,CTRV,-0.130121,20.706489,20.704589,0.280510,22.513077,13.858956,0.290644,1.772053,4.675450,0.072810,0.608374,-0.230581,0.000000,2.000000,-0.002886,0.008100,-0.007180,0.000000,0.000000,0.000000,0.004524,0.010224,-0.006041,0,takeoff,,20.706489,4.992878,-1.499131,0,,,
0.841434,-0.064398,0.000536,-0.135455,-0.002520,0.008153,-0.007152,20.246086,4.402977,0.147640,0.542458,4.970487,0.055004,CTRV,-0.130848,20.784066,20.782137,0.283095,22.612008,14.089721,0.257648,1.809946,4.660911,0.055004,0.609870,-0.236827,0.000000,2.000000,-0.002520,0.008153,-0.007152,0.000000,0.000000,0.000000,0.007994,0.000544,-0.000607,0,takeoff,,20.784066,4.992556,-1.584519,0,,,
0.891394,-0.063808,0.000598,-0.135557,-0.002191,0.008077,-0.007183,20.275026,4.650452,0.149343,0.575835,4.966731,0.036859,CTRV,-0.131493,20.865533,20.863588,0.284900,22.712135,14.319241,0.223061,1.847212,4.646268,0.036859,0.610951,-0.242895,0.000000,2.000000,-0.002191,0.008077,-0.007183,0.000000,0.000000,0.000000,0.006894,-0.001866,0.006750,0,takeoff,,20.865533,4.992425,-1.669066,0,,,
0.941337,-0.063295,0.000613,-0.135807,-0.001910,0.007988,-0.007371,20.305702,4.898215,0.150133,0.609472,4.962715,0.018486,CTRV,-0.132645,20.951475,20.949524,0.285939,22.819257,14.546890,0.187106,1.889323,4.629304,0.018486,0.614055,-0.250610,0.000000,2.000000,-0.001910,0.007988,-0.007371,0.000000,0.000000,0.000000,0.005842,-0.000157,-0.009597,0,takeoff,,20.951475,4.992373,-1.752952,0,,,
0.991406,-0.062327,0.000760,-0.136426,-0.001407,0.007957,-0.007668,20.338294,5.147421,0.150000,0.643385,4.958433,-0.000000,CTRV,-0.133788,21.041756,21.039806,0.286426,22.928622,14.775244,0.150000,1.931469,4.611879,-0.000000,0.617012,-0.258407,0.000000,2.000000,-0.001407,0.007957,-0.007668,0.000000,0.000000,0.000000,0.010354,-0.001464,-0.007679,0,takeoff,,21.041756,4.992296,-1.836100,0,,,
