measurement_stamp,receipt_stamp,processed_stamp,published_stamp,source,valid,observation_valid,truth_available,rejection_reason,rgb_raw_stamp,depth_raw_stamp,rgb_receipt_stamp,depth_receipt_stamp,rgb_mapped_stamp,depth_mapped_stamp,image_measurement_stamp,rgb_depth_acquisition_skew,pose_history_start_stamp,pose_history_end_stamp,position_source_stamp,position_mapped_stamp,attitude_source_stamp,attitude_mapped_stamp,position_history_start_stamp,position_history_end_stamp,attitude_history_start_stamp,attitude_history_end_stamp,image_clock_offset,image_clock_mapping_mode,image_clock_status,image_clock_reset_count,image_clock_anchor_sim_stamp,image_clock_anchor_system_stamp,image_clock_reference_age,image_clock_sync_quality,image_measurement_time_source,px4_clock_offset,px4_clock_reset_count,px4_clock_calibration_count,px4_clock_recalibration_count,px4_clock_status,approach_phase,distance_bin,motion_regime,confidence,red_pixel_count,valid_depth_ratio,target_range,view_angle,position_x,position_y,position_z,covariance_xx,covariance_yy,covariance_zz,truth_x,truth_y,truth_z,error_x,error_y,error_z,horizontal_error,position_3d_error,observation_age
1790082288.6652882,1790082288.7322133,1790082288.7846777,1790082288.784727,front_rgbd_red_sphere,True,True,True,,33.652,33.7,1790082288.6870155,1790082288.7322133,1790082288.6652882,1790082288.7133672,1790082288.6652882,0.04800000000000182,1790082287.708173,1790082288.7082849,1790082288.7082849,1790082288.7082849,1790082288.7082849,1790082288.7082849,1790082287.708173,1790082288.7082849,1790082287.692173,1790082288.7082849,1790082255.0132883,GAZEBO_CLOCK_SYSTEM_INTERPOLATION,MAPPED_EXACT,0,33.7,1790082288.7133672,0.0025796890258789062,0.0,RGB,0.0,1,1,0,DIRECT_TIMESTAMP,PREPARATION,MID,STRAIGHT,1.0,356,1.0,6.951108932495117,0.49853965640068054,43.26154964842809,3.9652130444660463,0.35653847909816344,0.022353565128209442,0.022353565128209442,0.022353565128209442,43.234756797458665,4.731299334974932,-0.033089621154037845,0.026792850969421522,-0.7660862905088859,0.3896281002522013,0.7665546695237951,0.8598930851419112,0.066925048828125
1790082288.7652786,1790082288.828622,1790082288.8848746,1790082288.884926,front_rgbd_red_sphere,True,True,True,,33.752,33.8,1790082288.7879374,1790082288.828622,1790082288.7652786,1790082288.8132844,1790082288.7652786,0.047999999999994714,1790082287.792173,1790082288.8042848,1790082288.8042848,1790082288.8042848,1790082288.808285,1790082288.808285,1790082287.788173,1790082288.8042848,1790082287.792173,1790082288.808285,1790082255.0132785,GAZEBO_CLOCK_SYSTEM_INTERPOLATION,MAPPED_EXACT,0,33.8,1790082288.8132844,0.0025489330291748047,0.0,RGB,0.0,1,1,0,DIRECT_TIMESTAMP,PREPARATION,MID,STRAIGHT,1.0,339,1.0,6.94585657119751,0.46069392561912537,43.5411300740271,3.690830262696381,0.3592060385691545,0.022337862248341077,0.022337862248341077,0.022337862248341077,43.52041619217845,4.451396674282621,-0.02682247051584766,0.020713881848649862,-0.7605664115862396,0.3860285090850022,0.7608484286205821,0.853175445709028,0.06334352493286133
1790082288.865277,1790082288.9447114,1790082288.9850848,1790082288.9851346,front_rgbd_red_sphere,True,True,True,,33.852,33.9,1790082288.8864338,1790082288.9447114,1790082288.865277,1790082288.9132783,1790082288.865277,0.04800000000000182,1790082287.9081728,1790082288.908285,1790082288.908285,1790082288.908285,1790082288.908285,1790082288.908285,1790082287.9081728,1790082288.908285,1790082287.8921728,1790082288.908285,1790082255.013277,GAZEBO_CLOCK_SYSTEM_INTERPOLATION,MAPPED_EXACT,0,33.9,1790082288.9132783,0.0025975704193115234,0.0,RGB,0.0,1,1,0,DIRECT_TIMESTAMP,PREPARATION,MID,STRAIGHT,1.0,326,1.0,6.905838489532471,0.42745888233184814,43.83643755417555,3.4045276956978565,0.29670976349599437,0.022218401957940233,0.022218401957940233,0.022218401957940233,43.80583226682805,4.171040657404106,-0.019892489115085926,0.03060528734750534,-0.7665129617062494,0.3166022526110803,0.7671237214930259,0.8298890229637453,0.07943439483642578
1790082288.9132783,1790082289.02793,1790082289.0837162,1790082289.0837533,front_rgbd_red_sphere,True,True,True,,33.9,34.0,1790082288.9467883,1790082289.02793,1790082288.9132783,1790082289.01329,1790082288.9132783,0.10000000000000142,1790082287.992173,1790082289.0042849,1790082289.0042849,1790082289.0042849,1790082289.0082848,1790082289.0082848,1790082287.988173,1790082289.0042849,1790082287.992173,1790082289.0082848,1790082255.0132782,GAZEBO_CLOCK_SYSTEM_INTERPOLATION,MAPPED_EXACT,0,34.0,1790082289.01329,0.0025632381439208984,0.0,RGB,0.0,1,1,0,DIRECT_TIMESTAMP,PREPARATION,MID,STRAIGHT,1.0,319,1.0,6.890719890594482,0.41837114095687866,43.97509816664644,3.2566019393483963,0.2685558187557096,0.022173354517865423,0.022173354517865423,0.022173354517865423,43.94261014262966,4.036458310892687,-0.016385390447276493,0.03248802401677864,-0.779856371544291,0.2849412092029861,0.7805327872310951,0.8309169180157556,0.11465167999267578
1790082289.01329,1790082289.1354835,1790082289.1842332,1790082289.1842883,front_rgbd_red_sphere,True,True,True,,34.0,34.1,1790082289.0288718,1790082289.1354835,1790082289.01329,1790082289.1133084,1790082289.01329,0.10000000000000142,1790082288.108173,1790082289.108285,1790082289.108285,1790082289.108285,1790082289.108285,1790082289.108285,1790082288.108173,1790082289.108285,1790082288.0921729,1790082289.108285,1790082255.01329,GAZEBO_CLOCK_SYSTEM_INTERPOLATION,MAPPED_EXACT,0,34.1,1790082289.1133084,0.0025835037231445312,0.0,RGB,0.0,1,1,0,DIRECT_TIMESTAMP,PREPARATION,MID,STRAIGHT,1.0,318,1.0,6.8970441818237305,0.4178166389465332,44.28453003903718,2.965229463858866,0.2718770527757686,0.022192192242040668,0.022192192242040668,0.022192192242040668,44.22762498446006,3.7555572435316105,-0.008791913104373102,0.056905054577121916,-0.7903277796727446,0.28066896588014173,0.7923737656932337,0.8406136169293855,0.12219357490539551
1790082289.2132835,1790082289.280856,1790082289.3854675,1790082289.3855124,front_rgbd_red_sphere,True,True,True,,34.2,34.252,1790082289.233096,1790082289.280856,1790082289.2132835,1790082289.2652862,1790082289.2132835,0.0519999999999996,1790082288.308173,1790082289.308285,1790082289.308285,1790082289.308285,1790082289.308285,1790082289.308285,1790082288.308173,1790082289.308285,1790082288.292173,1790082289.308285,1790082255.0132835,GAZEBO_CLOCK_SYSTEM_INTERPOLATION,MAPPED_EXACT,0,34.252,1790082289.2652862,0.0025870800018310547,0.0,RGB,0.0,1,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,MID,STRAIGHT,1.0,335,1.0,6.871714115142822,0.44492706656455994,44.87660359104235,2.368974982846595,0.26368529382844047,0.022116788230567383,0.022116788230567383,0.022116788230567383,44.79644063760492,3.1932652871172476,0.006842426219357127,0.08016295343742996,-0.8242903042706526,0.25684286760908337,0.8281790898220123,0.8670921885590215,0.06757235527038574
1790082289.3652725,1790082289.429162,1790082289.4857466,1790082289.4858005,front_rgbd_red_sphere,True,True,True,,34.352,34.4,1790082289.388274,1790082289.429162,1790082289.3652725,1790082289.4132833,1790082289.3652725,0.04800000000000182,1790082288.3921728,1790082289.404285,1790082289.404285,1790082289.404285,1790082289.408285,1790082289.408285,1790082288.3881729,1790082289.404285,1790082288.3921728,1790082289.408285,1790082255.0132725,GAZEBO_CLOCK_SYSTEM_INTERPOLATION,MAPPED_EXACT,0,34.4,1790082289.4132833,0.002588510513305664,0.0,RGB,0.0,1,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,MID,STRAIGHT,1.0,357,1.0,6.840155124664307,0.47719916701316833,45.33308912610368,1.9381528740904157,0.2734371003133936,0.022023020462936936,0.022023020462936936,0.022023020462936936,45.22786589104598,2.765464244722172,0.018350122183285418,0.10522323505770004,-0.8273113706317563,0.25508697813010817,0.8339760387280939,0.8721154737671803,0.0638895034790039
1790082289.4132833,1790082289.531064,1790082289.5848334,1790082289.5848866,front_rgbd_red_sphere,True,True,True,,34.4,34.5,1790082289.430729,1790082289.531064,1790082289.4132833,1790082289.513275,1790082289.4132833,0.10000000000000142,1790082288.508173,1790082289.5082848,1790082289.5082848,1790082289.5082848,1790082289.5082848,1790082289.5082848,1790082288.508173,1790082289.5082848,1790082288.508173,1790082289.5082848,1790082255.0132833,GAZEBO_CLOCK_SYSTEM_INTERPOLATION,MAPPED_EXACT,0,34.5,1790082289.513275,0.0026094913482666016,0.0,RGB,0.0,1,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,MID,STRAIGHT,1.0,360,1.0,6.8627400398254395,0.4886915683746338,45.508755770459075,1.790350287473839,0.29503357971021155,0.022090103476988417,0.022090103476988417,0.022090103476988417,45.364378719667485,2.6298909750437165,0.021809740724036485,0.14437705079159002,-0.8395406875698774,0.2732238389861751,0.8518646012604233,0.8946086099914997,0.11778068542480469
1790082289.5652702,1790082289.628993,1790082289.6843228,1790082289.6843736,front_rgbd_red_sphere,True,True,True,,34.552,34.6,1790082289.587295,1790082289.628993,1790082289.5652702,1790082289.6132846,1790082289.5652702,0.04800000000000182,1790082288.608285,1790082289.604388,1790082289.604388,1790082289.604388,1790082289.608388,1790082289.608388,1790082288.604285,1790082289.604388,1790082288.608285,1790082289.608388,1790082255.0132701,GAZEBO_CLOCK_SYSTEM_INTERPOLATION,MAPPED_EXACT,0,34.6,1790082289.6132846,0.0034224987030029297,0.0,RGB,0.0,1,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,MID,STRAIGHT,1.0,379,1.0,6.768895626068115,0.5106835961341858,45.916176361038126,1.4130889731552716,0.31562046220209355,0.02181202817980283,0.02181202817980283,0.02181202817980283,45.79417832073698,2.202462387092423,0.03180036353051956,0.12199804030114336,-0.7893734139371515,0.283820098671574,0.7987452087293626,0.8476719630128479,0.06372284889221191
1790082289.6652741,1790082289.6855955,1790082289.7859695,1790082289.7859979,front_rgbd_red_sphere,True,True,True,,34.652,34.652,1790082289.6855955,1790082289.6802912,1790082289.6652741,1790082289.6652741,1790082289.6652741,0.0,1790082288.7082849,1790082289.7083879,1790082289.7083879,1790082289.7083879,1790082289.7083879,1790082289.7083879,1790082288.7082849,1790082289.7083879,1790082288.7082849,1790082289.7083879,1790082255.0132742,GAZEBO_CLOCK_SYSTEM_INTERPOLATION,MAPPED_EXACT,0,34.652,1790082289.6652741,0.0026197433471679688,0.0,RGB,0.0,1,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,MID,STRAIGHT,1.0,382,1.0,6.7361063957214355,0.5038942098617554,46.1925730762568,1.1338214398511104,0.36468771286074114,0.021715283141161047,0.021715283141161047,0.021715283141161047,46.07884963680055,1.9189300724077027,0.03746313476562667,0.11372343945625119,-0.7851086325565924,0.32722457809511446,0.7933023292519958,0.8581401459587866,0.020321369171142578
