time,uav_x,uav_y,uav_z,uav_vx,uav_vy,target_x,target_y,target_vx,target_vy,distance,intercept_x,intercept_y,t_go,uav_vz,target_z,target_vz,horizontal_distance,vertical_error,intercept_z,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
7.866459,0.051631,0.033810,-3.037493,-0.009298,0.006724,20.000000,39.865282,0.000000,5.000000,44.650548,20.000000,79.865282,8.000000,-1.977661,-0.006353,0.234893,44.547543,3.031140,1.872792,-0.009298,0.006724,-1.977661,0.000000,0.000000,0.000000,-0.040080,-0.036237,2.084270,0,takeoff,,44.650548,5.461528,-4.608714,0,,,
7.916759,0.051546,0.034534,-3.112805,-0.010864,0.005298,20.000000,40.116563,0.000000,5.000000,44.880214,20.000000,80.116563,8.000000,-1.894408,0.005493,0.235619,44.771753,3.118298,1.890448,-0.010864,0.005298,-1.894408,0.000000,0.000000,0.000000,-0.040172,-0.038094,2.074619,0,takeoff,,44.880214,5.429934,-4.613538,0,,,
7.966439,0.051283,0.035287,-3.211830,-0.012968,0.002872,20.000000,40.365112,0.000000,5.000000,45.109562,20.000000,80.365112,8.000000,-1.779943,0.017177,0.234893,44.993845,3.229007,1.896322,-0.012968,0.002872,-1.779943,0.000000,0.000000,0.000000,-0.041320,-0.044318,2.018549,0,takeoff,,45.109562,5.388044,-4.617600,0,,,
8.016669,0.051033,0.035699,-3.278123,-0.014523,0.001088,20.000000,40.616877,0.000000,5.000000,45.340156,20.000000,80.616877,8.000000,-1.700555,0.028905,0.232719,45.219391,3.307028,1.890654,-0.014523,0.001088,-1.700555,0.000000,0.000000,0.000000,-0.037131,-0.046660,1.969509,0,takeoff,,45.340156,5.359746,-4.621617,0,,,
8.066395,0.050548,0.035996,-3.377323,-0.016681,-0.001859,20.000000,40.865013,0.000000,5.000000,45.570488,20.000000,80.865013,8.000000,-1.578654,0.040287,0.229109,45.442154,3.417610,1.873161,-0.016681,-0.001859,-1.578654,0.000000,0.000000,0.000000,-0.031785,-0.047228,1.872604,0,takeoff,,45.570488,5.318541,-4.624308,0,,,
8.116662,0.050226,0.035879,-3.434942,-0.018076,-0.004058,20.000000,41.116822,0.000000,5.000000,45.801674,20.000000,81.116822,8.000000,-1.505933,0.051588,0.224087,45.668779,3.486530,1.844288,-0.018076,-0.004058,-1.505933,0.000000,0.000000,0.000000,-0.034130,-0.053346,1.802340,0,takeoff,,45.801674,5.294704,-4.627861,0,,,
8.166740,0.049519,0.035391,-3.510447,-0.019872,-0.007139,20.000000,41.365720,0.000000,5.000000,46.032416,20.000000,81.365720,8.000000,-1.409160,0.062441,0.217684,45.893549,3.572888,1.803912,-0.019872,-0.007139,-1.409160,0.000000,0.000000,0.000000,-0.034897,-0.054244,1.686499,0,takeoff,,46.032416,5.264832,-4.630556,0,,,
8.216609,0.048803,0.034807,-3.560776,-0.021321,-0.009376,20.000000,41.615371,0.000000,5.000000,46.262269,20.000000,81.615371,8.000000,-1.343746,0.072943,0.209938,46.119341,3.633719,1.752450,-0.021321,-0.009376,-1.343746,0.000000,0.000000,0.000000,-0.034912,-0.054110,1.613088,0,takeoff,,46.262269,5.244829,-4.633662,0,,,
8.267095,0.047273,0.033486,-3.635678,-0.023695,-0.013090,20.000000,41.867785,0.000000,5.000000,46.497842,20.000000,81.867785,8.000000,-1.245842,0.083107,0.200899,46.348893,3.718785,1.690296,-0.023695,-0.013090,-1.245842,0.000000,0.000000,0.000000,-0.031891,-0.055438,1.489202,0,takeoff,,46.497842,5.217729,-4.636173,0,,,
8.316703,0.046067,0.032446,-3.679286,-0.025361,-0.015323,20.000000,42.116863,0.000000,5.000000,46.727774,20.000000,82.116863,8.000000,-1.188872,0.092623,0.190620,46.575290,3.771910,1.617584,-0.025361,-0.015323,-1.188872,0.000000,0.000000,0.000000,-0.041264,-0.054406,1.409228,0,takeoff,,46.727774,5.201645,-4.639132,0,,,
8.366383,0.044123,0.030714,-3.736580,-0.027666,-0.018467,20.000000,42.364452,0.000000,5.000000,46.958635,20.000000,82.364452,8.000000,-1.114343,0.101518,0.179166,46.801521,3.838099,1.534850,-0.027666,-0.018467,-1.114343,0.000000,0.000000,0.000000,-0.041414,-0.056335,1.296014,0,takeoff,,46.958635,5.182561,-4.641685,0,,,
8.416881,0.042571,0.029360,-3.774922,-0.028862,-0.020465,20.000000,42.617171,0.000000,5.000000,47.192299,20.000000,82.617171,8.000000,-1.064734,0.109970,0.166608,47.032124,3.884892,1.442835,-0.028862,-0.020465,-1.064734,0.000000,0.000000,0.000000,-0.026731,-0.051030,1.214631,0,takeoff,,47.192299,5.169343,-4.644196,0,,,
8.466770,0.039894,0.027130,-3.832432,-0.031114,-0.023363,20.000000,42.866485,0.000000,5.000000,47.425933,20.000000,82.866485,8.000000,-0.991369,0.117626,0.153023,47.261149,3.950058,1.341807,-0.031114,-0.023363,-0.991369,0.000000,0.000000,0.000000,-0.033847,-0.041200,1.113402,0,takeoff,,47.425933,5.152162,-4.645962,0,,,
8.516551,0.038034,0.025710,-3.866100,-0.032393,-0.024846,20.000000,43.115062,0.000000,5.000000,47.656034,20.000000,83.115062,8.000000,-0.948892,0.124540,0.138494,47.488655,3.990639,1.232489,-0.032393,-0.024846,-0.948892,0.000000,0.000000,0.000000,-0.031046,-0.036403,1.051736,0,takeoff,,47.656034,5.141258,-4.647960,0,,,
8.566452,0.035341,0.023681,-3.910746,-0.034005,-0.026764,20.000000,43.365168,0.000000,5.000000,47.889515,20.000000,83.365168,8.000000,-0.893813,0.130732,0.123111,47.718677,4.041478,1.115618,-0.034005,-0.026764,-0.893813,0.000000,0.000000,0.000000,-0.018430,-0.031211,0.952948,0,takeoff,,47.889515,5.128709,-4.649373,0,,,
8.616855,0.033439,0.022267,-3.940895,-0.034987,-0.027738,20.000000,43.617072,0.000000,5.000000,48.122686,20.000000,83.617072,8.000000,-0.857496,0.136156,0.106969,47.949667,4.077050,0.991908,-0.034987,-0.027738,-0.857496,0.000000,0.000000,0.000000,-0.023280,-0.020972,0.888295,0,takeoff,,48.122686,5.119528,-4.650904,0,,,
8.666485,0.030687,0.020197,-3.986331,-0.035639,-0.028876,20.000000,43.864514,0.000000,5.000000,48.354209,20.000000,83.864514,8.000000,-0.803329,0.140647,0.090168,48.177771,4.126978,0.861988,-0.035639,-0.028876,-0.803329,0.000000,0.000000,0.000000,-0.002180,-0.013759,0.823138,0,takeoff,,48.354209,5.107758,-4.650821,0,,,
8.716803,0.029112,0.019030,-4.013153,-0.035696,-0.029292,20.000000,44.115205,0.000000,5.000000,48.585942,20.000000,84.115205,8.000000,-0.772339,0.144336,0.072810,48.407738,4.157489,0.726819,-0.035696,-0.029292,-0.772339,0.000000,0.000000,0.000000,0.003949,-0.009490,0.763806,0,takeoff,,48.585942,5.099934,-4.651533,0,,,
8.766628,0.026984,0.017467,-4.048864,-0.035513,-0.029438,20.000000,44.365623,0.000000,5.000000,48.818917,20.000000,84.365623,8.000000,-0.731843,0.147127,0.055004,48.638260,4.195992,0.587162,-0.035513,-0.029438,-0.731843,0.000000,0.000000,0.000000,0.004367,-0.001482,0.703868,0,takeoff,,48.818917,5.090740,-4.651009,0,,,
8.817028,0.025564,0.016367,-4.073081,-0.035060,-0.029455,20.000000,44.617731,0.000000,5.000000,49.051869,20.000000,84.617731,8.000000,-0.704741,0.149021,0.036859,48.869824,4.222102,0.443893,-0.035060,-0.029455,-0.704741,0.000000,0.000000,0.000000,0.016301,0.000951,0.666600,0,takeoff,,49.051869,5.083957,-4.651239,0,,,
8.866546,0.023634,0.014681,-4.110034,-0.033606,-0.028942,20.000000,44.865204,0.000000,5.000000,49.282575,20.000000,84.865204,8.000000,-0.664659,0.149964,0.018486,49.098112,4.259997,0.297855,-0.033606,-0.028942,-0.664659,0.000000,0.000000,0.000000,0.027027,0.010581,0.605377,0,takeoff,,49.282575,5.075242,-4.649355,0,,,
8.916799,0.022661,0.013684,-4.132049,-0.032408,-0.028522,20.000000,45.116511,0.000000,5.000000,49.514594,20.000000,85.116511,8.000000,-0.641556,0.150000,0.000000,49.329090,4.282049,0.150000,-0.032408,-0.028522,-0.641556,0.000000,0.000000,0.000000,0.031419,0.010468,0.569887,0,takeoff,,49.514594,5.069387,-4.649037,0,,,
8.966610,0.021467,0.012312,-4.161695,-0.030620,-0.027818,20.000000,45.365326,0.000000,5.000000,49.745561,20.000000,85.365326,8.000000,-0.611284,0.149111,-0.018486,49.558428,4.310807,0.001219,-0.030620,-0.027818,-0.611284,0.000000,0.000000,0.000000,0.033410,0.012400,0.525787,0,takeoff,,49.745561,5.062736,-4.647528,0,,,
9.017929,0.020752,0.011284,-4.182091,-0.029141,-0.027292,20.000000,45.620866,0.000000,5.000000,49.981473,20.000000,85.620866,8.000000,-0.590960,0.147262,-0.036859,49.793617,4.329353,-0.147610,-0.029141,-0.027292,-0.590960,0.000000,0.000000,0.000000,0.036450,0.016106,0.501171,0,takeoff,,49.981473,5.057820,-4.647198,0,,,
9.066372,0.020064,0.009648,-4.213514,-0.026629,-0.026347,20.000000,45.863587,0.000000,5.000000,50.207319,20.000000,85.863587,8.000000,-0.560399,0.144606,-0.055004,50.017813,4.358120,-0.295428,-0.026629,-0.026347,-0.560399,0.000000,0.000000,0.000000,0.039014,0.017029,0.464420,0,takeoff,,50.207319,5.051762,-4.644989,0,,,
9.116845,0.019879,0.008703,-4.232543,-0.024756,-0.025779,20.000000,46.117210,0.000000,5.000000,50.441323,20.000000,86.117210,8.000000,-0.542662,0.140952,-0.072810,50.251365,4.373494,-0.441532,-0.024756,-0.025779,-0.542662,0.000000,0.000000,0.000000,0.046314,0.016243,0.442604,0,takeoff,,50.441323,5.047755,-4.644619,0,,,
9.167114,0.020010,0.007436,-4.258350,-0.022155,-0.024658,20.000000,46.366937,0.000000,5.000000,50.672654,20.000000,86.366937,8.000000,-0.519011,0.136473,-0.090168,50.481713,4.394823,-0.584868,-0.022155,-0.024658,-0.519011,0.000000,0.000000,0.000000,0.048987,0.022040,0.414118,0,takeoff,,50.672654,5.042973,-4.642898,0,,,
9.216804,0.020320,0.006559,-4.276072,-0.020062,-0.023887,20.000000,46.616469,0.000000,5.000000,50.902800,20.000000,86.616469,8.000000,-0.503037,0.131159,-0.106969,50.711649,4.407231,-0.724593,-0.020062,-0.023887,-0.503037,0.000000,0.000000,0.000000,0.056299,0.015997,0.393108,0,takeoff,,50.902800,5.039515,-4.642364,0,,,
9.267222,0.020911,0.005173,-4.303316,-0.017223,-0.022447,20.000000,46.867354,0.000000,5.000000,51.135488,20.000000,86.867354,8.000000,-0.478571,0.125007,-0.123111,50.943381,4.428323,-0.859880,-0.017223,-0.022447,-0.478571,0.000000,0.000000,0.000000,0.041782,0.021881,0.377407,0,takeoff,,51.135488,5.035040,-4.640241,0,,,
9.316911,0.021290,0.004297,-4.319651,-0.015586,-0.021694,20.000000,47.117463,0.000000,5.000000,51.366263,20.000000,87.117463,8.000000,-0.464154,0.118099,-0.138494,51.174206,4.437750,-0.989850,-0.015586,-0.021694,-0.464154,0.000000,0.000000,0.000000,0.041468,0.020415,0.357838,0,takeoff,,51.366263,5.032267,-4.640098,0,,,
9.366679,0.021834,0.003104,-4.341686,-0.013454,-0.020555,20.000000,47.365354,0.000000,5.000000,51.595854,20.000000,87.365354,8.000000,-0.444784,0.110531,-0.153023,51.403404,4.452216,-1.113650,-0.013454,-0.020555,-0.444784,0.000000,0.000000,0.000000,0.037746,0.022586,0.332983,0,takeoff,,51.595854,5.029044,-4.638988,0,,,
9.416644,0.022195,0.002318,-4.356950,-0.012168,-0.019709,20.000000,47.615811,0.000000,5.000000,51.827035,20.000000,87.615811,8.000000,-0.431585,0.102207,-0.166608,51.634847,4.459157,-1.230658,-0.012168,-0.019709,-0.431585,0.000000,0.000000,0.000000,0.030502,0.022685,0.324836,0,takeoff,,51.827035,5.026713,-4.639095,0,,,
9.466515,0.022803,0.001170,-4.380684,-0.010516,-0.018094,20.000000,47.864585,0.000000,5.000000,52.057771,20.000000,87.864585,8.000000,-0.411568,0.093311,-0.179166,51.865161,4.473995,-1.340020,-0.010516,-0.018094,-0.411568,0.000000,0.000000,0.000000,0.026911,0.024533,0.306175,0,takeoff,,52.057771,5.023484,-4.637789,0,,,
9.516707,0.023229,0.000535,-4.395141,-0.009442,-0.017149,20.000000,48.115893,0.000000,5.000000,52.289765,20.000000,88.115893,8.000000,-0.399887,0.083749,-0.190620,52.097592,4.478890,-1.441212,-0.009442,-0.017149,-0.399887,0.000000,0.000000,0.000000,0.029132,0.022850,0.287789,0,takeoff,,52.289765,5.021520,-4.638151,0,,,
9.566583,0.023811,-0.000308,-4.414866,-0.008467,-0.015946,20.000000,48.365769,0.000000,5.000000,52.521167,20.000000,88.365769,8.000000,-0.384290,0.073723,-0.200899,52.329012,4.488590,-1.533466,-0.008467,-0.015946,-0.384290,0.000000,0.000000,0.000000,0.011765,0.023028,0.273271,0,takeoff,,52.521167,5.019305,-4.638014,0,,,
9.616738,0.024160,-0.000882,-4.428618,-0.007846,-0.015138,20.000000,48.616448,0.000000,5.000000,52.752778,20.000000,88.616448,8.000000,-0.373603,0.063209,-0.209938,52.561193,4.491827,-1.616299,-0.007846,-0.015138,-0.373603,0.000000,0.000000,0.000000,0.018458,0.021914,0.271220,0,takeoff,,52.752778,5.017814,-4.638893,0,,,
9.666571,0.024586,-0.001812,-4.450051,-0.007054,-0.014094,20.000000,48.865760,0.000000,5.000000,52.984228,20.000000,88.865760,8.000000,-0.356976,0.052363,-0.217684,52.792582,4.502414,-1.689109,-0.007054,-0.014094,-0.356976,0.000000,0.000000,0.000000,0.012082,0.016647,0.257817,0,takeoff,,52.984228,5.016033,-4.639015,0,,,
9.716582,0.024667,-0.002403,-4.463035,-0.006797,-0.013375,20.000000,49.115952,0.000000,5.000000,53.215734,20.000000,89.115951,8.000000,-0.346857,0.041156,-0.224087,53.024774,4.504191,-1.751543,-0.006797,-0.013375,-0.346857,0.000000,0.000000,0.000000,0.004799,0.014793,0.253934,0,takeoff,,53.215734,5.014882,-4.640309,0,,,
9.766656,0.024578,-0.003256,-4.480557,-0.006997,-0.012372,20.000000,49.365142,0.000000,5.000000,53.447161,20.000000,89.365142,8.000000,-0.333235,0.029741,-0.229109,53.256513,4.510298,-1.803133,-0.006997,-0.012372,-0.333235,0.000000,0.000000,0.000000,-0.007280,0.021067,0.237765,0,takeoff,,53.447161,5.013458,-4.641260,0,,,
9.816500,0.024422,-0.003786,-4.492538,-0.007113,-0.011755,20.000000,49.616098,0.000000,5.000000,53.679625,20.000000,89.616098,8.000000,-0.323786,0.018062,-0.232719,53.489780,4.510600,-1.843687,-0.007113,-0.011755,-0.323786,0.000000,0.000000,0.000000,-0.004772,0.013402,0.237899,0,takeoff,,53.679625,5.012588,-4.643020,0,,,
9.866722,0.023928,-0.004462,-4.510711,-0.007863,-0.010549,20.000000,49.865987,0.000000,5.000000,53.912046,20.000000,89.865987,8.000000,-0.309214,0.006320,-0.234893,53.722483,4.517031,-1.872825,-0.007863,-0.010549,-0.309214,0.000000,0.000000,0.000000,-0.011198,0.018833,0.225996,0,takeoff,,53.912046,5.011106,-4.644066,0,,,
9.916654,0.023417,-0.004770,-4.521601,-0.008411,-0.009793,20.000000,50.116535,0.000000,5.000000,54.144292,20.000000,90.116535,8.000000,-0.300646,-0.005492,-0.235619,53.955621,4.516109,-1.890447,-0.008411,-0.009793,-0.300646,0.000000,0.000000,0.000000,-0.015379,0.016422,0.213893,0,takeoff,,54.144292,5.010222,-4.646087,0,,,
9.966483,0.022355,-0.005103,-4.536324,-0.009506,-0.008565,20.000000,50.365092,0.000000,5.000000,54.375412,20.000000,90.365092,8.000000,-0.288902,-0.017176,-0.234893,54.187293,4.519148,-1.896321,-0.009506,-0.008565,-0.288902,0.000000,0.000000,0.000000,-0.022174,0.019313,0.204358,0,takeoff,,54.375412,5.008865,-4.647622,0,,,
10.016640,0.021405,-0.005284,-4.546568,-0.010446,-0.007803,20.000000,50.616591,0.000000,5.000000,54.608863,20.000000,90.616591,8.000000,-0.281105,-0.028892,-0.232719,54.421673,4.517676,-1.890640,-0.010446,-0.007803,-0.281105,0.000000,0.000000,0.000000,-0.028079,0.015481,0.189425,0,takeoff,,54.608863,5.008047,-4.650008,0,,,
10.066480,0.019621,-0.005426,-4.562549,-0.012224,-0.006541,20.000000,50.864459,0.000000,5.000000,54.839875,20.000000,90.864459,8.000000,-0.269433,-0.040262,-0.229109,54.653095,4.522287,-1.873136,-0.012224,-0.006541,-0.269433,0.000000,0.000000,0.000000,-0.032076,0.021127,0.177355,0,takeoff,,54.839875,5.006718,-4.651884,0,,,
10.116749,0.018365,-0.005468,-4.572215,-0.013306,-0.005753,20.000000,51.116228,0.000000,5.000000,55.073858,20.000000,91.116228,8.000000,-0.262311,-0.051562,-0.224087,54.888009,4.520653,-1.844261,-0.013306,-0.005753,-0.262311,0.000000,0.000000,0.000000,-0.024790,0.017429,0.176417,0,takeoff,,55.073858,5.005917,-4.654500,0,,,
10.166419,0.016532,-0.005555,-4.585380,-0.014732,-0.004830,20.000000,51.365225,0.000000,5.000000,55.305997,20.000000,91.365225,8.000000,-0.252763,-0.062419,-0.217684,55.120741,4.522961,-1.803891,-0.014732,-0.004830,-0.252763,0.000000,0.000000,0.000000,-0.024325,0.012330,0.172187,0,takeoff,,55.305997,5.004975,-4.656911,0,,,
10.216471,0.015267,-0.005641,-4.594544,-0.015539,-0.004293,20.000000,51.615955,0.000000,5.000000,55.539386,20.000000,91.615955,8.000000,-0.246187,-0.072967,-0.209938,55.355025,4.521577,-1.752475,-0.015539,-0.004293,-0.246187,0.000000,0.000000,0.000000,-0.020561,0.010443,0.162826,0,takeoff,,55.539386,5.004448,-4.659828,0,,,
10.266652,0.013443,-0.005847,-4.608711,-0.016565,-0.003544,20.000000,51.861287,0.000000,5.000000,55.768679,20.000000,91.861287,8.000000,-0.235872,-0.082846,-0.200899,55.584729,4.525865,-1.690035,-0.016565,-0.003544,-0.235872,0.000000,0.000000,0.000000,-0.014586,0.012202,0.155927,0,takeoff,,55.768679,5.003694,-4.662274,0,,,
10.316590,0.012486,-0.005975,-4.617294,-0.016688,-0.003182,20.000000,52.116316,0.000000,5.000000,56.006311,20.000000,92.116316,8.000000,-0.229771,-0.092602,-0.190620,55.823239,4.524692,-1.617563,-0.016688,-0.003182,-0.229771,0.000000,0.000000,0.000000,-0.000930,0.006755,0.150727,0,takeoff,,56.006311,5.003363,-4.665331,0,,,
10.366789,0.011490,-0.006053,-4.629014,-0.016610,-0.002521,20.000000,52.366503,0.000000,5.000000,56.239868,20.000000,92.366503,8.000000,-0.221697,-0.101592,-0.179166,56.057339,4.527423,-1.534923,-0.016610,-0.002521,-0.221697,0.000000,0.000000,0.000000,0.005305,0.009212,0.137956,0,takeoff,,56.239868,5.002729,-4.667852,0,,,
10.417546,0.011001,-0.006081,-4.637177,-0.016157,-0.002158,20.000000,52.619979,0.000000,5.000000,56.476164,20.000000,92.619979,8.000000,-0.215933,-0.110064,-0.166608,56.294425,4.527113,-1.442929,-0.016157,-0.002158,-0.215933,0.000000,0.000000,0.000000,0.013822,0.012839,0.141317,0,takeoff,,56.476164,5.002427,-4.670822,0,,,
10.466896,0.010486,-0.005905,-4.649872,-0.015057,-0.001298,20.000000,52.867546,0.000000,5.000000,56.707349,20.000000,92.867546,8.000000,-0.206971,-0.117658,-0.153023,56.525946,4.532213,-1.341839,-0.015057,-0.001298,-0.206971,0.000000,0.000000,0.000000,0.019188,0.010113,0.139024,0,takeoff,,56.707349,5.001611,-4.672787,0,,,
10.516709,0.010352,-0.005620,-4.657506,-0.013951,-0.000495,20.000000,53.116739,0.000000,5.000000,56.939603,20.000000,93.116739,8.000000,-0.201710,-0.124586,-0.138494,56.758885,4.532920,-1.232535,-0.013951,-0.000495,-0.201710,0.000000,0.000000,0.000000,0.029343,0.019681,0.131756,0,takeoff,,56.939603,5.000914,-4.675191,0,,,
10.566607,0.010406,-0.004979,-4.667717,-0.012287,0.000540,20.000000,53.365928,0.000000,5.000000,57.171860,20.000000,93.365928,8.000000,-0.194361,-0.130750,-0.123111,56.991557,4.536967,-1.115637,-0.012287,0.000540,-0.194361,0.000000,0.000000,0.000000,0.028374,0.022678,0.126742,0,takeoff,,57.171860,4.999982,-4.677031,0,,,
10.616612,0.010566,-0.004353,-4.674746,-0.011129,0.001370,20.000000,53.616239,0.000000,5.000000,57.405090,20.000000,93.616239,8.000000,-0.189205,-0.136138,-0.106969,57.225391,4.538608,-0.991890,-0.011129,0.001370,-0.189205,0.000000,0.000000,0.000000,0.030191,0.014832,0.131748,0,takeoff,,57.405090,4.999318,-4.679466,0,,,
10.666604,0.011287,-0.003030,-4.685442,-0.008973,0.003026,20.000000,53.865526,0.000000,5.000000,57.637011,20.000000,93.865526,8.000000,-0.181511,-0.140665,-0.090168,57.457550,4.544777,-0.862007,-0.008973,0.003026,-0.181511,0.000000,0.000000,0.000000,0.032082,0.026749,0.116718,0,takeoff,,57.637011,4.997817,-4.680573,0,,,
10.716762,0.011939,-0.002127,-4.691843,-0.007602,0.003733,20.000000,54.117233,0.000000,5.000000,57.871471,20.000000,94.117233,8.000000,-0.177041,-0.144366,-0.072810,57.692527,4.547477,-0.726849,-0.007602,0.003733,-0.177041,0.000000,0.000000,0.000000,0.034064,0.019210,0.114569,0,takeoff,,57.871471,4.997360,-4.683149,0,,,
10.766455,0.013191,-0.000819,-4.700428,-0.005792,0.004923,20.000000,54.364871,0.000000,5.000000,58.101923,20.000000,94.364871,8.000000,-0.170990,-0.147119,-0.055004,57.923232,4.553308,-0.587153,-0.005792,0.004923,-0.170990,0.000000,0.000000,0.000000,0.031154,0.025111,0.105605,0,takeoff,,58.101923,4.996427,-4.684952,0,,,
10.816878,0.014177,0.000074,-4.706436,-0.004600,0.005537,20.000000,54.617079,0.000000,5.000000,58.337127,20.000000,94.617079,8.000000,-0.167169,-0.149016,-0.036859,58.158837,4.557419,-0.443888,-0.004600,0.005537,-0.167169,0.000000,0.000000,0.000000,0.028213,0.009211,0.097984,0,takeoff,,58.337127,4.996165,-4.687726,0,,,
10.866623,0.016002,0.001354,-4.715612,-0.002895,0.005990,20.000000,54.865001,0.000000,5.000000,58.568124,20.000000,94.865001,8.000000,-0.160907,-0.149963,-0.018486,58.389896,4.565649,-0.297855,0.009895,0.079123,-0.267169,0.289907,1.471718,-2.000000,0.024057,0.004302,0.097145,0,follow,,58.568124,4.996041,-4.690225,0,,,
10.916667,0.017248,0.002005,-4.721064,-0.001855,0.006171,20.000000,55.115262,0.000000,5.000000,58.802007,20.000000,95.115262,8.000000,-0.156898,-0.150000,0.000000,58.624069,4.571064,-0.150000,0.024306,0.152725,-0.278936,0.288216,1.472050,-0.235340,0.025720,0.005014,0.103580,0,follow,,58.802007,4.996294,-4.693385,0,,,
10.966569,0.018903,0.002752,-4.728461,-0.000519,0.006116,20.000000,55.361276,0.000000,5.000000,59.032031,20.000000,95.361276,8.000000,-0.152881,-0.149126,0.018486,58.854145,4.579335,-0.001234,0.038633,0.226344,-0.271539,0.286550,1.472375,0.147943,0.018782,-0.000988,0.019128,0,follow,,59.032031,4.996824,-4.696589,0,,,
11.016837,0.019993,0.003235,-4.733671,0.000016,0.006645,20.000000,55.615401,0.000000,5.000000,59.270132,20.000000,95.615401,8.000000,-0.153676,-0.147303,0.036859,59.092417,4.586368,0.147569,0.052875,0.299979,-0.266329,0.284835,1.472708,0.104189,0.016410,0.023120,-0.021783,0,follow,,59.270132,4.996988,-4.699919,0,,,
11.066605,0.021595,0.003945,-4.741842,0.000992,0.010010,20.000000,55.862323,0.000000,5.000000,59.501508,20.000000,95.862323,8.000000,-0.153939,-0.144620,0.055004,59.323647,4.597222,0.295414,0.067033,0.373631,-0.258158,0.283164,1.473030,0.163431,0.015907,0.071425,0.002644,0,follow,,59.501508,4.994363,-4.700276,0,,,
11.116775,0.022479,0.004481,-4.746904,0.001706,0.014521,20.000000,56.115142,0.000000,5.000000,59.738782,20.000000,96.115142,8.000000,-0.153478,-0.140982,0.072810,59.560957,4.605923,0.441502,0.081106,0.447299,-0.253096,0.281460,1.473357,0.101242,0.018425,0.122936,0.014582,0,follow,,59.738782,4.990612,-4.699572,0,,,
11.167095,0.023696,0.005643,-4.754066,0.003516,0.024989,20.000000,56.364837,0.000000,5.000000,59.972771,20.000000,96.364837,8.000000,-0.152066,-0.136511,0.090168,59.794745,4.617555,0.584830,0.095095,0.520983,-0.245934,0.279778,1.473677,0.143223,0.036016,0.223915,0.024467,0,follow,,59.972771,4.980906,-4.692728,0,,,
11.216692,0.024606,0.006967,-4.759160,0.005389,0.035940,20.000000,56.614471,0.000000,5.000000,60.206676,20.000000,96.614471,8.000000,-0.151101,-0.131202,0.106969,60.028542,4.627958,0.724550,0.109000,0.594682,-0.240840,0.278099,1.473995,0.101891,0.050442,0.294829,0.025434,0,follow,,60.206676,4.970767,-4.685357,0,,,
11.266660,0.026312,0.010398,-4.767427,0.009449,0.059508,20.000000,56.863974,0.000000,5.000000,60.438635,20.000000,96.863974,8.000000,-0.148914,-0.125090,0.123111,60.260081,4.642337,0.859797,0.122821,0.668398,-0.232573,0.276426,1.474310,0.165339,0.070952,0.408211,0.033074,0,follow,,60.438635,4.947984,-4.665207,0,,,
11.317247,0.027691,0.013610,-4.772734,0.013029,0.078529,20.000000,57.116290,0.000000,5.000000,60.673507,20.000000,97.116290,8.000000,-0.147489,-0.118131,0.138494,60.494703,4.654603,0.989818,0.136558,0.742129,-0.227266,0.274734,1.474626,0.106144,0.092196,0.491135,0.037812,0,follow,,60.673507,4.929790,-4.649477,0,,,
11.366456,0.030027,0.019729,-4.780370,0.019121,0.110280,20.000000,57.363847,0.000000,5.000000,60.901188,20.000000,97.363847,8.000000,-0.144776,-0.110577,0.153023,60.721888,4.669793,1.113604,0.150212,0.815876,-0.219630,0.273081,1.474933,0.152712,0.116766,0.606176,0.051584,0,follow,,60.901188,4.898817,-4.620690,0,,,
11.416551,0.031939,0.025492,-4.785856,0.024187,0.136790,20.000000,57.614104,0.000000,5.000000,61.131888,20.000000,97.614104,8.000000,-0.142885,-0.102264,0.166608,60.952208,4.683592,1.230601,0.163783,0.889638,-0.214144,0.271410,1.475241,0.109720,0.131447,0.683121,0.051817,0,follow,,61.131888,4.873108,-4.597144,0,,,
11.466481,0.035399,0.037248,-4.794598,0.033647,0.185122,20.000000,57.863837,0.000000,5.000000,61.356349,20.000000,97.863837,8.000000,-0.138895,-0.093338,0.179166,61.175973,4.701260,1.339993,0.177271,0.963415,-0.205402,0.269761,1.475544,0.174847,0.157988,0.791757,0.063767,0,follow,,61.356349,4.825489,-4.551306,0,,,
11.516593,0.037862,0.046304,-4.800063,0.040191,0.218860,20.000000,58.113992,0.000000,5.000000,61.583978,20.000000,98.113992,8.000000,-0.136245,-0.083822,0.190620,61.403122,4.716241,1.441139,0.190676,1.037207,-0.199937,0.268101,1.475846,0.109301,0.166202,0.857399,0.069259,0,follow,,61.583978,4.792468,-4.520153,0,,,
11.566688,0.041811,0.061417,-4.807687,0.050193,0.269886,20.000000,58.364914,0.000000,5.000000,61.806449,20.000000,98.364914,8.000000,-0.131673,-0.073758,0.200899,61.624890,4.733929,1.533431,0.203998,1.111014,-0.192313,0.266454,1.476144,0.152473,0.180965,0.940787,0.080880,0,follow,,61.806449,4.742057,-4.471294,0,,,
