time,mission_id,phase,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,distance,horizontal_distance,vertical_error,relative_speed,closing_speed,controller_status,plan_id,prediction_age,trajectory_age,tracker_rejection_reason,plan_prediction_sequence_id,latest_prediction_sequence_id,planner_failure_reason,planner_failure_detail,planner_required_time,planner_horizontal_min_time,planner_vertical_min_time,planner_sea_safe_min_time,planner_search_min_time,planner_search_max_time,planner_available_prediction_duration,planner_locked_remaining_t_go,planner_source_age_at_publish,planner_completion_to_publish_delay,selected_t_go,contact_stamp,remaining_t_go,terminal_mode,planned_capture_margin,target_yaw,sea_safety_state,sea_safety_margin,gazebo_real_time_factor,front_rgb_hz,front_depth_hz,down_rgb_hz,down_depth_hz,rgbd_localizer_compute_time,front_monitor_compute_time,down_monitor_compute_time,tracker_hz,tracker_callback_time,planner_compute_time,prediction_0p5_error,prediction_1p0_error,prediction_2p0_error,kf_prediction_0p5_error,kf_prediction_1p0_error,kf_prediction_2p0_error,shadow_bctra_prediction_0p5_error,shadow_bctra_prediction_1p0_error,shadow_bctra_prediction_2p0_error
0.04989290237426758,1,FAR_GUIDANCE,38.90371885404109,8.864860135380132,-5.006831608153627,2.7312921364288547,-2.8577107967994793,0.022484352686567087,42.45656764861637,5.489940611195991,-0.1369285617400265,2.8697934273054115,-2.7864467848129926,0.09619853443491205,6.908601308029203,4.9002873744132955,4.869903046413601,0.1723222201856474,-0.08837458263275122,FAR_GUIDANCE,0,0.058220863342285156,0.0,,0,479,,,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,False,0.0,-0.7599741501047292,SAFE,4.933516305092318,0.9961768984794617,19.993101119995117,20.003154754638672,20.208921432495117,20.211456298828125,0.0030196080915629864,0.002784945070743561,0.003528147004544735,19.966600973027525,0.0006862129999944955,0.0,,,,,,,,,
0.09977841377258301,1,FAR_GUIDANCE,39.04402934157772,8.722033005704798,-5.005775324794124,2.733921806084196,-2.8554909880230226,0.02138121599560731,42.5997893512317,5.350771077351758,-0.1317098936334251,2.8676531165115238,-2.788649422814159,0.11275324314216154,6.911248082875687,4.899881247113764,4.874065431160699,0.17521616812683616,-0.10063728753267989,FAR_GUIDANCE,0,0.05815577507019043,0.0,,0,480,,,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,False,0.0,-0.758668178667703,SAFE,4.9324147970268974,0.9999702572822571,19.960058212280273,19.982330322265625,20.208921432495117,20.211456298828125,0.002865280956029892,0.005195366218686104,0.003528147004544735,20.000543609135494,0.0006077859999891189,0.0,,,,,,,,,
0.14995026588439941,1,MINCO_TRACKING,39.17831031435086,8.585456622931023,-5.0048339688124726,2.73669904863481,-2.8535665818762985,0.020073133562174907,42.74343538401616,5.210977372248594,-0.12565783422829213,2.8655659112491785,-2.790794153692935,0.12867217874140716,6.92124170419861,4.908892642505258,4.87917613458418,0.1798354765721907,-0.11233188044009301,TRACKING,1,0.05808687210083008,0.05509328842163086,,480,481,NONE,NONE,2.823006190392301,2.8082823037644613,2.823006190392301,0.15852735340595245,2.823006190392301,3.9471209049224854,3.9471209049224854,nan,0.10112190246582031,0.005807161331176758,3.173006190392301,1789701460.8991156,3.117913007736206,False,0.3157590952868108,-0.7580841439654207,SAFE,4.931818304276003,0.9999702572822571,19.960058212280273,19.982330322265625,19.99138832092285,20.017234802246094,0.002865280956029892,0.005195366218686104,0.0015933590475469828,26.70667921038263,0.0005411230000049727,0.03375980699996717,,,,,,,,,
0.2000882625579834,1,MINCO_TRACKING,39.30660646012561,8.455004102495998,-5.004024711922831,2.7396679066472363,-2.8518134007409737,0.019973793680823484,42.887061575398825,5.070996665170663,-0.11882345711625941,2.863538260104993,-2.7928746181873016,0.14380283089650497,6.93803693189385,4.926577429449306,4.885201254806572,0.18480063585502404,-0.12236785973922303,TRACKING,1,0.05791616439819336,0.10509443283081055,,480,482,NONE,NONE,2.823006190392301,2.8082823037644613,2.823006190392301,0.15852735340595245,2.823006190392301,3.9471209049224854,3.9471209049224854,nan,0.10112190246582031,0.005807161331176758,3.173006190392301,1789701460.8991156,3.0679118633270264,False,0.3157590952868108,-0.7570840164512203,SAFE,4.930852997822422,0.9985660314559937,19.864389419555664,19.86684226989746,19.99138832092285,20.017234802246094,0.012931901961565018,0.005195366218686104,0.0015933590475469828,24.924317334753177,0.0013695400000415248,0.03375980699996717,,,,,,,,,
0.24987459182739258,1,MINCO_TRACKING,39.45133478572985,8.307983293071898,-5.002901446470549,2.742470056319649,-2.8496295610907922,0.0395691302653342,43.02969669069943,4.9317834351944425,-0.11130160193526883,2.8615830039626418,-2.794877942134888,0.15795646539934183,6.937661597564908,4.919695051857309,4.89159984453528,0.17663860052272473,-0.11826467530807218,TRACKING,1,0.05791306495666504,0.1552293300628662,,480,483,NONE,NONE,2.823006190392301,2.8082823037644613,2.823006190392301,0.15852735340595245,2.823006190392301,3.9471209049224854,3.9471209049224854,nan,0.10112190246582031,0.005807161331176758,3.173006190392301,1789701460.8991156,3.0177769660949707,False,0.3157590952868108,-0.75658830736716,SAFE,4.928440206447735,0.9985660314559937,19.864389419555664,19.86684226989746,20.02454948425293,20.051490783691406,0.012931901961565018,0.005195366218686104,0.001953461905941367,24.00698292712476,0.0005642749999879015,0.03375980699996717,,,,,,,,,
0.29981255531311035,1,MINCO_READY,39.59331413446452,8.163949195640207,-4.99960462378786,2.7438325080779205,-2.8471418492133975,0.10460494945371135,43.172672407537284,4.792045010603883,-0.10307211979633032,2.8596812498758966,-2.7968237608237367,0.1711817638242435,6.939565839641949,4.91747328209111,4.89653250399153,0.14277714525473656,-0.08228063949927351,PLAN_ACCEPTED,2,0.08307647705078125,0.030395030975341797,,484,484,NONE,NONE,2.787982961568348,2.7873011213650645,2.787982961568348,0.19397694170475005,2.787982961568348,3.9473185539245605,3.9473185539245605,2.973222255706787,0.08120036125183105,0.004042148590087891,2.973222255706787,1789701460.8991156,2.9428272247314453,False,0.24493389800367726,-0.7554562885416947,HOLD,0.0,0.9980109930038452,20.001047134399414,20.008590698242188,20.02454948425293,20.051490783691406,0.0035858689807355404,0.003765326924622059,0.001953461905941367,24.679072483637103,0.0002118090000067241,0.01581471800000145,,,,,,,,,
0.3509707450866699,1,MINCO_TRACKING,39.710261021017836,8.045509931023174,-4.993791113995523,2.744243908576193,-2.846373884614157,0.17431544625276027,43.31869946693404,4.649131028077301,-0.09400574529180619,2.857798786521583,-2.7987472368464736,0.1836080158274236,6.96879575893174,4.955423056646322,4.899785368703717,0.1234882979560384,-0.04212051151975015,TRACKING,2,0.059085845947265625,0.056342363357543945,,484,485,NONE,NONE,2.787982961568348,2.7873011213650645,2.787982961568348,0.19397694170475005,2.787982961568348,3.9473185539245605,3.9473185539245605,2.973222255706787,0.08120036125183105,0.004042148590087891,2.973222255706787,1789701460.8991156,2.916879892349243,False,0.24493389800367726,-0.7553288466514312,SAFE,4.8960234285941535,0.9980109930038452,20.001047134399414,20.008590698242188,19.88115882873535,19.85409927368164,0.0035858689807355404,0.003765326924622059,0.001953461905941367,25.66123989746037,0.0006322769999655975,0.01581471800000145,,,,,,,,,
0.3999302387237549,1,MINCO_TRACKING,39.85685691179923,7.897213395588012,-4.981060652333198,2.7458588802097665,-2.8488880053031473,0.2786675327080634,43.45859041077319,4.512044698112832,-0.0847461951694089,2.856051954277435,-2.800529813172508,0.1944115566998347,6.957423845894986,4.942858617034989,4.89631445716379,0.14690166034366575,0.02577941339308366,TRACKING,2,0.05689525604248047,0.10530996322631836,,484,486,NONE,NONE,2.787982961568348,2.7873011213650645,2.787982961568348,0.19397694170475005,2.787982961568348,3.9473185539245605,3.9473185539245605,2.973222255706787,0.08120036125183105,0.004042148590087891,2.973222255706787,1789701460.8991156,2.8679122924804688,False,0.24493389800367726,-0.75430022980288,SAFE,4.85146664245448,1.0003958940505981,19.906848907470703,19.890316009521484,19.88115882873535,19.85409927368164,1.476299985370133e-05,0.003765326924622059,0.001953461905941367,24.922703031923586,0.0007992449999960627,0.01581471800000145,,,,,,,,,
0.44991397857666016,1,MINCO_TRACKING,39.993963852102375,7.758401589081132,-4.9654457080974055,2.7505777258237165,-2.858102486395502,0.3057174639857799,43.601280873137306,4.372041469689413,-0.07477928305188125,2.8543269373375955,-2.8022879464446513,0.20425220427537708,6.956923819442225,4.947744026165362,4.8906664250455245,0.15548106215155652,0.04470144888806792,TRACKING,2,0.05806851387023926,0.1554427146911621,,484,487,NONE,NONE,2.787982961568348,2.7873011213650645,2.787982961568348,0.19397694170475005,2.787982961568348,3.9473185539245605,3.9473185539245605,2.973222255706787,0.08120036125183105,0.004042148590087891,2.973222255706787,1789701460.8991156,2.817779541015625,False,0.24493389800367726,-0.7539929812786221,SAFE,4.835638181790962,1.0003958940505981,19.906848907470703,19.890316009521484,20.179529190063477,20.1823787689209,1.476299985370133e-05,0.003765326924622059,0.01381600834429264,24.444908103789285,0.0005787349999764047,0.01581471800000145,,,,,,,,,
0.49999308586120605,1,MINCO_TRACKING,40.125412090112064,7.62514449283163,-4.9467193277242725,2.7514861264567836,-2.8627896354629163,0.4208896861631186,43.74406748083177,4.23177409561724,-0.06433827838086717,2.852657943450853,-2.803986921807367,0.21284484945055493,6.9604076174074265,4.960809358307947,4.882381049343405,0.23869677368974918,0.12200256963335475,TRACKING,2,0.05816078186035156,0.2055187225341797,,484,488,NONE,NONE,2.787982961568348,2.7873011213650645,2.787982961568348,0.19397694170475005,2.787982961568348,3.9473185539245605,3.9473185539245605,2.973222255706787,0.08120036125183105,0.004042148590087891,2.973222255706787,1789701460.8991156,2.7677035331726074,False,0.24493389800367726,-0.7532076820573823,SAFE,4.774855827391279,1.0001777410507202,19.957923889160156,19.954618453979492,20.179529190063477,20.1823787689209,0.003375846892595291,0.005321186035871506,0.01381600834429264,24.00058366287556,0.0007243149999567322,0.01581471800000145,0.04816257312316235,,,,,,,,
0.5498251914978027,1,MINCO_TRACKING,40.26606434291238,7.482243215023045,-4.9187124277948095,2.7497037308002623,-2.8652964409912745,0.5820774359099533,43.886377224491376,4.091811739800776,-0.053530463158917935,2.851051240360878,-2.8056205774902456,0.22010488642942233,6.9477828476229035,4.960009168207723,4.865181964635892,0.3806003848607722,0.22978259194138123,TRACKING,2,0.05797386169433594,0.25541090965270996,,484,489,NONE,NONE,2.787982961568348,2.7873011213650645,2.787982961568348,0.19397694170475005,2.787982961568348,3.9473185539245605,3.9473185539245605,2.973222255706787,0.08120036125183105,0.004042148590087891,2.973222255706787,1789701460.8991156,2.717811346054077,False,0.24493389800367726,-0.7529032898354862,SAFE,4.710576137629566,1.0001777410507202,19.957923889160156,19.954618453979492,20.003246307373047,20.012672424316406,0.003375846892595291,0.005321186035871506,0.0019917869940400124,23.613232186882747,0.0005795890000399595,0.01581471800000145,0.04816257312316235,,,0.4764953613831963,,,0.5109279393337814,,
