time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,camera_measurement_valid,camera_x,camera_y,camera_z,camera_position_error,camera_confidence,kf_state_valid,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,kf_position_error,kf_state_age,guidance_prediction_0p5_x,guidance_prediction_0p5_y,guidance_prediction_0p5_z,guidance_prediction_0p5_error,guidance_prediction_0p5_age,guidance_prediction_1p0_x,guidance_prediction_1p0_y,guidance_prediction_1p0_z,guidance_prediction_1p0_error,guidance_prediction_1p0_age,guidance_prediction_2p0_x,guidance_prediction_2p0_y,guidance_prediction_2p0_z,guidance_prediction_2p0_error,guidance_prediction_2p0_age,kf_prediction_0p5_x,kf_prediction_0p5_y,kf_prediction_0p5_z,kf_prediction_0p5_error,kf_prediction_0p5_age,kf_prediction_1p0_x,kf_prediction_1p0_y,kf_prediction_1p0_z,kf_prediction_1p0_error,kf_prediction_1p0_age,kf_prediction_2p0_x,kf_prediction_2p0_y,kf_prediction_2p0_z,kf_prediction_2p0_error,kf_prediction_2p0_age,prediction_model,estimated_turn_rate,estimated_turn_acceleration,estimated_longitudinal_acceleration,control_dt,sim_dt,wall_dt,callback_compute_time,prediction_compute_time,planner_compute_time,minco_generation_compute_time,minco_optimization_compute_time,guidance_compute_time,safety_compute_time,logging_compute_time,retained_plan_age,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,guidance_altitude_reference,guidance_closing_speed,t_horizontal_min,t_vertical_min,t_sea_safe_min,planner_search_min_time,planner_search_max_time,planner_failure_reason,guidance_phase,sea_safety_state,sea_safety_margin,trajectory_plan_feasible,planner_attempted,planner_succeeded,minco_optimization_attempted,minco_optimization_succeeded,plan_hold_active,trajectory_planner,minco_target_curve_weight,minco_constraint_penalty,minco_optimization_iterations,minco_piece_durations,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.046132,0.031519,0.012554,0.007186,0.004605,-0.003927,0.005962,8.000000,0.000549,0.010677,0.000000,0.012108,0.235577,1,8.026724,1.075127,0.136829,1.082288,1.000000,1,8.024922,1.073428,0.139170,-0.005518,-0.005744,0.001540,1.080834,0.027533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,0.000000,0.000000,0.050001,0.050001,0.050007,0.000438,0.000049,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.968491,7.968490,0.003491,8.000000,0.017481,0.340114,0.000000,0.012108,0.235577,0.000000,0.000000,0.000000,1.398425,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133824,0.083824,0.000000,0.000000,-0.044039,-0.092101,0.078538,-1.000000,0.011956,-0.003259,-0.000900,0,takeoff,,7.968491,0.230220,0.004529,0,,,
0.096221,0.031908,0.012038,0.006869,0.004897,-0.004090,0.005754,8.000000,0.005314,0.022394,0.000005,0.062130,0.234498,1,8.025425,1.074249,0.136560,1.075314,1.000000,1,8.024976,1.073455,0.138841,-0.005055,-0.005304,0.000970,1.074759,0.027714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,0.000000,0.000000,0.050005,0.050005,0.049998,0.000793,0.000039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000247,0.000000,7.968111,7.968095,0.015526,8.000007,0.092197,0.350318,0.000005,0.062130,0.234498,0.000000,0.000000,0.000000,1.398406,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133825,0.033824,0.000000,0.000000,-0.094044,0.000000,0.000000,-1.000000,0.005626,-0.003969,-0.003071,0,takeoff,,7.968111,0.238187,0.004502,0,,,
0.146035,0.032542,0.011218,0.006240,0.005260,-0.004534,0.005623,8.000002,0.012468,0.033753,0.000025,0.112103,0.231976,1,8.017013,1.086355,0.163380,1.081816,1.000000,1,8.024818,1.073343,0.138507,-0.004922,-0.005089,0.000434,1.066323,0.027625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,0.000000,0.000000,0.049921,0.049921,0.049929,0.000723,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000151,0.000000,7.967508,7.967460,0.027513,8.000036,0.169230,0.358142,0.000025,0.112103,0.231976,0.000000,0.000000,0.000000,1.398375,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133809,0.000159,0.000000,0.000000,-0.143965,0.000000,0.000000,-1.000000,0.005375,-0.008527,-0.000010,0,takeoff,,7.967508,0.254690,0.004435,0,,,
0.196134,0.033011,0.010793,0.005821,0.005582,-0.004777,0.005528,8.000006,0.022350,0.045373,0.000069,0.162027,0.228029,1,8.025616,1.086794,0.162398,1.071164,1.000000,1,8.023327,1.075215,0.142556,-0.006667,-0.002106,0.006080,1.057598,0.027279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,0.000000,0.000000,0.050046,0.050046,0.050040,0.000746,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000241,0.000000,7.967101,7.967003,0.039552,8.000102,0.248922,0.364239,0.000069,0.162027,0.228029,0.000000,0.000000,0.000000,1.398355,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133822,0.001454,0.000000,0.000000,-0.194011,0.000000,0.000000,-1.000000,0.007007,-0.005016,-0.002196,0,takeoff,,7.967101,0.278138,0.004167,0,,,
0.246304,0.033541,0.010443,0.005374,0.005947,-0.004786,0.005438,8.000014,0.034628,0.056474,0.000146,0.212090,0.222664,1,8.025616,1.086794,0.162398,1.057795,1.000000,1,8.023383,1.076956,0.145984,-0.006122,0.000483,0.010463,1.046425,0.027735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,0.000000,0.000000,0.050079,0.050079,0.050070,0.000767,0.000082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000210,0.000000,7.966674,7.966510,0.051100,8.000219,0.331201,0.367833,0.000146,0.212090,0.222664,0.000000,0.000000,0.000000,1.398334,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133823,0.003042,0.000000,0.000000,-0.244090,0.000000,0.000000,-1.000000,0.008617,-0.000779,-0.002215,0,takeoff,,7.966674,0.307012,0.003749,0,,,
0.296249,0.034290,0.010050,0.004563,0.006395,-0.004560,0.005140,8.000029,0.049187,0.067046,0.000266,0.262097,0.215931,1,8.025616,1.086794,0.162398,1.042294,1.000000,1,8.023077,1.076980,0.146508,-0.006122,0.000483,0.010463,1.031118,0.027344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,-0.006449,0.000000,0.196843,0.049976,0.049976,0.049985,0.000912,0.000064,0.000000,0.000000,0.000000,0.000000,0.000000,0.000252,0.000000,7.966081,7.965836,0.062482,8.000402,0.415678,0.368984,0.000266,0.262097,0.215931,0.000000,0.000000,0.000000,1.398304,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133815,0.004919,0.000000,0.000000,-0.294066,0.000000,0.000000,-1.000000,0.004326,0.004672,-0.003200,0,takeoff,,7.966081,0.339965,0.003165,0,,,
0.346800,0.034784,0.009790,0.003951,0.006627,-0.004376,0.004922,8.000054,0.066692,0.077565,0.000439,0.312163,0.207856,1,8.019615,1.112524,0.214841,1.054984,1.000000,1,8.022771,1.077004,0.147030,-0.006122,0.000483,0.010463,1.012952,0.028331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,-0.006789,-0.005449,0.357702,0.050163,0.050163,0.050158,0.000860,0.000164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000238,0.000000,7.965814,7.965474,0.073614,8.000669,0.503187,0.368209,0.000439,0.312163,0.207856,0.000000,0.000000,0.000000,1.398291,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133797,0.007158,0.000000,0.000000,-0.344229,0.000000,0.000000,-1.000000,0.007350,0.008959,-0.005809,0,takeoff,,7.965814,0.376056,0.002051,0,,,
0.396300,0.035503,0.009331,0.003046,0.007193,-0.004445,0.004720,8.000094,0.086668,0.087386,0.000673,0.362118,0.198519,1,8.015126,1.125159,0.214153,1.046308,1.000000,1,8.021869,1.084073,0.160957,-0.006950,0.010280,0.029101,1.000352,0.027601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.007373,-0.009657,0.487734,0.049830,0.049830,0.049836,0.001559,0.000295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000464,0.000000,7.965413,7.964966,0.084340,8.008422,0.907670,0.364969,0.013420,0.729241,0.198519,0.012896,0.120265,0.000000,1.398271,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133774,0.009718,0.000000,0.000000,-0.394059,0.000000,0.000000,-1.000000,0.008917,-0.004118,-0.001788,0,takeoff,,7.965413,0.414691,0.000908,0,,,
0.446253,0.036055,0.008905,0.002430,0.007638,-0.004467,0.004536,8.000148,0.108994,0.096703,0.000979,0.412100,0.187953,1,8.021004,1.139667,0.213476,1.037477,1.000000,1,8.020289,1.092246,0.172254,-0.008658,0.020892,0.042739,0.986357,0.027606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.008121,-0.012718,0.591385,0.050061,0.050061,0.050066,0.001172,0.000284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000495,0.000000,7.965280,7.964722,0.094274,8.011738,1.066729,0.359512,0.018806,0.857186,0.187953,0.018374,0.145719,0.000000,1.398264,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133771,0.012575,0.000000,0.000000,-0.444120,0.000000,0.000000,-1.000000,0.006497,-0.002282,-0.007635,0,takeoff,,7.965280,0.455209,-0.000747,0,,,
0.496304,0.036394,0.008584,0.002092,0.007737,-0.004638,0.004389,8.000223,0.133738,0.105399,0.001364,0.462084,0.176229,1,8.013244,1.166224,0.240204,1.041330,1.000000,1,8.020022,1.101690,0.181586,-0.008429,0.032501,0.052683,0.971147,0.027687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.008972,-0.014810,0.672645,0.049910,0.049910,0.049902,0.000968,0.000295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000428,0.000000,7.965482,7.964812,0.103307,8.015251,1.213766,0.351816,0.024264,0.968260,0.176229,0.023648,0.165618,0.000000,1.398274,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133785,0.015725,0.000000,0.000000,-0.494030,0.000000,0.000000,-1.000000,0.002586,-0.006779,-0.000777,0,takeoff,,7.965482,0.497392,-0.003190,0,,,
0.546457,0.036920,0.008246,0.001732,0.007993,-0.004754,0.004186,8.000324,0.161110,0.113494,0.001839,0.512077,0.163417,1,8.013244,1.166224,0.240204,1.013152,1.000000,1,8.018468,1.114299,0.194097,-0.009995,0.047698,0.066349,0.956763,0.027948,8.000000,0.006603,0.128466,0.155231,0.500325,,,,,,,,,,,8.022163,1.070556,0.139940,0.910092,0.500325,,,,,,,,,,,BCTRA,-0.009932,-0.016986,0.738218,0.050156,0.050156,0.050163,0.001204,0.000382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000485,0.000000,7.965655,7.964871,0.111762,8.019257,1.353310,0.341997,0.030367,1.067502,0.163417,0.029440,0.181592,0.000000,1.398283,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133775,0.019206,0.000000,0.000000,-0.544186,0.000000,0.000000,-1.000000,0.006118,-0.001423,-0.003792,0,takeoff,,7.965655,0.540838,-0.006000,0,,,
0.596488,0.037296,0.008212,0.001467,0.008186,-0.004729,0.003974,8.000455,0.190920,0.120867,0.002414,0.562102,0.149588,1,8.011577,1.221450,0.239475,1.037393,1.000000,1,8.017968,1.116685,0.197415,-0.009995,0.047698,0.066349,0.929089,0.028039,8.000003,0.036379,0.139644,0.155678,0.500266,,,,,,,,,,,8.022449,1.070803,0.139326,0.880351,0.500266,,,,,,,,,,,BCTRA,-0.010968,-0.018666,0.790917,0.049888,0.049888,0.049881,0.001335,0.000336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000585,0.000000,7.966149,7.965254,0.119401,8.023553,1.487040,0.330037,0.036664,1.157066,0.149588,0.035142,0.194353,0.000000,1.398307,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133771,0.022957,0.000000,0.000000,-0.594074,0.000000,0.000000,-1.000000,0.005959,0.001220,-0.005049,0,takeoff,,7.966149,0.585264,-0.009414,0,,,
0.646032,0.037798,0.008339,0.001116,0.008559,-0.004563,0.003629,8.000620,0.222933,0.127434,0.003097,0.612076,0.134851,1,8.003571,1.248337,0.266485,1.034793,1.000000,1,8.016312,1.138547,0.208341,-0.011589,0.074559,0.076832,0.919315,0.027175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.012032,-0.019503,0.831704,0.049929,0.049929,0.049938,0.001576,0.000176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000640,0.000000,7.966715,7.965713,0.126318,8.027913,1.615219,0.316000,0.042678,1.237605,0.134851,0.040147,0.204175,0.000000,1.398336,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133759,0.026952,0.000000,0.000000,-0.644003,0.000000,0.000000,-1.000000,0.009157,0.005332,-0.006376,0,takeoff,,7.966715,0.630471,-0.013232,0,,,
0.696291,0.038166,0.008568,0.000987,0.008858,-0.004301,0.003546,8.000831,0.258004,0.133331,0.003898,0.662073,0.119275,1,7.998260,1.275774,0.266471,1.026445,1.000000,1,8.013500,1.161629,0.222258,-0.014673,0.101291,0.090755,0.908079,0.027749,8.000040,0.103364,0.159388,0.156822,0.500156,,,,,,,,,,,8.019994,1.074162,0.145596,0.816476,0.500156,,,,,,,,,,,BCTRA,-0.013193,-0.021440,0.866801,0.050050,0.050050,0.050044,0.000720,0.000324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000293,0.000000,7.967670,7.966570,0.132345,8.033218,1.742819,0.300124,0.050176,1.313821,0.119275,0.046714,0.212468,0.000000,1.398383,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133750,0.031331,0.000000,0.000000,-0.694053,0.000000,0.000000,-1.000000,0.007862,0.007429,-0.004482,0,takeoff,,7.967670,0.676367,-0.017827,0,,,
0.746632,0.038774,0.009052,0.000982,0.009488,-0.003736,0.003333,8.001089,0.295406,0.138364,0.004826,0.712061,0.102967,1,7.998260,1.275774,0.266471,0.988707,1.000000,1,8.010202,1.185936,0.234029,-0.018211,0.127842,0.100739,0.895700,0.028201,8.000087,0.140673,0.167806,0.157512,0.500329,,,,,,,,,,,8.020323,1.077197,0.151216,0.782134,0.500329,,,,,,,,,,,BCTRA,-0.014335,-0.021499,0.892961,0.050215,0.050215,0.050217,0.001181,0.000432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000488,0.000000,7.968648,7.967463,0.137382,8.038106,1.866985,0.282357,0.056333,1.383334,0.102967,0.051200,0.218645,0.000000,1.398432,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133741,0.035968,0.000000,0.000000,-0.744268,0.000000,0.000000,-1.000000,0.008978,0.007394,-0.001557,0,takeoff,,7.968648,0.722713,-0.022782,0,,,
0.796312,0.039100,0.009432,0.000998,0.009825,-0.003382,0.003136,8.001402,0.335063,0.142510,0.005892,0.762071,0.086016,1,7.996179,1.332296,0.266639,1.004943,1.000000,1,8.009289,1.192348,0.239082,-0.018211,0.127842,0.100739,0.862743,0.027659,8.000163,0.180235,0.175011,0.158207,0.500063,,,,,,,,,,,8.020016,1.077221,0.151740,0.742449,0.500063,,,,,,,,,,,BCTRA,-0.015521,-0.022462,0.914581,0.049784,0.049784,0.049781,0.001551,0.000427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000652,0.000000,7.970214,7.968957,0.141512,8.043830,1.990531,0.262805,0.063721,1.449394,0.086016,0.056933,0.223584,0.000000,1.398511,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133738,0.040894,0.000000,0.000000,-0.794052,0.000000,0.000000,-1.000000,0.006835,0.008113,-0.006584,0,takeoff,,7.970214,0.769937,-0.028816,0,,,
0.846196,0.039403,0.010090,0.000968,0.009745,-0.002762,0.002856,8.001778,0.377327,0.145793,0.007103,0.812058,0.068542,1,7.986742,1.387775,0.293860,1.021349,1.000000,1,8.006001,1.224433,0.248821,-0.021492,0.163281,0.107241,0.853358,0.027606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.016721,-0.022945,0.931770,0.050055,0.050055,0.050062,0.001385,0.000193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000629,0.000000,7.972155,7.970839,0.144825,8.049781,2.113822,0.241657,0.071036,1.512088,0.068542,0.062208,0.227423,0.000000,1.398608,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133750,0.046103,0.000000,0.000000,-0.844107,0.000000,0.000000,-1.000000,-0.004131,0.010764,-0.006023,0,takeoff,,7.972155,0.817468,-0.036090,0,,,
0.896405,0.039491,0.010585,0.000901,0.009615,-0.002470,0.002740,8.002227,0.422200,0.148184,0.008471,0.862102,0.050624,1,7.983416,1.416186,0.293699,1.004757,1.000000,1,8.001568,1.261163,0.261785,-0.026120,0.202653,0.117717,0.846619,0.028051,8.001077,0.319676,0.186645,0.109507,0.500104,,,,,,,,,,,8.018394,1.089213,0.175508,0.667768,0.500104,,,,,,,,,,,BCTRA,-0.017939,-0.023435,0.945670,0.049973,0.049973,0.049965,0.000850,0.000371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000343,0.000000,7.974727,7.973367,0.147283,8.056208,2.237719,0.218994,0.078757,1.572336,0.050624,0.067636,0.230399,0.000000,1.398736,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133763,0.051668,0.000000,0.000000,-0.894080,0.000000,0.000000,-1.000000,-0.000435,0.007225,-0.001651,0,takeoff,,7.974727,0.865897,-0.044367,0,,,
0.946330,0.039545,0.011207,0.000816,0.009409,-0.002218,0.002520,8.002752,0.469299,0.149649,0.010001,0.912023,0.032438,1,7.976655,1.443768,0.293808,0.985419,1.000000,1,7.997242,1.297170,0.272678,-0.030284,0.238335,0.124623,0.836980,0.027697,8.001512,0.378033,0.190680,0.100074,0.500077,,,,,,,,,,,8.015960,1.102692,0.193624,0.635055,0.500077,,,,,,,,,,,BCTRA,-0.019142,-0.023383,0.955962,0.050013,0.050013,0.050016,0.001397,0.000311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000585,0.000000,7.977760,7.976371,0.148833,8.062775,2.361390,0.195025,0.086198,1.629750,0.032438,0.072361,0.232502,0.000000,1.398888,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133780,0.057486,0.000000,0.000000,-0.944092,0.000000,0.000000,-1.000000,-0.002427,0.001150,-0.003493,0,takeoff,,7.977760,0.914731,-0.053646,0,,,
0.996218,0.039589,0.011466,0.000658,0.009362,-0.002034,0.002266,8.003368,0.519161,0.150201,0.011707,0.962005,0.014028,1,7.972337,1.528085,0.293309,1.019495,1.000000,1,7.992417,1.332574,0.281920,-0.034863,0.270806,0.128791,0.824082,0.027717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.020386,-0.024180,0.965150,0.049987,0.049987,0.049983,0.001188,0.000206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000516,0.000000,7.981347,7.979945,0.149543,8.070348,2.487220,0.169827,0.095050,1.686312,0.014028,0.078493,0.234179,0.000000,1.399067,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133780,0.063684,0.000000,0.000000,-0.994079,0.000000,0.000000,-1.000000,0.000890,0.003132,-0.005528,0,takeoff,,7.981347,0.964113,-0.063883,0,,,
1.046613,0.039616,0.011763,0.000271,0.009320,-0.001962,0.002070,8.004084,0.571663,0.149823,0.013597,1.011996,-0.004473,1,7.970107,1.556104,0.292915,0.995366,1.000000,1,7.987548,1.376819,0.289707,-0.039188,0.313295,0.130650,0.817384,0.028131,8.002648,0.495773,0.195203,0.088434,0.500156,8.000000,0.012657,0.246254,0.567277,1.000481,,,,,,8.013471,1.138148,0.227272,0.571832,0.500156,8.019403,1.067684,0.140710,0.496341,1.000481,,,,,,BCTRA,-0.021615,-0.024083,0.971934,0.050216,0.050216,0.050220,0.000909,0.000348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000348,0.000000,7.985524,7.984124,0.149552,8.077936,2.614223,0.143563,0.103261,1.741100,-0.004473,0.083418,0.235324,0.000000,1.399276,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133762,0.070212,0.000000,0.000000,-1.044295,0.000000,0.000000,-1.000000,-0.000875,-0.001107,-0.003679,0,takeoff,,7.985524,1.013988,-0.075237,0,,,
1.096582,0.039575,0.011942,-0.000199,0.009327,-0.002095,0.001978,8.004902,0.626306,0.148520,0.015685,1.062070,-0.022979,1,7.964878,1.611908,0.292220,0.996827,1.000000,1,7.982970,1.419752,0.296235,-0.042823,0.351157,0.130643,0.807377,0.028194,8.003374,0.556206,0.195661,0.084490,0.500094,8.000005,0.067444,0.256893,0.569293,1.000360,,,,,,8.012971,1.140534,0.230590,0.520798,0.500094,8.019922,1.068151,0.139811,0.442186,1.000360,,,,,,BCTRA,-0.022849,-0.024250,0.977315,0.049912,0.049912,0.049905,0.001338,0.000345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000556,0.000000,7.990369,7.988985,0.148719,8.086207,2.742631,0.116360,0.112174,1.794867,-0.022979,0.088839,0.236037,0.000000,1.399518,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133769,0.077009,0.000000,0.000000,-1.094208,0.000000,0.000000,-1.000000,-0.000898,-0.002178,-0.003800,0,takeoff,,7.990369,1.064476,-0.087695,0,,,
1.146282,0.039496,0.012126,-0.000701,0.009087,-0.002190,0.001687,8.005837,0.683330,0.146311,0.017967,1.111955,-0.041275,1,7.964878,1.611908,0.292220,0.940863,1.000000,1,7.978171,1.465939,0.301641,-0.046521,0.390987,0.129070,0.798354,0.027759,8.004198,0.617548,0.194859,0.081774,0.500251,8.000027,0.124571,0.265729,0.571408,1.000247,,,,,,8.010518,1.175826,0.246757,0.502656,0.500251,8.019897,1.068253,0.138941,0.385250,1.000247,,,,,,BCTRA,-0.024107,-0.024728,0.982128,0.049787,0.049787,0.049789,0.001482,0.000329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000646,0.000000,7.995918,7.994567,0.147013,8.095249,2.872847,0.088534,0.121932,1.847958,-0.041275,0.094923,0.236503,0.000000,1.399796,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133762,0.084088,0.000000,0.000000,-1.143995,0.000000,0.000000,-1.000000,-0.004134,-0.003096,-0.010746,0,takeoff,,7.995918,1.115008,-0.101582,0,,,
1.196316,0.039302,0.012471,-0.001600,0.008638,-0.002209,0.001274,8.006905,0.743202,0.143189,0.020465,1.161899,-0.059341,1,7.945175,1.693319,0.290921,0.963514,1.000000,1,7.975843,1.485503,0.308099,-0.046521,0.390987,0.129070,0.761033,0.027611,8.005181,0.681350,0.192969,0.079414,0.500025,8.000075,0.184377,0.273403,0.573835,1.000182,,,,,,8.006164,1.212274,0.267635,0.485300,0.500025,8.016660,1.073110,0.148636,0.330097,1.000182,,,,,,BCTRA,-0.025357,-0.024688,0.985735,0.050063,0.050063,0.050064,0.001238,0.000364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000495,0.000000,8.002351,8.001041,0.144790,8.104577,3.005316,0.060105,0.131473,1.900208,-0.059341,0.100305,0.236692,0.000000,1.400118,nan,0.000000,nan,nan,nan,nan,nan,NONE,FOLLOW,SAFE,inf,0,0,0,0,0,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.133763,0.091482,0.000000,0.000000,-1.194057,0.000000,0.000000,-1.000000,-0.007865,0.001552,-0.005117,0,takeoff,,8.002351,1.165745,-0.116979,0,,,
