time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.548834,-0.008953,0.000198,0.044716,-0.003844,-0.001665,-0.001101,20.097610,2.785902,0.115230,0.346753,4.987962,0.153023,CTRV,-0.127056,20.298744,20.298621,0.070513,22.044368,12.567169,0.421275,1.589519,4.740615,0.153023,0.602322,-0.201958,0.000000,2.000000,-0.003844,-0.001665,-0.001101,0.000000,0.000000,0.000000,-0.008394,-0.002899,-0.008892,0,takeoff,,20.298744,5.004302,-1.032566,0,,,
0.598845,-0.009455,-0.000201,0.044188,-0.004534,-0.001902,-0.001453,20.116018,3.035513,0.122418,0.378904,4.985622,0.138494,CTRV,-0.127577,20.353289,20.353138,0.078230,22.130846,12.802760,0.399406,1.624980,4.728577,0.138494,0.603257,-0.207310,0.000000,2.000000,-0.004534,-0.001902,-0.001453,0.000000,0.000000,0.000000,-0.012180,-0.008579,-0.002075,0,takeoff,,20.353289,5.004199,-1.123579,0,,,
0.648829,-0.009736,-0.000398,0.043787,-0.004881,-0.002003,-0.001626,20.136005,3.284536,0.128839,0.411222,4.983061,0.123111,CTRV,-0.128080,20.411979,20.411802,0.085052,22.218979,13.037258,0.375061,1.660349,4.716274,0.123111,0.604060,-0.212657,0.000000,2.000000,-0.004881,-0.002003,-0.001626,0.000000,0.000000,0.000000,-0.006525,-0.001573,-0.001100,0,takeoff,,20.411979,5.003955,-1.213451,0,,,
0.698835,-0.010013,-0.000444,0.043267,-0.005127,-0.002032,-0.002052,20.157522,3.532441,0.134445,0.443721,4.980272,0.106969,CTRV,-0.128531,20.474840,20.474637,0.091178,22.308426,13.270210,0.348383,1.695324,4.703815,0.106969,0.604585,-0.217901,0.000000,2.000000,-0.005127,-0.002032,-0.002052,0.000000,0.000000,0.000000,-0.004908,-0.000435,-0.005726,0,takeoff,,20.474840,5.003669,-1.302282,0,,,
0.748820,-0.010106,-0.000352,0.042930,-0.005211,-0.002002,-0.002183,20.180904,3.782770,0.139277,0.476417,4.977251,0.090168,CTRV,-0.129418,20.542595,20.542369,0.096348,22.404249,13.503864,0.319613,1.734501,4.689510,0.090168,0.606907,-0.224476,0.000000,2.000000,-0.005211,-0.002002,-0.002183,0.000000,0.000000,0.000000,-0.003327,0.001304,-0.001651,0,takeoff,,20.542595,5.003344,-1.390797,0,,,
0.798838,-0.010244,-0.000096,0.042268,-0.005274,-0.001764,-0.002559,20.205771,4.031240,0.143216,0.509324,4.973991,0.072810,CTRV,-0.130094,20.614294,20.614047,0.100948,22.499854,13.735585,0.288837,1.771802,4.675544,0.072810,0.608261,-0.230501,0.000000,2.000000,-0.005274,-0.001764,-0.002559,0.000000,0.000000,0.000000,0.000581,0.009479,-0.010727,0,takeoff,,20.614294,5.002862,-1.478085,0,,,
0.848863,-0.010279,0.000151,0.041678,-0.005496,-0.001472,-0.002924,20.232342,4.280043,0.146279,0.542458,4.970487,0.055004,CTRV,-0.130908,20.690388,20.690123,0.104601,22.598842,13.966619,0.256287,1.810508,4.660693,0.055004,0.610122,-0.237010,0.000000,2.000000,-0.005496,-0.001472,-0.002924,0.000000,0.000000,0.000000,-0.002528,0.006392,-0.010910,0,takeoff,,20.690388,5.002398,-1.564858,0,,,
0.898833,-0.010195,0.000923,0.040726,-0.005520,-0.000736,-0.003378,20.260507,4.528032,0.148434,0.575835,4.966731,0.036859,CTRV,-0.131733,20.770356,20.770077,0.107707,22.699913,14.196134,0.222152,1.849443,4.645381,0.036859,0.611950,-0.243632,0.000000,2.000000,-0.005520,-0.000736,-0.003378,0.000000,0.000000,0.000000,0.000406,0.013634,-0.013355,0,takeoff,,20.770356,5.001532,-1.650289,0,,,
0.948827,-0.010052,0.001574,0.040236,-0.005425,-0.000269,-0.003718,20.290491,4.777014,0.149681,0.609472,4.962715,0.018486,CTRV,-0.132777,20.854948,20.854661,0.109445,22.805303,14.425301,0.186654,1.890543,4.628806,0.018486,0.614599,-0.251021,0.000000,2.000000,-0.005425,-0.000269,-0.003718,0.000000,0.000000,0.000000,0.002243,0.012909,-0.007497,0,takeoff,,20.854948,5.000981,-1.735110,0,,,
0.998853,-0.009788,0.002599,0.039605,-0.005205,0.000639,-0.004070,20.322034,5.024694,0.150000,0.643385,4.958433,-0.000000,CTRV,-0.133702,20.943175,20.942884,0.110395,22.911545,14.652777,0.150000,1.930677,4.612210,-0.000000,0.616661,-0.258135,0.000000,2.000000,-0.005205,0.000639,-0.004070,0.000000,0.000000,0.000000,0.003942,0.017891,-0.005840,0,takeoff,,20.943175,5.000041,-1.818539,0,,,
1.048930,-0.009530,0.003491,0.039175,-0.004869,0.001499,-0.004381,20.355297,5.272294,0.149396,0.677592,4.953874,-0.018486,CTRV,-0.134774,21.035651,21.035362,0.110221,23.021374,14.878959,0.112423,1.972323,4.594555,-0.018486,0.619228,-0.265819,0.000000,2.000000,-0.004869,0.001499,-0.004381,0.000000,0.000000,0.000000,0.011393,0.022916,-0.007098,0,takeoff,,21.035651,4.999198,-1.901046,0,,,
1.098876,-0.009010,0.004897,0.038574,-0.004326,0.002590,-0.004636,20.390356,5.520199,0.147868,0.712108,4.949030,-0.036859,CTRV,-0.135955,21.132076,21.131794,0.109294,23.134511,15.104301,0.074150,2.015118,4.575948,-0.036859,0.622124,-0.273966,0.000000,2.000000,-0.004326,0.002590,-0.004636,0.000000,0.000000,0.000000,0.011816,0.013591,-0.001260,0,takeoff,,21.132076,4.998158,-1.982408,0,,,
1.148836,-0.008681,0.005671,0.037995,-0.004006,0.003191,-0.005032,20.426915,5.766260,0.145443,0.746953,4.943891,-0.055004,CTRV,-0.137039,21.232276,21.232004,0.107448,23.248742,15.327268,0.035435,2.057187,4.557190,-0.055004,0.624514,-0.281916,0.000000,2.000000,-0.004006,0.003191,-0.005032,0.000000,0.000000,0.000000,0.006572,0.017375,-0.009216,0,takeoff,,21.232276,4.997695,-2.063004,0,,,
1.198939,-0.008067,0.006592,0.036854,-0.003142,0.003772,-0.005495,20.465579,6.014367,0.142096,0.782144,4.938446,-0.072810,CTRV,-0.138481,21.337165,21.336906,0.105242,23.368983,15.550228,-0.003524,2.102677,4.536381,-0.072810,0.628201,-0.291180,0.000000,2.000000,-0.003142,0.003772,-0.005495,0.000000,0.000000,0.000000,0.017610,0.006595,-0.003835,0,takeoff,,21.337165,4.997220,-2.142600,0,,,
1.248894,-0.007488,0.007051,0.035809,-0.002615,0.004048,-0.006077,20.505834,6.261019,0.137887,0.817701,4.932683,-0.090168,CTRV,-0.139917,21.445721,21.445478,0.102078,23.491327,15.770802,-0.042448,2.148285,4.514961,-0.090168,0.631721,-0.300582,0.000000,2.000000,-0.002615,0.004048,-0.006077,0.000000,0.000000,0.000000,0.009150,0.006163,-0.012170,0,takeoff,,21.445721,4.997143,-2.221532,0,,,
1.298868,-0.006483,0.007422,0.033853,-0.001401,0.004220,-0.006941,20.547878,6.507367,0.132829,0.853642,4.926591,-0.106969,CTRV,-0.141365,21.557848,21.557621,0.098976,23.616149,15.990053,-0.081109,2.194163,4.492844,-0.106969,0.635132,-0.310178,0.000000,2.000000,-0.001401,0.004220,-0.006941,0.000000,0.000000,0.000000,0.020137,0.001111,-0.012417,0,takeoff,,21.557848,4.997083,-2.298935,0,,,
1.348881,-0.005769,0.007407,0.032589,-0.000587,0.004075,-0.007674,20.591677,6.753109,0.126960,0.889987,4.920155,-0.123111,CTRV,-0.142895,21.674137,21.673932,0.094370,23.744107,16.207388,-0.119262,2.240957,4.469688,-0.123111,0.638697,-0.320222,0.000000,2.000000,-0.000587,0.004075,-0.007674,0.000000,0.000000,0.000000,0.021460,-0.002562,-0.020125,0,takeoff,,21.674137,4.997429,-2.375876,0,,,
1.398855,-0.004660,0.007146,0.030846,0.000541,0.003774,-0.008423,20.637471,6.999409,0.120285,0.926756,4.913362,-0.138494,CTRV,-0.144646,21.794434,21.794250,0.089439,23.876746,16.423401,-0.156703,2.289897,4.444814,-0.138494,0.642924,-0.331224,0.000000,2.000000,0.000541,0.003774,-0.008423,0.000000,0.000000,0.000000,0.020263,-0.003302,-0.012367,0,takeoff,,21.794434,4.997884,-2.451844,0,,,
1.449025,-0.003882,0.006847,0.029647,0.001318,0.003511,-0.009025,20.685181,7.245636,0.112856,0.963970,4.906196,-0.153023,CTRV,-0.146370,21.919041,21.918883,0.083209,24.011720,16.638294,-0.193189,2.338778,4.419289,-0.153023,0.646854,-0.342328,0.000000,2.000000,0.001318,0.003511,-0.009025,0.000000,0.000000,0.000000,0.016346,-0.006384,-0.016717,0,takeoff,,21.919041,4.998376,-2.527204,0,,,
1.498866,-0.002677,0.006345,0.027897,0.002486,0.002837,-0.009519,20.734425,7.489767,0.104786,1.001651,4.898642,-0.166608,CTRV,-0.148130,22.046200,22.046066,0.076889,24.149233,16.849779,-0.228430,2.388145,4.392808,-0.166608,0.650705,-0.353755,0.000000,2.000000,0.002486,0.002837,-0.009519,0.000000,0.000000,0.000000,0.019940,-0.010731,-0.000544,0,takeoff,,22.046200,4.999192,-2.601132,0,,,
1.548889,-0.001989,0.005999,0.026895,0.002983,0.002469,-0.009855,20.785758,7.734461,0.096040,1.039820,4.890682,-0.179166,CTRV,-0.150179,22.178014,22.177906,0.069145,24.292217,17.059438,-0.262293,2.440239,4.364084,-0.179166,0.655396,-0.366474,0.000000,2.000000,0.002983,0.002469,-0.009855,0.000000,0.000000,0.000000,0.008173,-0.007232,-0.006168,0,takeoff,,22.178014,4.999833,-2.674729,0,,,
1.598892,-0.001134,0.005510,0.025654,0.003334,0.002027,-0.010107,20.839064,7.978963,0.086693,1.078500,4.882299,-0.190620,CTRV,-0.152220,22.313529,22.313445,0.061039,24.437819,17.267611,-0.294547,2.492417,4.334496,-0.190620,0.659797,-0.379396,0.000000,2.000000,0.003334,0.002027,-0.010107,0.000000,0.000000,0.000000,0.002070,-0.007607,-0.000707,0,takeoff,,22.313529,5.000561,-2.747582,0,,,
1.648724,-0.000688,0.005201,0.024791,0.003458,0.001873,-0.010309,20.894237,8.222642,0.076827,1.117714,4.873471,-0.200899,CTRV,-0.154406,22.452772,22.452711,0.052035,24.587370,17.472971,-0.324970,2.546023,4.303227,-0.200899,0.664446,-0.393122,0.000000,2.000000,0.003458,0.001873,-0.010309,0.000000,0.000000,0.000000,-0.001615,-0.005724,-0.006575,0,takeoff,,22.452772,5.001035,-2.819449,0,,,
1.698912,-0.000287,0.004829,0.023219,0.003705,0.001566,-0.010966,20.951442,8.466101,0.066477,1.157486,4.864178,-0.209938,CTRV,-0.156568,22.595795,22.595754,0.043258,24.739514,17.676750,-0.353400,2.599582,4.271086,-0.209938,0.668717,-0.407012,0.000000,2.000000,0.003705,0.001566,-0.010966,0.000000,0.000000,0.000000,0.005642,-0.006579,-0.011325,0,takeoff,,22.595795,5.001579,-2.890315,0,,,
1.748870,-0.000145,0.004687,0.022120,0.003690,0.001534,-0.011135,21.010652,8.709060,0.055718,1.197840,4.854398,-0.217684,CTRV,-0.158989,22.742489,22.742464,0.033598,24.896797,17.877382,-0.379650,2.655505,4.236543,-0.217684,0.673565,-0.422197,0.000000,2.000000,0.003690,0.001534,-0.011135,0.000000,0.000000,0.000000,-0.001854,0.001169,-0.000897,0,takeoff,,22.742489,5.001895,-2.960285,0,,,
1.798885,0.000040,0.004632,0.020602,0.003743,0.001336,-0.011544,21.071902,8.951522,0.044615,1.238803,4.844106,-0.224087,CTRV,-0.161443,22.892592,22.892580,0.024013,25.057236,18.075738,-0.403560,2.711846,4.200701,-0.224087,0.678175,-0.437809,0.000000,2.000000,0.003743,0.001336,-0.011544,0.000000,0.000000,0.000000,-0.000398,-0.005283,0.001526,0,takeoff,,22.892592,5.002297,-3.029261,0,,,
1.848926,0.000193,0.004647,0.019561,0.003934,0.001237,-0.011699,21.135189,9.193324,0.033243,1.280400,4.833278,-0.229109,CTRV,-0.164091,23.046042,23.046038,0.013681,25.222273,18.270848,-0.424976,2.769935,4.162626,-0.229109,0.683048,-0.454520,0.000000,2.000000,0.003934,0.001237,-0.011699,0.000000,0.000000,0.000000,0.006824,-0.006843,-0.003361,0,takeoff,,23.046042,5.002524,-3.097069,0,,,
1.898889,0.000483,0.004662,0.018082,0.004110,0.001168,-0.012109,21.200468,9.434173,0.021685,1.322657,4.821885,-0.232719,CTRV,-0.166732,23.202480,23.202479,0.003602,25.390108,18.463220,-0.443753,2.828088,4.123339,-0.232719,0.687492,-0.471533,0.000000,2.000000,0.004110,0.001168,-0.012109,0.000000,0.000000,0.000000,-0.001792,-0.000060,-0.007374,0,takeoff,,23.202480,5.002654,-3.163859,0,,,
1.948892,0.000646,0.004623,0.017278,0.004225,0.001091,-0.012297,21.268057,9.675078,0.009962,1.365602,4.809899,-0.234893,CTRV,-0.169706,23.362802,23.362801,-0.007316,25.564046,18.652168,-0.459824,2.889066,4.080845,-0.234893,0.692543,-0.490291,0.000000,2.000000,0.004225,0.001091,-0.012297,0.000000,0.000000,0.000000,0.003532,-0.002973,-0.005581,0,takeoff,,23.362802,5.002752,-3.229833,0,,,
1.999606,0.000939,0.004419,0.016206,0.004516,0.000883,-0.012330,21.337611,9.914652,-0.001787,1.409264,4.797288,-0.235619,CTRV,-0.172687,23.525872,23.525865,-0.017993,25.740897,18.837711,-0.473026,2.950164,4.036896,-0.235619,0.697121,-0.509456,0.000000,2.000000,0.004516,0.000883,-0.012330,0.000000,0.000000,0.000000,0.004492,-0.003372,0.003667,0,takeoff,,23.525872,5.002867,-3.294677,0,,,
2.048883,0.001161,0.004221,0.015475,0.004726,0.000772,-0.012468,21.409650,10.154516,-0.013572,1.453671,4.784019,-0.234893,CTRV,-0.175898,23.692883,23.692865,-0.029047,25.923109,19.020269,-0.483358,3.013142,3.990109,-0.234893,0.701854,-0.530007,0.000000,2.000000,0.004726,0.000772,-0.012468,0.000000,0.000000,0.000000,0.004121,-0.003750,0.000592,0,takeoff,,23.692883,5.002837,-3.358712,0,,,
2.098858,0.001399,0.003797,0.014337,0.004908,0.000189,-0.012417,21.483791,10.393212,-0.025249,1.498853,4.770057,-0.232719,CTRV,-0.179193,23.862830,23.862797,-0.039586,26.109037,19.198968,-0.490686,3.076782,3.941245,-0.232719,0.706243,-0.551337,0.000000,2.000000,0.004908,0.000189,-0.012417,0.000000,0.000000,0.000000,-0.000879,-0.009554,0.003521,0,takeoff,,23.862830,5.003203,-3.421990,0,,,
2.148903,0.001442,0.003498,0.013632,0.004967,-0.000003,-0.012380,21.560400,10.631751,-0.036798,1.544840,4.755362,-0.229109,CTRV,-0.182744,24.036451,24.036398,-0.050429,26.300519,19.373778,-0.495016,3.142395,3.889133,-0.229109,0.710717,-0.574255,0.000000,2.000000,0.004967,-0.000003,-0.012380,0.000000,0.000000,0.000000,0.000364,-0.002798,0.000730,0,takeoff,,24.036451,5.003167,-3.484301,0,,,
2.198934,0.001281,0.003077,0.012667,0.004813,-0.000227,-0.012400,21.638892,10.868182,-0.048055,1.591663,4.739895,-0.224087,CTRV,-0.186217,24.212403,24.212326,-0.060722,26.494126,19.544364,-0.496230,3.207319,3.835767,-0.224087,0.714286,-0.597258,0.000000,2.000000,0.004813,-0.000227,-0.012400,0.000000,0.000000,0.000000,-0.004277,-0.005058,0.000251,0,takeoff,,24.212403,5.003166,-3.545722,0,,,
2.248931,0.001008,0.002764,0.012077,0.004600,-0.000541,-0.012313,21.720274,11.105357,-0.059089,1.639354,4.723613,-0.217684,CTRV,-0.190179,24.392605,24.392501,-0.071166,26.695605,19.710372,-0.494457,3.275849,3.777408,-0.217684,0.718384,-0.622998,0.000000,2.000000,0.004600,-0.000541,-0.012313,0.000000,0.000000,0.000000,-0.005928,-0.007428,0.004815,0,takeoff,,24.392605,5.003221,-3.606447,0,,,
2.298928,0.000418,0.002092,0.011027,0.003931,-0.001181,-0.012409,21.803832,11.340987,-0.069725,1.687946,4.706468,-0.209938,CTRV,-0.194163,24.575719,24.575586,-0.080753,26.900306,19.871850,-0.489602,3.344322,3.716922,-0.209938,0.721688,-0.649343,0.000000,2.000000,0.003931,-0.001181,-0.012409,0.000000,0.000000,0.000000,-0.010427,-0.010042,-0.000049,0,takeoff,,24.575719,5.003687,-3.666740,0,,,
2.348876,-0.000043,0.001597,0.010369,0.003345,-0.001658,-0.012461,21.889712,11.575358,-0.079916,1.737470,4.688411,-0.200899,CTRV,-0.198317,24.761290,24.761125,-0.090285,27.109583,20.028099,-0.481713,3.413789,3.653224,-0.200899,0.724495,-0.677011,0.000000,2.000000,0.003345,-0.001658,-0.012461,0.000000,0.000000,0.000000,-0.016510,-0.011174,-0.000603,0,takeoff,,24.761290,5.003943,-3.725909,0,,,
2.399116,-0.000743,0.000866,0.009563,0.002661,-0.002429,-0.012345,21.978178,11.809020,-0.089624,1.787961,4.669389,-0.190620,CTRV,-0.202482,24.950256,24.950059,-0.099188,27.322388,20.180414,-0.470865,3.483014,3.587285,-0.190620,0.726359,-0.705246,0.000000,2.000000,0.002661,-0.002429,-0.012345,0.000000,0.000000,0.000000,-0.010943,-0.013819,0.001317,0,takeoff,,24.950256,5.004494,-3.784417,0,,,
2.448937,-0.001276,0.000298,0.009124,0.001994,-0.002956,-0.012178,22.069402,12.042215,-0.098801,1.839451,4.649346,-0.179166,CTRV,-0.207355,25.142280,25.142048,-0.107925,27.544406,20.324685,-0.457134,3.556860,3.514079,-0.179166,0.728660,-0.737531,0.000000,2.000000,0.001994,-0.002956,-0.012178,0.000000,0.000000,0.000000,-0.019326,-0.016131,-0.001016,0,takeoff,,25.142280,5.004803,-3.841918,0,,,
2.498864,-0.002179,-0.000581,0.008515,0.000962,-0.003725,-0.012100,22.162907,12.273551,-0.107337,1.891975,4.628221,-0.166608,CTRV,-0.212042,25.336905,25.336641,-0.115852,27.767960,20.464620,-0.440553,3.628822,3.439717,-0.166608,0.729363,-0.769461,0.000000,2.000000,0.000962,-0.003725,-0.012100,0.000000,0.000000,0.000000,-0.015882,-0.009622,-0.000021,0,takeoff,,25.336905,5.005470,-3.898877,0,,,
2.548852,-0.002789,-0.001021,0.008259,0.000305,-0.004244,-0.011873,22.259285,12.504321,-0.115231,1.945565,4.605950,-0.153023,CTRV,-0.217134,25.534266,25.533968,-0.123490,27.998240,20.597692,-0.421276,3.702914,3.359826,-0.153023,0.729533,-0.804030,0.000000,2.000000,0.000305,-0.004244,-0.011873,0.000000,0.000000,0.000000,-0.015198,-0.012462,0.004867,0,takeoff,,25.534266,5.005782,-3.954491,0,,,
2.599002,-0.003762,-0.001595,0.008100,-0.000730,-0.004675,-0.011717,22.358643,12.734538,-0.122432,2.000257,4.582464,-0.138494,CTRV,-0.222402,25.735254,25.734923,-0.130532,28.233450,20.725079,-0.399419,3.777368,3.275896,-0.138494,0.728565,-0.840094,0.000000,2.000000,-0.000730,-0.004675,-0.011717,0.000000,0.000000,0.000000,-0.019680,-0.008794,0.001421,0,takeoff,,25.735254,5.006182,-4.009513,0,,,
2.648783,-0.004574,-0.001997,0.008148,-0.001509,-0.004953,-0.011650,22.460039,12.961875,-0.128829,2.056082,4.557689,-0.123111,CTRV,-0.227820,25.937223,25.936862,-0.136977,28.472372,20.844369,-0.375051,3.851872,3.187959,-0.123111,0.726281,-0.877533,0.000000,2.000000,-0.001509,-0.004953,-0.011650,0.000000,0.000000,0.000000,-0.020257,-0.006919,0.004603,0,takeoff,,25.937223,5.006376,-4.063186,0,,,
2.698895,-0.005844,-0.002712,0.008382,-0.002552,-0.005249,-0.011263,22.564869,13.189284,-0.134470,2.113074,4.531547,-0.106969,CTRV,-0.233567,26.143570,26.143180,-0.142852,28.717608,20.957072,-0.348408,3.927371,3.094472,-0.106969,0.722766,-0.917303,0.000000,2.000000,-0.002552,-0.005249,-0.011263,0.000000,0.000000,0.000000,-0.016298,-0.003199,0.005943,0,takeoff,,26.143570,5.006750,-4.116280,0,,,
2.748943,-0.006533,-0.003242,0.008632,-0.003155,-0.005686,-0.010983,22.672735,13.415619,-0.139286,2.171265,4.503955,-0.090168,CTRV,-0.239769,26.352171,26.351756,-0.147918,28.969478,21.060837,-0.319621,4.004349,2.994193,-0.090168,0.717914,-0.960118,0.000000,2.000000,-0.003155,-0.005686,-0.010983,0.000000,0.000000,0.000000,-0.015800,-0.011619,0.007488,0,takeoff,,26.352171,5.007119,-4.168166,0,,,
2.798921,-0.007455,-0.003998,0.008880,-0.003967,-0.006105,-0.010707,22.782917,13.639215,-0.143216,2.230683,4.474824,-0.072810,CTRV,-0.245821,26.562406,26.561971,-0.152096,29.222769,21.157871,-0.288837,4.078928,2.891773,-0.072810,0.710859,-1.002687,0.000000,2.000000,-0.003967,-0.006105,-0.010707,0.000000,0.000000,0.000000,-0.017064,-0.008806,0.004169,0,takeoff,,26.562406,5.007618,-4.219204,0,,,
2.848859,-0.008143,-0.004561,0.008964,-0.004544,-0.006288,-0.010561,22.896325,13.861759,-0.146274,2.291359,4.444061,-0.055004,CTRV,-0.252001,26.775242,26.774792,-0.155238,29.480275,21.247735,-0.256283,4.152628,2.784902,-0.055004,0.701797,-1.046464,0.000000,2.000000,-0.004544,-0.006288,-0.010561,0.000000,0.000000,0.000000,-0.017131,-0.005441,0.005933,0,takeoff,,26.775242,5.007869,-4.268992,0,,,
2.898938,-0.009277,-0.005470,0.008905,-0.005675,-0.006610,-0.010370,23.013289,14.083619,-0.148440,2.353317,4.411564,-0.036859,CTRV,-0.259429,26.991957,26.991498,-0.157345,29.749652,21.322266,-0.222158,4.231235,2.663954,-0.036859,0.691108,-1.097707,0.000000,2.000000,-0.005675,-0.006610,-0.010370,0.000000,0.000000,0.000000,-0.018223,-0.004964,0.001682,0,takeoff,,26.991957,5.008574,-4.318408,0,,,
2.948940,-0.009958,-0.006050,0.008735,-0.006295,-0.006829,-0.010415,23.132994,14.303025,-0.149681,2.416582,4.377228,-0.018486,CTRV,-0.266550,27.209759,27.209298,-0.158416,30.019218,21.390617,-0.186654,4.305777,2.541708,-0.018486,0.677491,-1.147703,0.000000,2.000000,-0.006295,-0.006829,-0.010415,0.000000,0.000000,0.000000,-0.016236,-0.005220,-0.001992,0,takeoff,,27.209759,5.009028,-4.366287,0,,,
