time,mission_id,phase,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,distance,horizontal_distance,vertical_error,relative_speed,closing_speed,controller_status,plan_id,prediction_age,trajectory_age,tracker_rejection_reason,plan_prediction_sequence_id,latest_prediction_sequence_id,planner_failure_reason,planner_failure_detail,planner_source_age_at_publish,planner_completion_to_publish_delay,selected_t_go,contact_stamp,remaining_t_go,terminal_mode,planned_capture_margin,target_yaw,sea_safety_state,sea_safety_margin,gazebo_real_time_factor,front_rgb_hz,front_depth_hz,down_rgb_hz,down_depth_hz,rgbd_localizer_compute_time,front_monitor_compute_time,down_monitor_compute_time,tracker_hz,tracker_callback_time,planner_compute_time,prediction_0p5_error,prediction_1p0_error,prediction_2p0_error
0.31600499153137207,1,MINCO_TRACKING,38.33356398734139,9.495116479609823,-5.009418769063343,2.660846114544008,-2.8993617992272087,0.047368470230695583,41.90309291414036,6.025667157965636,-0.1489550918995665,2.8786257653118166,-2.777321317975822,0.027762712929656815,6.957206516392935,4.977812306095108,4.860463677163777,0.2504121424211815,-0.037179351562821844,TRACKING,1,0.055153846740722656,0.17664194107055664,,437,441,NONE,NONE,0.09678125381469727,0.0002856254577636719,3.2962660002366393,1789551566.857063,3.119624137878418,False,0.34999999999999265,-0.7713245298724001,SAFE,4.932856992637537,0.9985440969467163,19.933292388916016,19.925321578979492,19.7757625579834,19.753610610961914,1.7767000827006996e-05,0.0020996599923819304,0.008348774164915085,1065.2393875625862,0.0005936899979133159,0.05171319900546223,,,
0.36597514152526855,1,MINCO_TRACKING,38.477065432480416,9.34385200742038,-5.004975230287668,2.666556365425287,-2.899290218969502,0.11929395083675488,42.04693052687838,5.886771853036828,-0.14710974599266488,2.8762441467403947,-2.779787691235001,0.04603056779896667,6.949402639762521,4.969440610977616,4.8578654842950035,0.2522247867715013,0.002946495774449905,PLAN_ACCEPTED,2,0.02949380874633789,0.051340579986572266,,441,442,NONE,NONE,0.07732105255126953,0.0002720355987548828,3.096635341644287,1789551566.857063,3.045294761657715,False,0.3499999999999786,-0.7694302193249043,HOLD,0.0,0.9997668266296387,20.114295959472656,20.113433837890625,19.7757625579834,19.753610610961914,1.7767000827006996e-05,0.0022685390431433916,0.008348774164915085,111.34170808323624,0.0002257570013171062,0.032340375997591764,,,
0.4160938262939453,1,MINCO_TRACKING,38.61195798525389,9.201648825473997,-4.996550773905869,2.6698179068232664,-2.900098627551343,0.2000801242164988,42.19075375604932,5.747655173509353,-0.14435554963322536,2.8739235110086483,-2.782186847224989,0.06402754062777921,6.948499824518208,4.973716047069367,4.852195224272644,0.27216280256636044,0.048495066925800794,TRACKING,2,0.05510449409484863,0.07695126533508301,,441,443,NONE,NONE,0.07732105255126953,0.0002720355987548828,3.096635341644287,1789551566.857063,3.019684076309204,False,0.3499999999999786,-0.7681057297664053,SAFE,4.896797820741102,0.9997668266296387,20.114295959472656,20.113433837890625,19.837705612182617,19.950246810913086,0.011590122245252132,0.0022685390431433916,0.005560527089983225,92.98916091900509,0.0005909039900870994,0.032340375997591764,,,
0.4661555290222168,1,MINCO_TRACKING,38.75060966750125,9.055115782627436,-4.983132480700496,2.6747335292349366,-2.9064177824747355,0.26195204019473756,42.3343584385326,5.608521047830522,-0.14071345202698468,2.871666719412226,-2.7845161613142464,0.08161680587359339,6.940554197544876,4.9721494868716976,4.842419028673511,0.29353617046732394,0.08466833639980542,TRACKING,2,0.05498051643371582,0.12694597244262695,,441,444,NONE,NONE,0.07732105255126953,0.0002720355987548828,3.096635341644287,1789551566.857063,2.96968936920166,False,0.3499999999999786,-0.7659410522395405,SAFE,4.860471497720361,1.000078797340393,19.813007354736328,19.864612579345703,19.837705612182617,19.950246810913086,0.011590122245252132,0.0022685390431433916,0.005560527089983225,70.05100626304802,0.0006853609957033768,0.032340375997591764,,,
0.5162925720214844,1,MINCO_TRACKING,38.87937691422973,8.91822132369819,-4.968695907435864,2.68135071452482,-2.9187465153672143,0.2815777392156951,42.47860246141045,5.468543188565728,-0.1361783987281557,2.8694602754918557,-2.786789860641488,0.09879102280261741,6.9431930152816514,4.985449204985381,4.832517508707708,0.2936132649433441,0.09527018117753024,TRACKING,2,0.05490994453430176,0.17693710327148438,,441,445,NONE,NONE,0.07732105255126953,0.0002720355987548828,3.096635341644287,1789551566.857063,2.9196982383728027,False,0.3499999999999786,-0.7645848267777682,SAFE,4.847885320853605,1.000078797340393,19.813007354736328,19.864612579345703,20.05475425720215,20.08326530456543,0.004726545885205269,0.0022685390431433916,0.005560527089983225,58.145132800613666,0.00047588199959136546,0.032340375997591764,,,
0.5659942626953125,1,MINCO_TRACKING,39.00730107663175,8.781311868701925,-4.950511242375292,2.6828837101166925,-2.9249149336896814,0.4027560458278772,42.62118325712417,5.3299642225790675,-0.1308578309327459,2.867338492020457,-2.7889729242461017,0.11517513224968609,6.942694289345329,4.9971937113622555,4.819653411442546,0.3677044714892528,0.1712052362568675,TRACKING,2,0.05481553077697754,0.22697973251342773,,441,446,PLAN_STALE_ON_ARRIVAL,PLAN_STALE_ON_ARRIVAL,0.07215356826782227,0.0007102489471435547,3.096635341644287,1789551566.857063,2.8696556091308594,False,0.3499999999999786,-0.7624756641210029,SAFE,4.790040491868301,1.0000712871551514,20.062774658203125,20.05965232849121,20.05475425720215,20.08326530456543,0.004726545885205269,0.0029772629495710135,0.005560527089983225,50.669496612799804,0.0005944110016571358,0.027020497000194155,,,
0.6160714626312256,1,MINCO_TRACKING,39.14601856370505,8.631880534183626,-4.922694873288255,2.6810272946958302,-2.928146490175993,0.5632775101663465,42.76463901633273,5.190324765375934,-0.1246951609360854,2.8652628451921553,-2.7911053057814486,0.13096256463957762,6.925281317731459,4.993868249162053,4.797999712352169,0.4895091790893779,0.2713540787233637,TRACKING,2,0.055133819580078125,0.27699971199035645,,441,447,PLAN_STALE_ON_ARRIVAL,PLAN_STALE_ON_ARRIVAL,0.07215356826782227,0.0007102489471435547,3.096635341644287,1789551566.857063,2.8196356296539307,False,0.3499999999999786,-0.7610069366007437,SAFE,4.72995534281395,1.0000712871551514,20.062774658203125,20.05965232849121,19.88535499572754,19.884986877441406,0.0035709990188479424,0.0029772629495710135,0.004812378901988268,45.637883008356546,0.0006772710039513186,0.027020497000194155,,,
0.6659140586853027,1,MINCO_TRACKING,39.28240942731424,8.484119735605496,-4.886449204547027,2.6797623788359326,-2.931817204876677,0.7293984093105604,42.907666162472566,5.050898477902823,-0.11777881825162148,2.8632522195964563,-2.7931678658784485,0.14590787070059225,6.904325590040137,4.992944481981781,4.768670386295406,0.6271788975358776,0.37560368428435625,TRACKING,2,0.05507063865661621,0.3270137310028076,,441,448,PLAN_STALE_ON_ARRIVAL,PLAN_STALE_ON_ARRIVAL,0.07215356826782227,0.0007102489471435547,3.096635341644287,1789551566.857063,2.7696216106414795,False,0.3499999999999786,-0.7582688770479642,SAFE,4.6035160219797016,1.0004127025604248,20.05605697631836,19.981597900390625,19.88535499572754,19.884986877441406,0.0035709990188479424,0.0029772629495710135,0.004812378901988268,41.98866768555163,0.0006007480114931241,0.027020497000194155,,,
0.7160379886627197,1,MINCO_TRACKING,39.40698637991526,8.348405540156147,-4.844649465313404,2.6832586158646627,-2.9399607559104286,0.871703434677259,43.0508962783464,4.91107590305789,-0.11012133138247705,2.861297351306429,-2.795170382536065,0.1599846024416506,6.8926824265261155,5.009322746834993,4.734528133930927,0.7478006015632835,0.46695724054646687,TRACKING,2,0.055144309997558594,0.37692999839782715,,441,449,PLAN_STALE_ON_ARRIVAL,PLAN_STALE_ON_ARRIVAL,0.07215356826782227,0.0007102489471435547,3.096635341644287,1789551566.857063,2.71970534324646,False,0.3499999999999786,-0.7567078232406388,SAFE,4.512496588916498,1.0004127025604248,20.05605697631836,19.981597900390625,19.746623992919922,19.750715255737305,0.003921323921531439,0.0029772629495710135,0.002503461902961135,39.38107927461535,0.00044146200525574386,0.027020497000194155,,,
0.7661054134368896,1,MINCO_TRACKING,39.53966271139088,8.20320736890264,-4.791901248810372,2.6940305810923473,-2.954720837754759,1.0170692830285442,43.19403846379691,4.7711465046404005,-0.10178329513307934,2.8594020425126447,-2.797109214756284,0.17307410607596946,6.865181012557474,5.013332615713183,4.690117953677293,0.8743666294385359,0.5673616106275015,TRACKING,2,0.055251121520996094,0.42716073989868164,,441,450,PLAN_STALE_ON_ARRIVAL,PLAN_STALE_ON_ARRIVAL,0.07420635223388672,0.0006093978881835938,3.096635341644287,1789551566.857063,2.6694746017456055,False,0.3499999999999786,-0.7541855783099436,SAFE,4.369074633021107,1.0002057552337646,19.901216506958008,20.01677703857422,19.746623992919922,19.750715255737305,0.003921323921531439,0.0037201528903096914,0.002503461902961135,37.18403087232572,0.0008343800000147894,0.02889929299999494,0.044713460971817255,,
