time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,guidance_altitude_reference,guidance_closing_speed,trajectory_plan_feasible,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.033910,-0.011810,0.000015,-0.062805,-0.005146,-0.007567,-0.001377,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,20.011909,20.011810,0.062805,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.125560,0.050560,0.119854,-0.007252,-0.001377,2.499992,0.006293,0.000000,-0.017261,-0.020055,-0.001147,0,takeoff,,20.011909,0.009254,-0.005150,0,,,
0.083850,-0.012726,-0.000802,-0.062919,-0.005877,-0.008075,-0.001378,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,20.012825,20.012726,0.062919,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.125571,0.000040,0.244854,-0.006933,-0.001378,2.499992,0.006400,0.000000,-0.018327,-0.012750,0.004152,0,takeoff,,20.012825,0.010081,-0.005881,0,,,
0.133897,-0.013775,-0.001829,-0.063156,-0.006731,-0.008549,-0.001432,20.001189,0.315256,0.014835,0.031252,4.999902,0.234893,CV,0.000000,20.017628,20.017476,0.077991,20.063694,10.315061,0.484621,0.031252,4.999902,0.234893,-0.000000,0.000000,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.125597,0.015890,0.369853,-0.006606,-0.001432,2.499991,0.006539,0.000000,-0.013335,-0.008363,-0.002675,0,takeoff,,20.017628,5.014167,-0.118235,0,,,
0.183935,-0.014354,-0.002550,-0.063359,-0.007277,-0.008977,-0.001466,20.003966,0.567231,0.026595,0.062518,4.999609,0.232719,CV,-0.125714,20.026630,20.026428,0.089954,20.129002,10.566449,0.492032,0.062518,4.999609,0.232719,-0.000000,0.000000,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.125605,0.028495,0.494853,-0.006273,-0.001466,2.499991,0.006642,0.000000,-0.009814,-0.009326,-0.001689,0,takeoff,,20.026630,5.014544,-0.213318,0,,,
0.233807,-0.015015,-0.003701,-0.063509,-0.007892,-0.009481,-0.001579,20.008253,0.814929,0.037995,0.093810,4.999120,0.229109,CV,-0.125282,20.040252,20.039995,0.101504,20.195874,10.813169,0.496213,0.093810,4.999120,0.229109,-0.000000,0.000000,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.125584,0.040914,0.619852,-0.005933,-0.001579,2.499991,0.006814,0.000000,-0.007665,-0.005661,0.000881,0,takeoff,,20.040252,5.014942,-0.307382,0,,,
0.283772,-0.015285,-0.004360,-0.063602,-0.008082,-0.009744,-0.001644,20.014226,1.066324,0.049331,0.125143,4.998434,0.224087,CTRV,-0.125424,20.058425,20.058107,0.112933,21.509184,10.927451,0.497506,1.361967,4.810930,0.224087,0.603407,-0.170824,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.125597,0.053446,0.744852,-0.005587,-0.001644,2.499990,0.006918,0.000000,-0.002479,-0.005201,-0.002681,0,takeoff,,20.058425,5.015032,-0.401632,0,,,
0.333854,-0.015515,-0.005272,-0.063864,-0.008372,-0.010207,-0.001757,20.021674,1.315900,0.060282,0.156530,4.997549,0.217684,CTRV,-0.125326,20.081082,20.080698,0.124146,21.577567,11.167638,0.495650,1.391208,4.802555,0.217684,0.601885,-0.174354,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.125599,0.065891,0.869851,-0.005233,-0.001757,2.499990,0.007069,0.000000,-0.004926,-0.009008,-0.004851,0,takeoff,,20.081082,5.015274,-0.495368,0,,,
0.383957,-0.015563,-0.005927,-0.064044,-0.008357,-0.010367,-0.001762,20.030721,1.566201,0.070895,0.187985,4.996465,0.209938,CTRV,-0.125784,20.108289,20.107837,0.134940,21.653075,11.407019,0.490772,1.425804,4.792398,0.209938,0.602808,-0.179344,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.125597,0.078315,0.994851,-0.004874,-0.001762,2.499990,0.007185,0.000000,-0.001799,-0.000191,-0.000867,0,takeoff,,20.108289,5.015150,-0.588607,0,,,
0.433681,-0.015455,-0.006964,-0.064268,-0.008135,-0.010700,-0.001721,20.041261,1.814498,0.080991,0.219520,4.995179,0.200899,CTRV,-0.125520,20.139779,20.139255,0.145260,21.723122,11.645432,0.482789,1.453499,4.784072,0.200899,0.600497,-0.182443,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.125587,0.090611,1.119850,-0.004505,-0.001721,2.499989,0.007378,0.000000,0.002971,-0.003909,-0.002239,0,takeoff,,20.139779,5.015147,-0.680914,0,,,
0.484046,-0.015249,-0.007582,-0.064415,-0.007992,-0.010923,-0.001824,20.053542,2.066165,0.090726,0.251151,4.993688,0.190620,CTRV,-0.126258,20.176245,20.175649,0.155141,21.804823,11.884656,0.471966,1.490815,4.772575,0.190620,0.602577,-0.188228,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.125570,0.103033,1.244850,-0.004130,-0.001824,2.499989,0.007502,0.000000,0.005095,-0.006476,-0.003662,0,takeoff,,20.176245,5.015010,-0.773625,0,,,
0.533829,-0.014943,-0.008423,-0.064613,-0.007891,-0.011319,-0.001838,20.067229,2.314265,0.099767,0.282890,4.991991,0.179166,CTRV,-0.126095,20.216715,20.216046,0.164380,21.879301,12.121789,0.458100,1.519567,4.763498,0.179166,0.600652,-0.191609,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.125579,0.115198,1.369849,-0.003746,-0.001838,2.499988,0.007681,0.000000,0.005913,-0.007329,0.001684,0,takeoff,,20.216715,5.015020,-0.865145,0,,,
0.583920,-0.014717,-0.009000,-0.064746,-0.007700,-0.011401,-0.002054,20.082648,2.564724,0.108282,0.314753,4.990083,0.166608,CTRV,-0.126874,20.262233,20.261495,0.173028,21.964869,12.358693,0.441498,1.557357,4.751278,0.166608,0.602816,-0.197589,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.125581,0.127428,1.494848,-0.003355,-0.002054,2.499988,0.007814,0.000000,0.004434,0.003751,-0.008740,0,takeoff,,20.262233,5.014705,-0.956562,0,,,
0.633923,-0.014256,-0.009976,-0.064841,-0.007381,-0.011734,-0.002323,20.099239,2.808918,0.115936,0.346753,4.987962,0.153023,CTRV,-0.126557,20.310872,20.310068,0.180776,22.041164,12.591360,0.421981,1.584794,4.742197,0.153023,0.600160,-0.200568,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.125586,0.139306,1.619848,-0.002953,-0.002323,2.499987,0.008057,0.000000,0.004911,-0.007931,-0.005366,0,takeoff,,20.310872,5.014629,-1.045970,0,,,
0.683598,-0.013930,-0.010616,-0.064847,-0.007099,-0.011969,-0.002320,20.118167,3.063289,0.123190,0.378904,4.985622,0.138494,CTRV,-0.127920,20.366285,20.365417,0.188037,22.136317,12.829701,0.400177,1.628226,4.727460,0.138494,0.604738,-0.208283,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.125588,0.151551,1.744847,-0.002541,-0.002320,2.499986,0.008231,0.000000,0.005691,-0.008839,-0.003173,0,takeoff,,20.366285,5.014454,-1.137157,0,,,
