time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,trajectory_plan_feasible,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.042878,-0.006205,0.009688,-0.047928,-0.004014,-0.000254,-0.001776,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,20.006265,20.006208,0.047928,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.132818,0.057818,-0.004014,-0.000254,-0.001776,0.000000,0.000000,0.000000,-0.000372,-0.017295,0.001292,0,takeoff,,20.006265,0.004397,-0.004018,0,,,
0.093989,-0.005662,0.008463,-0.047057,-0.003842,-0.001131,-0.001443,20.002342,0.499767,0.023503,0.031252,4.999902,0.234893,CV,0.000000,20.014160,20.014036,0.070559,20.064847,10.499572,0.493289,0.031252,4.999902,0.234893,-0.000000,0.000000,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.132781,0.024616,-0.003842,-0.001131,-0.001443,0.000000,0.000000,0.000000,0.004284,-0.013383,0.003338,0,takeoff,,20.014160,5.006738,-0.158681,0,,,
0.142849,-0.005328,0.007752,-0.046658,-0.003870,-0.001518,-0.001416,20.006114,0.738970,0.034589,0.062518,4.999609,0.232719,CV,-0.122366,20.024961,20.024796,0.081247,20.131150,10.738188,0.500026,0.062518,4.999609,0.232719,-0.000000,0.000000,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.132776,0.036568,-0.003870,-0.001518,-0.001416,0.000000,0.000000,0.000000,-0.000061,-0.011098,-0.000645,0,takeoff,,20.024961,5.007045,-0.249911,0,,,
0.192563,-0.004758,0.006737,-0.046056,-0.003869,-0.002184,-0.001406,20.011599,0.993273,0.046168,0.093810,4.999120,0.229109,CV,-0.123859,20.040867,20.040655,0.092224,20.199220,10.991513,0.504387,0.093810,4.999120,0.229109,-0.000000,0.000000,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.132771,0.049300,-0.003869,-0.002184,-0.001406,0.000000,0.000000,0.000000,-0.001331,-0.012484,0.002200,0,takeoff,,20.040867,5.007566,-0.344816,0,,,
0.242810,-0.004193,0.006021,-0.045654,-0.003663,-0.002755,-0.001406,20.019385,1.244812,0.057333,0.125143,4.998434,0.224087,CTRV,-0.124287,20.062126,20.061862,0.102987,21.503203,11.108099,0.505508,1.351026,4.814014,0.224087,0.598321,-0.167915,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.132783,0.061844,-0.003663,-0.002755,-0.001406,0.000000,0.000000,0.000000,0.005941,-0.014376,-0.000633,0,takeoff,,20.062126,5.007927,-0.438529,0,,,
0.292771,-0.003100,0.004941,-0.044817,-0.003202,-0.003519,-0.001536,20.027911,1.493218,0.068007,0.156530,4.997549,0.217684,CTRV,-0.124411,20.086541,20.086224,0.112823,21.574852,11.346750,0.503375,1.382421,4.805092,0.217684,0.597808,-0.171989,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.132743,0.074205,-0.003202,-0.003519,-0.001536,0.000000,0.000000,0.000000,0.006668,-0.010780,-0.000039,0,takeoff,,20.086541,5.008419,-0.531067,0,,,
0.342469,-0.002306,0.004304,-0.044406,-0.002715,-0.004004,-0.001641,20.038078,1.743430,0.078343,0.187985,4.996465,0.209938,CTRV,-0.125010,20.116079,20.115705,0.122749,21.652864,11.585820,0.498220,1.418381,4.794601,0.209938,0.599373,-0.177312,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.132733,0.086599,-0.002715,-0.004004,-0.001641,0.000000,0.000000,0.000000,0.012192,-0.010899,-0.001852,0,takeoff,,20.116079,5.008575,-0.623586,0,,,
0.392681,-0.001079,0.003523,-0.043986,-0.002105,-0.004736,-0.001619,20.049943,1.995860,0.088287,0.219520,4.995179,0.200899,CTRV,-0.125667,20.150196,20.149761,0.132273,21.733242,11.826485,0.490084,1.454909,4.783643,0.200899,0.601148,-0.182834,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.132710,0.099100,-0.002105,-0.004736,-0.001619,0.000000,0.000000,0.000000,0.012723,-0.008671,-0.000747,0,takeoff,,20.150196,5.008920,-0.716227,0,,,
0.442586,-0.000042,0.003017,-0.043834,-0.001410,-0.005122,-0.001793,20.063121,2.242877,0.097472,0.251151,4.993688,0.190620,CTRV,-0.125545,20.188300,20.187806,0.141306,21.807451,12.062909,0.478713,1.484005,4.774697,0.190620,0.599439,-0.186309,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.132705,0.111226,-0.001410,-0.005122,-0.001793,0.000000,0.000000,0.000000,0.017227,-0.008182,-0.000799,0,takeoff,,20.188300,5.008883,-0.806952,0,,,
0.493166,0.001789,0.002400,-0.043815,-0.000387,-0.005579,-0.002294,20.078236,2.495805,0.106284,0.282890,4.991991,0.179166,CTRV,-0.126118,20.231246,20.230689,0.150099,21.890532,12.303278,0.464617,1.519787,4.763428,0.179166,0.600753,-0.191672,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.132718,0.123640,-0.000387,-0.005579,-0.002294,0.000000,0.000000,0.000000,0.016717,-0.008164,-0.008081,0,takeoff,,20.231246,5.008880,-0.898383,0,,,
0.542723,0.002927,0.002157,-0.043959,0.000122,-0.005672,-0.002560,20.094389,2.740008,0.114136,0.314753,4.990083,0.166608,CTRV,-0.126030,20.277763,20.277147,0.158095,21.968409,12.535911,0.447352,1.549335,4.753900,0.166608,0.599136,-0.195263,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.132722,0.135483,0.000122,-0.005672,-0.002560,0.000000,0.000000,0.000000,0.014259,-0.002692,-0.004265,0,takeoff,,20.277763,5.008511,-0.987573,0,,,
