time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,t_go,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.562170,0.062677,-0.020210,0.027388,0.006803,0.002177,-0.000444,20.116809,3.045771,0.122703,0.378904,4.985622,0.138494,CTRV,-0.127221,20.287375,20.287151,0.095315,26.816856,26.489245,0.800126,4.891360,0.006803,0.002177,-0.000444,0.000000,0.000000,0.000000,0.009099,-0.000624,-0.000254,0,takeoff,,20.287375,4.999249,-1.121612,0,,,
0.611654,0.063246,-0.020380,0.027162,0.007143,0.002012,-0.000484,20.137139,3.298082,0.129174,0.411222,4.983061,0.123111,CTRV,-0.128272,20.346591,20.346335,0.102012,27.177378,27.109024,0.742425,4.981296,0.007143,0.002012,-0.000484,0.000000,0.000000,0.000000,0.004756,-0.002148,0.001361,0,takeoff,,20.346591,4.998940,-1.211675,0,,,
0.662443,0.063712,-0.020680,0.026941,0.007315,0.001876,-0.000281,20.158896,3.547665,0.134773,0.443721,4.980272,0.106969,CTRV,-0.128228,20.409830,20.409545,0.107831,27.495666,27.710325,0.676656,5.065802,0.007315,0.001876,-0.000281,0.000000,0.000000,0.000000,0.000856,-0.004682,0.003670,0,takeoff,,20.409830,4.998638,-1.300641,0,,,
0.712495,0.064005,-0.021090,0.026993,0.007460,0.001389,-0.000125,20.182264,3.796803,0.139531,0.476417,4.977251,0.090168,CTRV,-0.129577,20.477630,20.477321,0.112538,27.891878,28.331931,0.604745,5.159433,0.007460,0.001389,-0.000125,0.000000,0.000000,0.000000,0.000447,-0.006751,0.004629,0,takeoff,,20.477630,4.998727,-1.388933,0,,,
0.762215,0.064138,-0.021442,0.026977,0.007424,0.001060,-0.000137,20.207120,4.044266,0.143406,0.509324,4.973991,0.072810,CTRV,-0.129876,20.549532,20.549202,0.116429,28.247288,28.937841,0.525515,5.247992,0.007424,0.001060,-0.000137,0.000000,0.000000,0.000000,-0.000404,-0.009409,-0.002388,0,takeoff,,20.549532,4.998727,-1.476274,0,,,
0.812536,0.064366,-0.021997,0.026881,0.007630,0.000367,0.000030,20.234018,4.295221,0.146447,0.542458,4.970487,0.055004,CTRV,-0.131143,20.626864,20.626518,0.119565,28.664798,29.564592,0.440401,5.344202,0.007630,0.000367,0.000030,0.000000,0.000000,0.000000,0.006609,-0.012131,-0.001194,0,takeoff,,20.626864,4.999116,-1.563541,0,,,
0.862304,0.064565,-0.022392,0.026735,0.007726,-0.000091,0.000083,20.262178,4.542290,0.148540,0.575835,4.966731,0.036859,CTRV,-0.131935,20.707358,20.707000,0.121805,29.068154,30.177567,0.348975,5.437894,0.007726,-0.000091,0.000083,0.000000,0.000000,0.000000,0.004745,-0.012511,0.002921,0,takeoff,,20.707358,4.999341,-1.649215,0,,,
0.911921,0.064772,-0.022767,0.026586,0.007835,-0.000312,-0.000050,20.292044,4.789531,0.149728,0.609472,4.962715,0.018486,CTRV,-0.132756,20.792208,20.791843,0.123142,29.485172,30.791546,0.252013,5.532959,0.007835,-0.000312,-0.000050,0.000000,0.000000,0.000000,0.001260,-0.006476,-0.001693,0,takeoff,,20.792208,4.999396,-1.734079,0,,,
0.961821,0.065160,-0.023256,0.026316,0.007988,-0.000859,-0.000110,20.323788,5.038087,0.150000,0.643385,4.958433,-0.000000,CTRV,-0.133601,20.881678,20.881312,0.123684,29.916642,31.408554,0.150000,5.629642,0.007988,-0.000859,-0.000110,0.000000,0.000000,0.000000,0.001835,-0.010527,-0.003397,0,takeoff,,20.881678,4.999831,-1.818483,0,,,
1.012713,0.065696,-0.023529,0.025859,0.008211,-0.001065,-0.000182,20.357505,5.288289,0.149336,0.677592,4.953874,-0.018486,CTRV,-0.134961,20.975895,20.975532,0.123477,30.389972,32.032724,0.043395,5.730740,0.008211,-0.001065,-0.000182,0.000000,0.000000,0.000000,0.004448,-0.004738,-0.001997,0,takeoff,,20.975895,4.999983,-1.902204,0,,,
1.062332,0.066261,-0.023705,0.025402,0.008425,-0.001229,-0.000190,20.392300,5.533590,0.147768,0.712108,4.949030,-0.036859,CTRV,-0.135973,21.072408,21.072053,0.122366,30.854259,32.641258,-0.067104,5.829565,0.008425,-0.001229,-0.000190,0.000000,0.000000,0.000000,0.008052,-0.003731,-0.006144,0,takeoff,,21.072408,5.000158,-1.984047,0,,,
1.112698,0.067285,-0.023912,0.024517,0.009133,-0.001459,-0.000484,20.429468,5.783015,0.145257,0.746953,4.943891,-0.055004,CTRV,-0.137259,21.174359,21.174015,0.120739,31.350144,33.258756,-0.181030,5.932028,0.009133,-0.001459,-0.000484,0.000000,0.000000,0.000000,0.010775,-0.005250,-0.006126,0,takeoff,,21.174359,5.000384,-2.065438,0,,,
1.161690,0.067840,-0.023913,0.023982,0.009355,-0.001575,-0.000640,20.467433,6.025984,0.141925,0.782144,4.938446,-0.072810,CTRV,-0.138389,21.278124,21.277797,0.117943,31.846396,33.858280,-0.297330,6.032855,0.009355,-0.001575,-0.000640,0.000000,0.000000,0.000000,0.001096,-0.002564,-0.003569,0,takeoff,,21.278124,5.000622,-2.145053,0,,,
1.212649,0.068474,-0.023713,0.023114,0.009579,-0.001468,-0.000937,20.508322,6.275909,0.137615,0.817701,4.932683,-0.090168,CTRV,-0.139958,21.388916,21.388610,0.114502,32.387556,34.472388,-0.415927,6.139032,0.009579,-0.001468,-0.000937,0.000000,0.000000,0.000000,0.004999,0.002724,-0.003998,0,takeoff,,21.388916,5.000687,-2.225029,0,,,
1.262418,0.068848,-0.023385,0.022515,0.009705,-0.001131,-0.001209,20.550223,6.520799,0.132537,0.853642,4.926591,-0.106969,CTRV,-0.140917,21.501748,21.501467,0.110022,32.903310,35.068882,-0.535088,6.241296,0.009705,-0.001131,-0.001209,0.000000,0.000000,0.000000,0.004999,0.002724,-0.003998,0,takeoff,,21.501748,5.000586,-2.303128,0,,,
1.312167,0.069151,-0.022945,0.022054,0.009745,-0.000717,-0.001358,20.594111,6.766462,0.126625,0.889987,4.920155,-0.123111,CTRV,-0.143121,21.618995,21.618742,0.104572,33.509137,35.665778,-0.655324,6.351590,0.009745,-0.000717,-0.001358,0.000000,0.000000,0.000000,0.001051,0.013719,-0.004988,0,takeoff,,21.618995,5.000463,-2.380499,0,,,
1.361825,0.069412,-0.022186,0.021624,0.009737,-0.000213,-0.001348,20.639558,7.010397,0.119975,0.926756,4.913362,-0.138494,CTRV,-0.144440,21.739316,21.739093,0.098350,34.075367,36.250871,-0.774310,6.457224,0.009737,-0.000213,-0.001348,0.000000,0.000000,0.000000,-0.001578,0.003709,-0.003248,0,takeoff,,21.739316,5.000295,-2.456602,0,,,
1.412977,0.069532,-0.021713,0.021346,0.009667,0.000151,-0.001695,20.688016,7.259961,0.112409,0.963970,4.906196,-0.153023,CTRV,-0.146568,21.866709,21.866519,0.091063,34.712235,36.843189,-0.892928,6.569861,0.009667,0.000151,-0.001695,0.000000,0.000000,0.000000,-0.000492,0.007157,-0.010918,0,takeoff,,21.866709,5.000287,-2.532924,0,,,
1.462362,0.069596,-0.021499,0.021167,0.009690,0.000335,-0.001863,20.737064,7.502583,0.104350,1.001651,4.898642,-0.166608,CTRV,-0.148297,21.994612,21.994455,0.083183,35.334584,37.412399,-1.008435,6.679059,0.009690,0.000335,-0.001863,0.000000,0.000000,0.000000,0.001451,0.002234,-0.006580,0,takeoff,,21.994612,5.000454,-2.607133,0,,,
1.512350,0.069614,-0.021395,0.021111,0.009701,0.000576,-0.001830,20.788571,7.747606,0.095558,1.039820,4.890682,-0.179166,CTRV,-0.150285,22.127768,22.127642,0.074447,35.991847,37.978427,-1.121178,6.791095,0.009701,0.000576,-0.001830,0.000000,0.000000,0.000000,0.001824,0.001689,0.001957,0,takeoff,,22.127768,5.000573,-2.680841,0,,,
1.562536,0.069521,-0.021517,0.021202,0.009565,0.000340,-0.001878,20.842072,7.992488,0.086165,1.078500,4.882299,-0.190620,CTRV,-0.152080,22.264936,22.264841,0.064963,36.653437,38.536278,-1.229647,6.902798,0.009565,0.000340,-0.001878,0.000000,0.000000,0.000000,-0.004107,-0.003722,0.001559,0,takeoff,,22.264936,5.001177,-2.753939,0,,,
1.612462,0.069392,-0.021754,0.021406,0.009333,-0.000072,-0.001942,20.897301,8.235916,0.076279,1.117714,4.873471,-0.200899,CTRV,-0.154437,22.405220,22.405153,0.054873,37.366965,39.077220,-1.333547,7.017603,0.009333,-0.000072,-0.001942,0.000000,0.000000,0.000000,-0.006954,-0.010034,-0.002663,0,takeoff,,22.405220,5.001951,-2.826058,0,,,
1.661956,0.069109,-0.022167,0.021684,0.008963,-0.000735,-0.001857,20.954517,8.478943,0.065923,1.157486,4.864178,-0.209938,CTRV,-0.156572,22.549303,22.549260,0.044239,38.083131,39.607499,-1.431300,7.131723,0.008963,-0.000735,-0.001857,0.000000,0.000000,0.000000,-0.011020,-0.013096,0.003653,0,takeoff,,22.549303,5.002977,-2.897443,0,,,
1.712146,0.068638,-0.022373,0.022020,0.008386,-0.001065,-0.001679,21.013516,8.720599,0.055201,1.197840,4.854398,-0.217684,CTRV,-0.158775,22.696444,22.696420,0.033180,38.819556,40.121632,-1.522184,7.246213,0.008386,-0.001065,-0.001679,0.000000,0.000000,0.000000,-0.008459,-0.001396,0.002974,0,takeoff,,22.696444,5.003696,-2.967733,0,,,
1.762565,0.068309,-0.022412,0.022135,0.008190,-0.001041,-0.001608,21.075226,8.964438,0.044017,1.238803,4.844106,-0.224087,CTRV,-0.161166,22.848512,22.848502,0.021882,39.588297,40.624832,-1.605860,7.362650,0.008190,-0.001041,-0.001608,0.000000,0.000000,0.000000,-0.003780,-0.001295,0.002288,0,takeoff,,22.848512,5.003934,-3.036922,0,,,
1.812646,0.067960,-0.022486,0.022158,0.007880,-0.001164,-0.001551,21.138603,9.206133,0.032635,1.280400,4.833278,-0.229109,CTRV,-0.164138,23.003033,23.003030,0.010478,40.411648,41.099415,-1.681444,7.481494,0.007880,-0.001164,-0.001551,0.000000,0.000000,0.000000,-0.006717,-0.003870,0.002561,0,takeoff,,23.003033,5.004290,-3.105053,0,,,
1.862399,0.067646,-0.022669,0.022042,0.007496,-0.001297,-0.001618,21.203899,9.446609,0.021084,1.322657,4.821885,-0.232719,CTRV,-0.166992,23.160493,23.160493,-0.000958,41.243847,41.555048,-1.747473,7.599551,0.007496,-0.001297,-0.001618,0.000000,0.000000,0.000000,-0.005701,-0.002586,0.002919,0,takeoff,,23.160493,5.004612,-3.172206,0,,,
1.912380,0.067500,-0.022826,0.021980,0.007283,-0.001426,-0.001544,21.271350,9.686609,0.009399,1.365602,4.809899,-0.234893,CTRV,-0.169683,23.321160,23.321157,-0.012582,42.082196,41.993834,-1.803218,7.716772,0.007283,-0.001426,-0.001544,0.000000,0.000000,0.000000,-0.004454,-0.002610,0.005818,0,takeoff,,23.321160,5.004831,-3.238252,0,,,
1.963427,0.067421,-0.023082,0.021933,0.007051,-0.001685,-0.001651,21.342389,9.930821,-0.002582,1.409264,4.797288,-0.235619,CTRV,-0.172117,23.488403,23.488390,-0.024515,42.926193,42.428992,-1.848509,7.834360,0.007051,-0.001685,-0.001651,0.000000,0.000000,0.000000,-0.002200,-0.004770,-0.003056,0,takeoff,,23.488403,5.005106,-3.304026,0,,,
2.012867,0.067436,-0.023295,0.022010,0.007076,-0.001819,-0.001552,21.413916,10.168475,-0.014258,1.453671,4.784019,-0.234893,CTRV,-0.176147,23.654718,23.654690,-0.036268,43.889167,42.791249,-1.883190,7.956525,0.007076,-0.001819,-0.001552,0.000000,0.000000,0.000000,0.001509,-0.001873,0.000926,0,takeoff,,23.654718,5.005131,-3.367799,0,,,
2.062418,0.067526,-0.023531,0.022096,0.007103,-0.002017,-0.001412,21.487350,10.404478,-0.025799,1.498853,4.770057,-0.232719,CTRV,-0.179204,23.823403,23.823355,-0.047895,44.573882,42.857257,-1.887548,8.000000,0.007103,-0.002017,-0.001412,0.000000,0.000000,0.000000,0.001369,-0.003597,0.002404,0,takeoff,,23.823403,5.005148,-3.430547,0,,,
2.112897,0.067466,-0.023726,0.022362,0.007176,-0.002215,-0.001318,21.565242,10.646568,-0.037512,1.544840,4.755362,-0.229109,CTRV,-0.183076,24.000273,24.000198,-0.059873,45.178017,42.709123,-1.870386,8.000000,0.007176,-0.002215,-0.001318,0.000000,0.000000,0.000000,0.000061,-0.000919,0.000349,0,takeoff,,24.000273,5.005082,-3.493075,0,,,
2.162755,0.067270,-0.023855,0.022378,0.007018,-0.002320,-0.001296,21.642381,10.878516,-0.048544,1.591663,4.739895,-0.224087,CTRV,-0.185791,24.173376,24.173272,-0.070922,45.718308,42.588012,-1.841243,8.000000,0.007018,-0.002320,-0.001296,0.000000,0.000000,0.000000,-0.003115,-0.001372,-0.000296,0,takeoff,,24.173376,5.004932,-3.553748,0,,,
2.212743,0.066768,-0.023979,0.022141,0.006402,-0.002413,-0.001331,21.724465,11.117367,-0.059643,1.639354,4.723613,-0.217684,CTRV,-0.189835,24.355536,24.355398,-0.081784,46.336420,42.402265,-1.801115,8.000000,0.006402,-0.002413,-0.001331,0.000000,0.000000,0.000000,-0.013740,-0.004436,-0.005669,0,takeoff,,24.355536,5.004863,-3.614700,0,,,
2.262524,0.066307,-0.024113,0.021891,0.006024,-0.002579,-0.001543,21.807248,11.350461,-0.070148,1.687946,4.706468,-0.209938,CTRV,-0.193923,24.536869,24.536696,-0.092039,46.956975,42.193845,-1.749656,8.000000,0.006024,-0.002579,-0.001543,0.000000,0.000000,0.000000,-0.009307,-0.006280,-0.005572,0,takeoff,,24.536869,5.004739,-3.674028,0,,,
2.312806,0.065404,-0.024287,0.021123,0.005389,-0.002632,-0.001794,21.895088,11.589784,-0.080534,1.737470,4.688411,-0.200899,CTRV,-0.198641,24.727153,24.726944,-0.101658,47.614558,41.946682,-1.687723,8.000000,0.005389,-0.002632,-0.001794,0.000000,0.000000,0.000000,-0.010687,-0.003414,-0.006022,0,takeoff,,24.727153,5.004561,-3.733269,0,,,
2.362478,0.064759,-0.024284,0.020494,0.005029,-0.002580,-0.002034,21.982493,11.820230,-0.090082,1.787961,4.669389,-0.190620,CTRV,-0.202765,24.913687,24.913442,-0.110576,48.239267,41.701796,-1.615043,8.000000,0.005029,-0.002580,-0.002034,0.000000,0.000000,0.000000,-0.011330,-0.001395,-0.005370,0,takeoff,,24.913687,5.004169,-3.790522,0,,,
2.412341,0.064123,-0.024238,0.019748,0.004712,-0.002564,-0.002197,22.074239,12.054375,-0.099270,1.839451,4.649346,-0.179166,CTRV,-0.207740,25.106818,25.106536,-0.119017,48.909685,41.402537,-1.532601,8.000000,0.004712,-0.002564,-0.002197,0.000000,0.000000,0.000000,-0.004934,0.000977,-0.001232,0,takeoff,,25.106818,5.003783,-3.847261,0,,,
2.462841,0.063387,-0.024136,0.018673,0.004213,-0.002590,-0.002417,22.168462,12.287065,-0.107823,1.891975,4.628221,-0.166608,CTRV,-0.211758,25.302490,25.302174,-0.126496,49.532518,41.130544,-1.440688,8.000000,0.004213,-0.002590,-0.002417,0.000000,0.000000,0.000000,-0.009089,-0.002516,0.000643,0,takeoff,,25.302490,5.003501,-3.903202,0,,,
2.512456,0.062877,-0.024116,0.017948,0.003957,-0.002687,-0.002614,22.264509,12.516623,-0.115640,1.945565,4.605950,-0.153023,CTRV,-0.217089,25.499028,25.498679,-0.133588,50.218782,40.771239,-1.339820,8.000000,0.003957,-0.002687,-0.002614,0.000000,0.000000,0.000000,-0.008351,-0.002854,-0.003334,0,takeoff,,25.499028,5.003199,-3.957903,0,,,
2.562754,0.061882,-0.024298,0.016808,0.003813,-0.002870,-0.002837,22.364171,12.747131,-0.122813,2.000257,4.582464,-0.138494,CTRV,-0.222802,25.700603,25.700224,-0.139621,50.921921,40.372319,-1.230762,8.000000,0.003813,-0.002870,-0.002837,0.000000,0.000000,0.000000,-0.005562,-0.005754,-0.006283,0,takeoff,,25.700603,5.002946,-4.011792,0,,,
2.612818,0.060587,-0.024646,0.015786,0.003248,-0.003324,-0.003085,22.466624,12.976391,-0.129221,2.056082,4.557689,-0.123111,CTRV,-0.228156,25.905182,25.904776,-0.145008,51.605548,39.968862,-1.114108,8.000000,0.003248,-0.003324,-0.003085,0.000000,0.000000,0.000000,-0.010438,-0.008356,-0.007775,0,takeoff,,25.905182,5.003136,-4.065255,0,,,
2.662517,0.059516,-0.024922,0.014991,0.002744,-0.003867,-0.003341,22.569627,13.199434,-0.134710,2.113074,4.531547,-0.106969,CTRV,-0.233149,26.107684,26.107254,-0.149701,52.268030,39.556555,-0.990462,8.000000,0.002744,-0.003867,-0.003341,0.000000,0.000000,0.000000,-0.013567,-0.015044,-0.007589,0,takeoff,,26.107684,5.003420,-4.117455,0,,,
2.711719,0.058274,-0.025200,0.014275,0.002218,-0.004198,-0.003399,22.678108,13.426702,-0.139508,2.171265,4.503955,-0.090168,CTRV,-0.240058,26.317945,26.317495,-0.153783,53.013380,39.021198,-0.860849,8.000000,0.002218,-0.004198,-0.003399,0.000000,0.000000,0.000000,-0.011894,-0.006306,-0.003234,0,takeoff,,26.317945,5.003572,-4.169020,0,,,
2.761803,0.056240,-0.025626,0.013164,0.001256,-0.004846,-0.003913,22.788909,13.651169,-0.143411,2.230683,4.474824,-0.072810,CTRV,-0.245686,26.530237,26.529775,-0.156575,53.696678,38.528048,-0.725894,8.000000,0.001256,-0.004846,-0.003913,0.000000,0.000000,0.000000,-0.012719,-0.012144,-0.007498,0,takeoff,,26.530237,5.004252,-4.220058,0,,,
2.812560,0.054963,-0.025942,0.012420,0.000687,-0.005305,-0.004123,22.902888,13.874416,-0.146431,2.291359,4.444061,-0.055004,CTRV,-0.252724,26.744586,26.744114,-0.158851,54.431681,37.928541,-0.586465,8.000000,0.000687,-0.005305,-0.004123,0.000000,0.000000,0.000000,-0.014892,-0.012807,-0.006209,0,takeoff,,26.744586,5.004660,-4.269760,0,,,
2.862783,0.053216,-0.026338,0.011395,-0.000175,-0.005748,-0.004487,23.018909,14.094095,-0.148527,2.353317,4.411564,-0.036859,CTRV,-0.258986,26.959882,26.959408,-0.159923,55.125548,37.342234,-0.443399,8.000000,-0.000175,-0.005748,-0.004487,0.000000,0.000000,0.000000,-0.015576,-0.003695,-0.005114,0,takeoff,,26.959882,5.005260,-4.318607,0,,,
2.912346,0.051912,-0.026591,0.010690,-0.000651,-0.005915,-0.004576,23.139085,14.313995,-0.149728,2.416582,4.377228,-0.018486,CTRV,-0.266262,27.178957,27.178484,-0.160417,55.849349,36.668833,-0.297619,8.000000,-0.000651,-0.005915,-0.004576,0.000000,0.000000,0.000000,-0.009369,-0.007025,-0.003928,0,takeoff,,27.178957,5.005513,-4.366105,0,,,
2.962968,0.049895,-0.026886,0.009671,-0.001352,-0.006309,-0.004605,23.264422,14.535465,-0.150000,2.481174,4.340942,-0.000000,CTRV,-0.273461,27.404412,27.403947,-0.159671,56.559404,35.971601,-0.150000,8.000000,-0.001352,-0.006309,-0.004605,0.000000,0.000000,0.000000,-0.009835,-0.005039,0.003354,0,takeoff,,27.404412,5.006151,-4.413017,0,,,
3.011711,0.048706,-0.026913,0.009018,-0.001894,-0.006421,-0.004629,23.388405,14.747010,-0.149349,2.547107,4.302586,0.018486,CTRV,-0.282119,27.623096,27.622642,-0.158367,57.299734,35.144637,-0.001457,8.000000,-0.001894,-0.006421,-0.004629,0.000000,0.000000,0.000000,-0.013841,-0.000947,-0.001230,0,takeoff,,27.623096,5.006544,-4.458233,0,,,
3.061731,0.047166,-0.026960,0.008132,-0.002172,-0.006589,-0.004904,23.517971,14.960470,-0.147779,2.614393,4.262036,0.036859,CTRV,-0.290151,27.848269,27.847832,-0.155911,58.001915,34.324619,0.147093,8.000000,-0.002172,-0.006589,-0.004904,0.000000,0.000000,0.000000,-0.007276,-0.004875,-0.009441,0,takeoff,,27.848269,5.006927,-4.502330,0,,,
3.112242,0.046182,-0.027128,0.007423,-0.002489,-0.006654,-0.005048,23.651360,15.172481,-0.145292,2.683036,4.219161,0.055004,CTRV,-0.298410,28.075895,28.075479,-0.152715,58.691379,33.455624,0.294742,8.000000,-0.002489,-0.006654,-0.005048,0.000000,0.000000,0.000000,-0.007132,-0.004041,-0.001887,0,takeoff,,28.075895,5.007311,-4.545318,0,,,
3.161865,0.044805,-0.027550,0.006322,-0.002852,-0.007090,-0.005097,23.786648,15.379852,-0.141947,2.753032,4.173825,0.072810,CTRV,-0.306618,28.303447,28.303059,-0.148269,59.355421,32.551415,0.440536,8.000000,-0.002852,-0.007090,-0.005097,0.000000,0.000000,0.000000,-0.004579,-0.008255,-0.003163,0,takeoff,,28.303447,5.008095,-4.587260,0,,,
3.211716,0.044101,-0.027832,0.005715,-0.002894,-0.007323,-0.005169,23.928147,15.588874,-0.137658,2.824372,4.125885,0.090168,CTRV,-0.316918,28.536814,28.536454,-0.143373,60.050640,31.478703,0.583684,8.000000,-0.002894,-0.007323,-0.005169,0.000000,0.000000,0.000000,-0.002110,-0.004908,0.001888,0,takeoff,,28.536814,5.008585,-4.627706,0,,,
3.262422,0.043238,-0.028299,0.005086,-0.002932,-0.007662,-0.005264,24.071261,15.792467,-0.132579,2.897034,4.075193,0.106969,CTRV,-0.325716,28.769106,28.768777,-0.137665,60.674255,30.461797,0.723173,8.000000,-0.002932,-0.007662,-0.005264,0.000000,0.000000,0.000000,0.001776,-0.005503,-0.003447,0,takeoff,,28.769106,5.009202,-4.666773,0,,,
3.312884,0.042376,-0.028978,0.004387,-0.003078,-0.008034,-0.005096,24.220972,15.997414,-0.126568,2.970987,4.021597,0.123111,CTRV,-0.336088,29.008049,29.007754,-0.130955,61.301927,29.306119,0.858318,8.000000,-0.003078,-0.008034,-0.005096,0.000000,0.000000,0.000000,-0.000040,-0.005789,0.000533,0,takeoff,,29.008049,5.009932,-4.704638,0,,,
3.362575,0.041834,-0.029413,0.003832,-0.003180,-0.008346,-0.005133,24.370831,16.194696,-0.119921,3.046186,3.964940,0.138494,CTRV,-0.345284,29.242727,29.242465,-0.123753,61.864305,28.184854,0.988028,8.000000,-0.003180,-0.008346,-0.005133,0.000000,0.000000,0.000000,-0.000733,-0.004933,0.000860,0,takeoff,,29.242727,5.010615,-4.740778,0,,,
3.413069,0.041114,-0.029976,0.002737,-0.003448,-0.008750,-0.005386,24.528200,16.393771,-0.112364,3.122573,3.905065,0.153023,CTRV,-0.357216,29.485082,29.484858,-0.115101,62.434012,26.844283,1.111817,8.000000,-0.003448,-0.008750,-0.005386,0.000000,0.000000,0.000000,-0.006298,-0.005272,-0.002533,0,takeoff,,29.485082,5.011492,-4.775582,0,,,
