time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,trajectory_plan_feasible,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.702230,0.030714,-0.000844,0.061357,-0.011161,0.006027,-0.007384,20.171274,3.681918,0.137657,0.443721,4.980272,0.106969,CTRV,-0.128410,20.474636,20.474494,0.076300,22.321017,13.419997,0.351595,1.694193,4.704223,0.106969,0.604072,-0.217552,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667422,0.542449,-0.011161,0.006027,-0.007384,0.000000,0.000000,0.000000,-0.015800,0.011245,-0.012434,0,takeoff,,20.474636,4.996310,-1.342601,0,,,
0.752052,0.028803,0.000121,0.060913,-0.011981,0.006627,-0.007680,20.195591,3.931599,0.141974,0.476417,4.977251,0.090168,CTRV,-0.129449,20.546592,20.546432,0.081062,22.419238,13.652611,0.322310,1.734796,4.689401,0.090168,0.607040,-0.224568,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667421,0.467449,-0.011981,0.006627,-0.007680,0.000000,0.000000,0.000000,-0.015841,0.009180,-0.006526,0,takeoff,,20.546592,4.995519,-1.430858,0,,,
0.802207,0.027468,0.000776,0.060654,-0.012642,0.006902,-0.007750,20.221625,4.181656,0.145418,0.509324,4.973991,0.072810,CTRV,-0.130278,20.622582,20.622408,0.084764,22.517473,13.885502,0.291039,1.773521,4.674893,0.072810,0.609036,-0.231051,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667424,0.392449,-0.012642,0.006902,-0.007750,0.000000,0.000000,0.000000,-0.013636,0.009667,0.003050,0,takeoff,,20.622582,4.995089,-1.518447,0,,,
0.852063,0.025733,0.001681,0.060370,-0.013096,0.007414,-0.007895,20.249062,4.429139,0.147929,0.542458,4.970487,0.055004,CTRV,-0.130665,20.702490,20.702304,0.087559,22.613236,14.116392,0.257938,1.808246,4.661571,0.055004,0.609106,-0.236275,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667408,0.317449,-0.013096,0.007414,-0.007895,0.000000,0.000000,0.000000,-0.004046,0.007625,-0.004462,0,takeoff,,20.702490,4.994466,-1.604371,0,,,
0.902137,0.024972,0.002160,0.060295,-0.013115,0.007710,-0.007836,20.278119,4.676097,0.149533,0.575835,4.966731,0.036859,CTRV,-0.131696,20.785659,20.785467,0.089238,22.717173,14.344304,0.223251,1.849101,4.645517,0.036859,0.611797,-0.243520,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667393,0.242449,-0.013115,0.007710,-0.007836,0.000000,0.000000,0.000000,-0.002188,0.005668,0.002799,0,takeoff,,20.785659,4.994071,-1.689157,0,,,
0.951895,0.024206,0.002760,0.060313,-0.013036,0.008144,-0.007962,20.309126,4.925064,0.150233,0.609472,4.962715,0.018486,CTRV,-0.132782,20.873791,20.873597,0.089920,22.823990,14.573335,0.187206,1.890594,4.628786,0.018486,0.614622,-0.251038,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667380,0.238106,-0.013036,0.008144,-0.007962,0.000000,0.000000,0.000000,0.002449,0.007888,-0.001167,0,takeoff,,20.873791,4.993596,-1.773411,0,,,
1.002344,0.023758,0.003221,0.060431,-0.012647,0.008393,-0.007816,20.341726,5.172932,0.150000,0.643385,4.958433,-0.000000,CTRV,-0.133748,20.965537,20.965346,0.089569,22.931675,14.800875,0.150000,1.931102,4.612033,-0.000000,0.616849,-0.258281,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667377,0.249233,-0.012647,0.008393,-0.007816,0.000000,0.000000,0.000000,0.008843,0.006172,0.002667,0,takeoff,,20.965537,4.993329,-1.856390,0,,,
1.051797,0.023395,0.003666,0.060648,-0.012198,0.008659,-0.007511,20.375988,5.420201,0.148844,0.677592,4.953874,-0.018486,CTRV,-0.135008,21.061212,21.061027,0.088195,23.044278,15.026143,0.111871,1.974468,4.593635,-0.018486,0.620176,-0.266568,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667356,0.260150,-0.012198,0.008659,-0.007511,0.000000,0.000000,0.000000,0.003791,0.003715,0.009492,0,takeoff,,21.061212,4.993104,-1.938349,0,,,
1.102418,0.023200,0.003944,0.060709,-0.011996,0.008625,-0.007579,20.412439,5.670348,0.146749,0.712108,4.949030,-0.036859,CTRV,-0.136092,21.162150,21.161975,0.086040,23.157884,15.254016,0.073031,2.016366,4.575398,-0.036859,0.622674,-0.274411,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667343,0.271134,-0.011996,0.008625,-0.007579,0.000000,0.000000,0.000000,0.003794,-0.002809,-0.000006,0,takeoff,,21.162150,4.993274,-2.020387,0,,,
1.152026,0.022972,0.004132,0.060890,-0.011645,0.008543,-0.007364,20.449891,5.915215,0.143785,0.746953,4.943891,-0.055004,CTRV,-0.136910,21.265155,21.264993,0.082895,23.270499,15.476644,0.033776,2.056009,4.557722,-0.055004,0.623998,-0.281488,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667343,0.281728,-0.011645,0.008543,-0.007364,0.000000,0.000000,0.000000,0.004764,-0.004188,0.007204,0,takeoff,,21.265155,4.993537,-2.100390,0,,,
1.202135,0.022772,0.004109,0.061150,-0.011486,0.008469,-0.007206,20.489245,6.160837,0.139936,0.782144,4.938446,-0.072810,CTRV,-0.138354,21.372601,21.372455,0.078786,23.391459,15.697121,-0.005685,2.101528,4.536913,-0.072810,0.627700,-0.290755,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667354,0.292260,-0.011486,0.008469,-0.007206,0.000000,0.000000,0.000000,-0.000801,0.000118,0.004317,0,takeoff,,21.372601,4.993879,-2.179902,0,,,
1.251889,0.022397,0.003788,0.061787,-0.011394,0.007975,-0.006981,20.530641,6.407782,0.135203,0.817701,4.932683,-0.090168,CTRV,-0.140010,21.484985,21.484860,0.073416,23.517001,15.917248,-0.045132,2.149120,4.514563,-0.090168,0.632084,-0.300898,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667369,0.302714,-0.011394,0.007975,-0.006981,0.000000,0.000000,0.000000,0.002331,-0.006194,0.001559,0,takeoff,,21.484985,4.994705,-2.259018,0,,,
1.302117,0.022125,0.003438,0.062165,-0.011295,0.007652,-0.006876,20.573851,6.654468,0.129633,0.853642,4.926591,-0.106969,CTRV,-0.141336,21.601255,21.601149,0.067469,23.641848,16.137258,-0.084305,2.193899,4.492973,-0.106969,0.635018,-0.310076,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667345,0.313032,-0.011295,0.007652,-0.006876,0.000000,0.000000,0.000000,0.002183,-0.008613,0.002523,0,takeoff,,21.601255,4.995407,-2.337142,0,,,
1.352139,0.021813,0.002778,0.062769,-0.011087,0.007018,-0.006650,20.619157,6.902254,0.123225,0.889987,4.920155,-0.123111,CTRV,-0.142810,21.722269,21.722185,0.060456,23.770792,16.356841,-0.122996,2.240194,4.470071,-0.123111,0.638370,-0.319922,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667364,0.323255,-0.011087,0.007018,-0.006650,0.000000,0.000000,0.000000,0.004683,-0.011711,-0.001156,0,takeoff,,21.722269,4.996440,-2.414608,0,,,
