measurement_stamp,receipt_stamp,processed_stamp,published_stamp,source,valid,rejection_reason,approach_phase,distance_bin,motion_regime,confidence,red_pixel_count,valid_depth_ratio,target_range,view_angle,position_x,position_y,position_z,covariance_xx,covariance_yy,covariance_zz,truth_x,truth_y,truth_z,error_x,error_y,error_z,horizontal_error,position_3d_error,observation_age
0.0,1789955564.486537,1789955564.4913886,1789955564.4913886,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,UNKNOWN,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789955564.486537
0.0,1789955564.5830371,1789955564.5914528,1789955564.5914528,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,UNKNOWN,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789955564.5830371
0.0,1789955564.691493,1789955564.692133,1789955564.692133,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,UNKNOWN,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789955564.691493
0.0,1789955564.789421,1789955564.7911913,1789955564.7911913,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,UNKNOWN,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789955564.789421
0.0,1789955564.8359432,1789955564.8916533,1789955564.8916533,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,UNKNOWN,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789955564.8359432
0.0,1789955564.9887953,1789955564.9912474,1789955564.9912474,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,UNKNOWN,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789955564.9887953
0.0,1789955565.1826284,1789955565.1913917,1789955565.1913917,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,UNKNOWN,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789955565.1826284
0.0,1789955565.2361615,1789955565.2915032,1789955565.2915032,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,UNKNOWN,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789955565.2361615
0.0,1789955565.3900404,1789955565.3912172,1789955565.3912172,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,TERMINAL_APPROACH,UNKNOWN,UNKNOWN,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789955565.3900404
0.0,1789955565.4311194,1789955565.491528,1789955565.491528,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,TERMINAL_APPROACH,UNKNOWN,UNKNOWN,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789955565.4311194
0.0,1789955565.584684,1789955565.5913675,1789955565.5913675,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,TERMINAL_APPROACH,UNKNOWN,UNKNOWN,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789955565.584684
