time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,camera_measurement_valid,camera_x,camera_y,camera_z,camera_position_error,camera_confidence,kf_state_valid,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,kf_position_error,kf_state_age,guidance_prediction_0p5_x,guidance_prediction_0p5_y,guidance_prediction_0p5_z,guidance_prediction_0p5_error,guidance_prediction_0p5_age,guidance_prediction_1p0_x,guidance_prediction_1p0_y,guidance_prediction_1p0_z,guidance_prediction_1p0_error,guidance_prediction_1p0_age,guidance_prediction_2p0_x,guidance_prediction_2p0_y,guidance_prediction_2p0_z,guidance_prediction_2p0_error,guidance_prediction_2p0_age,kf_prediction_0p5_x,kf_prediction_0p5_y,kf_prediction_0p5_z,kf_prediction_0p5_error,kf_prediction_0p5_age,kf_prediction_1p0_x,kf_prediction_1p0_y,kf_prediction_1p0_z,kf_prediction_1p0_error,kf_prediction_1p0_age,kf_prediction_2p0_x,kf_prediction_2p0_y,kf_prediction_2p0_z,kf_prediction_2p0_error,kf_prediction_2p0_age,prediction_model,estimated_turn_rate,estimated_turn_acceleration,estimated_longitudinal_acceleration,control_dt,retained_plan_age,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,guidance_altitude_reference,guidance_closing_speed,trajectory_plan_feasible,trajectory_planner,minco_target_curve_weight,minco_constraint_penalty,minco_optimization_iterations,minco_piece_durations,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
3.337342,0.020362,-0.015187,-0.310590,0.151417,0.057747,-0.599729,8.406150,5.628010,-0.129695,0.475828,3.273028,0.109413,1,7.534711,6.537285,-0.121274,1.259467,1.000000,1,7.494035,6.349505,-0.158491,-0.199289,2.721405,-0.158429,1.163331,0.026822,8.394126,5.584219,-0.180333,0.068017,0.500024,8.365479,5.442313,-0.284139,0.244929,1.000211,8.253518,4.657535,-0.089114,0.983242,2.000105,7.530068,5.839254,-0.181864,0.902698,0.500024,7.542798,5.019583,-0.100279,1.056610,1.000211,7.706603,2.892036,0.391935,2.871761,2.000105,BCTRA,-0.086938,-0.040209,0.999998,0.049934,0.000000,10.109393,10.107775,0.180894,9.668440,11.186949,0.035023,1.224884,3.897567,0.109413,0.527319,0.066893,0.000000,1.505470,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.475599,0.592393,0.000000,0.000000,-1.500000,0.000000,0.000000,0.000000,0.121299,0.022416,-0.499904,0,takeoff,,10.109393,3.308498,-2.076602,0,,,
3.387303,0.031503,-0.011865,-0.353360,0.157027,0.058266,-0.630229,8.431411,5.795769,-0.123346,0.498731,3.320167,0.125443,1,7.356874,6.746287,-0.124926,1.434613,1.000000,1,7.457747,6.546615,-0.158511,-0.236147,2.806850,-0.147364,1.230051,0.026593,8.418949,5.751914,-0.173938,0.068104,0.500021,,,,,,,,,,,7.521982,5.948194,-0.191193,0.924607,0.500021,,,,,,,,,,,BCTRA,-0.088895,-0.038450,1.000251,0.050060,0.000000,10.214694,10.212104,0.230013,9.749239,11.441386,0.066164,1.267963,3.937742,0.125443,0.535706,0.059469,0.000000,1.510735,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.523750,0.604965,0.000000,0.000000,-1.500000,0.000000,0.000000,0.000000,0.068977,-0.003919,-0.469921,0,takeoff,,10.214694,3.365680,-2.152588,0,,,
3.437417,0.038606,-0.009908,-0.380955,0.158793,0.057775,-0.648645,8.457858,5.965801,-0.116238,0.522437,3.367090,0.140694,1,7.534076,6.871382,-0.127231,1.293666,1.000000,1,7.462032,6.729772,-0.158944,-0.213564,2.867074,-0.137633,1.255844,0.026937,8.444838,5.921467,-0.166483,0.068262,0.500111,8.393584,5.613798,-0.285118,0.395674,1.049764,8.294906,5.000132,-0.165146,0.980542,2.000009,7.513872,6.174825,-0.196845,0.970205,0.500111,7.535134,5.099144,-0.106795,1.265940,1.049764,7.684408,3.112493,0.370919,2.996150,2.000009,BCTRA,-0.090721,-0.036464,0.999031,0.049961,0.000000,10.327778,10.324385,0.264717,9.832345,11.698716,0.097109,1.310499,3.976740,0.140694,0.542589,0.052085,0.000000,1.516389,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.552155,0.617305,0.000000,0.000000,-1.500000,0.000000,0.000000,0.000000,0.037772,-0.015522,-0.456447,0,takeoff,,10.327778,3.421529,-2.231465,0,,,
3.487431,0.048575,-0.007342,-0.420609,0.159362,0.056239,-0.673616,8.485472,6.137709,-0.108431,0.546988,3.413812,0.155082,1,7.357004,7.061161,-0.110269,1.458151,1.000000,1,7.433746,6.914620,-0.156149,-0.238390,2.925435,-0.123973,1.308433,0.026329,8.471201,6.090806,-0.157985,0.069708,0.500259,8.415998,5.783709,-0.284049,0.401229,1.049685,8.315451,5.173316,-0.201738,0.983701,2.000004,7.505793,6.288496,-0.206012,0.996007,0.500259,7.527490,5.178495,-0.113293,1.355671,1.049685,7.661862,3.338548,0.342818,2.952501,2.000004,BCTRA,-0.092979,-0.043510,1.000859,0.049963,0.000000,10.442239,10.437571,0.312178,9.936053,11.955437,0.127622,1.384344,4.007391,0.155082,0.580233,0.030664,0.000000,1.522112,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.589335,0.629565,0.000000,0.000000,-1.500000,0.000000,0.000000,0.000000,-0.005142,-0.034019,-0.442225,0,takeoff,,10.442239,3.479984,-2.313826,0,,,
3.537463,0.055616,-0.005648,-0.449595,0.158353,0.054692,-0.690831,8.514399,6.312150,-0.099946,0.572421,3.460346,0.168526,1,7.528722,7.216704,-0.099323,1.337826,1.000000,1,7.439766,7.095107,-0.151730,-0.212955,2.974123,-0.108918,1.330617,0.026939,8.500978,6.268188,-0.148543,0.066891,0.500135,8.471180,6.130610,-0.276716,0.257046,1.000144,8.340056,5.349761,-0.237097,0.987623,2.000176,7.496380,6.532550,-0.214278,1.047860,0.500135,7.503780,5.702323,-0.175879,1.182796,1.000144,7.657302,3.375803,0.346496,3.091288,2.000176,BCTRA,-0.095012,-0.040226,1.000530,0.050047,0.000000,10.563514,10.557726,0.349649,10.025396,12.219468,0.157592,1.427319,4.046492,0.168526,0.584128,0.024113,0.000000,1.528176,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.613811,0.641573,0.000000,0.000000,-1.500000,0.000000,0.000000,0.000000,-0.033264,-0.042547,-0.427913,0,takeoff,,10.563514,3.536725,-2.396856,0,,,
3.587702,0.066651,-0.003181,-0.497073,0.154651,0.051532,-0.717580,8.544673,6.489019,-0.090840,0.598758,3.506661,0.180936,1,7.507182,7.417042,-0.108502,1.392094,1.000000,1,7.441678,7.280059,-0.149286,-0.195037,3.025947,-0.097662,1.358586,0.026106,8.530116,6.444630,-0.138171,0.066502,0.500358,8.498273,6.308003,-0.270486,0.259215,1.000113,8.364585,5.528997,-0.271039,0.993250,2.000364,7.472646,6.779916,-0.223532,1.118691,0.500358,7.492793,5.940147,-0.206628,1.192107,1.000113,7.636855,3.629566,0.296446,3.024995,2.000364,BCTRA,-0.097117,-0.041462,1.000292,0.050009,0.000000,10.685997,10.678273,0.406234,10.126322,12.483666,0.186770,1.485672,4.079942,0.180936,0.602717,0.010050,0.000000,1.534300,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.648975,0.653603,0.000000,0.000000,-1.500000,0.000000,0.000000,0.000000,-0.068979,-0.053726,-0.414118,0,takeoff,,10.685997,3.597566,-2.485640,0,,,
3.637311,0.073431,-0.001716,-0.527488,0.151443,0.049240,-0.733721,8.576243,6.667764,-0.081195,0.625972,3.552652,0.192212,1,7.561853,7.534431,-0.083977,1.334207,1.000000,1,7.452687,7.454882,-0.142936,-0.165191,3.059979,-0.081513,1.373225,0.026894,8.561442,6.624057,-0.126949,0.064983,0.500041,8.528289,6.486775,-0.262539,0.260657,1.000173,8.385417,5.707690,-0.303226,1.003720,2.000019,7.466578,6.987498,-0.227206,1.164004,0.500041,7.484803,6.034577,-0.215247,1.268913,1.000173,7.615342,3.863128,0.257513,2.983963,2.000019,BCTRA,-0.099313,-0.043046,1.000263,0.049956,0.000000,10.815682,10.806470,0.446293,10.232499,12.750553,0.214962,1.547364,4.111845,0.192212,0.622909,-0.005473,0.000000,1.540784,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.668331,0.665193,0.000000,0.000000,-1.500000,0.000000,0.000000,0.000000,-0.081897,-0.054657,-0.400464,0,takeoff,,10.815682,3.654645,-2.571637,0,,,
3.687427,0.082769,0.000338,-0.571034,0.146160,0.046225,-0.755589,8.609337,6.849371,-0.071019,0.654190,3.598465,0.202325,1,7.525203,7.766950,-0.109579,1.420840,1.000000,1,7.456917,7.640447,-0.141236,-0.147109,3.106732,-0.073150,1.399572,0.026236,,,,,,8.560073,6.668842,-0.253087,0.261087,1.000062,8.419627,5.892403,-0.333618,1.010315,2.000014,,,,,,7.474196,6.294768,-0.235386,1.274028,1.000062,7.594345,4.082268,0.226755,2.962387,2.000014,BCTRA,-0.101585,-0.044431,1.000317,0.050025,0.000000,10.948134,10.936709,0.500015,10.343104,13.020606,0.242060,1.610659,4.142798,0.202325,0.642880,-0.021554,0.000000,1.547407,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.692112,0.676772,0.000447,0.001091,-1.500000,0.008932,0.021803,0.000000,-0.099867,-0.056761,-0.386924,0,takeoff,,10.948134,3.714041,-2.661653,0,,,
3.737413,0.089253,0.001761,-0.602740,0.141900,0.044082,-0.770653,8.643822,7.032827,-0.060429,0.683358,3.643943,0.211178,1,7.572754,7.908773,-0.075804,1.383728,1.000000,1,7.468499,7.820740,-0.134251,-0.119572,3.142920,-0.057675,1.416912,0.026755,8.627857,6.989186,-0.102229,0.062503,0.500305,8.592628,6.852691,-0.242003,0.260843,1.000235,8.438878,6.075812,-0.361893,1.024090,2.000116,7.397914,7.339341,-0.237024,1.295153,0.500305,7.466133,6.394014,-0.244339,1.352352,1.000235,7.573591,4.271849,0.184166,2.971232,2.000116,BCTRA,-0.103909,-0.045457,1.000246,0.049991,0.000000,11.086507,11.073235,0.542312,10.457739,13.293204,0.267811,1.674830,4.172743,0.211178,0.661918,-0.037901,0.000000,1.554325,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.706767,0.688019,0.008178,0.020206,-1.500000,0.154658,0.382378,0.000000,-0.109666,-0.057804,-0.375994,0,takeoff,,11.086507,3.770433,-2.748860,0,,,
3.787391,0.099264,0.003937,-0.654633,0.134243,0.040579,-0.794379,8.679869,7.218768,-0.049453,0.713466,3.689014,0.218714,1,7.575353,8.101619,-0.097680,1.414817,1.000000,1,7.479667,8.003994,-0.131174,-0.094503,3.181169,-0.048961,1.436573,0.026693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.106321,-0.047103,1.000290,0.049970,0.000000,11.227057,11.210734,0.605181,10.578346,13.567578,0.292037,1.743176,4.200388,0.218714,0.683382,-0.056335,0.000000,1.561353,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.726372,0.699191,0.035780,0.089894,-1.500000,0.552357,1.394597,0.000000,-0.129053,-0.053203,-0.365841,0,takeoff,,11.227057,3.830527,-2.841888,0,,,
3.837605,0.105176,0.005290,-0.687754,0.128941,0.038527,-0.808647,8.717451,7.406761,-0.038182,0.744680,3.733854,0.224917,1,7.619620,8.253975,-0.056460,1.386844,1.000000,1,7.496794,8.184061,-0.121964,-0.062414,3.212010,-0.031842,1.449558,0.027001,8.700503,7.363287,-0.074989,0.059430,0.500263,8.662436,7.227460,-0.215442,0.258064,1.000287,8.506981,6.454850,-0.411659,1.043992,2.000217,7.394391,7.710208,-0.237705,1.371997,0.500263,7.449188,6.928842,-0.275169,1.375885,1.000287,7.542170,4.677047,0.104201,2.975383,2.000217,BCTRA,-0.108799,-0.048369,1.000253,0.049983,0.000000,11.374314,11.355750,0.649571,10.703678,13.844963,0.314649,1.812676,4.226989,0.224917,0.703877,-0.075130,0.000000,1.568716,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.736369,0.709988,0.062986,0.159759,-1.500000,0.544312,1.397757,0.000000,-0.134387,-0.048928,-0.354459,0,takeoff,,11.374314,3.886236,-2.929860,0,,,
3.887422,0.114025,0.007337,-0.741780,0.119948,0.036244,-0.830958,8.756714,7.597248,-0.026661,0.776978,3.778357,0.229735,1,7.616672,8.457503,-0.060992,1.428605,1.000000,1,7.512138,8.368373,-0.114164,-0.035177,3.247280,-0.017988,1.466717,0.026934,8.739017,7.554141,-0.060625,0.057663,0.500119,8.699891,7.418430,-0.200105,0.255515,1.000140,,,,,,7.339674,7.950040,-0.232193,1.474689,0.500119,7.441101,7.037782,-0.284498,1.452694,1.000140,,,,,,BCTRA,-0.111337,-0.049569,1.000073,0.050059,0.000000,11.524505,11.502297,0.715120,10.834115,14.124580,0.335453,1.884112,4.251966,0.229735,0.724359,-0.094815,0.000000,1.576225,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.749171,0.720677,0.090051,0.229800,-1.500000,0.540658,1.399174,0.000000,-0.140843,-0.026183,-0.345498,0,takeoff,,11.524505,3.944637,-3.023065,0,,,
3.937284,0.118110,0.008370,-0.769256,0.115322,0.036016,-0.841875,8.797452,7.788969,-0.015033,0.810353,3.822441,0.233131,1,7.663042,8.619004,-0.044635,1.405959,1.000000,1,7.533187,8.551162,-0.104546,-0.001453,3.277372,-0.002435,1.478958,0.026797,,,,,,,,,,,8.525877,6.642510,-0.432604,1.249995,2.049815,,,,,,,,,,,7.525532,4.888298,0.067053,3.168345,2.049815,BCTRA,-0.113940,-0.050825,0.999742,0.049930,0.000000,11.680649,11.656273,0.754223,10.970038,14.405537,0.354254,1.957996,4.274966,0.233131,0.745196,-0.115729,0.000000,1.584032,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.754257,0.730895,0.116757,0.299771,-1.500000,0.534872,1.401396,0.000000,-0.143860,-0.004695,-0.343055,0,takeoff,,11.680649,3.996963,-3.108034,0,,,
3.987472,0.125739,0.010587,-0.825096,0.106889,0.038350,-0.863286,8.840319,7.984671,-0.003204,0.844904,3.866162,0.235092,1,7.566451,8.707073,-0.046339,1.465082,1.000000,1,7.538078,8.721162,-0.095983,0.005901,3.286338,0.010432,1.498953,0.026824,8.821559,7.941755,-0.030889,0.054408,0.500040,8.775528,7.802973,-0.165864,0.252330,1.000299,8.577987,6.840393,-0.451260,1.256561,2.049899,7.314551,8.377338,-0.218135,1.590079,0.500040,7.424907,7.426532,-0.297797,1.549740,1.000299,7.508935,5.091309,0.028411,3.185142,2.049899,BCTRA,-0.116763,-0.054627,1.000231,0.050106,0.000000,11.840838,11.812279,0.821892,11.118355,14.688578,0.371073,2.044297,4.292087,0.235092,0.775437,-0.143870,0.000000,1.592042,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.762099,0.741100,0.143148,0.370144,-1.500000,0.526709,1.404485,0.000000,-0.126474,0.061739,-0.332830,0,takeoff,,11.840838,4.050092,-3.197201,0,,,
4.037190,0.130161,0.012168,-0.860564,0.102313,0.042655,-0.876453,8.884558,8.180612,0.008564,0.878948,3.902236,0.235604,0,,,,,,1,7.538373,8.885481,-0.095461,0.005901,3.286338,0.010432,1.523114,0.026481,,,,,,,,,,,8.602657,7.038067,-0.467005,1.269269,2.049596,,,,,,,,,,,7.493619,5.305351,-0.011282,3.194093,2.049596,BCTRA,-0.119561,-0.054595,0.970775,0.049926,0.000000,12.004930,11.973428,0.869128,11.251487,14.941184,0.385588,2.105464,4.285543,0.235604,0.785527,-0.167607,0.000000,1.600247,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.765617,0.750817,0.169355,0.440297,-1.500000,0.524921,1.405154,0.000000,-0.109866,0.121301,-0.330781,0,takeoff,,12.004930,4.090990,-3.273011,0,,,
4.087349,0.135961,0.014713,-0.911268,0.097042,0.052461,-0.894892,8.929795,8.375081,0.020284,0.904237,3.896454,0.234660,0,,,,,,1,7.538668,9.049943,-0.094939,0.005901,3.286338,0.010432,1.550468,0.026514,8.865015,8.138856,-0.015683,0.247573,0.549886,8.864987,8.202889,-0.127562,0.236027,1.000005,8.636351,7.234970,-0.479682,1.279034,2.050046,7.333288,8.582169,-0.206189,1.625734,0.549886,7.384827,8.023955,-0.314984,1.619451,1.000005,7.475848,5.509357,-0.043527,3.214096,2.050046,BCTRA,-0.121833,-0.046436,0.776620,0.050022,0.000000,12.169432,12.133725,0.931553,11.297056,15.011224,0.397728,2.057937,4.137607,0.234660,0.727004,-0.187950,0.000000,1.608472,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.769165,0.760171,0.195540,0.510612,-1.500000,0.523468,1.405696,0.000000,-0.082185,0.206995,-0.330929,0,takeoff,,12.169432,4.087020,-3.310571,0,,,
4.137347,0.139857,0.016952,-0.948215,0.094544,0.063011,-0.908017,8.976367,8.569502,0.031894,0.929739,3.890448,0.232274,1,7.757239,9.395118,0.013761,1.472496,1.000000,1,7.580627,9.258070,-0.073747,0.067076,3.350841,0.040783,1.559928,0.026828,8.958117,8.539198,0.014911,0.039240,0.500036,8.912216,8.404829,-0.107170,0.224881,1.000077,8.683865,7.437582,-0.489676,1.280170,2.049802,7.370092,8.984872,-0.183693,1.673061,0.500036,7.379872,8.265788,-0.316411,1.662034,1.000077,7.461282,5.722567,-0.085560,3.227123,2.049802,BCTRA,-0.124296,-0.049369,0.621296,0.049956,0.000000,12.336557,12.297562,0.980109,11.376862,15.099037,0.407441,2.060270,3.998348,0.232274,0.711682,-0.227959,0.000000,1.616828,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.770882,0.769109,0.221866,0.580769,-1.500000,0.526998,1.404376,0.000000,-0.055394,0.286307,-0.327174,0,takeoff,,12.336557,4.080084,-3.342275,0,,,
4.187258,0.145826,0.021698,-1.008568,0.092578,0.086474,-0.928823,9.024259,8.763721,0.043313,0.955571,3.884184,0.228454,1,7.777557,9.596088,0.019351,1.499225,1.000000,1,7.619417,9.465877,-0.055014,0.118806,3.409639,0.065154,1.573617,0.026057,,,,,,,,,,,8.759140,7.846137,-0.500236,1.098951,2.000007,,,,,,,,,,,7.431930,6.133859,-0.162701,3.081254,2.000007,BCTRA,-0.126488,-0.045001,0.497037,0.050009,0.000000,12.504239,12.459917,1.051880,11.449880,15.215148,0.414599,2.046214,3.894327,0.228454,0.678846,-0.246152,0.000000,1.625212,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.772948,0.777691,0.248123,0.651037,-1.500000,0.525037,1.405111,0.000000,-0.014381,0.404298,-0.323092,0,takeoff,,12.504239,4.062837,-3.365179,0,,,
4.237279,0.149493,0.025676,-1.047036,0.092830,0.105428,-0.941425,9.073437,8.957529,0.054459,0.981719,3.877657,0.223224,1,7.837153,9.762785,0.005226,1.476231,1.000000,1,7.662781,9.667502,-0.041600,0.173267,3.454816,0.079932,1.582163,0.026462,9.007675,8.742951,0.030143,0.225742,0.549852,9.009381,8.814736,-0.064523,0.196596,1.000171,,,,,,7.383363,9.193813,-0.177810,1.722245,0.549852,7.290895,8.655689,-0.323054,1.846910,1.000171,,,,,,BCTRA,-0.128534,-0.042431,0.397630,0.049974,0.000000,12.673913,12.625957,1.101495,11.533934,15.347192,0.419139,2.044977,3.805326,0.223224,0.655799,-0.264307,0.000000,1.633696,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.774045,0.785877,0.274540,0.721188,-1.500000,0.528622,1.403766,0.000000,0.014979,0.486377,-0.311178,0,takeoff,,12.673913,4.046757,-3.385557,0,,,
4.287259,0.154777,0.032907,-1.101804,0.095594,0.137650,-0.958653,9.124093,9.151580,0.065302,1.008178,3.870862,0.216621,1,7.855388,9.960715,0.048362,1.504859,1.000000,1,7.703071,9.869225,-0.022825,0.219243,3.497065,0.101415,1.594392,0.026596,9.059129,8.948333,0.045161,0.214326,0.549846,,,,,,8.798875,8.052977,-0.500898,1.277998,2.049863,7.408713,9.392200,-0.163088,1.747166,0.549846,,,,,,7.417608,6.348081,-0.197386,3.292523,2.049863,BCTRA,-0.130656,-0.043382,0.318104,0.050042,0.000000,12.843713,12.790576,1.167106,11.632494,15.489772,0.421033,2.061603,3.723953,0.216621,0.646659,-0.287618,0.000000,1.642186,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.775710,0.793681,0.300901,0.791470,-1.500000,0.526774,1.404460,0.000000,0.069434,0.615037,-0.305191,0,takeoff,,12.843713,4.018825,-3.394569,0,,,
4.337382,0.158877,0.039426,-1.141522,0.099367,0.164331,-0.970882,9.175788,9.344136,0.075678,1.034964,3.863787,0.208683,1,7.879386,10.162495,0.012858,1.534379,1.000000,1,7.741852,10.072189,-0.012455,0.259656,3.537888,0.109113,1.610591,0.026761,9.112741,9.155947,0.059904,0.199094,0.549991,9.116484,9.232377,-0.020282,0.158793,1.000040,8.881931,8.470339,-0.492802,1.083071,2.000251,7.432415,9.594579,-0.155654,1.776397,0.549991,7.294746,9.070910,-0.316920,1.940903,1.000040,7.389760,6.608217,-0.230376,3.281587,2.000251,BCTRA,-0.132526,-0.039144,0.254483,0.050023,0.000000,13.013988,12.956940,1.217200,11.725593,15.646977,0.420151,2.065788,3.663322,0.208683,0.625351,-0.296573,0.000000,1.650699,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.777144,0.801138,0.327461,0.861647,-1.500000,0.530961,1.402883,0.000000,0.103209,0.690957,-0.308067,0,takeoff,,13.013988,3.994082,-3.403594,0,,,
4.387686,0.166437,0.052681,-1.206108,0.109115,0.213560,-0.989834,9.229370,9.538242,0.085689,1.062103,3.856415,0.199457,1,7.888701,10.374574,0.066681,1.580255,1.000000,1,7.777095,10.278517,0.005165,0.291935,3.579715,0.126761,1.632051,0.026546,9.226505,9.577194,0.088207,0.039139,0.500264,9.171411,9.445208,0.002096,0.137849,1.000383,8.957821,8.687367,-0.484574,1.059682,2.000032,7.494549,9.992013,-0.123158,1.805305,0.500264,7.221600,9.353466,-0.305875,2.053924,1.000383,7.382095,6.687779,-0.236892,3.411982,2.000032,BCTRA,-0.134612,-0.042277,0.203586,0.050225,0.000000,13.182616,13.119170,1.291797,11.840233,15.806431,0.416613,2.098266,3.597662,0.199457,0.626960,-0.320811,0.000000,1.659131,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.780059,0.808213,0.354064,0.932131,-1.500000,0.529680,1.403367,0.000000,0.169126,0.802796,-0.289075,0,takeoff,,13.182616,3.948796,-3.392932,0,,,
4.437237,0.171908,0.062918,-1.247057,0.117444,0.247980,-1.000907,9.283717,9.729768,0.095057,1.089599,3.848737,0.188999,1,7.850925,10.481781,0.061930,1.618491,1.000000,1,7.801689,10.469077,0.019751,0.306586,3.597789,0.138809,1.657906,0.026260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.136638,-0.041208,0.162869,0.049842,0.000000,13.351941,13.284316,1.342114,11.950921,15.973990,0.410231,2.121034,3.546229,0.188999,0.618884,-0.334349,0.000000,1.667597,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.782322,0.814966,0.380408,1.002099,-1.500000,0.528537,1.403798,0.000000,0.213933,0.873324,-0.273697,0,takeoff,,13.351941,3.914896,-3.389998,0,,,
4.487257,0.180585,0.079939,-1.305056,0.131837,0.300324,-1.015991,9.339604,9.921434,0.103869,1.117449,3.840743,0.177381,0,,,,,,1,7.817027,10.649064,0.026695,0.306586,3.597789,0.138809,1.689272,0.026061,9.286609,9.789897,0.101533,0.141830,0.549973,9.227940,9.659547,0.024456,0.295567,1.049840,8.990903,8.905696,-0.473042,1.219074,2.049510,7.532460,10.189848,-0.105763,1.838956,0.549973,7.248468,9.596846,-0.296578,2.153733,1.049840,7.374451,6.767130,-0.243390,3.732566,2.049510,BCTRA,-0.138707,-0.041753,0.130295,0.049899,0.000000,13.517681,13.444056,1.408925,12.069422,16.144320,0.401139,2.151771,3.496910,0.177381,0.616507,-0.350728,0.000000,1.675884,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.786168,0.821329,0.407057,1.072042,-1.500000,0.534070,1.401702,0.000000,0.277116,0.962798,-0.267252,0,takeoff,,13.517681,3.863953,-3.369781,0,,,
4.537354,0.187615,0.094099,-1.346884,0.143907,0.340407,-1.026431,9.396946,10.112838,0.112049,1.145692,3.832413,0.164662,0,,,,,,1,7.832357,10.828961,0.033636,0.306586,3.597789,0.138809,1.722475,0.026591,9.412892,10.216191,0.126366,0.105551,0.500164,9.292237,9.875251,0.046652,0.267747,1.049922,9.109525,9.342682,-0.441380,0.990977,2.000035,7.541323,10.528650,-0.090245,1.912370,0.500164,7.195356,9.840055,-0.280121,2.252822,1.049922,7.345829,7.503479,-0.334793,3.348956,2.000035,BCTRA,-0.140747,-0.041198,0.104236,0.050032,0.000000,13.686321,13.608339,1.458933,12.190339,16.319768,0.389392,2.181560,3.453568,0.164662,0.612289,-0.363893,0.000000,1.684316,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.789385,0.827496,0.433752,1.142182,-1.500000,0.533552,1.401900,0.000000,0.312313,1.018843,-0.261948,0,takeoff,,13.686321,3.823138,-3.357293,0,,,
4.587330,0.200697,0.120883,-1.414632,0.166281,0.409742,-1.042316,9.455663,10.303632,0.119532,1.174350,3.823729,0.150915,1,7.971227,11.207839,0.078890,1.738618,1.000000,1,7.873154,11.058611,0.048598,0.343340,3.669282,0.150380,1.754811,0.025796,,,,,,9.353005,10.093748,0.068580,0.239136,1.049867,,,,,,,,,,,7.226810,10.069230,-0.260648,2.273162,1.049867,,,,,,BCTRA,-0.142846,-0.042029,0.083389,0.049988,0.000000,13.845448,13.760187,1.534164,12.317292,16.494035,0.374920,2.217608,3.410444,0.150915,0.612488,-0.379952,0.000000,1.692272,nan,0.000000,0,PURSUIT,0.000000,0.000000000,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.795187,0.833117,0.460427,1.212258,-1.500000,0.533634,1.401868,0.000000,0.367733,1.107737,-0.243256,0,takeoff,,13.845448,3.754372,-3.316904,0,,,
