time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,camera_measurement_valid,camera_x,camera_y,camera_z,camera_position_error,camera_confidence,kf_state_valid,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,kf_position_error,kf_state_age,guidance_prediction_0p5_x,guidance_prediction_0p5_y,guidance_prediction_0p5_z,guidance_prediction_0p5_error,guidance_prediction_0p5_age,guidance_prediction_1p0_x,guidance_prediction_1p0_y,guidance_prediction_1p0_z,guidance_prediction_1p0_error,guidance_prediction_1p0_age,guidance_prediction_2p0_x,guidance_prediction_2p0_y,guidance_prediction_2p0_z,guidance_prediction_2p0_error,guidance_prediction_2p0_age,kf_prediction_0p5_x,kf_prediction_0p5_y,kf_prediction_0p5_z,kf_prediction_0p5_error,kf_prediction_0p5_age,kf_prediction_1p0_x,kf_prediction_1p0_y,kf_prediction_1p0_z,kf_prediction_1p0_error,kf_prediction_1p0_age,kf_prediction_2p0_x,kf_prediction_2p0_y,kf_prediction_2p0_z,kf_prediction_2p0_error,kf_prediction_2p0_age,prediction_model,estimated_turn_rate,estimated_turn_acceleration,estimated_longitudinal_acceleration,control_dt,retained_plan_age,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,guidance_altitude_reference,guidance_closing_speed,trajectory_plan_feasible,trajectory_planner,minco_target_curve_weight,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.546008,0.028038,0.007927,0.042440,0.003200,0.000147,0.003149,8.000254,0.142443,0.107701,0.001719,0.499997,0.166608,1,8.012927,1.132277,0.255269,1.000854,1.000000,1,8.018995,1.095988,0.222242,-0.011865,0.038764,0.066644,0.960583,0.002147,8.000000,-0.000000,0.000000,0.178577,0.500086,,,,,,,,,,,8.033621,1.073031,0.169463,0.933232,0.500086,,,,,,,,,,,BCTRA,-0.009660,-0.016968,0.738900,0.050109,0.000000,7.973618,7.973351,0.065261,8.018526,1.318622,0.340733,0.029475,1.056028,0.166608,0.028786,0.181719,0.000000,1.398681,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133167,0.016881,0.000000,0.000000,-0.549107,0.000000,0.000000,-1.000000,0.004202,0.010694,-0.000714,0,takeoff,,7.973618,0.525901,-0.008290,0,,,
0.595806,0.028286,0.008512,0.042472,0.003459,0.000563,0.003198,8.000362,0.170181,0.115493,0.002269,0.549995,0.153023,1,8.003978,1.188391,0.283087,1.031917,1.000000,1,8.015597,1.115255,0.236904,-0.015936,0.063911,0.083084,0.952963,0.001965,8.000002,0.027980,0.131471,0.143096,0.500038,,,,,,,,,,,8.032587,1.072757,0.170416,0.904819,0.500038,,,,,,,,,,,BCTRA,-0.010664,-0.018078,0.790007,0.049874,0.000000,7.974050,7.973715,0.073021,8.022463,1.449254,0.329526,0.035157,1.144391,0.153023,0.033773,0.194121,0.000000,1.398702,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133169,0.020286,0.000000,0.000000,-0.598981,0.000000,0.000000,-1.000000,0.008200,0.009711,-0.002196,0,takeoff,,7.974050,0.569495,-0.011322,0,,,
0.645833,0.028842,0.009265,0.042340,0.004052,0.000917,0.003378,8.000504,0.200821,0.122687,0.002925,0.599993,0.138494,1,8.005176,1.203428,0.283236,1.015391,1.000000,1,8.012935,1.134368,0.249328,-0.018633,0.086925,0.095042,0.942180,0.002016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.011768,-0.020114,0.833051,0.050009,0.000000,7.974368,7.973963,0.080347,8.027220,1.577557,0.316401,0.042116,1.226627,0.138494,0.040074,0.204437,0.000000,1.398718,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133190,0.024035,0.000000,0.000000,-0.648990,0.000000,0.000000,-1.000000,0.012014,0.005278,0.002713,0,takeoff,,7.974368,0.614125,-0.014626,0,,,
0.696018,0.029394,0.009885,0.042168,0.004647,0.001151,0.003231,8.000683,0.233730,0.129069,0.003697,0.649989,0.123111,1,7.994101,1.244563,0.310475,1.027003,1.000000,1,8.008709,1.158026,0.264713,-0.023384,0.114779,0.110379,0.934231,0.002178,8.000031,0.091422,0.151743,0.144104,0.500141,,,,,,,,,,,8.028103,1.075238,0.179643,0.843473,0.500141,,,,,,,,,,,BCTRA,-0.012877,-0.020568,0.865828,0.050042,0.000000,7.974905,7.974431,0.086900,8.031736,1.701518,0.301269,0.048136,1.301148,0.123111,0.044812,0.212267,0.000000,1.398745,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133197,0.028092,0.000000,0.000000,-0.699032,0.000000,0.000000,-1.000000,0.016629,0.004770,-0.001254,0,takeoff,,7.974905,0.659821,-0.018568,0,,,
0.745846,0.030671,0.011071,0.041780,0.005910,0.001644,0.002919,8.000905,0.269099,0.134654,0.004594,0.699985,0.106969,1,7.993492,1.273628,0.310529,1.019837,1.000000,1,8.004957,1.183497,0.277938,-0.027110,0.143246,0.121497,0.925565,0.001900,8.000072,0.126909,0.160536,0.144528,0.500025,,,,,,,,,,,8.024648,1.077584,0.187055,0.810530,0.500025,,,,,,,,,,,BCTRA,-0.014024,-0.021490,0.892213,0.049976,0.000000,7.974951,7.974410,0.092874,8.036847,1.823761,0.284276,0.054934,1.370808,0.106969,0.050230,0.218457,0.000000,1.398748,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133222,0.032374,0.000000,0.000000,-0.749008,0.000000,0.000000,-1.000000,0.020144,0.008688,-0.003429,0,takeoff,,7.974951,0.706051,-0.022491,0,,,
0.796023,0.031671,0.011842,0.041446,0.006858,0.001872,0.002714,8.001175,0.306583,0.139370,0.005626,0.749979,0.090168,1,7.992400,1.302311,0.310544,1.010373,1.000000,1,8.001525,1.210507,0.289317,-0.030108,0.171910,0.129146,0.916277,0.001814,8.000137,0.164935,0.168365,0.144589,0.500040,,,,,,,,,,,8.024456,1.078190,0.187980,0.773487,0.500040,,,,,,,,,,,BCTRA,-0.015143,-0.021274,0.911037,0.050001,0.000000,7.975553,7.974952,0.097924,8.041777,1.943281,0.265494,0.060897,1.434800,0.090168,0.054252,0.222834,0.000000,1.398778,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133244,0.036985,0.000000,0.000000,-0.799009,0.000000,0.000000,-1.000000,0.025799,0.004276,-0.003780,0,takeoff,,7.975553,0.753202,-0.027489,0,,,
0.845996,0.033194,0.012932,0.040965,0.008029,0.002369,0.002480,8.001512,0.347742,0.143360,0.006801,0.799971,0.072810,1,7.992792,1.331616,0.310492,0.998006,1.000000,1,7.998621,1.238921,0.299071,-0.032134,0.200581,0.133929,0.904685,0.001912,8.000235,0.205385,0.175087,0.145856,0.500169,,,,,,,,,,,8.022746,1.080216,0.203590,0.735253,0.500169,,,,,,,,,,,BCTRA,-0.016455,-0.024743,0.932687,0.049989,0.000000,7.976006,7.975348,0.102394,8.049164,2.068209,0.245207,0.071329,1.500707,0.072810,0.063591,0.227511,0.000000,1.398800,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133259,0.042011,0.000000,0.000000,-0.848997,0.000000,0.000000,-1.000000,0.018360,0.009634,-0.004863,0,takeoff,,7.976006,0.800697,-0.033157,0,,,
0.896056,0.034289,0.013706,0.040624,0.008929,0.002645,0.002363,8.001907,0.390570,0.146375,0.008129,0.849961,0.055004,1,7.989774,1.359929,0.310476,0.983225,1.000000,1,7.995616,1.268456,0.307419,-0.034158,0.228840,0.136317,0.892557,0.002092,8.000969,0.299732,0.180587,0.097071,0.500087,,,,,,,,,,,8.020179,1.090165,0.216773,0.703365,0.500087,,,,,,,,,,,BCTRA,-0.017627,-0.022774,0.945042,0.050029,0.000000,7.977226,7.976525,0.105751,8.054196,2.188942,0.223319,0.076380,1.559851,0.055004,0.065660,0.230374,0.000000,1.398861,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133276,0.047284,0.000000,0.000000,-0.899026,0.000000,0.000000,-1.000000,0.017260,0.003221,-0.003932,0,takeoff,,7.977226,0.848950,-0.039929,0,,,
0.945862,0.036164,0.014781,0.040032,0.010325,0.003007,0.001950,8.002372,0.435583,0.148483,0.009621,0.899949,0.036859,1,7.975117,1.414989,0.337457,0.997843,1.000000,1,7.990645,1.303251,0.318864,-0.038905,0.262813,0.143057,0.884316,0.002040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCTRA,-0.018805,-0.022967,0.954479,0.049967,0.000000,7.978051,7.977314,0.108451,8.060655,2.309896,0.200045,0.083862,1.616663,0.036859,0.070571,0.232286,0.000000,1.398903,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133289,0.052790,0.000000,0.000000,-0.948993,0.000000,0.000000,-1.000000,0.023590,0.006541,-0.010193,0,takeoff,,7.978051,0.897621,-0.047080,0,,,
0.995907,0.037407,0.015394,0.039628,0.011223,0.003045,0.001797,8.002931,0.484159,0.149715,0.011284,0.949933,0.018486,1,7.978224,1.444320,0.337278,0.978622,1.000000,1,7.986769,1.338615,0.328739,-0.041716,0.295176,0.147012,0.873158,0.002006,8.001877,0.413455,0.188700,0.080746,0.500104,,,,,,,,,,,8.013656,1.113431,0.252230,0.637658,0.500104,,,,,,,,,,,BCTRA,-0.020120,-0.025363,0.966079,0.050063,0.000000,7.980064,7.979305,0.110087,8.069037,2.435834,0.175578,0.094577,1.674929,0.018486,0.079139,0.234381,0.000000,1.399003,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133305,0.058798,0.000000,0.000000,-0.999056,0.000000,0.000000,-1.000000,0.022115,0.000122,-0.005126,0,takeoff,,7.980064,0.947035,-0.055913,0,,,
1.046173,0.039111,0.016231,0.039096,0.012393,0.003094,0.001534,8.003575,0.534729,0.150000,0.013129,0.999914,-0.000000,1,7.974510,1.500906,0.336953,0.984527,1.000000,1,7.982800,1.378733,0.337153,-0.044468,0.332216,0.148573,0.864755,0.002117,8.002463,0.471139,0.191005,0.075672,0.500165,8.000000,-0.000000,0.000000,0.555381,1.000251,,,,,,8.013063,1.115370,0.255564,0.590236,0.500165,8.035680,1.077962,0.171869,0.544620,1.000251,,,,,,BCTRA,-0.021339,-0.024019,0.972659,0.050040,0.000000,7.982094,7.981324,0.110904,8.075773,2.560600,0.150000,0.101297,1.729613,-0.000000,0.082235,0.235665,0.000000,1.399105,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133297,0.065035,0.000000,0.000000,-1.049096,0.000000,0.000000,-1.000000,0.017779,0.001367,-0.002458,0,takeoff,,7.982094,0.996821,-0.065464,0,,,
1.095861,0.040283,0.016787,0.038818,0.013032,0.003208,0.001281,8.004314,0.587374,0.149364,0.015165,1.049890,-0.018486,1,7.966787,1.527850,0.336872,0.959720,1.000000,1,7.978112,1.418425,0.344296,-0.048071,0.365969,0.148145,0.854008,0.001880,8.003134,0.529318,0.192004,0.072042,0.500055,8.000003,0.052980,0.248918,0.543605,1.000093,,,,,,8.007629,1.147211,0.278446,0.574535,0.500055,8.034122,1.077364,0.173121,0.491470,1.000093,,,,,,BCTRA,-0.022559,-0.024083,0.977653,0.049884,0.000000,7.985210,7.984445,0.110546,8.083744,2.686468,0.123497,0.109912,1.782991,-0.018486,0.087410,0.236334,0.000000,1.399260,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133295,0.071541,0.000000,0.000000,-1.098981,0.000000,0.000000,-1.000000,0.009310,0.003517,-0.009159,0,takeoff,,7.985210,1.046872,-0.076645,0,,,
1.145881,0.041897,0.017332,0.038363,0.013855,0.003116,0.001049,8.005164,0.642644,0.147814,0.017402,1.099862,-0.036859,1,7.962939,1.612437,0.336712,0.988921,1.000000,1,7.973395,1.466695,0.350277,-0.051462,0.409889,0.146064,0.849153,0.002045,8.003941,0.589538,0.191934,0.069053,0.500048,,,,,,,,,,,8.003618,1.177831,0.296849,0.555553,0.500048,,,,,,,,,,,BCTRA,-0.023781,-0.024165,0.981459,0.049989,0.000000,7.988530,7.987781,0.109451,8.092267,2.814199,0.096232,0.118944,1.835433,-0.036859,0.092719,0.236663,0.000000,1.399427,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133289,0.078387,0.000000,0.000000,-1.148970,0.000000,0.000000,-1.000000,0.010289,-0.004818,0.000259,0,takeoff,,7.988530,1.097407,-0.088865,0,,,
1.195841,0.042740,0.017416,0.038099,0.014184,0.002876,0.001063,8.006140,0.700707,0.145344,0.019848,1.149829,-0.055004,1,7.958299,1.639791,0.336496,0.959535,1.000000,1,7.968540,1.513670,0.355161,-0.054817,0.448819,0.142511,0.840444,0.000946,,,,,,8.000020,0.108483,0.258472,0.602963,1.049867,,,,,,,,,,,8.032453,1.076521,0.174358,0.377850,1.049867,,,,,,BCTRA,-0.025054,-0.025063,0.985709,0.049934,0.000000,7.993380,7.992660,0.107245,8.101977,2.945109,0.068356,0.129589,1.888102,-0.055004,0.099603,0.236889,0.000000,1.399669,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133278,0.085618,0.000000,0.000000,-1.198904,0.000000,0.000000,-1.000000,0.005273,-0.006991,-0.001656,0,takeoff,,7.993380,1.148337,-0.102934,0,,,
1.245920,0.043623,0.017215,0.037891,0.014421,0.002295,0.000894,8.007252,0.761524,0.141959,0.022515,1.199789,-0.072810,1,7.952186,1.723204,0.336133,0.982631,1.000000,1,7.963331,1.568147,0.359077,-0.058449,0.495946,0.137800,0.836486,0.002095,8.005875,0.714104,0.188138,0.066205,0.500073,8.000134,0.226909,0.272579,0.550386,1.000099,,,,,,7.991402,1.255120,0.338687,0.531592,0.500073,8.022733,1.083640,0.196299,0.327033,1.000099,,,,,,BCTRA,-0.026332,-0.025224,0.989271,0.050098,0.000000,7.999013,7.998336,0.104068,8.111889,3.078416,0.040028,0.139813,1.940265,-0.072810,0.105497,0.236994,0.000000,1.399951,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133261,0.093217,0.000000,0.000000,-1.249002,0.000000,0.000000,-1.000000,0.002427,-0.016193,-0.000388,0,takeoff,,7.999013,1.199787,-0.118525,0,,,
1.296069,0.044005,0.016864,0.037779,0.014395,0.001725,0.000914,8.008503,0.824542,0.137712,0.025410,1.249742,-0.090168,1,7.946484,1.778351,0.336113,0.976197,1.000000,1,7.957875,1.624939,0.362155,-0.062179,0.543052,0.132183,0.832810,0.002226,8.007020,0.778584,0.184453,0.065567,0.500046,8.000254,0.289935,0.277207,0.552568,1.000086,,,,,,7.986471,1.296462,0.353890,0.519545,0.500046,8.022541,1.084245,0.197224,0.266804,1.000086,,,,,,BCTRA,-0.027583,-0.024862,0.991498,0.050083,0.000000,8.005970,8.005346,0.099934,8.122039,3.213206,0.011451,0.149706,1.991439,-0.090168,0.110557,0.236806,0.000000,1.400298,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133251,0.101092,0.000000,0.000000,-1.299085,0.000000,0.000000,-1.000000,-0.003490,-0.018636,0.005109,0,takeoff,,8.005970,1.251384,-0.135726,0,,,
1.345976,0.044300,0.016189,0.037608,0.014049,0.000715,0.000632,8.009904,0.889839,0.132633,0.028544,1.299687,-0.106969,1,7.938141,1.803924,0.335710,0.939117,1.000000,1,7.951787,1.679141,0.364456,-0.066560,0.582839,0.125837,0.824692,0.001995,,,,,,8.000432,0.355385,0.280056,0.554495,1.000149,,,,,,,,,,,8.020189,1.086874,0.219053,0.215399,1.000149,,,,,,BCTRA,-0.028822,-0.024705,0.992909,0.049897,0.000000,8.013934,8.013370,0.095026,8.132927,3.349841,-0.017198,0.160244,2.041941,-0.106969,0.116011,0.236326,0.000000,1.400697,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133223,0.109270,0.000000,0.000000,-1.348982,0.000000,0.000000,-1.000000,-0.004736,-0.016825,-0.005208,0,takeoff,,8.013934,1.303501,-0.154741,0,,,
1.395791,0.044306,0.015809,0.037532,0.013865,0.000199,0.000556,8.011467,0.957453,0.126756,0.031926,1.349622,-0.123111,0,,,,,,1,7.948455,1.708319,0.370756,-0.066560,0.582839,0.125837,0.792027,0.001865,8.008432,0.847038,0.179765,0.122518,0.549795,,,,,,,,,,,7.982554,1.339212,0.366035,0.451476,0.549795,,,,,,,,,,,BCTRA,-0.030038,-0.024325,0.993326,0.049980,0.000000,8.023111,8.022615,0.089224,8.144276,3.488288,-0.045741,0.170825,2.091682,-0.123111,0.121092,0.235594,0.000000,1.401156,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133223,0.117671,0.000000,0.000000,-1.398962,0.000000,0.000000,-1.000000,-0.006838,-0.010442,-0.001023,0,takeoff,,8.023111,1.355199,-0.174937,0,,,
