time,uav_x,uav_y,uav_z,uav_vx,uav_vy,target_x,target_y,target_vx,target_vy,distance,intercept_x,intercept_y,t_go,uav_vz,target_z,target_vz,horizontal_distance,vertical_error,intercept_z,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase
0.035451,0.058944,-0.000623,-0.032892,0.014184,-0.000175,20.000000,8.993713,0.000000,1.000000,21.875669,20.000000,12.017427,3.023714,0.002320,0.000000,0.000000,21.875644,0.032892,0.000000,0.014184,-0.000175,0.002320,0.000000,0.000000,0.000000,-0.005571,-0.001233,0.005665,0,takeoff
0.085406,0.058510,-0.000660,-0.032329,0.013829,-0.000492,20.000000,9.043276,0.000000,1.000000,21.896504,20.000000,12.070611,3.027336,0.002301,0.000000,0.000000,21.896480,0.032329,0.000000,0.013829,-0.000492,0.002301,0.000000,0.000000,0.000000,-0.006646,-0.008362,-0.001561,0,takeoff
0.135407,0.058227,-0.000673,-0.031930,0.013628,-0.000613,20.000000,9.093573,0.000000,1.000000,21.917588,20.000000,12.124576,3.031003,0.002334,0.000000,0.000000,21.917565,0.031930,0.000000,0.013628,-0.000613,0.002334,0.000000,0.000000,0.000000,-0.004674,-0.000023,0.001434,0,takeoff
0.185235,0.057806,-0.000566,-0.031403,0.013431,-0.000517,20.000000,9.142859,0.000000,1.000000,21.938421,20.000000,12.177477,3.034617,0.002579,0.000000,0.000000,21.938399,0.031403,0.000000,0.013431,-0.000517,0.002579,0.000000,0.000000,0.000000,-0.004681,-0.001804,0.005623,0,takeoff
0.235455,0.057550,-0.000544,-0.031107,0.013171,-0.000609,20.000000,9.193695,0.000000,1.000000,21.959879,20.000000,12.232038,3.038343,0.002631,0.000000,0.000000,21.959857,0.031107,0.000000,0.013171,-0.000609,0.002631,0.000000,0.000000,0.000000,-0.005388,-0.006779,0.002671,0,takeoff
0.285426,0.057146,-0.000559,-0.030703,0.012843,-0.000732,20.000000,9.243398,0.000000,1.000000,21.981108,20.000000,12.285417,3.042019,0.002701,0.000000,0.000000,21.981087,0.030703,0.000000,0.012843,-0.000732,0.002701,0.000000,0.000000,0.000000,-0.005726,-0.007645,-0.000842,0,takeoff
0.335379,0.056913,-0.000569,-0.030597,0.012711,-0.000751,20.000000,9.293612,0.000000,1.000000,22.002488,20.000000,12.339337,3.045725,0.002559,0.000000,0.000000,22.002466,0.030597,0.000000,0.012711,-0.000751,0.002559,0.000000,0.000000,0.000000,-0.003514,-0.000420,-0.003991,0,takeoff
0.385326,0.056541,-0.000553,-0.030585,0.012376,-0.000742,20.000000,9.343393,0.000000,1.000000,22.023892,20.000000,12.392818,3.049425,0.002601,0.000000,0.000000,22.023871,0.030585,0.000000,0.012376,-0.000742,0.002601,0.000000,0.000000,0.000000,-0.008802,0.004062,-0.000107,0,takeoff
0.435343,0.056209,-0.000386,-0.030599,0.012258,-0.000768,20.000000,9.393342,0.000000,1.000000,22.045359,20.000000,12.446475,3.053134,0.002565,0.000000,0.000000,22.045338,0.030599,0.000000,0.012258,-0.000768,0.002565,0.000000,0.000000,0.000000,-0.002526,-0.002348,0.001692,0,takeoff
0.485163,0.055479,0.000070,-0.030612,0.012053,-0.000581,20.000000,9.443038,0.000000,1.000000,22.067046,20.000000,12.499900,3.056862,0.002292,0.000000,0.000000,22.067025,0.030612,0.000000,0.012053,-0.000581,0.002292,0.000000,0.000000,0.000000,-0.001418,0.005960,-0.006087,0,takeoff
