measurement_stamp,valid,truth_available,geometry_diagnostics_enabled,gazebo_entity_available,gazebo_model_available,rejection_reason,image_clock_status,image_clock_reset_count,gazebo_entity_clock_status,gazebo_entity_clock_reset_count,gazebo_entity_raw_stamp,gazebo_entity_mapped_stamp,rgb_depth_acquisition_skew,observation_age,depth_median,depth_mad,valid_depth_count,red_pixel_count,target_range,view_angle,projection_centroid_u,projection_centroid_v,mask_centroid_u,mask_centroid_v,camera_fx,camera_fy,camera_cx,camera_cy,camera_pitch_down,target_reference_z_offset,gazebo_model_heading_ned,px4_attitude_yaw_ned,model_px4_heading_difference,entity_query_ros_stamp,entity_status,entity_left_sim_stamp,entity_right_sim_stamp,entity_left_ros_stamp,entity_right_ros_stamp,entity_fraction,entity_interval,model_query_ros_stamp,model_status,model_left_sim_stamp,model_right_sim_stamp,model_left_ros_stamp,model_right_ros_stamp,model_fraction,model_interval,px4_position_query_ros_stamp,px4_position_status,px4_position_left_source_stamp,px4_position_right_source_stamp,px4_position_left_ros_stamp,px4_position_right_ros_stamp,px4_position_fraction,px4_position_interval,px4_attitude_query_ros_stamp,px4_attitude_status,px4_attitude_left_source_stamp,px4_attitude_right_source_stamp,px4_attitude_left_ros_stamp,px4_attitude_right_ros_stamp,px4_attitude_fraction,px4_attitude_interval,entity_clock_reset_count_at_write,px4_clock_reset_count_at_write,px4_clock_status_at_write,px4_clock_offset_at_write,px4_clock_offset_online,px4_clock_status_online,px4_clock_reset_count_online,px4_position_reset_crossed,px4_attitude_reset_crossed,image_rgb_raw_stamp,image_depth_raw_stamp,image_rgb_mapped_stamp,image_depth_mapped_stamp,image_rgb_receipt_stamp_online,image_depth_receipt_stamp_online,observation_received_stamp_online,observation_processed_stamp_online,observation_published_stamp_online,collector_receipt_stamp,collector_write_stamp,collector_wait_seconds,online_processing_seconds,online_publish_seconds,collector_transport_seconds,collector_write_age_seconds,px4_heading_ned,px4_xy_reset_counter,px4_z_reset_counter,px4_heading_reset_counter,px4_delta_heading,px4_quat_reset_counter,px4_position_independent_x,px4_position_independent_y,px4_position_independent_z,px4_attitude_independent_w,px4_attitude_independent_x,px4_attitude_independent_y,px4_attitude_independent_z,px4_delta_q_reset_w,px4_delta_q_reset_x,px4_delta_q_reset_y,px4_delta_q_reset_z,model_px4_roll_residual,model_px4_pitch_residual,model_px4_yaw_residual,model_px4_rotation_angle,px4_attitude_yaw_independent,px4_heading_attitude_difference,online_independent_px4_rotation_angle,model_px4_position_error_x,model_px4_position_error_y,model_px4_position_error_z,online_independent_px4_position_error_x,online_independent_px4_position_error_y,online_independent_px4_position_error_z,position_x,position_y,position_z,truth_x,truth_y,truth_z,truth_velocity_x,truth_velocity_y,truth_velocity_z,gazebo_entity_center_x,gazebo_entity_center_y,gazebo_entity_center_z,gazebo_model_world_x,gazebo_model_world_y,gazebo_model_world_z,physical_camera_world_x,physical_camera_world_y,physical_camera_world_z,physical_expected_camera_x,physical_expected_camera_y,physical_expected_camera_z,physical_camera_center_error_x,physical_camera_center_error_y,physical_camera_center_error_z,gazebo_entity_reference_x,gazebo_entity_reference_y,gazebo_entity_reference_z,error_x,error_y,error_z,entity_to_truth_x,entity_to_truth_y,entity_to_truth_z,vision_to_entity_x,vision_to_entity_y,vision_to_entity_z,interpolated_uav_x,interpolated_uav_y,interpolated_uav_z,uav_velocity_latest_x,uav_velocity_latest_y,uav_velocity_latest_z,center_camera_x,center_camera_y,center_camera_z,target_body_flu_x,target_body_flu_y,target_body_flu_z,camera_center_error_x,camera_center_error_y,camera_center_error_z,body_flu_error_x,body_flu_error_y,body_flu_error_z,projection_error_u,projection_error_v,entity_expected_projection_u,entity_expected_projection_v,physical_expected_projection_u,physical_expected_projection_v,physical_projection_error_u,physical_projection_error_v,error_3d,entity_to_truth_3d,vision_to_entity_3d,camera_center_error_3d,body_flu_error_3d,physical_camera_center_error_3d
1790152460.128935,False,True,False,True,True,IMAGE_INVALID,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,37.824,1790152460.3009353,0.04800000000000182,0.17741703987121582,0.0,0.0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1790152460.128935,INTERPOLATED,37.644,37.664,1790152460.1209402,1790152460.1409492,0.3995638911396025,0.02000904083251953,1790152460.128935,INTERPOLATED,37.644,37.664,1790152460.1209402,1790152460.1409492,0.3995638911396025,0.02000904083251953,1790152460.128935,EMPTY,nan,nan,nan,nan,nan,nan,1790152460.128935,EMPTY,nan,nan,nan,nan,nan,nan,0,0,UNCALIBRATED,0.0,0.0,DIRECT_TIMESTAMP,1,False,False,37.652,37.7,1790152460.128935,1790152460.1769412,1790152460.1522412,1790152460.1993535,1790152460.1993535,1790152460.2050548,1790152460.2050548,1790152460.2913842,1790152460.3064363,0.014946504001272842,0.07611966133117676,0.07611966133117676,0.08632946014404297,0.17750120162963867,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,12.102656489648131,0.0,0.0,4.0,0.0,8.0,12.004666390004918,-0.42,-1.4325862187466864e-17,-2.153843937340869e-10,-0.013000179617809027,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,12.004666390004918,0.0,nan,nan,nan,0.0,-0.09799009964321392,0.0,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09799009964321392,nan,nan,nan,nan
1790152460.2289376,False,True,False,True,True,IMAGE_INVALID,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,37.824,1790152460.3009353,0.047999999999994714,0.07816076278686523,0.0,0.0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1790152460.2289376,INTERPOLATED,37.744,37.764,1790152460.2209477,1790152460.2409508,0.3994326511638995,0.020003080368041992,1790152460.2289376,INTERPOLATED,37.744,37.764,1790152460.2209477,1790152460.2409508,0.3994326511638995,0.020003080368041992,1790152460.2289376,EMPTY,nan,nan,nan,nan,nan,nan,1790152460.2289376,EMPTY,nan,nan,nan,nan,nan,nan,0,0,UNCALIBRATED,0.0,0.0,DIRECT_TIMESTAMP,1,False,False,37.752,37.8,1790152460.2289376,1790152460.276955,1790152460.252579,1790152460.2969408,1790152460.2969408,1790152460.304389,1790152460.304389,1790152460.305444,1790152460.3071527,0.0016363050017389469,0.07545137405395508,0.07545137405395508,0.001055002212524414,0.07821512222290039,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,12.502688595138808,0.0,0.0,4.0,0.0,8.0,12.404608850439413,-0.42,-5.910139591889808e-05,5.889219266024708e-05,-0.012999983503830257,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,12.404608850439413,0.0,nan,nan,nan,0.0,-0.09807974469939573,0.0,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09807974469939573,nan,nan,nan,nan
1790152460.3769374,False,True,False,True,True,IMAGE_INVALID,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,37.944,1790152460.4209301,0.0,0.04909157752990723,0.0,0.0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1790152460.3769374,INTERPOLATED,37.884,37.904,1790152460.360948,1790152460.380937,0.7999045801526717,0.019989013671875,1790152460.3769374,INTERPOLATED,37.884,37.904,1790152460.360948,1790152460.380937,0.7999045801526717,0.019989013671875,1790152460.3769374,EMPTY,nan,nan,nan,nan,nan,nan,1790152460.3769374,EMPTY,nan,nan,nan,nan,nan,nan,0,0,UNCALIBRATED,0.0,0.0,DIRECT_TIMESTAMP,1,False,False,37.9,37.9,1790152460.3769374,1790152460.3769374,1790152460.3965316,1790152460.3936896,1790152460.3965316,1790152460.4046197,1790152460.4046197,1790152460.4055176,1790152460.426149,0.020471094001550227,0.02768230438232422,0.02768230438232422,0.0008978843688964844,0.04921150207519531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,13.094384003598565,0.0,0.0,4.0,0.0,8.0,12.924810891699831,-0.42,-0.0028632270839406243,0.0028667060299497516,-0.011940173210460488,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,12.924810891699831,0.0,nan,nan,nan,0.0,-0.1695731118987336,0.0,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1695731118987336,nan,nan,nan,nan
1790152460.4289556,False,True,False,True,True,IMAGE_INVALID,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,38.144,1790152460.6209428,0.10000000000000142,0.20664620399475098,0.0,0.0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1790152460.4289556,INTERPOLATED,37.944,37.964,1790152460.4209301,1790152460.440938,0.40111297799068146,0.020007848739624023,1790152460.4289556,INTERPOLATED,37.944,37.964,1790152460.4209301,1790152460.440938,0.40111297799068146,0.020007848739624023,1790152460.4289556,BEFORE_HISTORY,nan,nan,nan,nan,nan,nan,1790152460.4289556,BEFORE_HISTORY,nan,nan,nan,nan,nan,nan,0,0,DIRECT_TIMESTAMP,0.0,0.0,DIRECT_TIMESTAMP,1,False,False,37.952,38.052,1790152460.4289556,1790152460.528931,1790152460.4610715,1790152460.5478036,1790152460.5478036,1790152460.6050448,1790152460.6050448,1790152460.6061683,1790152460.6357086,0.02938721900136443,0.17608928680419922,0.17608928680419922,0.0011234283447265625,0.20675301551818848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,13.302614908735455,0.0,0.0,4.0,0.0,8.0,13.204839434683041,-0.42,-0.00511130439465575,0.004018451821074457,-0.010361452125596667,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,13.204839434683041,0.0,nan,nan,nan,0.0,-0.09777547405241371,0.0,nan,nan,nan,0.0,0.0,0.0,0.07273871451616287,0.03998943790793419,-0.14960536360740662,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09777547405241371,nan,nan,nan,nan
1790152460.6289794,False,True,False,True,True,IMAGE_INVALID,MAPPED_EXACT,0,MAPPED_EXACT,0,38.244,1790152460.7209377,0.04800000000000182,0.09679532051086426,0.0,0.0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1790152460.6289794,INTERPOLATED,38.144,38.164,1790152460.6209428,1790152460.6409483,0.4017209119403163,0.020005464553833008,1790152460.6289794,INTERPOLATED,38.144,38.164,1790152460.6209428,1790152460.6409483,0.4017209119403163,0.020005464553833008,1790152460.6289794,INTERPOLATED,1790152460.6098928,1790152460.633893,1790152460.6098928,1790152460.633893,0.7952694111102281,0.024000167846679688,1790152460.6289794,INTERPOLATED,1790152460.613893,1790152460.633893,1790152460.613893,1790152460.633893,0.7543213408673676,0.019999980926513672,0,0,DIRECT_TIMESTAMP,0.0,0.0,DIRECT_TIMESTAMP,1,False,False,38.152,38.2,1790152460.6289794,1790152460.6769335,1790152460.6528203,1790152460.6967132,1790152460.6967132,1790152460.7045267,1790152460.7045267,1790152460.7054436,1790152460.7258615,0.020360406997497194,0.0755472183227539,0.0755472183227539,0.0009169578552246094,0.09688210487365723,0.331132792583579,4,2,1,0.1324807107448578,1,0.03284438337864557,0.015138345098607823,-0.07491314424456308,0.986181527645632,0.009803842823008176,-0.012813373236013881,0.16488085596194604,0.9978069067001343,-2.1653789872289053e-12,2.875588656081618e-12,0.06619192659854889,-1.6663971527262295e-05,0.0004214250663066892,-0.13043800766243777,0.13043868502645958,0.3311024250085342,3.0367575044820683e-05,nan,-0.021734763475223087,-0.020528742232315732,0.07295196680485393,-0.03284438337864557,-0.015138345098607823,0.07491314424456308,nan,nan,nan,8.0,14.102572134362386,0.0,0.0,4.0,0.0,8.0,14.005158205615908,-0.42,-0.005390397133707908,0.011109619903422484,0.001961177439709157,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,14.005158205615908,0.0,nan,nan,nan,0.0,-0.09741392874647836,0.0,nan,nan,nan,0.0,0.0,0.0,0.09828157722949982,0.06260273605585098,-0.19806677103042603,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09741392874647836,nan,nan,nan,nan
1790152460.6769335,False,True,False,True,True,DEPTH_RATIO_LOW,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,38.324,1790152460.8009439,0.0519999999999996,0.13884305953979492,0.0,0.0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1790152460.6769335,INTERPOLATED,38.184,38.204,1790152460.660944,1790152460.6809316,0.799973757663955,0.01998758316040039,1790152460.6769335,INTERPOLATED,38.184,38.204,1790152460.660944,1790152460.6809316,0.799973757663955,0.01998758316040039,1790152460.6769335,INTERPOLATED,1790152460.673893,1790152460.689893,1790152460.673893,1790152460.689893,0.19003412358998048,0.016000032424926758,1790152460.6769335,INTERPOLATED,1790152460.673893,1790152460.693893,1790152460.673893,1790152460.693893,0.15202775194907375,0.019999980926513672,0,0,DIRECT_TIMESTAMP,0.0,0.0,DIRECT_TIMESTAMP,1,False,False,38.2,38.252,1790152460.6769335,1790152460.728939,1790152460.6983776,1790152460.7459364,1790152460.7459364,1790152460.8050058,1790152460.8050058,1790152460.805847,1790152460.815879,0.00989119600126287,0.12807226181030273,0.12807226181030273,0.0008411407470703125,0.1389455795288086,0.38757981147173737,4,2,1,0.1324807107448578,1,0.03711241327879971,0.018209973461022818,-0.08042726492263248,0.9811396010452532,0.008658017316996766,-0.01327864272229263,0.1926494216039948,0.9978069067001343,-2.1653789872289053e-12,2.875588656081618e-12,0.06619192659854889,-8.921676121449287e-05,0.0005134318664730057,-0.13037581304547416,0.13037683015897833,0.38759760038999946,-1.7788918262096054e-05,nan,-0.021998821729692402,-0.021819121241093583,0.07330524444525273,-0.03711241327879971,-0.018209973461022818,0.08042726492263248,nan,nan,nan,8.0,14.294487554995209,0.0,0.0,4.0,0.0,8.0,14.124819699699831,-0.42,-0.003609147780070764,0.015113591549107307,0.007122020477379749,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,14.124819699699831,0.0,nan,nan,nan,0.0,-0.1696678552953781,0.0,nan,nan,nan,0.0,0.0,0.0,0.11787062138319016,0.07829555869102478,-0.2694968283176422,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1696678552953781,nan,nan,nan,nan
1790152460.9289367,False,True,False,True,True,DEPTH_RATIO_LOW,MAPPED_EXACT,0,MAPPED_EXACT,0,38.544,1790152461.0209343,0.04800000000000182,0.09698700904846191,0.0,0.0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1790152460.9289367,INTERPOLATED,38.444,38.464,1790152460.9209256,1790152460.940935,0.40036937742031575,0.020009279251098633,1790152460.9289367,INTERPOLATED,38.444,38.464,1790152460.9209256,1790152460.940935,0.40036937742031575,0.020009279251098633,1790152460.9289367,INTERPOLATED,1790152460.913893,1790152460.929893,1790152460.913893,1790152460.929893,0.9402315635756754,0.016000032424926758,1790152460.9289367,INTERPOLATED,1790152460.913893,1790152460.933893,1790152460.913893,1790152460.933893,0.7521874925494123,0.019999980926513672,0,0,DIRECT_TIMESTAMP,0.0,0.0,DIRECT_TIMESTAMP,1,False,False,38.452,38.5,1790152460.9289367,1790152460.9769394,1790152460.9483552,1790152460.9996784,1790152460.9996784,1790152461.006704,1790152461.006704,1790152461.0076187,1790152461.0260255,0.018268479994731024,0.07776737213134766,0.07776737213134766,0.0009145736694335938,0.09708881378173828,0.7757193089289997,4,2,1,0.1324807107448578,1,0.06838773691151853,0.0406344004672499,-0.15234753893614686,0.9257020582528689,0.002477527336374989,-0.006284545610710805,0.37819315923369967,0.9978069067001343,-2.1653789872289053e-12,2.875588656081618e-12,0.06619192659854889,-0.0002347549206091561,0.0007934023387970022,-0.13252913097694197,0.13253161686217949,0.7757071863626949,1.2122566304784144e-05,nan,-0.01877959183059153,-0.028275612947957218,0.07515287139066443,-0.06838773691151853,-0.0406344004672499,0.15234753893614686,nan,nan,nan,8.0,15.302379163956278,0.0,0.0,4.0,0.0,8.0,15.204752299538399,-0.42,0.01235878751929268,0.049608145080927,0.07719466754548243,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,15.204752299538399,0.0,nan,nan,nan,0.0,-0.09762686441787949,0.0,nan,nan,nan,0.0,0.0,0.0,0.15004481375217438,0.10831103473901749,-0.7589996457099915,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09762686441787949,nan,nan,nan,nan
1790152461.0289385,False,True,False,True,True,DEPTH_RATIO_LOW,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,38.624,1790152461.100945,0.04800000000000182,0.08675551414489746,0.0,0.0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1790152461.0289385,INTERPOLATED,38.544,38.564,1790152461.0209343,1790152461.0409958,0.3989826963301008,0.020061492919921875,1790152461.0289385,INTERPOLATED,38.544,38.564,1790152461.0209343,1790152461.0409958,0.3989826963301008,0.020061492919921875,1790152461.0289385,INTERPOLATED,1790152461.009893,1790152461.0338929,1790152461.009893,1790152461.0338929,0.7935686399173479,0.023999929428100586,1790152461.0289385,INTERPOLATED,1790152461.013893,1790152461.0338929,1790152461.013893,1790152461.0338929,0.7522828600720025,0.019999980926513672,0,0,DIRECT_TIMESTAMP,0.0,0.0,DIRECT_TIMESTAMP,1,False,False,38.552,38.6,1790152461.0289385,1790152461.076962,1790152461.0517945,1790152461.0961704,1790152461.0961704,1790152461.1063411,1790152461.1063411,1790152461.107332,1790152461.1157951,0.008337883002241142,0.07740259170532227,0.07740259170532227,0.0009908676147460938,0.08685660362243652,0.9382546324475213,4,2,1,0.1324807107448578,1,0.08375264445418897,0.05118130176607964,-0.2230979010021483,0.89195884972518,-0.00041155901433354215,-0.0021616655913477786,0.45211123434170764,0.9978069067001343,-2.1653789872289053e-12,2.875588656081618e-12,0.06619192659854889,-0.0002671677171423008,0.000823977404985006,-0.1339685827136792,0.13397126877529034,0.9382688978949771,-1.4265447455863445e-05,nan,-0.01732264436624409,-0.029638054741180867,0.0805249760569468,-0.08375264445418897,-0.05118130176607964,0.2230979010021483,nan,nan,nan,8.0,15.702465873982007,0.0,0.0,4.0,0.0,8.0,15.604724717383037,-0.42,0.021543247024898775,0.06643000008794488,0.1425729249452015,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,15.604724717383037,0.0,nan,nan,nan,0.0,-0.09774115659896943,0.0,nan,nan,nan,0.0,0.0,0.0,0.15192332863807678,0.1087695062160492,-0.8619623780250549,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09774115659896943,nan,nan,nan,nan
1790152461.2289433,False,True,False,True,True,DEPTH_RATIO_LOW,MAPPED_EXACT,0,MAPPED_EXACT,0,38.844,1790152461.3209364,0.047999999999994714,0.09679603576660156,0.0,0.0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1790152461.2289433,INTERPOLATED,38.744,38.764,1790152461.2209418,1790152461.2409337,0.40024090063445117,0.01999187469482422,1790152461.2289433,INTERPOLATED,38.744,38.764,1790152461.2209418,1790152461.2409337,0.40024090063445117,0.01999187469482422,1790152461.2289433,INTERPOLATED,1790152461.209894,1790152461.2338939,1790152461.209894,1790152461.2338939,0.7937275861041296,0.023999929428100586,1790152461.2289433,INTERPOLATED,1790152461.213894,1790152461.2338939,1790152461.213894,1790152461.2338939,0.7524735951171828,0.019999980926513672,0,0,DIRECT_TIMESTAMP,0.0,0.0,DIRECT_TIMESTAMP,1,False,False,38.752,38.8,1790152461.2289433,1790152461.2769408,1790152461.2495759,1790152461.2985945,1790152461.2985945,1790152461.3063118,1790152461.3063118,1790152461.3071077,1790152461.3258457,0.018576481998024974,0.07736849784851074,0.07736849784851074,0.0007958412170410156,0.09690237045288086,1.2019014395539893,4,2,1,0.1324807107448578,1,0.11646676680260899,0.06978633718582,-0.40842232339605733,0.8247774272065188,-0.0035778499851179635,0.003134905622250535,0.5654375004603241,0.9978069067001343,-2.1653789872289053e-12,2.875588656081618e-12,0.06619192659854889,-8.220814776390334e-05,0.0011569652118625477,-0.13556206024140502,0.13556696702775917,1.2019318417702674,-3.0402216278035965e-05,nan,-0.01763556618143304,-0.031021571881051105,0.09771241808702485,-0.11646676680260899,-0.06978633718582,0.40842232339605733,nan,nan,nan,8.0,16.501958390661546,0.0,0.0,4.0,0.0,8.0,16.405341249775816,-0.42,0.0387647653047689,0.09883120062117595,0.3107099053090325,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,16.405341249775816,0.0,nan,nan,nan,0.0,-0.09661714088572992,0.0,nan,nan,nan,0.0,0.0,0.0,0.14433535933494568,0.08596213907003403,-1.0395047664642334,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09661714088572992,nan,nan,nan,nan
1790152461.32894,False,True,False,True,True,DEPTH_RATIO_LOW,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,38.924,1790152461.4009323,0.04800000000000182,0.08677434921264648,0.0,0.0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1790152461.32894,INTERPOLATED,38.844,38.864,1790152461.3209364,1790152461.3409376,0.4001501948957576,0.02000117301940918,1790152461.32894,INTERPOLATED,38.844,38.864,1790152461.3209364,1790152461.3409376,0.4001501948957576,0.02000117301940918,1790152461.32894,INTERPOLATED,1790152461.313894,1790152461.3298938,1790152461.313894,1790152461.3298938,0.9403796864755319,0.015999794006347656,1790152461.32894,INTERPOLATED,1790152461.313894,1790152461.333894,1790152461.313894,1790152461.333894,0.7522947810123263,0.019999980926513672,0,0,DIRECT_TIMESTAMP,0.0,0.0,DIRECT_TIMESTAMP,1,False,False,38.852,38.9,1790152461.32894,1790152461.3769321,1790152461.3480723,1790152461.3933997,1790152461.3933997,1790152461.4072897,1790152461.4072897,1790152461.4082804,1790152461.415802,0.007394761996692978,0.07834982872009277,0.07834982872009277,0.0009906291961669922,0.08686208724975586,1.2884302789010869,4,2,1,0.1324807107448578,1,0.1328556904272946,0.07645242913894423,-0.5127349342106565,0.7995896784394557,-0.003089750022802491,0.004212896130322446,0.6005239804404813,0.9978069067001343,-2.1653789872289053e-12,2.875588656081618e-12,0.06619192659854889,8.809177199950403e-05,0.001577047327179931,-0.13450506625120814,0.13451439554685446,1.288333611227951,9.666767313576408e-05,nan,-0.019025554032058745,-0.031218630159230154,0.10628000653653702,-0.1328556904272946,-0.07645242913894423,0.5127349342106565,nan,nan,nan,8.0,16.902252000557088,0.0,0.0,4.0,0.0,8.0,16.805060199409542,-0.42,0.04523379897971408,0.11383013639523584,0.4064549276741195,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,16.805060199409542,0.0,nan,nan,nan,0.0,-0.09719180114754522,0.0,nan,nan,nan,0.0,0.0,0.0,0.1378318965435028,0.0746547058224678,-1.0769678354263306,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09719180114754522,nan,nan,nan,nan
