time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,guidance_altitude_reference,guidance_closing_speed,trajectory_plan_feasible,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.004343,-0.013789,-0.018738,0.001052,0.002611,0.007700,-0.003791,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,20.013798,20.013798,-0.001052,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134660,0.059660,0.002611,0.007700,-0.053791,0.000000,0.000000,-1.000000,0.007597,0.007985,-0.005508,0,takeoff,,20.013798,0.008971,0.002618,0,,,
0.050757,-0.013272,-0.017571,0.000041,0.002868,0.008366,-0.004274,20.001492,0.363720,0.017111,0.031252,4.999902,0.234893,CV,0.000000,20.018403,20.018395,0.017070,20.063997,10.363524,0.486898,0.031252,4.999902,0.234893,-0.000000,0.000000,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134680,0.019090,0.000000,0.000000,-0.103791,-0.052214,-0.154002,-1.000000,0.008591,0.011796,-0.012959,0,takeoff,,20.018403,4.997344,-0.123657,0,,,
0.100650,-0.012842,-0.016732,-0.000894,0.003140,0.008872,-0.004634,20.004529,0.612196,0.028688,0.062518,4.999609,0.232719,CV,-0.124608,20.027270,20.027248,0.029582,20.129564,10.611414,0.494125,0.062518,4.999609,0.232719,-0.000000,0.000000,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134698,0.031451,0.000000,0.000000,-0.153791,0.000000,0.000000,-1.000000,0.006278,0.014861,-0.009874,0,takeoff,,20.027270,4.996731,-0.216426,0,,,
0.150927,-0.012078,-0.015578,-0.002476,0.003565,0.009571,-0.005227,20.009013,0.855435,0.039851,0.093810,4.999120,0.229109,CV,-0.123844,20.040073,20.040028,0.042326,20.196634,10.853674,0.498069,0.093810,4.999120,0.229109,-0.000000,0.000000,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134705,0.043528,0.000000,0.000000,-0.203791,0.000000,0.000000,-1.000000,0.004785,0.007613,-0.006564,0,takeoff,,20.040073,4.995863,-0.307518,0,,,
0.200634,-0.011560,-0.014961,-0.003351,0.003879,0.009895,-0.005570,20.015491,1.112685,0.051409,0.125143,4.998434,0.224087,CTRV,-0.125284,20.058847,20.058773,0.054760,21.509077,10.974078,0.499584,1.360620,4.811311,0.224087,0.602781,-0.170464,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134707,0.056286,0.000000,0.000000,-0.253791,0.000000,0.000000,-1.000000,0.007764,0.010036,-0.004358,0,takeoff,,20.058847,4.995295,-0.402140,0,,,
0.250874,-0.010890,-0.014334,-0.004433,0.004388,0.010177,-0.006094,20.023256,1.363004,0.062334,0.156530,4.997549,0.217684,CTRV,-0.125380,20.081546,20.081435,0.066767,21.579681,11.214634,0.497702,1.391731,4.802404,0.217684,0.602127,-0.174496,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134711,0.068716,0.000000,0.000000,-0.303791,0.000000,0.000000,-1.000000,0.007404,0.006491,-0.011032,0,takeoff,,20.081546,4.994708,-0.494597,0,,,
0.300723,-0.010468,-0.013926,-0.005258,0.004636,0.010343,-0.006306,20.032650,1.614542,0.072926,0.187985,4.996465,0.209938,CTRV,-0.125734,20.109317,20.109165,0.078184,21.654514,11.455462,0.492803,1.425323,4.792542,0.209938,0.602586,-0.179212,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134704,0.081114,0.000000,0.000000,-0.353791,0.000000,0.000000,-1.000000,0.007477,0.001436,-0.004590,0,takeoff,,20.109317,4.994176,-0.587366,0,,,
0.350566,-0.010019,-0.013223,-0.006562,0.004718,0.010639,-0.006788,20.043348,1.859730,0.082811,0.219520,4.995179,0.200899,CTRV,-0.125403,20.140841,20.140643,0.089373,21.724068,11.690909,0.484608,1.452380,4.784411,0.200899,0.599980,-0.182133,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134723,0.093170,0.000000,0.000000,-0.403791,0.000000,0.000000,-1.000000,0.002166,0.003085,-0.005424,0,takeoff,,20.140841,4.993487,-0.678317,0,,,
0.400753,-0.009936,-0.012817,-0.007376,0.004597,0.010594,-0.006998,20.056030,2.113476,0.092532,0.251151,4.993688,0.190620,CTRV,-0.126127,20.178555,20.178308,0.099908,21.806037,11.932250,0.473772,1.489567,4.772965,0.190620,0.602001,-0.187875,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134728,0.105616,0.000000,0.000000,-0.453791,0.000000,0.000000,-1.000000,-0.002490,-0.000141,-0.004346,0,takeoff,,20.178555,4.993102,-0.771244,0,,,
0.450741,-0.009939,-0.012407,-0.008471,0.004159,0.010769,-0.007067,20.070034,2.361860,0.101475,0.282890,4.991991,0.179166,CTRV,-0.126259,20.220152,20.219853,0.109947,21.883704,12.169018,0.459808,1.521132,4.762999,0.179166,0.601371,-0.192057,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134733,0.117746,0.000000,0.000000,-0.503791,0.000000,0.000000,-1.000000,-0.006492,-0.000414,-0.001496,0,takeoff,,20.220152,4.992489,-0.862711,0,,,
0.500810,-0.009996,-0.012215,-0.009205,0.003798,0.010652,-0.007326,20.085729,2.611848,0.109856,0.314753,4.990083,0.166608,CTRV,-0.126648,20.266673,20.266323,0.119060,21.965747,12.406337,0.443072,1.555203,4.751983,0.166608,0.601828,-0.196963,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134746,0.129901,0.000000,0.000000,-0.553791,0.000000,0.000000,-1.000000,-0.007842,-0.005095,-0.006587,0,takeoff,,20.266673,4.992162,-0.954075,0,,,
0.550930,-0.010325,-0.012106,-0.010589,0.003115,0.010509,-0.007560,20.102825,2.858926,0.117470,0.346753,4.987962,0.153023,CTRV,-0.126687,20.317432,20.317029,0.128059,22.046003,12.641064,0.423515,1.586018,4.741787,0.153023,0.600721,-0.200927,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134759,0.141838,0.000000,0.000000,-0.603791,0.000000,0.000000,-1.000000,-0.008552,-0.001783,-0.003318,0,takeoff,,20.317432,4.991884,-1.044552,0,,,
0.600740,-0.010542,-0.012144,-0.011639,0.002851,0.010309,-0.007840,20.121944,3.111520,0.124530,0.378904,4.985622,0.138494,CTRV,-0.127743,20.373827,20.373372,0.136169,22.138381,12.878363,0.401517,1.626552,4.728036,0.138494,0.603974,-0.207781,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134757,0.153970,0.000000,0.000000,-0.653791,0.000000,0.000000,-1.000000,-0.007367,-0.003966,-0.007220,0,takeoff,,20.373827,4.991650,-1.135379,0,,,
0.650732,-0.010837,-0.012310,-0.013055,0.002541,0.010181,-0.008279,20.142099,3.356713,0.130623,0.411222,4.983061,0.123111,CTRV,-0.127746,20.433106,20.432601,0.143677,22.221851,13.110268,0.376844,1.657204,4.717380,0.123111,0.602628,-0.211702,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134759,0.165684,0.000000,0.000000,-0.703791,0.000000,0.000000,-1.000000,-0.006685,-0.001908,-0.007634,0,takeoff,,20.433106,4.991375,-1.223933,0,,,
0.700874,-0.011064,-0.012553,-0.014282,0.002119,0.009990,-0.008492,20.164490,3.608965,0.136089,0.443721,4.980272,0.106969,CTRV,-0.128790,20.498561,20.498009,0.150372,22.317893,13.346068,0.350027,1.697762,4.702936,0.106969,0.605691,-0.218655,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134759,0.177662,0.000000,0.000000,-0.753791,0.000000,0.000000,-1.000000,-0.008477,-0.001885,-0.006161,0,takeoff,,20.498561,4.991197,-1.313599,0,,,
0.750726,-0.011472,-0.013034,-0.016181,0.001459,0.009567,-0.009036,20.188247,3.857924,0.140639,0.476417,4.977251,0.090168,CTRV,-0.128966,20.567877,20.567279,0.156820,22.407240,13.580213,0.320974,1.730260,4.691077,0.090168,0.604989,-0.223144,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134748,0.189373,0.000000,0.000000,-0.803791,0.000000,0.000000,-1.000000,-0.012399,-0.005706,-0.008956,0,takeoff,,20.567877,4.991324,-1.402151,0,,,
0.800918,-0.011808,-0.013436,-0.017436,0.000932,0.009298,-0.009376,20.213757,4.107716,0.144335,0.509324,4.973991,0.072810,CTRV,-0.130361,20.641791,20.641158,0.161771,22.510399,13.811337,0.289956,1.774294,4.674600,0.072810,0.609384,-0.231298,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134748,0.201052,0.000000,0.000000,-0.853791,0.000000,0.000000,-1.000000,-0.013944,-0.007141,-0.008570,0,takeoff,,20.641791,4.991332,-1.489990,0,,,
0.850819,-0.012381,-0.014110,-0.019067,0.000027,0.008926,-0.009829,20.239661,4.345964,0.147009,0.542458,4.970487,0.055004,CTRV,-0.129933,20.716733,20.716067,0.166075,22.596817,14.035254,0.257017,1.801418,4.664214,0.055004,0.606036,-0.234064,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134745,0.212120,0.000000,0.000000,-0.903791,0.000000,0.000000,-1.000000,-0.017374,-0.002529,-0.007909,0,takeoff,,20.716733,4.991545,-1.575001,0,,,
0.900910,-0.012910,-0.014678,-0.020347,-0.000701,0.008444,-0.010126,20.269510,4.604329,0.149000,0.575835,4.966731,0.036859,CTRV,-0.132315,20.802415,20.801726,0.169347,22.714477,14.270762,0.222718,1.854847,4.643225,0.036859,0.614367,-0.245424,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134743,0.223961,0.000000,0.000000,-0.953791,0.000000,0.000000,-1.000000,-0.015729,-0.012609,-0.004731,0,takeoff,,20.802415,4.991914,-1.663455,0,,,
0.950639,-0.013861,-0.015614,-0.022125,-0.001982,0.007878,-0.010424,20.299253,4.847212,0.149943,0.609472,4.962715,0.018486,CTRV,-0.132542,20.887778,20.887070,0.172068,22.811819,14.496191,0.186916,1.888364,4.629696,0.018486,0.613627,-0.250287,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134759,0.235009,0.000000,0.000000,-1.003791,0.000000,0.000000,-1.000000,-0.017434,-0.007481,-0.002231,0,takeoff,,20.887778,4.992507,-1.748392,0,,,
1.000957,-0.014463,-0.016096,-0.022944,-0.002611,0.007683,-0.010565,20.332038,5.100571,0.150000,0.643385,4.958433,-0.000000,CTRV,-0.134154,20.980713,20.980000,0.172944,22.925853,14.727286,0.150000,1.934850,4.610461,-0.000000,0.618513,-0.259568,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134779,0.246419,0.000000,0.000000,-1.053791,0.000000,0.000000,-1.000000,-0.015264,-0.001531,-0.001211,0,takeoff,,20.980713,4.992730,-1.833919,0,,,
1.050784,-0.015196,-0.016642,-0.023853,-0.003421,0.007720,-0.010512,20.365448,5.345401,0.149123,0.677592,4.953874,-0.018486,CTRV,-0.134833,21.074915,21.074205,0.172976,23.032081,14.951885,0.112150,1.972862,4.594324,-0.018486,0.619466,-0.266007,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134801,0.257306,0.000000,0.000000,-1.103791,0.000000,0.000000,-1.000000,-0.017259,-0.001743,0.004429,0,takeoff,,21.074915,4.992823,-1.916952,0,,,
1.100890,-0.015538,-0.016963,-0.024315,-0.003881,0.007589,-0.010600,20.400749,5.591401,0.147337,0.712108,4.949030,-0.036859,CTRV,-0.135632,21.173284,21.172588,0.171652,23.141841,15.176531,0.073619,2.012155,4.577252,-0.036859,0.620820,-0.272912,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134812,0.268131,0.000000,0.000000,-1.153791,0.000000,0.000000,-1.000000,-0.011649,-0.001364,-0.001839,0,takeoff,,21.173284,4.993112,-1.999063,0,,,
1.151017,-0.015898,-0.017393,-0.024901,-0.004448,0.007571,-0.010606,20.438620,5.842657,0.144593,0.746953,4.943891,-0.055004,CTRV,-0.136620,21.278069,21.277394,0.169494,23.256496,15.405029,0.034584,2.053369,4.558912,-0.055004,0.622841,-0.280532,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134827,0.279080,0.000000,0.000000,-1.203791,0.000000,0.000000,-1.000000,-0.009032,-0.000797,-0.000170,0,takeoff,,21.278069,4.993378,-2.081444,0,,,
1.200711,-0.016026,-0.017669,-0.025104,-0.004606,0.007475,-0.010541,20.477477,6.088477,0.141003,0.782144,4.938446,-0.072810,CTRV,-0.139002,21.384487,21.383842,0.166108,23.385785,15.622592,-0.004617,2.107408,4.534185,-0.072810,0.630262,-0.292934,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134843,0.289617,0.000000,0.000000,-1.253791,0.000000,0.000000,-1.000000,-0.002317,-0.002406,0.001817,0,takeoff,,21.384487,4.993729,-2.161481,0,,,
1.250784,-0.015953,-0.018179,-0.025214,-0.004653,0.007230,-0.010499,20.517955,6.333193,0.136568,0.817701,4.932683,-0.090168,CTRV,-0.139992,21.494359,21.493750,0.161781,23.504145,15.842721,-0.043768,2.148957,4.514641,-0.090168,0.632013,-0.300836,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134846,0.300020,0.000000,0.000000,-1.303791,0.000000,0.000000,-1.000000,-0.001601,-0.007235,0.001123,0,takeoff,,21.494359,4.994267,-2.240431,0,,,
1.300861,-0.015655,-0.018715,-0.025210,-0.004567,0.006752,-0.010532,20.561037,6.582345,0.131200,0.853642,4.926591,-0.106969,CTRV,-0.141602,21.610153,21.609586,0.156411,23.631517,16.064199,-0.082738,2.196289,4.491805,-0.106969,0.636047,-0.310998,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134838,0.310470,0.000000,0.000000,-1.353791,0.000000,0.000000,-1.000000,-0.001762,-0.012217,0.002152,0,takeoff,,21.610153,4.995061,-2.319287,0,,,
1.350915,-0.014941,-0.019786,-0.025072,-0.004014,0.006107,-0.010239,20.604919,6.825433,0.125149,0.889987,4.920155,-0.123111,CTRV,-0.142862,21.726901,21.726382,0.150221,23.757037,16.279833,-0.121073,2.240657,4.469838,-0.123111,0.638568,-0.320104,0.000000,2.000000,nan,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.134798,0.320573,0.000000,0.000000,-1.403791,0.000000,0.000000,-1.000000,0.011318,-0.011856,0.007239,0,takeoff,,21.726901,4.995982,-2.395875,0,,,
