time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,t_go,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.012073,0.038269,-0.018515,-0.017915,0.025959,-0.006655,-0.002744,20.001023,0.288716,0.013588,0.031252,4.999902,0.234893,19.965143,19.965119,0.031502,20.109564,17.653648,0.829384,3.473054,0.025959,-0.006655,-0.002744,0.000000,0.000000,0.000000,0.003793,0.001618,-0.000030,0,takeoff,,19.965143,5.012197,-0.082710,0,,,
0.061909,0.038736,-0.018087,-0.017756,0.025989,-0.006568,-0.002595,20.003597,0.537690,0.025220,0.062518,4.999609,0.232719,19.972642,19.972596,0.042976,20.224298,18.187372,0.846766,3.530212,0.025989,-0.006568,-0.002595,0.000000,0.000000,0.000000,0.001630,0.005390,0.011408,0,takeoff,,19.972642,5.011837,-0.176327,0,,,
0.111936,0.039061,-0.017591,-0.017545,0.026079,-0.006424,-0.002410,20.007740,0.787583,0.036741,0.093810,4.999120,0.229109,19.984978,19.984905,0.054286,20.344445,18.730461,0.859062,3.589207,0.026079,-0.006424,-0.002410,0.000000,0.000000,0.000000,0.001938,0.002582,0.004183,0,takeoff,,19.984978,5.011353,-0.269973,0,,,
0.161772,0.039465,-0.016551,-0.017093,0.026194,-0.005900,-0.002140,20.013440,1.037158,0.048023,0.125143,4.998434,0.224087,20.001855,20.001749,0.065116,20.470180,19.280098,0.865882,3.649731,0.026194,-0.005900,-0.002140,0.000000,0.000000,0.000000,0.002745,0.007842,0.005986,0,takeoff,,20.001855,5.010422,-0.363179,0,,,
0.211764,0.039619,-0.015758,-0.016756,0.025935,-0.005457,-0.002193,20.020704,1.286664,0.059008,0.156530,4.997549,0.217684,20.023630,20.023487,0.075764,20.601745,19.837606,0.867053,3.712008,0.025935,-0.005457,-0.002193,0.000000,0.000000,0.000000,-0.009074,0.013691,-0.002635,0,takeoff,,20.023630,5.009538,-0.456567,0,,,
0.261782,0.039635,-0.014594,-0.016162,0.025738,-0.004830,-0.002016,20.029568,1.537030,0.069669,0.187985,4.996465,0.209938,20.050245,20.050061,0.085832,20.739413,20.404082,0.862414,3.776080,0.025738,-0.004830,-0.002016,0.000000,0.000000,0.000000,-0.002173,0.008108,0.006113,0,takeoff,,20.050245,5.008412,-0.549700,0,,,
0.311872,0.039383,-0.013768,-0.015499,0.025343,-0.004402,-0.001865,20.039977,1.786505,0.079866,0.219520,4.995179,0.200899,20.081680,20.081454,0.095364,20.883326,20.976884,0.851674,3.841780,0.025343,-0.004402,-0.001865,0.000000,0.000000,0.000000,-0.012289,0.007500,0.003301,0,takeoff,,20.081680,5.007457,-0.642556,0,,,
0.361730,0.038617,-0.012393,-0.014140,0.024343,-0.003677,-0.001450,20.051812,2.032899,0.089456,0.251151,4.993688,0.190620,20.117702,20.117435,0.103595,21.033450,21.551035,0.834506,3.908561,0.024343,-0.003677,-0.001450,0.000000,0.000000,0.000000,-0.014948,0.010531,0.007820,0,takeoff,,20.117702,5.006196,-0.734682,0,,,
0.411727,0.037955,-0.011498,-0.013339,0.023529,-0.003021,-0.001055,20.065558,2.285735,0.098743,0.282890,4.991991,0.179166,20.159234,20.158923,0.112082,21.190983,22.145419,0.811522,3.978309,0.023529,-0.003021,-0.001055,0.000000,0.000000,0.000000,-0.024251,0.014682,0.012207,0,takeoff,,20.159234,5.004986,-0.827873,0,,,
0.461870,0.036903,-0.010380,-0.012358,0.022457,-0.002333,-0.000765,20.080790,2.536155,0.107328,0.314753,4.990083,0.166608,20.205360,20.205006,0.119686,21.355319,22.742505,0.781974,4.049301,0.022457,-0.002333,-0.000765,0.000000,0.000000,0.000000,-0.020851,0.006233,0.002154,0,takeoff,,20.205360,5.003765,-0.920158,0,,,
0.511837,0.036073,-0.009597,-0.011737,0.021547,-0.001862,-0.000725,20.097461,2.784031,0.115172,0.346753,4.987962,0.153023,20.255364,20.254966,0.126909,21.526589,23.341727,0.745849,4.121462,0.021547,-0.001862,-0.000725,0.000000,0.000000,0.000000,-0.023325,0.011456,0.001833,0,takeoff,,20.255364,5.002773,-1.011253,0,,,
0.561888,0.034645,-0.008405,-0.010914,0.020076,-0.001150,-0.000609,20.115957,3.034955,0.122403,0.378904,4.985622,0.138494,20.311054,20.310616,0.133317,21.705813,23.954280,0.703512,4.195930,0.020076,-0.001150,-0.000609,0.000000,0.000000,0.000000,-0.023877,0.012148,-0.001079,0,takeoff,,20.311054,5.001600,-1.102888,0,,,
0.611835,0.033685,-0.007710,-0.010598,0.019120,-0.000771,-0.000447,20.135899,3.283488,0.128813,0.411222,4.983061,0.123111,20.370332,20.369855,0.139411,21.892458,24.568904,0.654688,4.271555,0.019120,-0.000771,-0.000447,0.000000,0.000000,0.000000,-0.024107,0.009161,0.003874,0,takeoff,,20.370332,5.000759,-1.193016,0,,,
0.661897,0.032241,-0.006900,-0.010297,0.017799,-0.000243,-0.000361,20.157474,3.532101,0.134438,0.443721,4.980272,0.106969,20.434541,20.434029,0.144735,22.087168,25.190742,0.599634,4.348887,0.017799,-0.000243,-0.000361,0.000000,0.000000,0.000000,-0.022166,0.008083,0.002962,0,takeoff,,20.434541,4.999846,-1.282797,0,,,
0.711828,0.031158,-0.006436,-0.010078,0.016728,0.000132,-0.000150,20.180788,3.781756,0.139259,0.476417,4.977251,0.090168,20.503177,20.502634,0.149337,22.290399,25.821424,0.538528,4.428080,0.016728,0.000132,-0.000150,0.000000,0.000000,0.000000,-0.026739,0.010652,0.009157,0,takeoff,,20.503177,4.999119,-1.371999,0,,,
0.761881,0.029282,-0.005856,-0.009698,0.015018,0.000504,-0.000093,20.205697,4.030698,0.143208,0.509324,4.973991,0.072810,20.576804,20.576236,0.152906,22.502159,26.457665,0.471499,4.508847,0.015018,0.000504,-0.000093,0.000000,0.000000,0.000000,-0.025267,0.004438,0.001379,0,takeoff,,20.576804,4.998523,-1.460878,0,,,
0.811837,0.027960,-0.005506,-0.009381,0.013903,0.000655,-0.000041,20.232176,4.278697,0.146264,0.542458,4.970487,0.055004,20.654030,20.653443,0.155645,22.722569,27.097917,0.398785,4.590943,0.013903,0.000655,-0.000041,0.000000,0.000000,0.000000,-0.027723,0.000200,0.003789,0,takeoff,,20.654030,4.998162,-1.548336,0,,,
0.861902,0.025925,-0.005098,-0.008766,0.012133,0.000824,0.000197,20.260496,4.528103,0.148434,0.575835,4.966731,0.036859,20.736743,20.736147,0.157200,22.952572,27.747955,0.320753,4.675078,0.012133,0.000824,0.000197,0.000000,0.000000,0.000000,-0.034905,-0.000245,0.007807,0,takeoff,,20.736743,4.997933,-1.635912,0,,,
0.911927,0.024340,-0.004875,-0.008271,0.010920,0.000915,0.000208,20.290388,4.776341,0.149679,0.609472,4.962715,0.018486,20.823009,20.822410,0.157950,23.191764,28.401202,0.237683,4.760471,0.010920,0.000915,0.000208,0.000000,0.000000,0.000000,-0.034542,0.004182,0.002861,0,takeoff,,20.823009,4.997806,-1.721972,0,,,
0.961851,0.021639,-0.004558,-0.007433,0.008782,0.001254,0.000616,20.321780,5.022890,0.150000,0.643385,4.958433,-0.000000,20.914008,20.913416,0.157433,23.440390,29.057342,0.150000,4.847187,0.008782,0.001254,0.000616,0.000000,0.000000,0.000000,-0.032210,0.006897,0.004922,0,takeoff,,20.914008,4.997633,-1.807611,0,,,
1.011766,0.019874,-0.004339,-0.006813,0.007513,0.001440,0.000925,20.355138,5.271277,0.149400,0.677592,4.953874,-0.018486,21.009033,21.008453,0.156212,23.699569,29.722425,0.058155,4.935763,0.007513,0.001440,0.000925,0.000000,0.000000,0.000000,-0.031930,0.001617,0.007956,0,takeoff,,21.009033,4.997599,-1.892060,0,,,
1.061724,0.017376,-0.004066,-0.005834,0.005672,0.001599,0.001371,20.389970,5.517659,0.147887,0.712108,4.949030,-0.036859,21.108189,21.107630,0.153721,23.968660,30.388937,-0.037348,5.025485,0.005672,0.001599,0.001371,0.000000,0.000000,0.000000,-0.032074,0.001396,0.007159,0,takeoff,,21.108189,4.997759,-1.975746,0,,,
1.111947,0.015502,-0.003978,-0.005068,0.004322,0.001682,0.001804,20.426832,5.765837,0.145448,0.746953,4.943891,-0.055004,21.211690,21.211156,0.150515,24.249086,31.064358,-0.136016,5.117127,0.004322,0.001682,0.001804,0.000000,0.000000,0.000000,-0.030920,0.000972,0.012337,0,takeoff,,21.211690,4.998016,-2.058542,0,,,
1.161932,0.012439,-0.003969,-0.003884,0.002235,0.001764,0.002199,20.465439,6.013617,0.142108,0.782144,4.938446,-0.072810,21.320363,21.319864,0.145992,24.540744,31.745018,-0.237266,5.210424,0.002235,0.001764,0.002199,0.000000,0.000000,0.000000,-0.035269,-0.000749,0.006569,0,takeoff,,21.320363,4.998471,-2.141026,0,,,
1.211905,0.010545,-0.003971,-0.003107,0.000929,0.001718,0.002549,20.505631,6.259920,0.137908,0.817701,4.932683,-0.090168,21.431397,21.430933,0.141015,24.843223,32.425924,-0.340397,5.304619,0.000929,0.001718,0.002549,0.000000,0.000000,0.000000,-0.033952,-0.001244,0.009743,0,takeoff,,21.431397,4.999013,-2.221682,0,,,
1.261995,0.007915,-0.003893,-0.001962,-0.000777,0.001862,0.002798,20.547799,6.507032,0.132836,0.853642,4.926591,-0.106969,21.547556,21.547134,0.134798,25.158014,33.113793,-0.444865,5.400644,-0.000777,0.001862,0.002798,0.000000,0.000000,0.000000,-0.028843,0.005749,-0.000881,0,takeoff,,21.547556,4.999504,-2.301858,0,,,
1.311922,0.005953,-0.003775,-0.001205,-0.002004,0.001923,0.003029,20.591544,6.752485,0.126975,0.889987,4.920155,-0.123111,21.666334,21.665954,0.128180,25.484298,33.801328,-0.549834,5.497559,-0.002004,0.001923,0.003029,0.000000,0.000000,0.000000,-0.031400,-0.000519,0.005323,0,takeoff,,21.666334,5.000056,-2.380414,0,,,
1.361924,0.002704,-0.003620,-0.000136,-0.004449,0.002021,0.003288,20.637203,6.998100,0.120322,0.926756,4.913362,-0.138494,21.790390,21.790058,0.120458,25.823533,34.494357,-0.654719,5.596221,-0.004449,0.002021,0.003288,0.000000,0.000000,0.000000,-0.039098,-0.000685,0.003011,0,takeoff,,21.790390,5.000851,-2.459144,0,,,
1.411826,0.000660,-0.003514,0.000391,-0.005776,0.002019,0.003424,20.684760,7.243611,0.112919,0.963970,4.906196,-0.153023,21.917242,21.916953,0.112529,26.175634,35.189816,-0.758713,5.696104,-0.005776,0.002019,0.003424,0.000000,0.000000,0.000000,-0.032073,-0.000439,0.000990,0,takeoff,,21.917242,5.001584,-2.535990,0,,,
1.461786,-0.002137,-0.003287,0.000988,-0.007630,0.002134,0.003519,20.734156,7.488558,0.104827,1.001651,4.898642,-0.166608,22.048410,22.048165,0.103839,26.541117,35.887906,-0.861065,5.797392,-0.007630,0.002134,0.003519,0.000000,0.000000,0.000000,-0.034045,0.001645,0.001879,0,takeoff,,22.048410,5.002338,-2.612204,0,,,
1.511884,-0.004116,-0.003132,0.001382,-0.008996,0.002271,0.003572,20.785546,7.733572,0.096073,1.039820,4.890682,-0.179166,22.182777,22.182575,0.094691,26.920495,36.588663,-0.961012,5.900013,-0.008996,0.002271,0.003572,0.000000,0.000000,0.000000,-0.037766,0.000384,-0.000989,0,takeoff,,22.182777,5.002997,-2.687104,0,,,
1.561775,-0.007249,-0.002864,0.002020,-0.010875,0.002284,0.003703,20.838555,7.976762,0.086779,1.078500,4.882299,-0.190620,22.321048,22.320887,0.084759,27.313569,37.288736,-1.057651,6.003724,-0.010875,0.002284,0.003703,0.000000,0.000000,0.000000,-0.026435,0.004049,0.000115,0,takeoff,,22.321048,5.003903,-2.761211,0,,,
1.611819,-0.009172,-0.002662,0.002431,-0.012003,0.002308,0.003697,20.893660,8.220228,0.076926,1.117714,4.873471,-0.200899,22.462187,22.462063,0.074495,27.721479,37.990986,-1.150311,6.108739,-0.012003,0.002308,0.003697,0.000000,0.000000,0.000000,-0.027218,0.001875,0.001394,0,takeoff,,22.462187,5.004633,-2.833832,0,,,
1.661855,-0.011797,-0.002450,0.002938,-0.013550,0.002172,0.003662,20.951088,8.464712,0.066537,1.157486,4.864178,-0.209938,22.608392,22.608303,0.063599,28.145589,38.698639,-1.238362,6.215629,-0.013550,0.002172,0.003662,0.000000,0.000000,0.000000,-0.027064,-0.005389,-0.003650,0,takeoff,,22.608392,5.005602,-2.906093,0,,,
1.711973,-0.013581,-0.002376,0.003296,-0.014543,0.002043,0.003500,21.010458,8.708375,0.055749,1.197840,4.854398,-0.217684,22.757201,22.757140,0.052453,28.585100,39.405555,-1.320793,6.323581,-0.014543,0.002043,0.003500,0.000000,0.000000,0.000000,-0.025866,0.000799,-0.004679,0,takeoff,,22.757201,5.006410,-2.976871,0,,,
1.761893,-0.016226,-0.002385,0.003995,-0.015908,0.001706,0.003452,21.071504,8.950064,0.044683,1.238803,4.844106,-0.224087,22.909394,22.909358,0.040688,29.040148,40.109944,-1.396767,6.432534,-0.015908,0.001706,0.003452,0.000000,0.000000,0.000000,-0.024592,-0.006894,-0.000784,0,takeoff,,22.909394,5.007486,-3.046833,0,,,
1.811809,-0.017706,-0.002517,0.004500,-0.016613,0.001411,0.003587,21.134689,9.191532,0.033328,1.280400,4.833278,-0.229109,23.064154,23.064136,0.028828,29.511896,40.813978,-1.465654,6.542650,-0.016613,0.001411,0.003587,0.000000,0.000000,0.000000,-0.014893,-0.007882,0.005696,0,takeoff,,23.064154,5.008326,-3.115338,0,,,
1.861964,-0.019600,-0.002842,0.005274,-0.017457,0.000877,0.003612,21.200392,9.433990,0.021694,1.322657,4.821885,-0.232719,23.223741,23.223735,0.016420,30.002201,41.521909,-1.526965,6.654642,-0.017457,0.000877,0.003612,0.000000,0.000000,0.000000,-0.011610,-0.004887,-0.000021,0,takeoff,,23.223741,5.009379,-3.183310,0,,,
1.911989,-0.020874,-0.003167,0.005822,-0.018107,0.000520,0.003780,21.267819,9.674329,0.009999,1.365602,4.809899,-0.234893,23.385089,23.385088,0.004177,30.509205,42.224168,-1.579584,6.767260,-0.018107,0.000520,0.003780,0.000000,0.000000,0.000000,-0.018150,-0.010402,0.005870,0,takeoff,,23.385089,5.010164,-3.249897,0,,,
1.962305,-0.022574,-0.003812,0.006641,-0.018696,-0.000377,0.003899,21.337848,9.915547,-0.001831,1.409264,4.797288,-0.235619,23.551250,23.551249,-0.008472,31.036072,42.929356,-1.623309,6.881765,-0.018696,-0.000377,0.003899,0.000000,0.000000,0.000000,-0.008599,-0.016947,0.001601,0,takeoff,,23.551250,5.011390,-3.315901,0,,,
2.011852,-0.023474,-0.004288,0.007093,-0.019010,-0.000780,0.003998,21.408593,10.151126,-0.013405,1.453671,4.784019,-0.234893,23.716373,23.716364,-0.020498,31.577939,43.618361,-1.656631,6.995631,-0.019010,-0.000780,0.003998,0.000000,0.000000,0.000000,-0.009553,-0.007401,0.001358,0,takeoff,,23.716373,5.012002,-3.379906,0,,,
2.061885,-0.024653,-0.005018,0.007791,-0.019356,-0.001390,0.003995,21.483502,10.392382,-0.025208,1.498853,4.770057,-0.232719,23.889491,23.889468,-0.032999,32.144745,44.321484,-1.680520,7.112935,-0.019356,-0.001390,0.003995,0.000000,0.000000,0.000000,-0.005599,-0.011022,0.004586,0,takeoff,,23.889491,5.012753,-3.443871,0,,,
2.111905,-0.025451,-0.005661,0.008391,-0.019667,-0.002122,0.004187,21.560017,10.630659,-0.036745,1.544840,4.755362,-0.229109,24.063786,24.063743,-0.045136,32.730108,45.014696,-1.693338,7.230582,-0.019667,-0.002122,0.004187,0.000000,0.000000,0.000000,-0.005609,-0.015850,0.003378,0,takeoff,,24.063786,5.013558,-3.506650,0,,,
2.161797,-0.026638,-0.006970,0.009586,-0.020220,-0.003260,0.004540,21.638698,10.867689,-0.048031,1.591663,4.739895,-0.224087,24.241459,24.241390,-0.057617,33.336632,45.703562,-1.694962,7.349503,-0.020220,-0.003260,0.004540,0.000000,0.000000,0.000000,-0.006502,-0.015781,0.007669,0,takeoff,,24.241459,5.014774,-3.568901,0,,,
2.211856,-0.027373,-0.007918,0.010348,-0.020460,-0.003996,0.004688,21.719832,11.104170,-0.059034,1.639354,4.723613,-0.217684,24.421798,24.421700,-0.069381,33.964965,46.387122,-1.685021,7.469484,-0.020460,-0.003996,0.004688,0.000000,0.000000,0.000000,-0.006321,-0.015920,0.000871,0,takeoff,,24.421798,5.015448,-3.629764,0,,,
2.261756,-0.028438,-0.009418,0.011548,-0.021024,-0.005179,0.004923,21.803120,11.339088,-0.069640,1.687946,4.706468,-0.209938,24.605123,24.604989,-0.081188,34.615617,47.063930,-1.663196,7.590585,-0.021024,-0.005179,0.004923,0.000000,0.000000,0.000000,-0.006847,-0.019163,0.004077,0,takeoff,,24.605123,5.016608,-3.690169,0,,,
2.311747,-0.029154,-0.010530,0.012545,-0.021373,-0.006033,0.005196,21.889153,11.573934,-0.079854,1.737470,4.688411,-0.200899,24.791542,24.791370,-0.092400,35.290134,47.735303,-1.629371,7.712926,-0.021373,-0.006033,0.005196,0.000000,0.000000,0.000000,-0.003955,-0.021534,0.005873,0,takeoff,,24.791542,5.017351,-3.749364,0,,,
2.361897,-0.030055,-0.012290,0.014223,-0.021581,-0.007295,0.005570,21.977931,11.808459,-0.089601,1.787961,4.669389,-0.190620,24.981840,24.981624,-0.103824,35.989864,48.401639,-1.583457,7.836824,-0.021581,-0.007295,0.005570,0.000000,0.000000,0.000000,-0.000500,-0.017563,0.005435,0,takeoff,,24.981840,5.018397,-3.807832,0,,,
2.411985,-0.030465,-0.013352,0.015188,-0.021503,-0.008093,0.005712,22.068613,12.040304,-0.098727,1.839451,4.649346,-0.179166,25.172859,25.172601,-0.113915,36.712333,49.053372,-1.525056,7.960919,-0.021503,-0.008093,0.005712,0.000000,0.000000,0.000000,0.000959,-0.021101,0.006465,0,takeoff,,25.172859,5.018872,-3.864702,0,,,
2.461907,-0.030834,-0.014795,0.016528,-0.021486,-0.009101,0.006078,22.162668,12.273049,-0.107318,1.891975,4.628221,-0.166608,25.368445,25.368143,-0.123846,37.298465,49.298819,-1.440183,8.000000,-0.021486,-0.009101,0.006078,0.000000,0.000000,0.000000,0.002200,-0.014833,0.008210,0,takeoff,,25.368445,5.019552,-3.921031,0,,,
2.511904,-0.030927,-0.015830,0.017450,-0.021104,-0.009781,0.006398,22.259104,12.503974,-0.115219,1.945565,4.605950,-0.153023,25.565769,25.565424,-0.132669,37.823626,49.351574,-1.339399,8.000000,-0.021104,-0.009781,0.006398,0.000000,0.000000,0.000000,0.007491,-0.014350,0.003400,0,takeoff,,25.565769,5.019778,-3.975875,0,,,
2.561874,-0.030839,-0.017568,0.018808,-0.020702,-0.011081,0.006661,22.357130,12.731155,-0.122329,2.000257,4.582464,-0.138494,25.763753,25.763367,-0.141137,38.359184,49.390864,-1.230278,8.000000,-0.020702,-0.011081,0.006661,0.000000,0.000000,0.000000,0.005024,-0.024802,0.004086,0,takeoff,,25.763753,5.020558,-4.029983,0,,,
2.611851,-0.030731,-0.018746,0.019548,-0.020489,-0.011940,0.006868,22.459613,12.961010,-0.128805,2.056082,4.557689,-0.123111,25.967511,25.967087,-0.148353,38.908271,49.422519,-1.113692,8.000000,-0.020489,-0.011940,0.006868,0.000000,0.000000,0.000000,0.004675,-0.020359,0.002331,0,takeoff,,25.967511,5.021011,-4.083362,0,,,
2.661936,-0.030483,-0.020440,0.020412,-0.020027,-0.012993,0.006893,22.564512,13.188600,-0.134454,2.113074,4.531547,-0.106969,26.173203,26.172745,-0.154866,39.469107,49.440975,-0.990206,8.000000,-0.020027,-0.012993,0.006893,0.000000,0.000000,0.000000,0.004173,-0.018858,0.002799,0,takeoff,,26.173203,5.021546,-4.135682,0,,,
2.711930,-0.030198,-0.021625,0.020929,-0.019587,-0.013764,0.006826,22.671914,13.414000,-0.139253,2.171265,4.503955,-0.090168,26.380440,26.379953,-0.160181,40.042030,49.445640,-0.860594,8.000000,-0.019587,-0.013764,0.006826,0.000000,0.000000,0.000000,0.013847,-0.017277,-0.005387,0,takeoff,,26.380440,5.021854,-4.186848,0,,,
2.761738,-0.029597,-0.023500,0.021591,-0.018776,-0.014846,0.006764,22.781892,13.637241,-0.143184,2.230683,4.474824,-0.072810,26.589604,26.589094,-0.164774,40.627357,49.435835,-0.725667,8.000000,-0.018776,-0.014846,0.006764,0.000000,0.000000,0.000000,0.009304,-0.012589,-0.002107,0,takeoff,,26.589604,5.022304,-4.236951,0,,,
2.811841,-0.029207,-0.024617,0.021878,-0.018304,-0.015406,0.006791,22.896010,13.861229,-0.146268,2.291359,4.444061,-0.055004,26.803182,26.802655,-0.168146,41.226880,49.413714,-0.586302,8.000000,-0.018304,-0.015406,0.006791,0.000000,0.000000,0.000000,0.010929,-0.014249,-0.000409,0,takeoff,,26.803182,5.022470,-4.286185,0,,,
2.861782,-0.028620,-0.026144,0.022113,-0.017662,-0.016132,0.006673,23.011991,14.081268,-0.148420,2.353317,4.411564,-0.036859,27.016994,27.016455,-0.170533,41.838530,49.373781,-0.443292,8.000000,-0.017662,-0.016132,0.006673,0.000000,0.000000,0.000000,0.011476,-0.010477,-0.000988,0,takeoff,,27.016994,5.022741,-4.334293,0,,,
2.911892,-0.028162,-0.027212,0.022173,-0.017166,-0.016595,0.006805,23.132283,14.301820,-0.149676,2.416582,4.377228,-0.018486,27.235215,27.234672,-0.171849,42.464943,49.319648,-0.297568,8.000000,-0.017166,-0.016595,0.006805,0.000000,0.000000,0.000000,0.014635,-0.013486,0.000493,0,takeoff,,27.235215,5.022893,-4.381470,0,,,
2.962763,-0.027391,-0.028836,0.022033,-0.016396,-0.017308,0.006496,23.257462,14.523461,-0.150000,2.481174,4.340942,-0.000000,27.458756,27.458218,-0.172033,43.106854,49.250995,-0.150000,8.000000,-0.016396,-0.017308,0.006496,0.000000,0.000000,0.000000,0.012404,-0.008848,-0.007606,0,takeoff,,27.458756,5.023171,-4.427703,0,,,
