time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,t_go,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
7.145499,0.045404,0.024786,-1.129895,0.005561,0.022342,-2.230468,41.240031,16.568736,-0.144253,4.232829,-2.661420,0.055004,CTRV,-0.149460,44.403503,44.392562,0.985642,68.358732,-12.670590,0.295781,8.000000,0.005561,0.022342,-2.230468,0.000000,0.000000,0.000000,0.001384,-0.019020,-1.902799,0,takeoff,,44.403503,5.504158,-2.972589,0,,,
7.194864,0.045994,0.026009,-1.227237,0.005839,0.021247,-2.295129,41.449289,16.435089,-0.140562,4.215234,-2.689201,0.072810,CTRV,-0.144896,44.549653,44.536397,1.086675,68.614547,-12.770872,0.441921,8.000000,0.005839,0.021247,-2.295129,0.000000,0.000000,0.000000,0.008034,-0.027573,-1.549244,0,takeoff,,44.549653,5.538291,-2.971516,0,,,
7.245566,0.047031,0.027551,-1.367060,0.006571,0.019694,-2.365532,41.660847,16.298063,-0.135949,4.197972,-2.716069,0.090168,CTRV,-0.140688,44.698489,44.681532,1.231111,68.859403,-12.885744,0.585393,8.000000,0.006571,0.019694,-2.365532,0.000000,0.000000,0.000000,0.013555,-0.027356,-1.129121,0,takeoff,,44.698489,5.575186,-2.973953,0,,,
7.295390,0.047802,0.028542,-1.468875,0.006960,0.018423,-2.404718,41.868130,16.161980,-0.130571,4.181041,-2.742061,0.106969,CTRV,-0.136489,44.844384,44.824410,1.338304,69.104666,-12.994969,0.725181,8.000000,0.006960,0.018423,-2.404718,0.000000,0.000000,0.000000,0.009978,-0.035046,-0.916958,0,takeoff,,44.844384,5.599267,-2.974436,0,,,
7.345515,0.049010,0.029967,-1.633961,0.007463,0.016266,-2.453678,42.077558,16.022679,-0.124313,4.164437,-2.767213,0.123111,CTRV,-0.132636,44.993830,44.968497,1.509647,69.339021,-13.118621,0.860573,8.000000,0.007463,0.016266,-2.453678,0.000000,0.000000,0.000000,0.005951,-0.033387,-0.698000,0,takeoff,,44.993830,5.627435,-2.980103,0,,,
7.395621,0.049676,0.030766,-1.738071,0.007578,0.014850,-2.478029,42.284497,15.883281,-0.117336,4.148156,-2.791560,0.138494,CTRV,-0.128461,45.140991,45.111887,1.620735,69.592489,-13.222484,0.990613,8.000000,0.007578,0.014850,-2.478029,0.000000,0.000000,0.000000,0.003104,-0.035342,-0.587563,0,takeoff,,45.140991,5.645043,-2.982402,0,,,
7.445405,0.050453,0.031683,-1.884525,0.007248,0.012769,-2.506310,42.491139,15.742368,-0.109619,4.132194,-2.815133,0.153023,CTRV,-0.125132,45.290040,45.255248,1.774906,69.806307,-13.362910,1.114562,8.000000,0.007248,0.012769,-2.506310,0.000000,0.000000,0.000000,-0.010439,-0.034663,-0.468656,0,takeoff,,45.290040,5.664297,-2.988677,0,,,
7.495200,0.050825,0.032161,-1.989538,0.006851,0.011315,-2.523448,42.696278,15.600818,-0.101255,4.116547,-2.837964,0.166608,CTRV,-0.121416,45.437686,45.398433,1.888282,70.043190,-13.481422,1.231609,8.000000,0.006851,0.011315,-2.523448,0.000000,0.000000,0.000000,-0.012695,-0.035817,-0.407323,0,takeoff,,45.437686,5.678415,-2.992670,0,,,
7.544869,0.051123,0.032684,-2.157833,0.005785,0.008731,-2.539827,42.902611,15.456797,-0.092186,4.101212,-2.860081,0.179166,CTRV,-0.118124,45.589694,45.542874,2.065647,70.263643,-13.618003,1.341146,8.000000,0.005785,0.008731,-2.539827,0.000000,0.000000,0.000000,-0.017344,-0.042430,-0.100036,0,takeoff,,45.589694,5.691706,-3.002054,0,,,
7.594906,0.051123,0.032917,-2.262547,0.005119,0.007530,-2.528268,43.105848,15.313354,-0.082649,4.086182,-2.881513,0.190620,CTRV,-0.114651,45.737873,45.685896,2.179898,70.494556,-13.741374,1.442312,8.000000,0.005119,0.007530,-2.528268,0.000000,0.000000,0.000000,-0.018862,-0.030372,0.390559,0,takeoff,,45.737873,5.691573,-3.006045,0,,,
7.645424,0.050876,0.033168,-2.406876,0.003803,0.005727,-2.481302,43.309573,15.168011,-0.072548,4.071454,-2.902286,0.200899,CTRV,-0.111527,45.889295,45.829885,2.334328,70.711902,-13.879114,1.534641,8.000000,0.003803,0.005727,-2.481302,0.000000,0.000000,0.000000,-0.026929,-0.034144,1.042992,0,takeoff,,45.889295,5.674198,-3.011815,0,,,
7.695949,0.050528,0.033303,-2.507362,0.002911,0.004584,-2.430047,43.513583,15.020931,-0.061947,4.057023,-2.922424,0.209938,CTRV,-0.108343,46.039615,45.974625,2.445415,70.936587,-14.011877,1.617561,8.000000,0.002911,0.004584,-2.430047,0.000000,0.000000,0.000000,-0.022610,-0.029274,1.373336,0,takeoff,,46.039615,5.654443,-3.014600,0,,,
7.744994,0.049707,0.033419,-2.661897,0.001540,0.002906,-2.326753,43.715029,14.874221,-0.051058,4.042884,-2.941953,0.217684,CTRV,-0.105473,46.192274,46.118432,2.610839,71.146242,-14.155390,1.690414,8.000000,0.001540,0.002906,-2.326753,0.000000,0.000000,0.000000,-0.020295,-0.025452,1.722306,0,takeoff,,46.192274,5.610599,-3.017943,0,,,
7.794848,0.049049,0.033389,-2.754010,0.000596,0.001829,-2.252812,43.915245,14.726973,-0.039887,4.029033,-2.960894,0.224087,CTRV,-0.102461,46.341245,46.261697,2.714123,71.365705,-14.289097,1.752812,8.000000,0.000596,0.001829,-2.252812,0.000000,0.000000,0.000000,-0.025489,-0.027242,1.878579,0,takeoff,,46.341245,5.580418,-3.018947,0,,,
7.844832,0.047837,0.033254,-2.876639,-0.000746,0.000317,-2.141819,44.116521,14.577528,-0.028375,4.015464,-2.979270,0.229109,CTRV,-0.099771,46.494058,46.406733,2.848263,71.573160,-14.436741,1.804499,8.000000,-0.000746,0.000317,-2.141819,0.000000,0.000000,0.000000,-0.030701,-0.028180,2.028078,0,takeoff,,46.494058,5.534364,-3.019873,0,,,
7.895590,0.046742,0.033209,-2.959579,-0.001866,-0.000541,-2.059525,44.316642,14.427557,-0.016715,4.002172,-2.997101,0.232719,CTRV,-0.097028,46.644204,46.551276,2.942864,71.785623,-14.579046,1.845033,8.000000,-0.001866,-0.000541,-2.059525,0.000000,0.000000,0.000000,-0.032068,-0.022175,2.070352,0,takeoff,,46.644204,5.501461,-3.020109,0,,,
7.945055,0.044695,0.033206,-3.084163,-0.003670,-0.001652,-1.926480,44.516726,14.276256,-0.004916,3.989154,-3.014407,0.234893,CTRV,-0.094393,46.798587,46.697173,3.079247,71.995779,-14.724559,1.874229,8.000000,-0.003670,-0.001652,-1.926480,0.000000,0.000000,0.000000,-0.029671,-0.016017,2.081801,0,takeoff,,46.798587,5.448933,-3.019612,0,,,
7.995518,0.043279,0.033243,-3.157101,-0.004605,-0.002234,-1.843966,44.714555,14.125348,0.006818,3.976404,-3.031206,0.235619,CTRV,-0.091871,46.948064,46.841331,3.163920,72.201139,-14.871829,1.891774,8.000000,-0.004605,-0.002234,-1.843966,0.000000,0.000000,0.000000,-0.023718,-0.012460,2.058898,0,takeoff,,46.948064,5.417359,-3.018906,0,,,
8.045424,0.041137,0.033418,-3.252986,-0.006066,-0.003032,-1.731427,44.913364,13.972400,0.018605,3.963917,-3.047517,0.234893,CTRV,-0.089454,47.101117,46.987359,3.271591,72.405150,-15.023109,1.897750,8.000000,-0.006066,-0.003032,-1.731427,0.000000,0.000000,0.000000,-0.026354,-0.011553,1.984201,0,takeoff,,47.101117,5.375507,-3.017719,0,,,
8.095339,0.039613,0.033588,-3.317236,-0.006774,-0.003502,-1.653491,45.107991,13.821436,0.030067,3.951689,-3.063356,0.232719,CTRV,-0.086874,47.248999,47.130282,3.347303,72.616428,-15.161668,1.891816,8.000000,-0.006774,-0.003502,-1.653491,0.000000,0.000000,0.000000,-0.019010,-0.012169,1.928575,0,takeoff,,47.248999,5.346955,-3.016496,0,,,
8.145524,0.037361,0.033800,-3.412894,-0.007524,-0.004110,-1.534292,45.307404,13.665512,0.041660,3.939715,-3.078741,0.229109,CTRV,-0.084907,47.403949,47.277906,3.454554,72.803924,-15.331415,1.874534,8.000000,-0.007524,-0.004110,-1.534292,0.000000,0.000000,0.000000,-0.007881,-0.004567,1.833826,0,takeoff,,47.403949,5.305058,-3.013905,0,,,
8.195681,0.036027,0.033888,-3.468495,-0.007707,-0.004449,-1.463452,45.502236,13.511975,0.052763,3.927991,-3.093685,0.224087,CTRV,-0.082489,47.552437,47.421884,3.521258,73.012853,-15.474596,1.845462,8.000000,-0.007707,-0.004449,-1.463452,0.000000,0.000000,0.000000,-0.002434,-0.005774,1.755163,0,takeoff,,47.552437,5.280236,-3.012391,0,,,
8.245154,0.034166,0.033993,-3.541348,-0.007747,-0.005134,-1.369576,45.699177,13.355593,0.063694,3.916512,-3.108205,0.217684,CTRV,-0.080514,47.704870,47.568459,3.605042,73.203924,-15.638947,1.805166,8.000000,-0.007747,-0.005134,-1.369576,0.000000,0.000000,0.000000,-0.000688,-0.014661,1.640990,0,takeoff,,47.704870,5.248642,-3.009873,0,,,
