time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,trajectory_plan_feasible,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.018159,0.022416,0.014474,-0.055700,0.018532,0.004169,-0.000311,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,CV,0.000000,19.977667,19.977589,0.055700,20.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,1.998883,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667563,1.592563,0.018532,0.004169,-0.000311,0.000000,0.000000,0.000000,-0.020711,-0.007189,0.003183,0,takeoff,,19.977667,0.018998,0.018528,0,,,
0.067871,0.021875,0.013908,-0.055667,0.017961,0.003802,-0.000247,20.001367,0.343764,0.016174,0.031252,4.999902,0.234893,CV,0.000000,19.982344,19.982215,0.071841,20.063844,10.339155,0.485753,0.031252,4.999902,0.234893,-0.000000,0.000000,0.000000,1.999117,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667563,1.517563,0.017961,0.003802,-0.000247,0.000000,0.000000,0.000000,-0.013370,-0.009236,-0.001265,0,takeoff,,19.982344,5.001649,-0.096607,0,,,
0.118348,0.020898,0.012984,-0.055785,0.017250,0.003058,-0.000367,20.004326,0.596033,0.027936,0.062518,4.999609,0.232719,CV,-0.124266,19.992108,19.991932,0.083721,20.129338,10.593278,0.493281,0.062518,4.999609,0.232719,-0.000000,0.000000,0.000000,1.999605,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667567,1.442563,0.017250,0.003058,-0.000367,0.000000,0.000000,0.000000,-0.013250,-0.012167,-0.007422,0,takeoff,,19.992108,5.002190,-0.191943,0,,,
0.168032,0.020071,0.012354,-0.056022,0.016513,0.002635,-0.000566,20.008778,0.842937,0.039278,0.093810,4.999120,0.229109,CV,-0.124377,20.006183,20.005956,0.095300,20.196399,10.841176,0.497497,0.093810,4.999120,0.229109,-0.000000,0.000000,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667560,1.367563,0.016513,0.002635,-0.000566,0.000000,0.000000,0.000000,-0.019771,-0.012348,-0.003249,0,takeoff,,20.006183,5.002358,-0.285760,0,,,
0.218085,0.018544,0.011524,-0.056492,0.015180,0.002182,-0.000741,20.014981,1.094241,0.050582,0.125143,4.998434,0.224087,CTRV,-0.124967,20.026013,20.025727,0.107074,21.505457,10.956239,0.498757,1.357567,4.812173,0.224087,0.601362,-0.169651,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667573,1.292563,0.015180,0.002182,-0.000741,0.000000,0.000000,0.000000,-0.024687,-0.005173,-0.002924,0,takeoff,,20.026013,5.002516,-0.381128,0,,,
0.268014,0.017472,0.011090,-0.056903,0.014151,0.001899,-0.000792,20.022535,1.341774,0.061409,0.156530,4.997549,0.217684,CTRV,-0.124875,20.049620,20.049271,0.118312,21.574015,11.194398,0.496777,1.386877,4.803808,0.217684,0.599876,-0.173186,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667573,1.217563,0.014151,0.001899,-0.000792,0.000000,0.000000,0.000000,-0.026366,-0.008195,-0.001975,0,takeoff,,20.049620,5.002452,-0.474911,0,,,
0.318083,0.015854,0.010621,-0.057561,0.012988,0.001766,-0.001092,20.031813,1.593745,0.072053,0.187985,4.996465,0.209938,CTRV,-0.125369,20.078886,20.078468,0.129614,21.650104,11.435408,0.491929,1.421820,4.793582,0.209938,0.600965,-0.178252,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667571,1.142563,0.012988,0.001766,-0.001092,0.000000,0.000000,0.000000,-0.019655,0.002572,-0.009464,0,takeoff,,20.078886,5.002217,-0.569619,0,,,
0.367982,0.014656,0.010393,-0.058112,0.012149,0.001731,-0.001064,20.042583,1.843269,0.082149,0.219520,4.995179,0.200899,CTRV,-0.125569,20.112110,20.111621,0.140260,21.724920,11.674101,0.483946,1.453965,4.783930,0.200899,0.600712,-0.182573,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667591,1.067563,0.012149,0.001731,-0.001064,0.000000,0.000000,0.000000,-0.021665,-0.005350,0.004823,0,takeoff,,20.112110,5.001831,-0.662980,0,,,
0.417958,0.012636,0.010037,-0.059063,0.010778,0.001622,-0.001206,20.054962,2.093318,0.091762,0.251151,4.993688,0.190620,CTRV,-0.125926,20.150872,20.150308,0.150825,21.803005,11.912528,0.473002,1.487642,4.773565,0.190620,0.601115,-0.187332,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667602,0.992563,0.010778,0.001622,-0.001206,0.000000,0.000000,0.000000,-0.017407,0.000801,-0.001484,0,takeoff,,20.150872,5.001530,-0.756614,0,,,
0.467891,0.011400,0.009837,-0.059671,0.010093,0.001413,-0.001428,20.068915,2.342978,0.100797,0.282890,4.991991,0.179166,CTRV,-0.126238,20.193395,20.192758,0.160469,21.882378,12.150183,0.459130,1.520930,4.763063,0.179166,0.601279,-0.191999,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667618,0.917563,0.010093,0.001413,-0.001428,0.000000,0.000000,0.000000,-0.016814,-0.005910,-0.002998,0,takeoff,,20.193395,5.001290,-0.849007,0,,,
