time,uav_x,uav_y,uav_z,uav_vx,uav_vy,target_x,target_y,target_vx,target_vy,distance,intercept_x,intercept_y,t_go,uav_vz,target_z,target_vz,horizontal_distance,vertical_error,intercept_z,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason
11.093339,0.049288,0.029843,-4.755991,-0.007237,0.029023,20.000000,140.381127,0.000000,5.000000,141.842533,20.000000,180.381127,8.000000,-0.137005,0.017929,0.234893,141.762173,4.773920,1.897074,0.024882,0.397929,-0.244009,0.092210,1.497163,0.148487,-0.023163,0.080434,0.037547,0,follow,,141.842533,4.984874,-4.932249,0,,
11.142881,0.049123,0.031643,-4.761142,-0.007731,0.033641,20.000000,140.628899,0.000000,5.000000,142.086508,20.000000,180.628899,8.000000,-0.135698,0.029465,0.232719,142.005725,4.790606,1.891213,0.029483,0.472788,-0.238858,0.092016,1.497175,0.103025,-0.013398,0.134679,0.034377,0,follow,,142.086508,4.980011,-4.927812,0,,
11.193100,0.048863,0.035082,-4.769217,-0.007657,0.046325,20.000000,140.881390,0.000000,5.000000,142.333654,20.000000,180.881390,8.000000,-0.132985,0.041037,0.229109,142.252348,4.810255,1.873911,0.034074,0.547647,-0.230783,0.091819,1.497187,0.161514,0.006299,0.232759,0.043810,0,follow,,142.333654,4.966898,-4.915221,0,,
11.243143,0.048717,0.037786,-4.774086,-0.006950,0.058038,20.000000,141.131355,0.000000,5.000000,142.578898,20.000000,181.131355,8.000000,-0.131285,0.052240,0.224087,142.497189,4.826325,1.844939,0.038655,0.622507,-0.225914,0.091622,1.497199,0.097361,0.018952,0.307194,0.046868,0,follow,,142.578898,4.954728,-4.903481,0,,
11.292849,0.048497,0.042756,-4.780529,-0.005323,0.079799,20.000000,141.380211,0.000000,5.000000,142.820864,20.000000,181.380211,8.000000,-0.128569,0.063071,0.217684,142.738708,4.843601,1.804543,0.043227,0.697368,-0.219471,0.091426,1.497211,0.128870,0.029717,0.433572,0.046243,0,follow,,142.820864,4.932373,-4.881584,0,,
11.342886,0.048331,0.047349,-4.784928,-0.003759,0.099086,20.000000,141.630903,0.000000,5.000000,143.064940,20.000000,181.630903,8.000000,-0.126966,0.073595,0.209938,142.982418,4.858523,1.753103,0.047788,0.772229,-0.215072,0.091227,1.497223,0.087986,0.040679,0.508897,0.039889,0,follow,,143.064940,4.912482,-4.862132,0,,
11.392801,0.048198,0.056948,-4.791596,-0.000652,0.136907,20.000000,141.879808,0.000000,5.000000,143.302357,20.000000,181.879808,8.000000,-0.124116,0.083590,0.200899,143.219405,4.875186,1.690779,0.052340,0.847091,-0.208404,0.091033,1.497235,0.133352,0.054150,0.634854,0.042607,0,follow,,143.302357,4.873942,-4.824033,0,,
11.443308,0.048255,0.064471,-4.795653,0.001767,0.164588,20.000000,142.131172,0.000000,5.000000,143.544140,20.000000,182.131172,8.000000,-0.122517,0.093169,0.190620,143.460865,4.888822,1.618130,0.056881,0.921953,-0.204347,0.090832,1.497247,0.081148,0.062437,0.709152,0.041275,0,follow,,143.544140,4.845541,-4.796063,0,,
11.493118,0.048498,0.077254,-4.801232,0.005415,0.208219,20.000000,142.381296,0.000000,5.000000,143.779504,20.000000,182.381296,8.000000,-0.120127,0.102122,0.179166,143.695869,4.903354,1.535453,0.061413,0.996816,-0.198768,0.090634,1.497259,0.111570,0.072593,0.814946,0.035754,0,follow,,143.779504,4.801122,-4.752064,0,,
11.543226,0.048831,0.088108,-4.805241,0.008488,0.242949,20.000000,142.632234,0.000000,5.000000,144.017503,20.000000,182.632234,8.000000,-0.118599,0.110472,0.166608,143.933585,4.915713,1.443337,0.065934,1.071680,-0.194759,0.090432,1.497272,0.080175,0.079585,0.889310,0.035491,0,follow,,144.017503,4.765601,-4.716943,0,,
11.593134,0.049785,0.108650,-4.811769,0.013666,0.303417,20.000000,142.881413,0.000000,5.000000,144.244155,20.000000,182.881413,8.000000,-0.116081,0.118083,0.153023,144.159887,4.929852,1.342263,0.070446,1.146544,-0.188231,0.090234,1.497283,0.130577,0.081685,0.971218,0.035719,0,follow,,144.244155,4.704306,-4.655982,0,,
11.642852,0.050628,0.123549,-4.815859,0.017023,0.344187,20.000000,143.129914,0.000000,5.000000,144.475636,20.000000,183.129914,8.000000,-0.114500,0.124951,0.138494,144.391128,4.940810,1.232900,0.074948,1.221409,-0.184141,0.090032,1.497296,0.081787,0.083566,1.033543,0.040864,0,follow,,144.475636,4.662712,-4.614766,0,,
11.692995,0.052204,0.147299,-4.821555,0.022283,0.404572,20.000000,143.380496,0.000000,5.000000,144.700353,20.000000,183.380496,8.000000,-0.111879,0.131109,0.123111,144.615571,4.952664,1.115996,0.079439,1.296274,-0.178445,0.089830,1.497308,0.113916,0.099006,1.100024,0.045253,0,follow,,144.700353,4.601486,-4.553805,0,,
11.742880,0.053669,0.166429,-4.825554,0.026441,0.449926,20.000000,143.630111,0.000000,5.000000,144.928621,20.000000,183.630111,8.000000,-0.109915,0.136435,0.106969,144.843653,4.961989,0.992186,0.083920,1.371140,-0.174446,0.089624,1.497320,0.079994,0.107499,1.151793,0.046704,0,follow,,144.928621,4.555317,-4.507868,0,,
11.793047,0.056597,0.201139,-4.831843,0.033733,0.526324,20.000000,143.881206,0.000000,5.000000,145.142791,20.000000,183.881206,8.000000,-0.106639,0.140948,0.090168,145.057579,4.972791,0.862289,0.088391,1.446007,-0.168157,0.089420,1.497332,0.125771,0.122157,1.215058,0.050463,0,follow,,145.142791,4.478130,-4.430699,0,,
11.843075,0.058863,0.225586,-4.835783,0.038741,0.576146,20.000000,144.131186,0.000000,5.000000,145.366002,20.000000,184.131186,8.000000,-0.104537,0.144569,0.072810,145.280661,4.980352,0.727052,0.092852,1.520874,-0.164217,0.089210,1.497345,0.078812,0.129087,1.253669,0.053574,0,follow,,145.366002,4.427577,-4.380172,0,,
11.893031,0.062893,0.263642,-4.841126,0.046652,0.648217,20.000000,144.380047,0.000000,5.000000,145.574416,20.000000,184.380047,8.000000,-0.101330,0.147286,0.055004,145.488922,4.988413,0.587320,0.097302,1.595742,-0.158874,0.089002,1.497357,0.106859,0.148342,1.308534,0.059541,0,follow,,145.574416,4.354840,-4.307165,0,,
11.942912,0.066293,0.293513,-4.844849,0.052630,0.701259,20.000000,144.630813,0.000000,5.000000,145.792827,20.000000,184.630813,8.000000,-0.098958,0.149118,0.036859,145.707271,4.993967,0.443990,0.101741,1.670610,-0.155151,0.088786,1.497370,0.074453,0.150076,1.333129,0.057845,0,follow,,145.792827,4.301208,-4.253280,0,,
11.992959,0.072630,0.345997,-4.850537,0.063218,0.788247,20.000000,144.881212,0.000000,5.000000,145.988129,20.000000,184.881212,8.000000,-0.095088,0.150023,0.018486,145.902462,5.000560,0.297915,0.106170,1.745479,-0.149463,0.088573,1.497383,0.113754,0.170852,1.375355,0.060562,0,follow,,145.988129,4.213758,-4.165098,0,,
12.043243,0.077176,0.381826,-4.853957,0.070325,0.843965,20.000000,145.131369,0.000000,5.000000,146.199824,20.000000,185.131369,8.000000,-0.092781,0.150000,-0.000000,146.114164,5.003957,0.150000,0.110588,1.820349,-0.146043,0.088353,1.497396,0.068407,0.175919,1.397399,0.060585,0,follow,,146.199824,4.157666,-4.108400,0,,
12.093633,0.082264,0.420046,-4.857255,0.077898,0.900654,20.000000,145.379414,0.000000,5.000000,146.406959,20.000000,185.379414,8.000000,-0.090365,0.149059,-0.018486,146.321340,5.006314,0.001167,0.114994,1.895220,-0.142745,0.088132,1.497409,0.065947,0.188394,1.420796,0.058715,0,follow,,146.406959,4.100716,-4.050675,0,,
12.143229,0.090217,0.477519,-4.861704,0.088721,0.981204,20.000000,145.631684,0.000000,5.000000,146.598841,20.000000,185.631684,8.000000,-0.087439,0.147183,-0.036859,146.513246,5.008886,-0.147690,0.119389,1.970091,-0.138296,0.087905,1.497422,0.088987,0.195391,1.450635,0.047736,0,follow,,146.598841,4.020093,-3.968871,0,,
12.193311,0.100665,0.548983,-4.866423,0.102143,1.075086,20.000000,145.882388,0.000000,5.000000,146.774965,20.000000,185.882388,8.000000,-0.084387,0.144399,-0.055004,146.689407,5.010822,-0.295635,0.123773,2.044962,-0.133577,0.087677,1.497435,0.094385,0.208770,1.476586,0.049575,0,follow,,146.774965,3.926353,-3.873520,0,,
12.242869,0.107792,0.596772,-4.869282,0.110445,1.134534,20.000000,146.130489,0.000000,5.000000,146.972322,20.000000,186.130489,8.000000,-0.082194,0.140758,-0.072810,146.886905,5.010040,-0.441725,0.128146,2.119835,-0.130718,0.087446,1.497449,0.057173,0.205726,1.487950,0.056762,0,follow,,146.972322,3.867055,-3.813001,0,,
12.293257,0.118557,0.668077,-4.873132,0.121966,1.218909,20.000000,146.381814,0.000000,5.000000,147.149103,20.000000,186.381814,8.000000,-0.079341,0.136205,-0.090168,147.063812,5.009337,-0.585136,0.132506,2.194708,-0.126868,0.087210,1.497463,0.077009,0.200506,1.513243,0.045544,0,follow,,147.149103,3.783074,-3.727361,0,,
12.342919,0.126653,0.722045,-4.875825,0.129921,1.279739,20.000000,146.627780,0.000000,5.000000,147.338050,20.000000,186.627780,8.000000,-0.077680,0.130917,-0.106969,147.252958,5.006742,-0.724835,0.136855,2.269582,-0.124175,0.086976,1.497476,0.053854,0.193899,1.520202,0.039942,0,follow,,147.338050,3.722644,-3.665576,0,,
12.392736,0.140227,0.813821,-4.880058,0.141871,1.377929,20.000000,146.879738,0.000000,5.000000,147.494781,20.000000,186.879738,8.000000,-0.074966,0.124702,-0.123111,147.409846,5.004759,-0.860185,0.141192,2.344456,-0.119942,0.086737,1.497490,0.084658,0.179861,1.535311,0.037210,0,follow,,147.494781,3.625168,-3.566246,0,,
12.442860,0.148870,0.874662,-4.882777,0.148357,1.440021,20.000000,147.130418,0.000000,5.000000,147.681477,20.000000,187.130418,8.000000,-0.073424,0.117740,-0.138494,147.596794,5.000517,-0.990209,0.145517,2.419332,-0.117223,0.086497,1.497504,0.054388,0.157141,1.555363,0.036794,0,follow,,147.681477,3.563663,-3.503466,0,,
12.492981,0.160999,0.964070,-4.886586,0.155963,1.527336,20.000000,147.381109,0.000000,5.000000,147.839445,20.000000,187.381109,8.000000,-0.071123,0.110048,-0.153023,147.754983,4.996634,-1.114132,0.149830,2.494207,-0.113414,0.086260,1.497518,0.076170,0.125764,1.565233,0.031795,0,follow,,147.839445,3.477129,-3.415555,0,,
12.542945,0.169660,1.030941,-4.889341,0.160463,1.590083,20.000000,147.631031,0.000000,5.000000,148.019388,20.000000,187.631031,8.000000,-0.069614,0.101700,-0.166608,147.935218,4.991041,-1.231165,0.154131,2.569084,-0.110659,0.086021,1.497531,0.055113,0.103929,1.571119,0.037979,0,follow,,148.019388,3.415068,-3.352453,0,,
12.592902,0.183426,1.143044,-4.893697,0.165957,1.690690,20.000000,147.880495,0.000000,5.000000,148.153437,20.000000,187.880495,8.000000,-0.066992,0.092741,-0.179166,148.069498,4.986438,-1.340590,0.158420,2.643961,-0.106303,0.085792,1.497545,0.087109,0.076946,1.575589,0.041364,0,follow,,148.153437,3.315367,-3.251708,0,,
12.643086,0.192060,1.216261,-4.896383,0.168826,1.753688,20.000000,148.132099,0.000000,5.000000,148.328734,20.000000,188.132099,8.000000,-0.065511,0.083132,-0.190620,148.245128,4.979515,-1.441829,0.162698,2.718839,-0.103617,0.085552,1.497558,0.053730,0.070971,1.574238,0.037096,0,follow,,148.328734,3.253106,-3.188645,0,,
12.693691,0.200774,1.291919,-4.899040,0.171479,1.816572,20.000000,148.381769,0.000000,5.000000,148.499681,20.000000,188.381769,8.000000,-0.063878,0.073080,-0.200899,148.416419,4.972120,-1.534108,0.166964,2.793718,-0.100960,0.085313,1.497572,0.053129,0.066272,1.573553,0.042640,0,follow,,148.499681,3.190986,-3.125754,0,,
12.742912,0.213037,1.401946,-4.902689,0.174836,1.904986,20.000000,148.630021,0.000000,5.000000,148.634735,20.000000,188.630021,8.000000,-0.061799,0.062639,-0.209938,148.551776,4.965329,-1.616868,0.171218,2.868597,-0.097311,0.085085,1.497585,0.072994,0.054832,1.578599,0.034587,0,follow,,148.634735,3.103486,-3.037499,0,,
12.793143,0.227050,1.533592,-4.906620,0.177826,2.005884,20.000000,148.881733,0.000000,5.000000,148.751568,20.000000,188.881733,8.000000,-0.059468,0.051667,-0.217684,148.668908,4.958287,-1.689805,0.175461,2.943477,-0.093380,0.084860,1.497598,0.078611,0.042616,1.575594,0.034947,0,follow,,148.751568,3.003562,-2.936955,0,,
12.843067,0.235829,1.618965,-4.909008,0.179467,2.068822,20.000000,149.131079,0.000000,5.000000,148.912537,20.000000,189.131079,8.000000,-0.057656,0.040478,-0.224087,148.830260,4.949486,-1.752221,0.179692,3.018357,-0.090992,0.084622,1.497611,0.047760,0.041274,1.571308,0.046369,0,follow,,148.912537,2.941379,-2.874261,0,,
12.893099,0.248094,1.742404,-4.912288,0.181506,2.156749,20.000000,149.379883,0.000000,5.000000,149.034828,20.000000,189.379883,8.000000,-0.055329,0.029065,-0.229109,148.952889,4.941354,-1.803809,0.183912,3.093239,-0.087712,0.084398,1.497624,0.065603,0.035320,1.568511,0.037509,0,follow,,149.034828,2.854333,-2.786775,0,,
12.942880,0.256932,1.833437,-4.914563,0.183050,2.219715,20.000000,149.631025,0.000000,5.000000,149.191956,20.000000,189.631025,8.000000,-0.053884,0.017367,-0.232719,149.110415,4.931929,-1.844382,0.188120,3.168121,-0.085437,0.084157,1.497637,0.045490,0.035925,1.572758,0.039349,0,follow,,149.191956,2.792038,-2.724165,0,,
12.992995,0.271199,1.983734,-4.918125,0.185692,2.319920,20.000000,149.881532,0.000000,5.000000,149.289073,20.000000,189.881532,8.000000,-0.051748,0.005590,-0.234893,149.207856,4.923715,-1.873555,0.192317,3.243003,-0.081875,0.083941,1.497649,0.071249,0.039817,1.558801,0.026466,0,follow,,149.289073,2.692741,-2.624524,0,,
13.043114,0.280238,2.080617,-4.920293,0.187660,2.382253,20.000000,150.132081,0.000000,5.000000,149.439797,20.000000,190.132081,8.000000,-0.050558,-0.006224,-0.235619,149.358980,4.914069,-1.891180,0.196502,3.317886,-0.079707,0.083699,1.497663,0.043354,0.046587,1.557380,0.029935,0,follow,,149.439797,2.630981,-2.562579,0,,
13.093189,0.293035,2.220225,-4.923250,0.190390,2.469657,20.000000,150.380903,0.000000,5.000000,149.546024,20.000000,190.380903,8.000000,-0.048737,-0.017919,-0.234893,149.465552,4.905331,-1.897063,0.200675,3.392770,-0.076750,0.083476,1.497675,0.059137,0.050311,1.561970,0.027475,0,follow,,149.546024,2.544315,-2.475707,0,,
13.142945,0.302424,2.322885,-4.925475,0.192702,2.532128,20.000000,150.628267,0.000000,5.000000,149.687849,20.000000,190.628267,8.000000,-0.047547,-0.029435,-0.232719,149.607757,4.896040,-1.891184,0.204837,3.467654,-0.074525,0.083234,1.497689,0.044508,0.059262,1.566544,0.027602,0,follow,,149.687849,2.482300,-2.413665,0,,
13.193183,0.317861,2.492213,-4.929327,0.197138,2.631957,20.000000,150.882112,0.000000,5.000000,149.769302,20.000000,190.882112,8.000000,-0.045828,-0.041070,-0.229109,149.689508,4.888257,-1.873945,0.208988,3.542539,-0.070673,0.083013,1.497701,0.077047,0.077320,1.561085,0.027661,0,follow,,149.769302,2.383292,-2.314343,0,,
13.243090,0.327759,2.601300,-4.931839,0.200077,2.694498,20.000000,151.130612,0.000000,5.000000,149.905852,20.000000,191.130612,8.000000,-0.044658,-0.052206,-0.224087,149.826412,4.879633,-1.844906,0.213126,3.617425,-0.068161,0.082766,1.497715,0.050240,0.071192,1.563321,0.027806,0,follow,,149.905852,2.321113,-2.252235,0,,
13.293217,0.341737,2.757970,-4.935336,0.204290,2.781914,20.000000,151.380866,0.000000,5.000000,149.996504,20.000000,191.380866,8.000000,-0.043101,-0.063100,-0.217684,149.917352,4.872236,-1.804572,0.217253,3.692312,-0.064664,0.082538,1.497727,0.069923,0.073629,1.564503,0.030678,0,follow,,149.996504,2.234305,-2.165329,0,,
13.343169,0.351838,2.872684,-4.937839,0.207427,2.844390,20.000000,151.631676,0.000000,5.000000,150.129772,20.000000,191.631676,8.000000,-0.041719,-0.073627,-0.209938,150.050951,4.864212,-1.753135,0.221367,3.767199,-0.062161,0.082285,1.497741,0.050068,0.076644,1.557454,0.038011,0,follow,,150.129772,2.172091,-2.103331,0,,
13.393049,0.368011,3.060924,-4.941631,0.212184,2.943983,20.000000,151.881920,0.000000,5.000000,150.188893,20.000000,191.881920,8.000000,-0.039377,-0.083675,-0.200899,150.110305,4.857956,-1.690864,0.225471,3.842086,-0.058369,0.082072,1.497753,0.075846,0.072764,1.555443,0.034942,0,follow,,150.188893,2.073238,-2.004331,0,,
13.443151,0.378155,3.181566,-4.943954,0.215124,3.006162,20.000000,152.131225,0.000000,5.000000,150.314829,20.000000,192.131225,8.000000,-0.037801,-0.093171,-0.190620,150.236540,4.850784,-1.618132,0.229562,3.916975,-0.056046,0.081819,1.497767,0.046463,0.073932,1.553327,0.037214,0,follow,,150.314829,2.011224,-1.942716,0,,
13.493101,0.392488,3.354396,-4.947085,0.219123,3.092926,20.000000,152.381969,0.000000,5.000000,150.389978,20.000000,192.381969,8.000000,-0.035742,-0.102146,-0.179166,150.311916,4.844939,-1.535478,0.233641,3.991864,-0.052915,0.081592,1.497779,0.062609,0.068588,1.545638,0.027039,0,follow,,150.389978,1.924972,-1.856608,0,,
13.542880,0.402774,3.480655,-4.949246,0.221568,3.155020,20.000000,152.630463,0.000000,5.000000,150.509570,20.000000,192.630463,8.000000,-0.034183,-0.110413,-0.166608,150.431767,4.838833,-1.443278,0.237708,4.066753,-0.050754,0.081337,1.497793,0.043221,0.059967,1.554444,0.035804,0,follow,,150.509570,1.862950,-1.795205,0,,
13.593232,0.419106,3.687435,-4.952615,0.225262,3.253991,20.000000,152.882199,0.000000,5.000000,150.551857,20.000000,192.882199,8.000000,-0.031660,-0.118107,-0.153023,150.474214,4.834508,-1.342288,0.241765,4.141643,-0.047385,0.081129,1.497804,0.067387,0.055150,1.546065,0.034354,0,follow,,150.551857,1.764659,-1.697075,0,,
13.643015,0.429174,3.819699,-4.954627,0.227150,3.315791,20.000000,153.131033,0.000000,5.000000,150.665913,20.000000,193.131033,8.000000,-0.030119,-0.124982,-0.138494,150.588485,4.829645,-1.232931,0.245808,4.216534,-0.045373,0.080874,1.497818,0.040226,0.045244,1.545986,0.036206,0,follow,,150.665913,1.702910,-1.636087,0,,
13.693374,0.443174,4.008911,-4.957342,0.229413,3.402135,20.000000,153.382424,0.000000,5.000000,150.725604,20.000000,193.382424,8.000000,-0.028219,-0.131157,-0.123111,150.648318,4.826185,-1.116043,0.249841,4.291426,-0.042658,0.080654,1.497830,0.054302,0.038200,1.540691,0.030411,0,follow,,150.725604,1.617037,-1.550727,0,,
13.743285,0.453174,4.146929,-4.959200,0.231080,3.463896,20.000000,153.631081,0.000000,5.000000,150.833845,20.000000,193.631081,8.000000,-0.026830,-0.136455,-0.106969,150.756724,4.822745,-0.992207,0.253861,4.366318,-0.040800,0.080398,1.497844,0.037174,0.042568,1.544490,0.037009,0,follow,,150.833845,1.555453,-1.489850,0,,
13.792864,0.469099,4.372561,-4.961961,0.233890,3.562933,20.000000,153.880585,0.000000,5.000000,150.855386,20.000000,193.880585,8.000000,-0.024746,-0.140937,-0.090168,150.778331,4.821024,-0.862278,0.257871,4.441211,-0.038039,0.080207,1.497854,0.055218,0.042415,1.549641,0.027721,0,follow,,150.855386,1.457445,-1.391859,0,,
13.842905,0.478975,4.516534,-4.963583,0.235567,3.624599,20.000000,154.130829,0.000000,5.000000,150.959367,20.000000,194.130829,8.000000,-0.023566,-0.144564,-0.072810,150.882430,4.819020,-0.727047,0.261869,4.516104,-0.036417,0.079947,1.497868,0.032444,0.041849,1.542697,0.024980,0,follow,,150.959367,1.396297,-1.331112,0,,
13.893850,0.488790,4.662786,-4.965018,0.237141,3.686126,20.000000,154.381873,0.000000,5.000000,151.061917,20.000000,194.381873,8.000000,-0.022275,-0.147306,-0.055004,150.985073,4.817712,-0.587340,0.265853,4.590998,-0.034982,0.079685,1.497882,0.028687,0.041716,1.537412,0.032723,0,follow,,151.061917,1.335505,-1.270522,0,,
13.943437,0.502493,4.871388,-4.966725,0.239360,3.772261,20.000000,154.632027,0.000000,5.000000,151.101327,20.000000,194.632027,8.000000,-0.020886,-0.149127,-0.036859,151.024507,4.817599,-0.443999,0.269827,4.665893,-0.033275,0.079475,1.497893,0.034151,0.039252,1.537561,0.024350,0,follow,,151.101327,1.250956,-1.185450,0,,
13.993283,0.518077,5.115328,-4.968460,0.242089,3.871007,20.000000,154.881617,0.000000,5.000000,151.104943,20.000000,194.881617,8.000000,-0.019504,-0.150024,-0.018486,151.028099,4.818435,-0.297916,0.273792,4.740788,-0.031540,0.079299,1.497902,0.034685,0.041028,1.540681,0.016987,0,follow,,151.104943,1.154657,-1.087811,0,,
14.043102,0.527736,5.270816,-4.969435,0.243972,3.932636,20.000000,155.132259,0.000000,5.000000,151.198043,20.000000,195.132259,8.000000,-0.018588,-0.150000,0.000000,151.121214,4.819435,-0.150000,0.277743,4.815684,-0.030565,0.079035,1.497916,0.019503,0.045848,1.544038,0.019290,0,follow,,151.198043,1.095049,-1.027100,0,,
14.092926,0.541053,5.492427,-4.970685,0.246169,4.019049,20.000000,155.380880,0.000000,5.000000,151.223169,20.000000,195.380880,8.000000,-0.017724,-0.149054,0.018486,151.146283,4.821631,-0.001162,0.281685,4.890580,-0.029315,0.078839,1.497927,0.024996,0.034624,1.545191,0.007552,0,follow,,151.223169,1.012016,-0.941772,0,,
14.143210,0.550320,5.653517,-4.971547,0.247290,4.080569,20.000000,155.631607,0.000000,5.000000,151.310912,20.000000,195.631607,8.000000,-0.017121,-0.147183,0.036859,151.233983,4.824364,0.147689,0.285614,4.965477,-0.028453,0.078575,1.497941,0.017252,0.027434,1.535952,0.010784,0,follow,,151.310912,0.953635,-0.881267,0,,
14.193506,0.564929,5.916186,-4.972818,0.249167,4.179392,20.000000,155.883448,0.000000,5.000000,151.298431,20.000000,195.883448,8.000000,-0.016553,-0.144387,0.055004,151.221366,4.828431,0.295647,0.289535,5.040375,-0.027182,0.078421,1.497949,0.025425,0.031546,1.544793,0.006381,0,follow,,151.298431,0.860583,-0.783665,0,,
14.243042,0.574016,6.083535,-4.973562,0.250210,4.241390,20.000000,156.131698,0.000000,5.000000,151.377595,20.000000,196.131698,8.000000,-0.016253,-0.140741,0.072810,151.300430,4.832821,0.441743,0.293443,5.115273,-0.026438,0.078161,1.497962,0.014868,0.026417,1.551648,0.005615,0,follow,,151.377595,0.803757,-0.722682,0,,
14.293268,0.586667,6.321894,-4.974471,0.251906,4.328104,20.000000,156.381901,0.000000,5.000000,151.387886,20.000000,196.381901,8.000000,-0.016072,-0.136203,0.090168,151.310552,4.838267,0.585138,0.297342,5.190171,-0.025529,0.077979,1.497972,0.018177,0.029653,1.545012,-0.002388,0,follow,,151.387886,0.725388,-0.637094,0,,
14.343053,0.595755,6.495090,-4.975065,0.253439,4.390134,20.000000,156.632047,0.000000,5.000000,151.463188,20.000000,196.632047,8.000000,-0.015844,-0.130826,0.106969,151.385702,4.844239,0.724926,0.301228,5.265071,-0.024935,0.077712,1.497986,0.011883,0.042925,1.551360,-0.000866,0,follow,,151.463188,0.671752,-0.575985,0,,
14.393005,0.610764,6.777308,-4.975915,0.256460,4.489464,20.000000,156.881341,0.000000,5.000000,151.428854,20.000000,196.881341,8.000000,-0.015491,-0.124662,0.123111,151.351125,4.851253,0.860224,0.305107,5.339970,-0.024085,0.077577,1.497993,0.017014,0.052350,1.554251,0.004670,0,follow,,151.428854,0.587902,-0.477672,0,,
14.443110,0.620545,6.956906,-4.976373,0.258890,4.551867,20.000000,157.132241,0.000000,5.000000,151.498518,20.000000,197.132241,8.000000,-0.015430,-0.117690,0.138494,151.420587,4.858683,0.990259,0.308971,5.414871,-0.023627,0.077296,1.498007,0.009146,0.063945,1.562695,-0.002113,0,follow,,151.498518,0.539944,-0.416038,0,,
14.493369,0.634671,7.212615,-4.977014,0.262696,4.639129,20.000000,157.382168,0.000000,5.000000,151.491248,20.000000,197.382168,8.000000,-0.015611,-0.110016,0.153023,151.413047,4.866998,1.114165,0.312827,5.489771,-0.022986,0.077106,1.498017,0.012817,0.070183,1.562506,-0.005274,0,follow,,151.491248,0.477152,-0.329559,0,,
14.543049,0.644965,7.398340,-4.977481,0.265653,4.701666,20.000000,157.631978,0.000000,5.000000,151.553743,20.000000,197.631978,8.000000,-0.015416,-0.101668,0.166608,151.475290,4.875813,1.231197,0.316667,5.564673,-0.022519,0.076814,1.498032,0.009356,0.074651,1.564801,0.001204,0,follow,,151.553743,0.438984,-0.267664,0,,
14.593235,0.661963,7.700883,-4.978154,0.270995,4.801761,20.000000,157.880258,0.000000,5.000000,151.498091,20.000000,197.880258,8.000000,-0.015387,-0.092750,0.179166,151.419300,4.885405,1.340582,0.320501,5.639575,-0.021846,0.076678,1.498039,0.013456,0.087414,1.567384,-0.001180,0,follow,,151.498091,0.388056,-0.168196,0,,
14.643005,0.672998,7.893253,-4.978530,0.274597,4.864453,20.000000,158.129229,0.000000,5.000000,151.553110,20.000000,198.129229,8.000000,-0.015417,-0.083241,0.190620,151.474029,4.895289,1.441720,0.324320,5.714478,-0.021470,0.076370,1.498055,0.007524,0.092510,1.566470,0.000470,0,follow,,151.553110,0.369091,-0.106005,0,,
14.694038,0.684342,8.088113,-4.978921,0.278303,4.927021,20.000000,158.384135,0.000000,5.000000,151.611534,20.000000,198.384135,8.000000,-0.015316,-0.072985,0.200899,151.532138,4.905936,1.534204,0.328122,5.789381,-0.021079,0.076038,1.498071,0.007811,0.092905,1.563470,0.003176,0,follow,,151.611534,0.359899,-0.043886,0,,
14.742994,0.700652,8.365392,-4.979664,0.283766,5.015036,20.000000,158.631068,0.000000,5.000000,151.579734,20.000000,198.631068,8.000000,-0.015512,-0.062595,0.209938,151.499961,4.917069,1.616912,0.331914,5.864285,-0.020336,0.075837,1.498082,0.014858,0.099611,1.569539,-0.003818,0,follow,,151.579734,0.362736,0.043722,0,,
14.793358,0.719682,8.688602,-4.980816,0.290222,5.115716,20.000000,158.881001,0.000000,5.000000,151.505060,20.000000,198.881001,8.000000,-0.015770,-0.051699,0.217684,151.424856,4.929117,1.689773,0.335698,5.939190,-0.019184,0.075691,1.498089,0.023050,0.101395,1.573026,-0.009161,0,follow,,151.505060,0.390025,0.144051,0,,
14.842924,0.731760,8.893918,-4.981833,0.294098,5.178574,20.000000,159.130635,0.000000,5.000000,151.547858,20.000000,199.130635,8.000000,-0.015937,-0.040498,0.224087,151.467278,4.941336,1.752202,0.339465,6.014095,-0.018167,0.075346,1.498106,0.020342,0.098957,1.573582,-0.007897,0,follow,,151.547858,0.419516,0.206595,0,,
14.892980,0.748794,9.185381,-4.983583,0.299335,5.266468,20.000000,159.379037,0.000000,5.000000,151.503433,20.000000,199.379037,8.000000,-0.016371,-0.029104,0.229109,151.422400,4.954479,1.803770,0.343222,6.089001,-0.016417,0.075140,1.498117,0.034990,0.092844,1.568973,-0.009067,0,follow,,151.503433,0.469965,0.294172,0,,
14.942934,0.761058,9.396386,-4.984997,0.303068,5.329041,20.000000,159.630850,0.000000,5.000000,151.542761,20.000000,199.630850,8.000000,-0.016178,-0.017375,0.232719,151.461319,4.967622,1.844374,0.346961,6.163908,-0.015003,0.074769,1.498135,0.028276,0.089740,1.562297,0.005559,0,follow,,151.542761,0.511925,0.356517,0,,
