time,mission_id,phase,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,distance,horizontal_distance,vertical_error,relative_speed,closing_speed,controller_status,plan_id,prediction_age,trajectory_age,tracker_rejection_reason,plan_prediction_sequence_id,latest_prediction_sequence_id,planner_source_age_at_publish,planner_completion_to_publish_delay,selected_t_go,contact_stamp,remaining_t_go,terminal_mode,planned_capture_margin,target_yaw,sea_safety_state,sea_safety_margin,gazebo_real_time_factor,front_rgb_hz,front_depth_hz,down_rgb_hz,down_depth_hz,rgbd_localizer_compute_time,front_monitor_compute_time,down_monitor_compute_time,tracker_hz,tracker_callback_time,planner_compute_time,prediction_0p5_error,prediction_1p0_error,prediction_2p0_error
0.04418015480041504,1,FAR_GUIDANCE,43.71641127511741,4.068660825884226,-4.995080210401475,2.8619768448234786,-2.892403177208301,-0.0002849155120768606,47.473184431929575,0.5267698755981163,0.14981046517088265,2.8287951377063707,-2.828059063896792,-0.011840983751681982,7.288911861111676,5.163171123976339,5.144890675572357,0.07331257271579193,0.056525678293269516,FAR_GUIDANCE,0,0.07496953010559082,0.0,,0,6711,0.0,0.0,0.0,0.0,0.0,False,0.0,-0.755988696853608,SAFE,4.925173931121826,0.9992632865905762,20.14128303527832,20.13744354248047,20.181049346923828,20.170671463012695,0.0025515658780932426,0.0021669589914381504,0.002116509946063161,0.0,0.0005534609954338521,0.0,,,
0.09421586990356445,1,FAR_GUIDANCE,43.86178224576678,3.920516674609916,-4.99501797532776,2.8633896236048715,-2.8918983813858845,-0.0005178539579165398,47.61469272828063,0.38528939525151323,0.14875642714199536,2.8286239734625593,-2.8282302623288795,-0.03027708937683662,7.282896684011467,5.155789852823924,5.143774402469755,0.078408493843418,0.06983875504753301,FAR_GUIDANCE,0,0.07511305809020996,0.0,,0,6712,0.0,0.0,0.0,0.0,0.0,False,0.0,-0.7552477109024611,SAFE,4.92504804611206,0.9987712502479553,20.13005828857422,20.13724708557129,20.181049346923828,20.170671463012695,0.0025515658780932426,0.0021669589914381504,0.002116509946063161,20.01423895097487,0.000556554994545877,0.0,,,
0.14439105987548828,1,FAR_GUIDANCE,44.005853721901815,3.773195165674574,-4.994949541961152,2.8646721695012944,-2.891778235022142,-0.0009865165418882988,47.756666598343465,0.24332889909951,0.1467761926400253,2.8285056306743472,-2.8283486166389586,-0.04858687283201713,7.277767282885946,5.15058764550076,5.141725734601177,0.08716151064492043,0.0830337029455659,FAR_GUIDANCE,0,0.07504892349243164,0.0,,0,6713,0.14036059379577637,0.0002613067626953125,0.0,0.0,0.0,False,0.0,-0.755172726842583,SAFE,4.925009422302246,0.9987712502479553,20.13005828857422,20.13724708557129,20.067073822021484,20.059017181396484,0.004776632878929377,0.0021669589914381504,0.0036373119801282883,20.027235830587784,0.0006196180038386956,0.04955933999735862,,,
0.1941375732421875,1,FAR_GUIDANCE,44.136578982757776,3.6391910312165914,-4.994789468493755,2.865949104399831,-2.89205039838264,-0.001107721242424313,47.89721413733777,0.10278552330985449,0.1439174684100844,2.828441132074722,-2.8284131173482887,-0.0664163130004111,7.283876005644222,5.162222455708006,5.138706936903839,0.09859900447163518,0.09633644826234697,FAR_GUIDANCE,0,0.0751042366027832,0.0,,0,6714,0.14036059379577637,0.0002613067626953125,0.0,0.0,0.0,False,0.0,-0.7545274787213163,SAFE,4.9248983192443845,0.9999290108680725,19.76112937927246,19.75017738342285,20.067073822021484,20.059017181396484,0.004776632878929377,0.003365572076290846,0.0036373119801282883,19.935378692459423,0.0007267839973792434,0.04955933999735862,,,
0.24405860900878906,1,FAR_GUIDANCE,44.27368901140215,3.4984755440856925,-4.994529726784735,2.867643610090413,-2.8926157601588827,-0.0011467353067952154,48.03864442625025,-0.03864440821547298,0.14015615643684312,2.828429104723998,-2.8284251447669964,-0.08394950187871165,7.2836190147560576,5.165859738006932,5.134685883221578,0.11186827382008238,0.10981587117078287,FAR_GUIDANCE,0,0.07492494583129883,0.0,,0,6715,0.14036059379577637,0.0002613067626953125,0.0,0.0,0.0,False,0.0,-0.7543725130506722,SAFE,4.9247457313537595,0.9999290108680725,19.76112937927246,19.75017738342285,19.66724967956543,19.6672306060791,0.00556524284183979,0.003365572076290846,0.003659025067463517,19.942629868508952,0.0009761959954630584,0.04955933999735862,,,
0.29390549659729004,1,FAR_GUIDANCE,44.418132271096376,3.35018027497553,-4.994349546505922,2.8696602044804664,-2.8932746343669353,-0.0012640336637688683,48.179839783037,-0.17983796539007701,0.13553903907091275,2.8284700057323,-2.8283842431099644,-0.10093718768028043,7.2751102454283085,5.158630843809668,5.129888585576834,0.12586553532240458,0.1230664401891697,FAR_GUIDANCE,0,0.07525134086608887,0.0,,0,6716,0.14036059379577637,0.0002613067626953125,0.0,0.0,0.0,False,0.0,-0.7533721056413896,SAFE,4.924451522827148,0.9995694160461426,19.89435386657715,19.89982795715332,19.66724967956543,19.6672306060791,0.00556524284183979,0.003365572076290846,0.003659025067463517,19.976414869681676,0.0005870190070709214,0.04955933999735862,,,
0.34361696243286133,1,FAR_GUIDANCE,44.564353942871094,3.2000253200531006,-4.994109630584717,2.8719582557678223,-2.8941845893859863,-0.0013757378328591585,48.32036392351065,-0.32035349179879147,0.13010456966973366,2.8285640105708714,-2.828290232200295,-0.11721749780963678,7.2634873940614115,5.147880918747022,5.124214200254451,0.14015862506334004,0.13609995512388293,FAR_GUIDANCE,0,0.07523584365844727,0.0,,0,6717,0.1291332244873047,0.0006310939788818359,0.0,0.0,0.0,False,0.0,-0.7532029971192209,SAFE,4.924298934936523,0.9995694160461426,19.89435386657715,19.89982795715332,19.8311767578125,19.81980323791504,0.004481873009353876,0.003365572076290846,0.003659025067463517,19.987057483643156,0.0007166389987105504,0.03808186500100419,,,
0.3940415382385254,1,FAR_GUIDANCE,44.69795600792955,3.062830465440401,-4.993790634008247,2.87445246991138,-2.895125100771667,-0.0017051699805710851,48.46286497687146,-0.46283398644712237,0.12381017197241581,2.8287112049387075,-2.828143016018497,-0.1330181763278749,7.265995278081078,5.157988888289949,5.117600805980663,0.15434367053801767,0.14868927925837583,FAR_GUIDANCE,0,0.07535243034362793,0.0,,0,6718,0.1291332244873047,0.0006310939788818359,0.0,0.0,0.0,False,0.0,-0.7524854532111984,SAFE,4.924004249572754,1.000925064086914,20.046302795410156,20.006723403930664,19.8311767578125,19.81980323791504,0.004481873009353876,0.00228306301869452,0.003659025067463517,20.001095423066285,0.0005635519919451326,0.03808186500100419,,,
0.4440193176269531,1,FAR_GUIDANCE,44.83540242685117,2.921826258320984,-4.993345026374902,2.877349519296172,-2.8962077960013652,-0.0018763513250281767,48.604347502206494,-0.604278520330248,0.11678222842303294,2.8289114512339926,-2.8279427153104058,-0.14787119144455327,7.26304085430482,5.1612364692069885,5.110127254797935,0.16828802993934308,0.16099626593504202,FAR_GUIDANCE,0,0.07415962219238281,0.0,,0,6719,0.1291332244873047,0.0006310939788818359,0.0,0.0,0.0,False,0.0,-0.7522890644355331,SAFE,4.923724822998047,1.000925064086914,20.046302795410156,20.006723403930664,20.025083541870117,20.043054580688477,0.004219240974634886,0.00228306301869452,0.0035976790823042393,19.98270101847694,0.000795656000263989,0.03808186500100419,,,
0.49404430389404297,1,FAR_GUIDANCE,44.98029792815471,2.773234565565883,-4.992798636919609,2.880855857806251,-2.89756265808826,-0.0021797103953216496,48.745829747002645,-0.7457000867460885,0.10903451920392243,2.829164833962458,-2.8276892230706996,-0.16181088248433223,7.251953703583579,5.153846230340812,5.101833156123532,0.18175909872598978,0.17304796812015433,FAR_GUIDANCE,0,0.07520580291748047,0.0,,0,6720,0.1291332244873047,0.0006310939788818359,0.0,0.0,0.0,False,0.0,-0.7512524721503353,SAFE,4.923088245391845,0.9999945163726807,20.190608978271484,20.161792755126953,20.025083541870117,20.043054580688477,0.004219240974634886,0.00228306301869452,0.0035976790823042393,19.99630042812056,0.0007098990026861429,0.03808186500100419,0.04335161096806171,,
0.5441000461578369,1,MINCO_TRACKING,45.12782825570993,2.6217878965127936,-4.99222214517533,2.8843604742572713,-2.898629721361495,-0.002374597098265836,48.88740136802127,-0.887182962430888,0.10060963025480342,2.829471594050492,-2.827382269602285,-0.17475913788366862,7.237693138601637,5.142690587205336,5.092831775430134,0.19443615521381127,0.1843528637565273,PLAN_ACCEPTED,3,0.07734227180480957,0.03744697570800781,,6719,6721,0.12421226501464844,0.0003027915954589844,3.325805977837363,1789550933.721144,3.2883589267730713,False,0.22490249949756802,-0.7510977995586914,HOLD,0.0,0.9999945163726807,20.190608978271484,20.161792755126953,19.8948917388916,19.92397117614746,0.004892896860837936,0.00228306301869452,0.005053182132542133,21.943173705865593,0.00024596099683549255,0.03326186499907635,0.04335161096806171,,
0.5940232276916504,1,MINCO_TRACKING,45.265132654093975,2.4806285939956125,-4.99173045543059,2.887532633387968,-2.899598604211063,-0.002492885507188141,49.02875494897073,-1.0284146523244349,0.09157899993224626,2.8298310292648927,-2.8270225230460397,-0.18660959061161672,7.233137099628274,5.145700854406297,5.083309455362836,0.20614490964891488,0.19462673245944698,TRACKING,3,0.07511711120605469,0.08524680137634277,,6719,6722,0.12421226501464844,0.0003027915954589844,3.325805977837363,1789550933.721144,3.2405591011047363,False,0.22490249949756802,-0.7503001573702126,SAFE,4.92205207824707,0.9953554272651672,20.07028579711914,20.04189682006836,19.8948917388916,19.92397117614746,0.004892896860837936,0.003700210014358163,0.005053182132542133,21.82086063199953,0.0006196729955263436,0.03326186499907635,0.20678863695911154,,
