time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,camera_measurement_valid,camera_x,camera_y,camera_z,camera_position_error,camera_confidence,kf_state_valid,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,kf_position_error,kf_state_age,guidance_prediction_0p5_x,guidance_prediction_0p5_y,guidance_prediction_0p5_z,guidance_prediction_0p5_error,guidance_prediction_0p5_age,guidance_prediction_1p0_x,guidance_prediction_1p0_y,guidance_prediction_1p0_z,guidance_prediction_1p0_error,guidance_prediction_1p0_age,guidance_prediction_2p0_x,guidance_prediction_2p0_y,guidance_prediction_2p0_z,guidance_prediction_2p0_error,guidance_prediction_2p0_age,kf_prediction_0p5_x,kf_prediction_0p5_y,kf_prediction_0p5_z,kf_prediction_0p5_error,kf_prediction_0p5_age,kf_prediction_1p0_x,kf_prediction_1p0_y,kf_prediction_1p0_z,kf_prediction_1p0_error,kf_prediction_1p0_age,kf_prediction_2p0_x,kf_prediction_2p0_y,kf_prediction_2p0_z,kf_prediction_2p0_error,kf_prediction_2p0_age,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,guidance_altitude_reference,guidance_closing_speed,trajectory_plan_feasible,trajectory_planner,minco_target_curve_weight,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.028457,-0.007003,-0.018185,0.009450,-0.008415,-0.003288,-0.001469,8.000000,0.002593,0.012204,0.000003,0.050000,0.234893,1,7.991921,1.022799,0.140210,1.028237,1.000000,1,7.993438,1.016384,0.142358,-0.001275,-0.006441,-0.007009,1.022133,0.028680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,8.007031,8.007030,0.002754,8.000004,0.072610,0.341137,0.000003,0.050000,0.234893,-0.000000,0.000000,0.000000,1.400352,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131245,0.081245,0.000000,0.000000,-0.051469,0.168293,0.065761,-1.000000,-0.010307,0.018055,-0.001031,0,takeoff,,8.007031,0.242441,-0.008637,0,,,
0.078732,-0.008340,-0.016681,0.008741,-0.009173,-0.002108,-0.001583,8.000001,0.007755,0.024057,0.000019,0.100000,0.232719,1,7.991108,1.023660,0.139757,1.022511,1.000000,1,7.993003,1.017278,0.141622,-0.001800,-0.004724,-0.007553,1.016370,0.028980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,8.008392,8.008378,0.015317,8.000027,0.147796,0.349961,0.000019,0.100000,0.232719,-0.000000,0.000000,0.000000,1.400420,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131245,0.031245,0.000000,0.000000,-0.101469,0.000000,0.000000,-1.000000,-0.011822,0.017042,-0.003072,0,takeoff,,8.008392,0.255749,-0.009951,0,,,
0.129855,-0.009191,-0.015773,0.008177,-0.009629,-0.001504,-0.001638,8.000003,0.015487,0.035761,0.000056,0.150000,0.229109,1,7.989772,1.025141,0.138984,1.014968,1.000000,1,7.992409,1.018317,0.140866,-0.002517,-0.002909,-0.008092,1.008351,0.030045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,8.009302,8.009255,0.027584,8.000082,0.225557,0.356621,0.000056,0.150000,0.229109,-0.000000,0.000000,0.000000,1.400465,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131248,0.003908,0.000000,0.000000,-0.151469,0.000000,0.000000,-1.000000,-0.011379,0.013481,-0.002081,0,takeoff,,8.009302,0.276209,-0.011071,0,,,
0.178524,-0.010363,-0.014620,0.007282,-0.010271,-0.000602,-0.001917,8.000008,0.025400,0.046801,0.000125,0.200000,0.224087,1,7.980803,1.038977,0.165458,1.020679,1.000000,1,7.990483,1.021415,0.144347,-0.005103,0.001752,-0.002508,1.000825,0.028860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.000000,8.010568,8.010471,0.039519,8.000183,0.305506,0.360642,0.000125,0.200000,0.224087,-0.000000,0.000000,0.000000,1.400528,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131249,0.005003,0.000000,0.000000,-0.201469,0.000000,0.000000,-1.000000,-0.007740,0.012172,-0.002318,0,takeoff,,8.010568,0.302370,-0.012513,0,,,
0.228469,-0.011179,-0.013756,0.006415,-0.010654,0.000090,-0.002143,8.000018,0.038012,0.057849,0.000234,0.250000,0.217684,1,7.980803,1.038977,0.165458,1.006916,1.000000,1,7.990229,1.021502,0.144222,-0.005103,0.001752,-0.002508,0.987324,0.029013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,-0.006256,8.011530,8.011365,0.051433,8.000346,0.388156,0.362732,0.000234,0.250000,0.217684,-0.000000,0.000000,0.000000,1.400576,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131246,0.006470,0.000000,0.000000,-0.251469,0.000000,0.000000,-1.000000,-0.013052,0.016803,-0.009803,0,takeoff,,8.011530,0.333013,-0.013914,0,,,
0.278402,-0.012359,-0.012225,0.004909,-0.011461,0.001187,-0.002451,8.000035,0.053131,0.068540,0.000394,0.300000,0.209938,1,7.978894,1.041003,0.190608,0.995609,1.000000,1,7.988031,1.024973,0.152182,-0.007909,0.006640,0.009176,0.975508,0.028672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,-0.006571,8.012913,8.012660,0.063632,8.000587,0.473325,0.362590,0.000394,0.300000,0.209938,-0.000000,0.000000,0.000000,1.400646,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131232,0.008165,0.000000,0.000000,-0.301469,0.000000,0.000000,-1.000000,-0.011885,0.017313,-0.008159,0,takeoff,,8.012913,0.366795,-0.015977,0,,,
0.328527,-0.012997,-0.011230,0.003932,-0.011670,0.002056,-0.002683,8.000063,0.070712,0.078783,0.000613,0.349999,0.200899,1,7.978894,1.041003,0.190608,0.976943,1.000000,1,7.987635,1.025305,0.152641,-0.007909,0.006640,0.009176,0.957527,0.028502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,-0.007111,8.013828,8.013479,0.074851,8.003362,0.560941,0.360180,0.004099,0.349976,0.200899,0.002489,-0.000029,0.000000,1.400691,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131240,0.010237,0.000000,0.000000,-0.351469,0.000000,0.000000,-1.000000,-0.003982,0.019558,-0.004008,0,takeoff,,8.013828,0.403313,-0.017741,0,,,
0.378507,-0.013732,-0.009938,0.002584,-0.011753,0.003006,-0.003181,8.000103,0.090843,0.088570,0.000900,0.399999,0.190620,1,7.978229,1.071601,0.188076,0.986035,1.000000,1,7.985499,1.034411,0.159789,-0.010417,0.019278,0.018812,0.946364,0.028543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,-0.007835,8.014930,8.014468,0.085986,8.004438,0.651122,0.355580,0.005290,0.399965,0.190620,0.003134,-0.000041,0.000000,1.400746,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131253,0.012587,0.000000,0.000000,-0.401469,0.000000,0.000000,-1.000000,-0.002090,0.008601,-0.001624,0,takeoff,,8.014930,0.441953,-0.019723,0,,,
0.428473,-0.014199,-0.009127,0.001596,-0.011868,0.003488,-0.003496,8.000161,0.113476,0.097806,0.001266,0.449998,0.179166,1,7.972821,1.072370,0.213862,0.966278,1.000000,1,7.982740,1.042149,0.170432,-0.013634,0.029014,0.032757,0.931671,0.028759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,-0.008687,8.015875,8.015298,0.096210,8.005769,0.743804,0.348781,0.006741,0.449950,0.179166,0.003909,-0.000059,0.000000,1.400794,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131249,0.015309,0.000000,0.000000,-0.451469,0.000000,0.000000,-1.000000,-0.006590,0.012196,-0.009850,0,takeoff,,8.015875,0.482607,-0.022153,0,,,
0.478462,-0.014868,-0.008050,0.000056,-0.012270,0.003989,-0.003949,8.000240,0.138600,0.106433,0.001719,0.499997,0.166608,1,7.972739,1.101252,0.212839,0.968905,1.000000,1,7.980389,1.053757,0.179290,-0.016027,0.043596,0.043117,0.918267,0.028514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,-0.009629,8.017156,8.016450,0.106377,8.007372,0.838987,0.339827,0.008463,0.499928,0.166608,0.004814,-0.000081,0.000000,1.400858,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131276,0.018309,0.000000,0.000000,-0.501469,0.000000,0.000000,-1.000000,-0.009028,0.003684,-0.006950,0,takeoff,,8.017156,0.524700,-0.025321,0,,,
