time,mission_id,phase,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,distance,horizontal_distance,vertical_error,relative_speed,closing_speed,controller_status,plan_id,prediction_age,trajectory_age,tracker_rejection_reason,plan_prediction_sequence_id,latest_prediction_sequence_id,planner_failure_reason,planner_failure_detail,planner_required_time,planner_horizontal_min_time,planner_vertical_min_time,planner_sea_safe_min_time,planner_search_min_time,planner_search_max_time,planner_available_prediction_duration,planner_locked_remaining_t_go,planner_source_age_at_publish,planner_completion_to_publish_delay,selected_t_go,contact_stamp,remaining_t_go,terminal_mode,planned_capture_margin,target_yaw,sea_safety_state,sea_safety_margin,gazebo_real_time_factor,front_rgb_hz,front_depth_hz,down_rgb_hz,down_depth_hz,rgbd_localizer_compute_time,front_monitor_compute_time,down_monitor_compute_time,tracker_hz,tracker_callback_time,planner_compute_time,prediction_0p5_error,prediction_1p0_error,prediction_2p0_error
0.06428265571594238,1,FAR_GUIDANCE,45.281951082306875,2.475496894401343,-4.989257618946542,2.834502834809724,-2.8396442190741102,-0.006555849700247275,49.00339391113987,-1.0030781688592443,0.09324210544216942,2.8297626298274703,-2.82709098877838,-0.18456629422364382,7.1959311174734175,5.094077070383888,5.082499724388712,0.17851546569848972,0.13424889359921593,FAR_GUIDANCE,0,0.08300256729125977,0.0,,0,786,,,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,False,0.0,-0.7514042350424335,SAFE,4.91911714553833,0.9998137950897217,19.939180374145508,19.938182830810547,20.06856346130371,20.086441040039062,0.004045555833727121,0.002941438928246498,0.0016549930442124605,0.0,0.0006998259923420846,0.0,,,
0.10808324813842773,1,FAR_GUIDANCE,45.40726089477539,2.3490943908691406,-4.989541053771973,2.837958335876465,-2.8398802280426025,-0.006971396040171385,49.1273535992801,-1.1269035233964726,0.08491391821942804,2.8301161231176417,-2.826737110880484,-0.19413454073743716,7.188306093430934,5.0913309880706095,5.0744549719914005,0.1877878711809191,0.14253847056299887,FAR_GUIDANCE,0,0.08300113677978516,0.0,,0,787,,,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,False,0.0,-0.751057489200865,SAFE,4.919391326904297,0.9998137950897217,19.939180374145508,19.938182830810547,19.853683471679688,19.8438777923584,0.005503383930772543,0.002941438928246498,0.001744395005516708,20.57402974532041,0.000819894004962407,0.0,,,
0.1642594337463379,1,FAR_GUIDANCE,45.554156115493385,2.2007606889282902,-4.989823618325986,2.841438805317431,-2.840552528527357,-0.007364219446668129,49.28642846656554,-1.2857630106509843,0.07371208086920462,2.8306230278629787,-2.8262295154731905,-0.205207145983987,7.192016281080692,5.107416608257605,5.0635356991951905,0.19865536319401253,0.15184749731993144,FAR_GUIDANCE,0,0.08293795585632324,0.0,,0,788,,,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,False,0.0,-0.7511699194317591,SAFE,4.919654541015625,1.003051996231079,20.023088455200195,19.98001480102539,19.853683471679688,19.8438777923584,0.005503383930772543,0.0072830901481211185,0.001744395005516708,19.668021851773698,0.000550130003830418,0.0,,,
0.2153186798095703,1,MINCO_TRACKING,45.67627716064453,2.0772223472595215,-4.990095615386963,2.8439314365386963,-2.8410370349884033,-0.007636141497641802,49.42985723925336,-1.4289420383315505,0.06308201771893625,2.831141910723549,-2.8257097256686827,-0.2137285883013428,7.205356083986273,5.136394854887645,5.053177633105899,0.20705698493674402,0.15865535368328634,TRACKING,1,0.08515262603759766,0.09154891967773438,,787,789,NONE,NONE,2.8449968609140064,2.8449968609140064,2.831561160147321,0.15,2.8449968609140064,3.9563560485839844,3.9563560485839844,nan,0.1098024845123291,0.0058345794677734375,3.1949968609140065,1789563193.7701716,3.103447914123535,False,0.2933343935964343,-0.7504943664919401,SAFE,4.919981174468994,1.003051996231079,20.023088455200195,19.98001480102539,20.149085998535156,20.11470603942871,0.008786807768046856,0.0072830901481211185,0.0021469308994710445,26.590994966208935,0.0005784459935966879,0.043886140003451146,,,
0.26433539390563965,1,MINCO_TRACKING,45.841461302025344,1.9099395031594764,-4.990506263674616,2.8465799679791637,-2.841598983615271,-0.0019393212530633619,49.56967273991619,-1.5684636888030645,0.05235799215663526,2.831697773943782,-2.825152689155372,-0.2207996641704223,7.171424488497095,5.098906676090017,5.042864255831251,0.2199813855822178,0.16961397438359166,TRACKING,1,0.08301949501037598,0.13935232162475586,,787,790,NONE,NONE,2.8449968609140064,2.8449968609140064,2.831561160147321,0.15,2.8449968609140064,3.9563560485839844,3.9563560485839844,nan,0.1098024845123291,0.0058345794677734375,3.1949968609140065,1789563193.7701716,3.0556445121765137,False,0.2933343935964343,-0.7506421217458108,SAFE,4.920293025970459,1.0150604248046875,19.851089477539062,19.88960838317871,20.149085998535156,20.11470603942871,0.008786807768046856,0.0072830901481211185,0.0021469308994710445,25.189865207353897,0.0007109419966582209,0.043886140003451146,,,
0.3083498477935791,1,MINCO_TRACKING,45.96702575683594,1.7825932502746582,-4.990166187286377,2.8476688861846924,-2.841718912124634,0.029774121940135956,49.69438568742798,-1.6928615891640022,0.04250253669888851,2.8322417065449192,-2.8246073772724234,-0.22588373078885898,7.162384580469009,5.09627299044711,5.032668723985266,0.2566938646688633,0.19597025006749996,TRACKING,1,0.0793302059173584,0.18933534622192383,,787,791,NONE,NONE,2.8449968609140064,2.8449968609140064,2.831561160147321,0.15,2.8449968609140064,3.9563560485839844,3.9563560485839844,nan,0.1098024845123291,0.0058345794677734375,3.1949968609140065,1789563193.7701716,3.0056614875793457,False,0.2933343935964343,-0.7500596242754796,SAFE,4.919681507621974,1.0150604248046875,19.851089477539062,19.88960838317871,19.819929122924805,19.872438430786133,0.0042014168575406075,0.0072830901481211185,0.0029374859295785427,24.17519695439957,0.0005577830015681684,0.043886140003451146,,,
0.36445188522338867,1,MINCO_TRACKING,46.11473565204128,1.632484014886297,-4.986478825942251,2.8485461652911686,-2.843055683780836,0.12107331213185535,49.853282165132114,-1.8512919138186223,0.029693367011311082,2.8329886222364333,-2.8238582588860432,-0.23095676427829626,7.160684898899545,5.110129621836166,5.016172192953562,0.3528962354089773,0.26406490889490924,PLAN_ACCEPTED,2,0.045035600662231445,0.05078387260437012,,791,792,NONE,NONE,2.8389153297139837,2.8389153297139837,2.815687306389266,0.16190964877605438,2.8389153297139837,3.955800771713257,3.955800771713257,2.9943888187408447,0.09001469612121582,0.005724191665649414,2.9943888187408447,1789563193.7701716,2.9436049461364746,False,0.3499999999999919,-0.7500654667064004,HOLD,0.0,0.9995826482772827,20.101655960083008,20.112051010131836,19.819929122924805,19.872438430786133,0.0042014168575406075,0.0072830901481211185,0.0029374859295785427,25.8452172251988,0.0003459860017756,0.024144169001374394,,,
0.41264796257019043,1,MINCO_TRACKING,46.234806060791016,1.5102354288101196,-4.979213714599609,2.850818157196045,-2.846754550933838,0.21806715428829193,49.98978233081519,-1.9873177611083563,0.018490187385151395,2.8336875252994904,-2.8231569165399755,-0.23379922170461778,7.1630837909846665,5.1315421760669135,4.997703901984761,0.4528062815941573,0.33577067061723154,TRACKING,2,0.08828330039978027,0.09403157234191895,,791,793,NONE,NONE,2.8389153297139837,2.8389153297139837,2.815687306389266,0.16190964877605438,2.8389153297139837,3.955800771713257,3.955800771713257,2.9943888187408447,0.09001469612121582,0.005724191665649414,2.9943888187408447,1789563193.7701716,2.900357246398926,False,0.3499999999999919,-0.7491882536908752,SAFE,4.878611831397549,0.9995826482772827,20.101655960083008,20.112051010131836,20.182226181030273,20.173221588134766,0.005534702911973,0.0072830901481211185,0.0029374859295785427,25.259418565591705,0.0005578989948844537,0.024144169001374394,,,
0.46427297592163086,1,MINCO_TRACKING,46.38216542499237,1.35974976124588,-4.96616846368984,2.862992526652031,-2.8636791062735387,0.20141923557220578,50.13616438157985,-2.1331160373093003,0.006367678839236054,2.834490803777098,-2.822350418233545,-0.2354070479405773,7.142740044376132,5.127632948327757,4.972536142529076,0.43970172916368766,0.3392935297385777,TRACKING,2,0.08279085159301758,0.13870811462402344,,791,794,NONE,NONE,2.8389153297139837,2.8389153297139837,2.815687306389266,0.16190964877605438,2.8389153297139837,3.955800771713257,3.955800771713257,2.9943888187408447,0.09001469612121582,0.005724191665649414,2.9943888187408447,1789563193.7701716,2.8556807041168213,False,0.3499999999999919,-0.7493969520431163,SAFE,4.855297092842845,0.999191164970398,19.952320098876953,19.967370986938477,20.182226181030273,20.173221588134766,0.005534702911973,0.013373319059610367,0.0029374859295785427,25.06260117081787,0.0007599470118293539,0.024144169001374394,,,
0.5080196857452393,1,MINCO_TRACKING,46.5029296875,1.2357105016708374,-4.957278728485107,2.873157262802124,-2.8794660568237305,0.18494977056980133,50.260218202593954,-2.256602442987784,-0.0039401984273339935,2.8352203111409016,-2.8216175564506325,-0.2354587984074174,7.130850530086997,5.129665358392017,4.953338530057773,0.4260622327386401,0.34035085889090205,TRACKING,2,0.08296918869018555,0.18873214721679688,,791,795,NONE,NONE,2.8389153297139837,2.8389153297139837,2.815687306389266,0.16190964877605438,2.8389153297139837,3.955800771713257,3.955800771713257,2.9943888187408447,0.09001469612121582,0.005724191665649414,2.9943888187408447,1789563193.7701716,2.805656671524048,False,0.3499999999999919,-0.7483161915593799,SAFE,4.859646847334759,0.999191164970398,19.952320098876953,19.967370986938477,19.884855270385742,19.865463256835938,0.0024526389315724373,0.013373319059610367,0.002306143054738641,24.553299532906987,0.00043306600127834827,0.024144169001374394,0.20802046102276536,,
