time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.542042,-0.000367,0.022741,0.035301,-0.001182,0.011445,-0.000300,20.109500,2.949700,0.120256,0.346753,4.987962,0.153023,CTRV,-0.127136,20.321935,20.321758,0.084955,22.057042,12.730777,0.426301,1.590284,4.740358,0.153023,0.602672,-0.202183,0.000000,2.000000,-0.001182,0.011445,-0.000300,0.000000,0.000000,0.000000,-0.007738,-0.012866,0.003129,0,takeoff,,20.321935,4.991020,-1.061710,0,,,
0.591956,-0.000926,0.022017,0.035493,-0.001528,0.010440,-0.000245,20.128547,3.194074,0.126824,0.378904,4.985622,0.138494,CTRV,-0.126963,20.378076,20.377871,0.091331,22.137426,12.962812,0.403811,1.619170,4.730570,0.138494,0.600606,-0.205574,0.000000,2.000000,-0.001528,0.010440,-0.000245,0.000000,0.000000,0.000000,-0.004848,-0.016493,0.001505,0,takeoff,,20.378076,4.991635,-1.150851,0,,,
0.641897,-0.001393,0.021482,0.035585,-0.001790,0.009692,-0.000162,20.149964,3.447554,0.132868,0.411222,4.983061,0.123111,CTRV,-0.128261,20.440759,20.440527,0.097282,22.234684,13.199825,0.379089,1.662054,4.715674,0.123111,0.604835,-0.213176,0.000000,2.000000,-0.001790,0.009692,-0.000162,0.000000,0.000000,0.000000,-0.004264,-0.021994,0.002199,0,takeoff,,20.440759,4.992011,-1.241337,0,,,
0.691833,-0.002138,0.020768,0.035620,-0.002271,0.008861,-0.000189,20.172649,3.696506,0.137970,0.443721,4.980272,0.106969,CTRV,-0.128869,20.507159,20.506904,0.102351,22.326812,13.433406,0.351908,1.698503,4.702668,0.106969,0.606027,-0.218884,0.000000,2.000000,-0.002271,0.008861,-0.000189,0.000000,0.000000,0.000000,-0.014087,-0.018401,-0.001778,0,takeoff,,20.507159,4.992527,-1.330383,0,,,
0.741951,-0.002658,0.020242,0.035546,-0.002406,0.008251,-0.000413,20.197046,3.946032,0.142236,0.476417,4.977251,0.090168,CTRV,-0.129498,20.577931,20.577655,0.106690,22.421163,13.666915,0.322571,1.735253,4.689232,0.090168,0.607247,-0.224712,0.000000,2.000000,-0.002406,0.008251,-0.000413,0.000000,0.000000,0.000000,-0.005845,-0.014587,-0.002579,0,takeoff,,20.577931,4.992838,-1.418461,0,,,
0.791902,-0.003347,0.019285,0.035330,-0.002759,0.007231,-0.000709,20.223001,4.194458,0.145606,0.509324,4.973991,0.072810,CTRV,-0.130190,20.653072,20.652777,0.110275,22.518003,13.898542,0.291227,1.772698,4.675205,0.072810,0.608665,-0.230787,0.000000,2.000000,-0.002759,0.007231,-0.000709,0.000000,0.000000,0.000000,-0.002633,-0.016623,-0.004562,0,takeoff,,20.653072,4.993630,-1.505962,0,,,
0.841890,-0.003727,0.018727,0.035214,-0.002961,0.006702,-0.000826,20.250596,4.442555,0.148078,0.542458,4.970487,0.055004,CTRV,-0.130902,20.732115,20.731808,0.112863,22.617035,14.129148,0.258086,1.810449,4.660716,0.055004,0.610095,-0.236991,0.000000,2.000000,-0.002961,0.006702,-0.000826,0.000000,0.000000,0.000000,-0.007450,-0.010746,-0.002612,0,takeoff,,20.732115,4.993972,-1.592328,0,,,
0.891871,-0.004290,0.018097,0.035020,-0.003179,0.006249,-0.001218,20.279998,4.691598,0.149648,0.575835,4.966731,0.036859,CTRV,-0.131910,20.816029,20.815714,0.114628,22.721099,14.359191,0.223366,1.851090,4.644724,0.036859,0.612687,-0.244178,0.000000,2.000000,-0.003179,0.006249,-0.001218,0.000000,0.000000,0.000000,-0.002670,-0.006568,-0.009909,0,takeoff,,20.816029,4.994305,-1.678133,0,,,
0.941885,-0.004645,0.017767,0.034838,-0.003205,0.005848,-0.001340,20.310952,4.939323,0.150286,0.609472,4.962715,0.018486,CTRV,-0.132735,20.903554,20.903235,0.115448,22.825364,14.587734,0.187259,1.890155,4.628965,0.018486,0.614426,-0.250890,0.000000,2.000000,-0.003205,0.005848,-0.001340,0.000000,0.000000,0.000000,-0.005542,-0.011319,-0.002204,0,takeoff,,20.903554,4.994627,-1.762605,0,,,
0.991909,-0.005257,0.017494,0.034568,-0.003346,0.005575,-0.001579,20.343639,5.187099,0.150000,0.643385,4.958433,-0.000000,CTRV,-0.133725,20.995611,20.995294,0.115432,22.933367,14.815113,0.150000,1.930887,4.612123,-0.000000,0.616754,-0.258207,0.000000,2.000000,-0.003346,0.005575,-0.001579,0.000000,0.000000,0.000000,-0.002437,-0.001984,-0.002791,0,takeoff,,20.995611,4.994904,-1.846328,0,,,
1.041874,-0.005639,0.017569,0.034459,-0.003441,0.005563,-0.001751,20.378062,5.434803,0.148789,0.677592,4.953874,-0.018486,CTRV,-0.134765,21.091581,21.091271,0.114330,23.044050,15.041498,0.111816,1.972237,4.594593,-0.018486,0.619190,-0.265788,0.000000,2.000000,-0.003441,0.005563,-0.001751,0.000000,0.000000,0.000000,-0.003468,-0.000662,-0.004913,0,takeoff,,21.091581,4.994984,-1.929026,0,,,
1.091846,-0.006229,0.017938,0.034352,-0.003829,0.005761,-0.001802,20.414140,5.681738,0.146664,0.712108,4.949030,-0.036859,CTRV,-0.135900,21.191571,21.191274,0.112312,23.157773,15.266015,0.072946,2.014613,4.576170,-0.036859,0.621902,-0.273786,0.000000,2.000000,-0.003829,0.005761,-0.001802,0.000000,0.000000,0.000000,-0.003659,0.001730,-0.000551,0,takeoff,,21.191571,4.994968,-2.010868,0,,,
1.141847,-0.006691,0.018393,0.034351,-0.004036,0.006192,-0.001994,20.452084,5.929212,0.143629,0.746953,4.943891,-0.055004,CTRV,-0.137264,21.295803,21.295523,0.109279,23.276028,15.489488,0.033621,2.059233,4.556266,-0.055004,0.625411,-0.282658,0.000000,2.000000,-0.004036,0.006192,-0.001994,0.000000,0.000000,0.000000,-0.004883,0.013114,-0.003316,0,takeoff,,21.295803,4.994764,-2.091697,0,,,
1.191847,-0.007360,0.019192,0.034406,-0.004354,0.006914,-0.002130,20.491648,6.175493,0.139720,0.782144,4.938446,-0.072810,CTRV,-0.138481,21.403749,21.403490,0.105314,23.395059,15.711351,-0.005901,2.102683,4.536378,-0.072810,0.628204,-0.291182,0.000000,2.000000,-0.004354,0.006914,-0.002130,0.000000,0.000000,0.000000,-0.003972,0.009706,-0.002779,0,takeoff,,21.403749,4.994355,-2.171348,0,,,
1.241744,-0.007705,0.019649,0.034534,-0.004511,0.007202,-0.002167,20.533124,6.422272,0.134938,0.817701,4.932683,-0.090168,CTRV,-0.139949,21.515792,21.515558,0.100404,23.518909,15.931948,-0.045397,2.148566,4.514827,-0.090168,0.631843,-0.300689,0.000000,2.000000,-0.004511,0.007202,-0.002167,0.000000,0.000000,0.000000,-0.003972,0.009706,-0.002779,0,takeoff,,21.515792,4.994412,-2.250258,0,,,
1.291961,-0.008097,0.020165,0.034824,-0.004544,0.007680,-0.002467,20.576225,6.667735,0.129345,0.853642,4.926591,-0.106969,CTRV,-0.141191,21.631307,21.631100,0.094521,23.642865,16.151036,-0.084593,2.192594,4.493610,-0.106969,0.634455,-0.309574,0.000000,2.000000,-0.004544,0.007680,-0.002467,0.000000,0.000000,0.000000,0.003043,0.009485,-0.006049,0,takeoff,,21.631307,4.994305,-2.327834,0,,,
1.341862,-0.008219,0.020372,0.035038,-0.004505,0.007778,-0.002611,20.621439,6.914478,0.122919,0.889987,4.920155,-0.123111,CTRV,-0.142976,21.751304,21.751127,0.087881,23.774623,16.368466,-0.123302,2.241681,4.469325,-0.123111,0.639007,-0.320507,0.000000,2.000000,-0.004505,0.007778,-0.002611,0.000000,0.000000,0.000000,-0.000538,-0.000532,-0.004247,0,takeoff,,21.751304,4.994606,-2.404863,0,,,
1.391890,-0.008094,0.020566,0.035455,-0.004179,0.008022,-0.002290,20.668252,7.159542,0.115768,0.926756,4.913362,-0.138494,CTRV,-0.144572,21.874248,21.874100,0.080313,23.906841,16.583807,-0.161219,2.289239,4.445153,-0.138494,0.642644,-0.330959,0.000000,2.000000,-0.004179,0.008022,-0.002290,0.000000,0.000000,0.000000,0.002094,0.003135,0.003719,0,takeoff,,21.874248,4.994752,-2.480382,0,,,
1.441892,-0.007829,0.020662,0.035736,-0.003884,0.008106,-0.002366,20.716572,7.402510,0.107960,0.963970,4.906196,-0.153023,CTRV,-0.145947,21.999948,21.999830,0.072224,24.039201,16.796771,-0.198085,2.335034,4.421269,-0.153023,0.645271,-0.340791,0.000000,2.000000,-0.003884,0.008106,-0.002366,0.000000,0.000000,0.000000,0.008586,0.003515,-0.001067,0,takeoff,,21.999948,4.995070,-2.554746,0,,,
1.491838,-0.007250,0.020787,0.036078,-0.003122,0.008349,-0.002414,20.767774,7.649950,0.099334,1.001651,4.898642,-0.166608,CTRV,-0.148343,22.131646,22.131556,0.063256,24.184549,17.009132,-0.233882,2.390024,4.391786,-0.166608,0.651493,-0.354544,0.000000,2.000000,-0.003122,0.008349,-0.002414,0.000000,0.000000,0.000000,0.015505,0.003846,-0.006063,0,takeoff,,22.131646,4.995147,-2.628482,0,,,
1.541901,-0.006648,0.020818,0.036220,-0.002485,0.008367,-0.002640,20.820144,7.893387,0.090213,1.039820,4.890682,-0.179166,CTRV,-0.150048,22.265119,22.265054,0.053994,24.325404,17.218885,-0.268119,2.439094,4.364725,-0.179166,0.654919,-0.365982,0.000000,2.000000,-0.002485,0.008367,-0.002640,0.000000,0.000000,0.000000,0.017314,-0.004095,-0.003209,0,takeoff,,22.265119,4.995455,-2.700848,0,,,
1.591856,-0.005430,0.020773,0.036211,-0.001281,0.008541,-0.003058,20.874966,8.138700,0.080451,1.078500,4.882299,-0.190620,CTRV,-0.152362,22.402983,22.402939,0.044241,24.475015,17.426770,-0.300789,2.493648,4.333788,-0.190620,0.660305,-0.379937,0.000000,2.000000,-0.001281,0.008541,-0.003058,0.000000,0.000000,0.000000,0.019148,0.003369,-0.010646,0,takeoff,,22.402983,4.995460,-2.772075,0,,,
1.641880,-0.004520,0.020677,0.036241,-0.000433,0.008653,-0.003329,20.931402,8.381971,0.070253,1.117714,4.873471,-0.200899,CTRV,-0.154424,22.543852,22.543826,0.034012,24.624697,17.632226,-0.331544,2.546177,4.303137,-0.200899,0.664508,-0.393191,0.000000,2.000000,-0.000433,0.008653,-0.003329,0.000000,0.000000,0.000000,0.022979,0.002548,-0.003544,0,takeoff,,22.543852,4.995572,-2.842410,0,,,
1.691886,-0.003144,0.020430,0.036401,0.000816,0.008581,-0.003534,20.989855,8.624867,0.059619,1.157486,4.864178,-0.209938,CTRV,-0.156608,22.687945,22.687933,0.023217,24.778286,17.835345,-0.360258,2.599923,4.270878,-0.209938,0.668855,-0.407170,0.000000,2.000000,0.000816,0.008581,-0.003534,0.000000,0.000000,0.000000,0.024457,0.000561,-0.003997,0,takeoff,,22.687945,4.995729,-2.911540,0,,,
1.741784,-0.002146,0.020215,0.036444,0.001748,0.008414,-0.003786,21.050364,8.867391,0.048611,1.197840,4.854398,-0.217684,CTRV,-0.158994,22.835955,22.835952,0.012167,24.936550,18.035693,-0.386757,2.655544,4.236518,-0.217684,0.673580,-0.422215,0.000000,2.000000,0.001748,0.008414,-0.003786,0.000000,0.000000,0.000000,0.024121,-0.005769,-0.003561,0,takeoff,,22.835955,4.995994,-2.980012,0,,,
1.791900,-0.000596,0.019904,0.036391,0.003093,0.008117,-0.004151,21.113104,9.110056,0.037274,1.238803,4.844106,-0.224087,CTRV,-0.161599,22.987371,22.987371,0.000883,25.099824,18.233576,-0.410901,2.713153,4.199857,-0.224087,0.678692,-0.438442,0.000000,2.000000,0.003093,0.008117,-0.004151,0.000000,0.000000,0.000000,0.018374,-0.004759,-0.007177,0,takeoff,,22.987371,4.996213,-3.047329,0,,,
1.841753,0.000263,0.019724,0.036333,0.003715,0.007953,-0.004225,21.177558,9.350749,0.025773,1.280400,4.833278,-0.229109,CTRV,-0.164050,23.141866,23.141864,-0.010560,25.264287,18.428457,-0.432446,2.769601,4.162849,-0.229109,0.682917,-0.454354,0.000000,2.000000,0.003715,0.007953,-0.004225,0.000000,0.000000,0.000000,0.017243,-0.002665,-0.001186,0,takeoff,,23.141866,4.996424,-3.114024,0,,,
1.891781,0.001228,0.019572,0.036228,0.004506,0.007682,-0.004510,21.244486,9.592159,0.014051,1.322657,4.821885,-0.232719,CTRV,-0.166856,23.300450,23.300439,-0.022176,25.435218,18.620623,-0.451386,2.829111,4.122636,-0.232719,0.687887,-0.472055,0.000000,2.000000,0.004506,0.007682,-0.004510,0.000000,0.000000,0.000000,0.014519,-0.003675,-0.005249,0,takeoff,,23.300450,4.996615,-3.179822,0,,,
1.941878,0.001785,0.019538,0.036113,0.004934,0.007737,-0.004491,21.313462,9.832550,0.002263,1.365602,4.809899,-0.234893,CTRV,-0.169761,23.462394,23.462369,-0.033850,25.609935,18.809374,-0.467523,2.889518,4.080525,-0.234893,0.692714,-0.490528,0.000000,2.000000,0.004934,0.007737,-0.004491,0.000000,0.000000,0.000000,0.011556,0.001028,0.001698,0,takeoff,,23.462394,4.996526,-3.244750,0,,,
1.992588,0.002397,0.019551,0.035801,0.005230,0.007646,-0.004641,21.384526,10.071941,-0.009522,1.409264,4.797288,-0.235619,CTRV,-0.172567,23.627273,23.627229,-0.045324,25.786764,18.995595,-0.480761,2.949189,4.037609,-0.235619,0.696757,-0.508932,0.000000,2.000000,0.005230,0.007646,-0.004641,0.000000,0.000000,0.000000,0.005921,-0.003255,0.000441,0,takeoff,,23.627273,4.996532,-3.308848,0,,,
2.041882,0.002696,0.019614,0.035526,0.005374,0.007678,-0.004705,21.458145,10.311709,-0.021300,1.453671,4.784019,-0.234893,CTRV,-0.176068,23.796360,23.796292,-0.056826,25.973062,19.176609,-0.491086,3.014496,3.989087,-0.234893,0.702350,-0.530756,0.000000,2.000000,0.005374,0.007678,-0.004705,0.000000,0.000000,0.000000,0.001236,0.000905,-0.003764,0,takeoff,,23.796360,4.996397,-3.372175,0,,,
2.091876,0.003013,0.019646,0.035156,0.005599,0.007577,-0.004784,21.533650,10.549524,-0.032885,1.498853,4.770057,-0.232719,CTRV,-0.179248,23.967713,23.967617,-0.068041,26.159367,19.354995,-0.498323,3.077217,3.940906,-0.232719,0.706400,-0.551585,0.000000,2.000000,0.005599,0.007577,-0.004784,0.000000,0.000000,0.000000,0.000024,-0.004872,-0.001181,0,takeoff,,23.967713,4.996296,-3.434393,0,,,
2.141924,0.003129,0.019604,0.034875,0.005525,0.007454,-0.004863,21.611583,10.786973,-0.044287,1.544840,4.755362,-0.229109,CTRV,-0.182680,24.142656,24.142526,-0.079162,26.351157,19.529341,-0.502506,3.141893,3.889538,-0.229109,0.710540,-0.573960,0.000000,2.000000,0.005525,0.007454,-0.004863,0.000000,0.000000,0.000000,-0.004164,-0.006390,-0.000082,0,takeoff,,24.142656,4.996240,-3.495988,0,,,
2.191961,0.003106,0.019416,0.034580,0.005335,0.007298,-0.004858,21.691996,11.024003,-0.055433,1.591663,4.739895,-0.224087,CTRV,-0.186308,24.321122,24.320955,-0.090013,26.547992,19.699694,-0.503608,3.208017,3.835183,-0.224087,0.714527,-0.597680,0.000000,2.000000,0.005335,0.007298,-0.004858,0.000000,0.000000,0.000000,-0.006624,-0.005488,-0.001162,0,takeoff,,24.321122,4.996196,-3.556814,0,,,
2.241801,0.003035,0.019240,0.034613,0.005205,0.007097,-0.004767,21.774565,11.259506,-0.066204,1.639354,4.723613,-0.217684,CTRV,-0.190148,24.502106,24.501899,-0.100817,26.749635,19.864694,-0.501572,3.275611,3.777615,-0.217684,0.718305,-0.622850,0.000000,2.000000,0.005205,0.007097,-0.004767,0.000000,0.000000,0.000000,-0.003789,-0.004913,0.002474,0,takeoff,,24.502106,4.996129,-3.616599,0,,,
2.291837,0.002929,0.019037,0.034803,0.004871,0.006867,-0.004624,21.859705,11.494512,-0.076585,1.687946,4.706468,-0.209938,CTRV,-0.194104,24.686385,24.686133,-0.111388,26.955693,20.025709,-0.496462,3.343882,3.717318,-0.209938,0.721545,-0.649059,0.000000,2.000000,0.004871,0.006867,-0.004624,0.000000,0.000000,0.000000,-0.007201,-0.004385,0.007396,0,takeoff,,24.686385,4.996113,-3.675695,0,,,
2.341890,0.002745,0.018849,0.034964,0.004625,0.006753,-0.004606,21.946459,11.726301,-0.086395,1.737470,4.688411,-0.200899,CTRV,-0.197774,24.871786,24.871490,-0.121359,27.161930,20.182176,-0.488192,3.409823,3.656926,-0.200899,0.723245,-0.674374,0.000000,2.000000,0.004625,0.006753,-0.004606,0.000000,0.000000,0.000000,-0.004336,-0.004724,-0.003195,0,takeoff,,24.871786,4.995918,-3.733514,0,,,
2.391845,0.002295,0.018363,0.035269,0.004205,0.006361,-0.004373,22.037353,11.961342,-0.095854,1.787961,4.669389,-0.190620,CTRV,-0.202408,25.063832,25.063489,-0.131124,27.380972,20.333172,-0.477095,3.482485,3.587799,-0.190620,0.726199,-0.704882,0.000000,2.000000,0.004205,0.006361,-0.004373,0.000000,0.000000,0.000000,-0.004901,-0.005914,0.003802,0,takeoff,,25.063832,4.996029,-3.791121,0,,,
2.441858,0.001947,0.017993,0.035536,0.003742,0.006037,-0.004090,22.130231,12.193750,-0.104652,1.839451,4.649346,-0.179166,CTRV,-0.207378,25.257269,25.256880,-0.140187,27.605418,20.476081,-0.462985,3.557023,3.513914,-0.179166,0.728708,-0.737648,0.000000,2.000000,0.003742,0.006037,-0.004090,0.000000,0.000000,0.000000,-0.012838,-0.008096,0.005309,0,takeoff,,25.257269,4.996078,-3.847662,0,,,
2.491864,0.001379,0.017378,0.036109,0.003286,0.005618,-0.003701,22.226147,12.426014,-0.112837,1.891975,4.628221,-0.166608,CTRV,-0.212534,25.454602,25.454166,-0.148946,27.835037,20.614037,-0.446053,3.632207,3.436142,-0.166608,0.730297,-0.771967,0.000000,2.000000,0.003286,0.005618,-0.003701,0.000000,0.000000,0.000000,-0.009428,-0.004532,0.002615,0,takeoff,,25.454602,4.996212,-3.903424,0,,,
2.541909,0.000863,0.016887,0.036580,0.002734,0.005178,-0.003395,22.324016,12.655359,-0.120260,1.945565,4.605950,-0.153023,CTRV,-0.217227,25.653045,25.652565,-0.156839,28.063683,20.748144,-0.426305,3.703536,3.359140,-0.153023,0.729696,-0.804508,0.000000,2.000000,0.002734,0.005178,-0.003395,0.000000,0.000000,0.000000,-0.015391,-0.009572,0.007498,0,takeoff,,25.653045,4.996407,-3.958217,0,,,
2.591879,-0.000135,0.016169,0.037226,0.001973,0.004466,-0.003229,22.424949,12.884239,-0.126967,2.000257,4.582464,-0.138494,CTRV,-0.222577,25.855339,25.854818,-0.164193,28.301079,20.873644,-0.403954,3.778516,3.274571,-0.138494,0.728845,-0.841012,0.000000,2.000000,0.001973,0.004466,-0.003229,0.000000,0.000000,0.000000,-0.014248,-0.011423,0.000212,0,takeoff,,25.855339,4.996948,-4.012474,0,,,
2.641914,-0.000957,0.015723,0.037606,0.001296,0.004111,-0.002971,22.528491,13.111422,-0.132878,2.056082,4.557689,-0.123111,CTRV,-0.227810,26.059594,26.059036,-0.170484,28.540749,20.993983,-0.379100,3.851808,3.188036,-0.123111,0.726266,-0.877480,0.000000,2.000000,0.001296,0.004111,-0.002971,0.000000,0.000000,0.000000,-0.018876,-0.009765,0.007834,0,takeoff,,26.059594,4.997164,-4.065527,0,,,
2.691859,-0.002096,0.015083,0.038164,0.000444,0.003824,-0.002784,22.635013,13.337529,-0.137979,2.113074,4.531547,-0.106969,CTRV,-0.233648,26.267038,26.266448,-0.176143,28.788341,21.104771,-0.351917,3.927871,3.093837,-0.106969,0.722867,-0.917737,0.000000,2.000000,0.000444,0.003824,-0.002784,0.000000,0.000000,0.000000,-0.015963,-0.006151,-0.001660,0,takeoff,,26.267038,4.997433,-4.117805,0,,,
2.741952,-0.002794,0.014593,0.038560,0.000054,0.003488,-0.002508,22.744514,13.562338,-0.142231,2.171265,4.503955,-0.090168,CTRV,-0.239499,26.476671,26.476054,-0.180792,29.039330,21.209420,-0.322567,4.002733,2.996353,-0.090168,0.717623,-0.958650,0.000000,2.000000,0.000054,0.003488,-0.002508,0.000000,0.000000,0.000000,-0.012299,-0.008232,0.006717,0,takeoff,,26.476671,4.997604,-4.168810,0,,,
2.791688,-0.003765,0.013819,0.039155,-0.000635,0.002950,-0.002451,22.856792,13.785244,-0.145599,2.230683,4.474824,-0.072810,CTRV,-0.245960,26.688787,26.688147,-0.184754,29.297617,21.302917,-0.291220,4.079733,2.890636,-0.072810,0.710982,-1.003453,0.000000,2.000000,-0.000635,0.002950,-0.002451,0.000000,0.000000,0.000000,-0.010365,-0.009475,0.000079,0,takeoff,,26.688787,4.998138,-4.219234,0,,,
2.841808,-0.004246,0.013360,0.039497,-0.000805,0.002543,-0.002459,22.972274,14.006897,-0.148076,2.291359,4.444061,-0.055004,CTRV,-0.252319,26.903061,26.902407,-0.187573,29.558396,21.390580,-0.258085,4.154399,2.782260,-0.055004,0.702016,-1.048232,0.000000,2.000000,-0.000805,0.002543,-0.002459,0.000000,0.000000,0.000000,-0.002859,-0.009458,0.000233,0,takeoff,,26.903061,4.998386,-4.268226,0,,,
2.891909,-0.004701,0.012734,0.040064,-0.001085,0.002177,-0.002286,23.091389,14.227839,-0.149649,2.353317,4.411564,-0.036859,CTRV,-0.259527,27.120741,27.120078,-0.189713,29.828402,21.465766,-0.223367,4.231756,2.663126,-0.036859,0.691154,-1.098256,0.000000,2.000000,-0.001085,0.002177,-0.002286,0.000000,0.000000,0.000000,0.000590,-0.008280,0.000919,0,takeoff,,27.120741,4.998710,-4.316399,0,,,
2.941893,-0.004927,0.012291,0.040601,-0.000993,0.001975,-0.002021,23.212831,14.445469,-0.150285,2.416582,4.377228,-0.018486,CTRV,-0.266351,27.338935,27.338269,-0.190886,30.097770,21.534553,-0.187258,4.304768,2.543417,-0.018486,0.677442,-1.146580,0.000000,2.000000,-0.000993,0.001975,-0.002021,0.000000,0.000000,0.000000,0.004279,-0.006195,0.009411,0,takeoff,,27.338935,4.998778,-4.363105,0,,,
2.992683,-0.005120,0.011560,0.041620,-0.000848,0.001487,-0.001772,23.337903,14.661942,-0.150000,2.481174,4.340942,-0.000000,CTRV,-0.273845,27.560246,27.559580,-0.191620,30.374512,21.590960,-0.150000,4.378654,2.413998,-0.000000,0.661063,-1.199075,0.000000,2.000000,-0.000848,0.001487,-0.001772,0.000000,0.000000,0.000000,0.004731,-0.003759,0.004066,0,takeoff,,27.560246,4.999130,-4.408967,0,,,
