time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,t_go,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.513718,0.011865,0.021091,-0.023748,0.000343,-0.002414,-0.001894,20.086674,2.629441,0.110443,0.314753,4.990083,0.166608,20.243998,20.243553,0.134190,21.366636,22.921924,0.787965,4.066562,0.000343,-0.002414,-0.001894,0.000000,0.000000,0.000000,-0.023365,-0.004739,0.006437,0,takeoff,,20.243998,5.005225,-0.956161,0,,,
0.563717,0.010968,0.020581,-0.023253,-0.000583,-0.002705,-0.001664,20.104125,2.879883,0.118113,0.346753,4.987962,0.153023,20.296072,20.295580,0.141366,21.539643,23.529497,0.751609,4.139890,-0.000583,-0.002705,-0.001664,0.000000,0.000000,0.000000,-0.025007,-0.009419,0.008676,0,takeoff,,20.296072,5.005130,-1.048024,0,,,
0.613819,0.009695,0.019810,-0.022550,-0.001714,-0.003324,-0.001510,20.123090,3.128811,0.125010,0.378904,4.985622,0.138494,20.352796,20.352262,0.147559,21.720052,24.141643,0.708717,4.214686,-0.001714,-0.003324,-0.001510,0.000000,0.000000,0.000000,-0.022024,-0.012726,0.005977,0,takeoff,,20.352796,5.005403,-1.139245,0,,,
0.663666,0.008763,0.019238,-0.022101,-0.002616,-0.003601,-0.001355,20.143634,3.377209,0.131129,0.411222,4.983061,0.123111,20.413537,20.412962,0.153229,21.908152,24.759089,0.659386,4.290913,-0.002616,-0.003601,-0.001355,0.000000,0.000000,0.000000,-0.023131,-0.006764,0.007939,0,takeoff,,20.413537,5.005352,-1.229415,0,,,
0.713692,0.007415,0.018261,-0.021551,-0.003679,-0.004182,-0.001100,20.165826,3.625840,0.136452,0.443721,4.980272,0.106969,20.479285,20.478675,0.158003,22.104436,25.384553,0.603797,4.368981,-0.003679,-0.004182,-0.001100,0.000000,0.000000,0.000000,-0.012468,-0.007603,0.001131,0,takeoff,,20.479285,5.005660,-1.319273,0,,,
0.763778,0.006652,0.017608,-0.021411,-0.004316,-0.004622,-0.001069,20.189687,3.874726,0.140943,0.476417,4.977251,0.090168,20.548932,20.548291,0.162354,22.309055,26.016326,0.542059,4.448560,-0.004316,-0.004622,-0.001069,0.000000,0.000000,0.000000,-0.014774,-0.011163,0.005562,0,takeoff,,20.548932,5.005846,-1.408011,0,,,
0.813686,0.005720,0.016802,-0.021380,-0.005137,-0.005152,-0.001221,20.215186,4.123365,0.144564,0.509324,4.973991,0.072810,20.623140,20.622472,0.165945,22.522300,26.654355,0.474378,4.529761,-0.005137,-0.005152,-0.001221,0.000000,0.000000,0.000000,-0.014755,-0.008553,-0.002733,0,takeoff,,20.623140,5.006198,-1.496204,0,,,
0.863709,0.005148,0.016315,-0.021328,-0.005643,-0.005460,-0.001228,20.242442,4.372761,0.147305,0.542458,4.970487,0.055004,20.701573,20.700886,0.168633,22.744589,27.299676,0.401018,4.612610,-0.005643,-0.005460,-0.001228,0.000000,0.000000,0.000000,-0.007561,-0.006642,0.002967,0,takeoff,,20.701573,5.006359,-1.583407,0,,,
0.913678,0.004522,0.015661,-0.021299,-0.006149,-0.005901,-0.001254,20.271264,4.620973,0.149124,0.575835,4.966731,0.036859,20.784099,20.783400,0.170423,22.975857,27.948791,0.322244,4.696816,-0.006149,-0.005901,-0.001254,0.000000,0.000000,0.000000,-0.008258,-0.007178,-0.000459,0,takeoff,,20.784099,5.006718,-1.669639,0,,,
0.963701,0.004317,0.015249,-0.021284,-0.006453,-0.006230,-0.001324,20.301861,4.869758,0.150027,0.609472,4.962715,0.018486,20.870694,20.869991,0.171311,23.216728,28.604478,0.238440,4.782608,-0.006453,-0.006230,-0.001324,0.000000,0.000000,0.000000,-0.007952,-0.007758,-0.001838,0,takeoff,,20.870694,5.007013,-1.754947,0,,,
1.013711,0.004273,0.014560,-0.020934,-0.006626,-0.006900,-0.001340,20.334017,5.117202,0.150000,0.643385,4.958433,-0.000000,20.961028,20.960331,0.170934,23.467089,29.263105,0.150000,4.869664,-0.006626,-0.006900,-0.001340,0.000000,0.000000,0.000000,-0.004361,-0.009410,-0.003753,0,takeoff,,20.961028,5.007699,-1.839180,0,,,
1.063675,0.004491,0.014030,-0.020768,-0.006588,-0.007151,-0.001249,20.367935,5.364839,0.149050,0.677592,4.953874,-0.018486,21.055400,21.054715,0.169819,23.727591,29.927294,0.057390,4.958231,-0.006588,-0.007151,-0.001249,0.000000,0.000000,0.000000,0.001147,-0.005541,0.001726,0,takeoff,,21.055400,5.008010,-1.922301,0,,,
1.113673,0.005159,0.013107,-0.020463,-0.006264,-0.007751,-0.001170,20.403581,5.612250,0.147182,0.712108,4.949030,-0.036859,21.153584,21.152919,0.167645,23.998506,30.596365,-0.038893,5.048285,-0.006264,-0.007751,-0.001170,0.000000,0.000000,0.000000,0.009281,-0.011041,-0.000504,0,takeoff,,21.153584,5.008694,-2.004455,0,,,
1.163764,0.005755,0.012522,-0.020257,-0.005798,-0.008032,-0.001169,20.440320,5.855111,0.144455,0.746953,4.943891,-0.055004,21.254045,21.253407,0.164712,24.278609,31.259765,-0.138190,5.138595,-0.005798,-0.008032,-0.001169,0.000000,0.000000,0.000000,0.010974,-0.008993,-0.001895,0,takeoff,,21.254045,5.009099,-2.084560,0,,,
1.213799,0.006736,0.011794,-0.020053,-0.005445,-0.008612,-0.000967,20.480207,6.106858,0.140733,0.782144,4.938446,-0.072810,21.362084,21.361479,0.160786,24.572957,31.948410,-0.240264,5.232729,-0.005445,-0.008612,-0.000967,0.000000,0.000000,0.000000,0.006937,-0.010279,0.005618,0,takeoff,,21.362084,5.009874,-2.165789,0,,,
1.263867,0.007475,0.011390,-0.019829,-0.005154,-0.008758,-0.000963,20.521199,6.353832,0.136191,0.817701,4.932683,-0.090168,21.472396,21.471830,0.156019,24.877150,32.630583,-0.344139,5.327070,-0.005154,-0.008758,-0.000963,0.000000,0.000000,0.000000,0.002964,-0.004754,-0.001197,0,takeoff,,21.472396,5.010279,-2.245055,0,,,
1.313706,0.008620,0.010860,-0.019585,-0.004731,-0.008956,-0.000962,20.563756,6.599127,0.130837,0.853642,4.926591,-0.106969,21.585678,21.585154,0.150421,25.192536,33.313031,-0.449191,5.422392,-0.004731,-0.008956,-0.000962,0.000000,0.000000,0.000000,0.007400,-0.002665,0.000736,0,takeoff,,21.585678,5.010754,-2.323055,0,,,
1.363702,0.009315,0.010622,-0.019509,-0.004486,-0.009033,-0.000954,20.608346,6.845373,0.124651,0.889987,4.920155,-0.123111,21.703793,21.703314,0.144160,25.520593,34.001978,-0.554854,5.519461,-0.004486,-0.009033,-0.000954,0.000000,0.000000,0.000000,0.006523,0.000678,0.000736,0,takeoff,,21.703793,5.011177,-2.400384,0,,,
1.413670,0.010269,0.010421,-0.019330,-0.004187,-0.009046,-0.000850,20.654477,7.089684,0.117740,0.926756,4.913362,-0.138494,21.824712,21.824282,0.137070,25.860428,34.689960,-0.660233,5.617391,-0.004187,-0.009046,-0.000850,0.000000,0.000000,0.000000,0.006423,0.006190,0.003248,0,takeoff,,21.824712,5.011556,-2.476400,0,,,
1.463724,0.010955,0.010388,-0.019146,-0.003922,-0.008905,-0.000851,20.702999,7.336438,0.110024,0.963970,4.906196,-0.153023,21.951045,21.950665,0.129170,26.214482,35.387532,-0.764880,5.717483,-0.003922,-0.008905,-0.000851,0.000000,0.000000,0.000000,0.000864,0.000643,-0.000124,0,takeoff,,21.951045,5.011805,-2.551873,0,,,
1.513711,0.011957,0.010379,-0.018787,-0.003514,-0.008790,-0.000857,20.752548,7.578509,0.101768,1.001651,4.898642,-0.166608,22.078569,22.078240,0.120555,26.579749,36.076839,-0.867491,5.817598,-0.003514,-0.008790,-0.000857,0.000000,0.000000,0.000000,0.005274,0.004001,-0.001032,0,takeoff,,22.078569,5.012058,-2.625524,0,,,
1.563707,0.012515,0.010377,-0.018443,-0.003303,-0.008816,-0.000784,20.805039,7.825254,0.092714,1.039820,4.890682,-0.179166,22.212917,22.212639,0.111157,26.961397,36.781038,-0.968059,5.920602,-0.003303,-0.008816,-0.000784,0.000000,0.000000,0.000000,0.007735,0.000214,0.003244,0,takeoff,,22.212917,5.012486,-2.699254,0,,,
1.613684,0.013226,0.010509,-0.018081,-0.002984,-0.008666,-0.000503,20.859065,8.069612,0.083154,1.078500,4.882299,-0.190620,22.349685,22.349456,0.101235,27.356247,37.481941,-1.065195,6.024279,-0.002984,-0.008666,-0.000503,0.000000,0.000000,0.000000,0.007561,0.005220,0.000267,0,takeoff,,22.349685,5.012713,-2.771492,0,,,
1.663713,0.013672,0.010654,-0.017868,-0.002855,-0.008544,-0.000393,20.915060,8.313540,0.073080,1.117714,4.873471,-0.200899,22.490314,22.490130,0.090948,27.765867,38.184523,-1.158289,6.129304,-0.002855,-0.008544,-0.000393,0.000000,0.000000,0.000000,0.004046,0.003238,0.005719,0,takeoff,,22.490314,5.012978,-2.842914,0,,,
1.713712,0.014206,0.011026,-0.017632,-0.002780,-0.008241,-0.000408,20.972898,8.556368,0.062581,1.157486,4.864178,-0.209938,22.633958,22.633816,0.080213,28.190218,38.886186,-1.246457,6.235343,-0.002780,-0.008241,-0.000408,0.000000,0.000000,0.000000,-0.000828,0.007277,0.001717,0,takeoff,,22.633958,5.013042,-2.913204,0,,,
1.763720,0.014418,0.011312,-0.017427,-0.002736,-0.007870,-0.000453,21.032907,8.799353,0.051669,1.197840,4.854398,-0.217684,22.781821,22.781716,0.069097,28.630731,39.590483,-1.329086,6.342935,-0.002736,-0.007870,-0.000453,0.000000,0.000000,0.000000,0.002443,0.009029,-0.001897,0,takeoff,,22.781821,5.013006,-2.982602,0,,,
1.813690,0.014569,0.011763,-0.016998,-0.002754,-0.007487,-0.000220,21.094225,9.038907,0.040573,1.238803,4.844106,-0.224087,22.931300,22.931227,0.057571,29.085540,40.287443,-1.404978,6.450836,-0.002754,-0.007487,-0.000220,0.000000,0.000000,0.000000,-0.001365,0.008890,0.004164,0,takeoff,,22.931300,5.012938,-3.050622,0,,,
1.863805,0.014597,0.012114,-0.016650,-0.002749,-0.007196,-0.000156,21.158851,9.282740,0.029005,1.280400,4.833278,-0.229109,23.087358,23.087312,0.045655,29.560262,40.996549,-1.474308,6.561553,-0.002749,-0.007196,-0.000156,0.000000,0.000000,0.000000,-0.001963,0.006860,0.003523,0,takeoff,,23.087358,5.012891,-3.118373,0,,,
1.913713,0.014491,0.012683,-0.016145,-0.002951,-0.006746,-0.000085,21.225070,9.523956,0.017352,1.322657,4.821885,-0.232719,23.245519,23.245494,0.033497,30.050934,41.699571,-1.535539,6.672829,-0.002951,-0.006746,-0.000085,0.000000,0.000000,0.000000,-0.000889,0.009669,-0.003199,0,takeoff,,23.245519,5.012687,-3.184939,0,,,
1.964576,0.014367,0.012995,-0.015861,-0.003176,-0.006545,0.000058,21.294480,9.768234,0.005413,1.365602,4.809899,-0.234893,23.409578,23.409569,0.021274,30.562271,42.411075,-1.588712,6.786596,-0.003176,-0.006545,0.000058,0.000000,0.000000,0.000000,-0.006614,0.001160,0.005127,0,takeoff,,23.409578,5.012673,-3.251162,0,,,
2.013596,0.014201,0.013292,-0.015583,-0.003685,-0.006575,-0.000155,21.363746,10.003706,-0.006161,1.409264,4.797288,-0.235619,23.571414,23.571412,0.009422,31.086151,43.099827,-1.631681,6.898923,-0.003685,-0.006575,-0.000155,0.000000,0.000000,0.000000,-0.008007,-0.003058,-0.004632,0,takeoff,,23.571414,5.012881,-3.315719,0,,,
2.063784,0.014086,0.013456,-0.015347,-0.004002,-0.006482,-0.000014,21.436943,10.244426,-0.017986,1.453671,4.784019,-0.234893,23.740505,23.740505,-0.002639,31.633597,43.801530,-1.665624,7.014417,-0.004002,-0.006482,-0.000014,0.000000,0.000000,0.000000,-0.008998,-0.001462,-0.000720,0,takeoff,,23.740505,5.012871,-3.379861,0,,,
2.113555,0.014121,0.013630,-0.015026,-0.004137,-0.006707,0.000050,21.511591,10.481773,-0.029569,1.498853,4.770057,-0.232719,23.910739,23.910735,-0.014544,32.198683,44.493140,-1.688895,7.130181,-0.004137,-0.006707,0.000050,0.000000,0.000000,0.000000,-0.003477,-0.003495,-0.002804,0,takeoff,,23.910739,5.013046,-3.442709,0,,,
2.163819,0.014228,0.013826,-0.014924,-0.004130,-0.006621,0.000071,21.589230,10.720586,-0.041077,1.544840,4.755362,-0.229109,24.085600,24.085586,-0.026153,32.785991,45.186715,-1.701626,7.247845,-0.004130,-0.006621,0.000071,0.000000,0.000000,0.000000,-0.000843,0.002895,0.001111,0,takeoff,,24.085600,5.012815,-3.504601,0,,,
2.213671,0.014349,0.014067,-0.014848,-0.004057,-0.006413,0.000141,21.668625,10.956809,-0.052245,1.591663,4.739895,-0.224087,24.262166,24.262137,-0.037397,33.392889,45.871093,-1.702883,7.366045,-0.004057,-0.006413,0.000141,0.000000,0.000000,0.000000,0.007152,0.004809,0.000024,0,takeoff,,24.262166,5.012390,-3.565230,0,,,
2.263708,0.014390,0.014196,-0.014818,-0.004087,-0.006410,0.000204,21.750504,11.192548,-0.063107,1.639354,4.723613,-0.217684,24.442106,24.442058,-0.048289,34.021984,46.551418,-1.692592,7.485556,-0.004087,-0.006410,0.000204,0.000000,0.000000,0.000000,0.000604,0.003802,0.000070,0,takeoff,,24.442106,5.012135,-3.625155,0,,,
2.313590,0.014508,0.014321,-0.014687,-0.003979,-0.006408,0.000248,21.834704,11.427153,-0.073568,1.687946,4.706468,-0.209938,24.624727,24.624656,-0.058882,34.673379,47.224989,-1.670380,7.606094,-0.003979,-0.006408,0.000248,0.000000,0.000000,0.000000,0.003096,-0.000601,-0.002191,0,takeoff,,24.624727,5.011784,-3.684011,0,,,
2.363669,0.014583,0.014254,-0.014567,-0.003875,-0.006525,0.000297,21.922010,11.662594,-0.083654,1.737470,4.688411,-0.200899,24.811771,24.811675,-0.069086,35.349927,47.896650,-1.636284,7.728430,-0.003875,-0.006525,0.000297,0.000000,0.000000,0.000000,0.001541,-0.002219,0.001320,0,takeoff,,24.811771,5.011505,-3.742195,0,,,
2.413693,0.014676,0.013941,-0.013922,-0.003731,-0.006944,0.000470,22.011417,11.895910,-0.093171,1.787961,4.669389,-0.190620,25.000881,25.000756,-0.079249,36.049639,48.557746,-1.589830,7.851527,-0.003731,-0.006944,0.000470,0.000000,0.000000,0.000000,0.003114,-0.003372,-0.001932,0,takeoff,,25.000881,5.011464,-3.799489,0,,,
2.463746,0.014709,0.013631,-0.013462,-0.003551,-0.007243,0.000743,22.103635,12.128825,-0.102138,1.839451,4.649346,-0.179166,25.193381,25.193225,-0.088676,36.774990,49.211743,-1.531159,7.975943,-0.003551,-0.007243,0.000743,0.000000,0.000000,0.000000,0.006418,-0.005753,0.001988,0,takeoff,,25.193381,5.011272,-3.855829,0,,,
2.513718,0.014812,0.012957,-0.012592,-0.003238,-0.007937,0.000993,22.198186,12.359934,-0.110446,1.891975,4.628221,-0.166608,25.388176,25.387987,-0.097853,37.333983,49.385704,-1.443311,8.000000,-0.003238,-0.007937,0.000993,0.000000,0.000000,0.000000,0.004223,-0.009801,0.000101,0,takeoff,,25.388176,5.011376,-3.911314,0,,,
2.563688,0.014994,0.012542,-0.011942,-0.003064,-0.008305,0.001205,22.295664,12.590527,-0.118094,1.945565,4.605950,-0.153023,25.586035,25.585815,-0.106152,37.860186,49.438127,-1.342275,8.000000,-0.003064,-0.008305,0.001205,0.000000,0.000000,0.000000,0.004004,-0.010003,0.004036,0,takeoff,,25.586035,5.011216,-3.965881,0,,,
2.613747,0.015457,0.012006,-0.011046,-0.002733,-0.008684,0.001319,22.395735,12.819597,-0.125002,2.000257,4.582464,-0.138494,25.786124,25.785872,-0.113956,38.397789,49.479306,-1.232951,8.000000,-0.002733,-0.008684,0.001319,0.000000,0.000000,0.000000,0.007138,-0.005775,-0.000779,0,takeoff,,25.786124,5.011003,-4.019407,0,,,
2.663695,0.015885,0.011633,-0.010505,-0.002338,-0.009034,0.001451,22.498465,13.047134,-0.131132,2.056082,4.557689,-0.123111,25.988560,25.988280,-0.120627,38.947124,49.508643,-1.116018,8.000000,-0.002338,-0.009034,0.001451,0.000000,0.000000,0.000000,0.010845,-0.005704,0.001773,0,takeoff,,25.988560,5.010745,-4.071912,0,,,
2.713723,0.016717,0.011165,-0.009910,-0.001605,-0.009611,0.001406,22.603601,13.272427,-0.136433,2.113074,4.531547,-0.106969,26.192449,26.192143,-0.126523,39.508195,49.524801,-0.992184,8.000000,-0.001605,-0.009611,0.001406,0.000000,0.000000,0.000000,0.013399,-0.009990,-0.003170,0,takeoff,,26.192449,5.010562,-4.123296,0,,,
2.763701,0.017311,0.010943,-0.009631,-0.001281,-0.009952,0.001169,22.713019,13.499266,-0.140960,2.171265,4.503955,-0.090168,26.401653,26.401327,-0.131329,40.083135,49.530906,-0.862301,8.000000,-0.001281,-0.009952,0.001169,0.000000,0.000000,0.000000,0.008160,-0.009422,-0.007628,0,takeoff,,26.401653,5.010354,-4.174151,0,,,
2.813619,0.018189,0.010857,-0.009381,-0.000696,-0.010052,0.001128,22.822857,13.719418,-0.144521,2.230683,4.474824,-0.072810,26.608191,26.607848,-0.135140,40.668323,49.518013,-0.727004,8.000000,-0.000696,-0.010052,0.001128,0.000000,0.000000,0.000000,0.010915,0.001121,-0.002321,0,takeoff,,26.608191,5.009854,-4.223401,0,,,
2.863699,0.018761,0.010909,-0.009119,-0.000435,-0.009985,0.001016,22.938048,13.942761,-0.147277,2.291359,4.444061,-0.055004,26.821807,26.821451,-0.138158,41.268918,49.495246,-0.587311,8.000000,-0.000435,-0.009985,0.001016,0.000000,0.000000,0.000000,0.002394,0.003900,-0.004440,0,takeoff,,26.821807,5.009389,-4.272162,0,,,
2.913654,0.019356,0.011267,-0.008814,-0.000377,-0.009576,0.000838,23.056281,14.164296,-0.149114,2.353317,4.411564,-0.036859,27.037527,27.037163,-0.140300,41.882820,49.456808,-0.443986,8.000000,-0.000377,-0.009576,0.000838,0.000000,0.000000,0.000000,0.001801,0.005367,-0.000899,0,takeoff,,27.037527,5.008770,-4.319911,0,,,
2.964403,0.019533,0.011627,-0.008638,-0.000506,-0.009357,0.000793,23.179424,14.387208,-0.150037,2.416582,4.377228,-0.018486,27.259088,27.258722,-0.141398,42.512084,49.405036,-0.297928,8.000000,-0.000506,-0.009357,0.000793,0.000000,0.000000,0.000000,-0.004799,0.006784,-0.002394,0,takeoff,,27.259088,5.008475,-4.367056,0,,,
3.013716,0.019567,0.012236,-0.008426,-0.000833,-0.008748,0.000617,23.301647,14.600765,-0.150000,2.481174,4.340942,-0.000000,27.475452,27.475088,-0.141574,43.151039,49.328299,-0.150000,8.000000,-0.000833,-0.008748,0.000617,0.000000,0.000000,0.000000,-0.006684,0.014033,-0.002787,0,takeoff,,27.475452,5.008009,-4.412737,0,,,
3.063730,0.019501,0.012749,-0.008255,-0.001146,-0.008178,0.000646,23.429594,14.816731,-0.149049,2.547107,4.302586,0.018486,27.698559,27.698201,-0.140794,43.806452,49.237418,-0.001158,8.000000,-0.001146,-0.008178,0.000646,0.000000,0.000000,0.000000,-0.010230,0.013010,-0.000043,0,takeoff,,27.698559,5.007654,-4.457590,0,,,
3.113578,0.019014,0.013714,-0.007623,-0.001951,-0.007203,0.000720,23.559911,15.028985,-0.147187,2.614393,4.262036,0.036859,27.922244,27.921895,-0.139564,44.475056,49.125271,0.147685,8.000000,-0.001951,-0.007203,0.000720,0.000000,0.000000,0.000000,-0.010519,0.012419,0.001561,0,takeoff,,27.922244,5.007290,-4.501422,0,,,
3.163702,0.018629,0.014383,-0.007200,-0.002328,-0.006526,0.000877,23.694854,15.241022,-0.144399,2.683036,4.219161,0.055004,28.150186,28.149852,-0.137199,45.159139,48.994310,0.295635,8.000000,-0.002328,-0.006526,0.000877,0.000000,0.000000,0.000000,-0.012935,0.017251,0.005633,0,takeoff,,28.150186,5.007049,-4.544014,0,,,
3.213704,0.018015,0.015407,-0.006637,-0.002893,-0.005439,0.001212,23.832451,15.449426,-0.140734,2.753032,4.173825,0.072810,28.378764,28.378448,-0.134097,45.856710,48.840024,0.441749,8.000000,-0.002893,-0.005439,0.001212,0.000000,0.000000,0.000000,-0.007035,0.019328,0.004330,0,takeoff,,28.378764,5.006645,-4.585260,0,,,
3.263690,0.017617,0.016185,-0.006380,-0.003230,-0.004581,0.001354,23.973303,15.654986,-0.136214,2.824372,4.125885,0.090168,28.608807,28.608513,-0.129834,46.568278,48.662062,0.585127,8.000000,-0.003230,-0.004581,0.001354,0.000000,0.000000,0.000000,-0.008054,0.019883,0.000845,0,takeoff,,28.608807,5.006393,-4.625190,0,,,
3.313655,0.016966,0.017394,-0.006370,-0.003773,-0.003233,0.001269,24.118213,15.858654,-0.130843,2.897034,4.075193,0.106969,28.841482,28.841214,-0.124473,47.294484,48.460194,0.724909,8.000000,-0.003773,-0.003233,0.001269,0.000000,0.000000,0.000000,-0.007338,0.019981,-0.000853,0,takeoff,,28.841482,5.005938,-4.663675,0,,,
3.363727,0.016503,0.018038,-0.006490,-0.004083,-0.002568,0.001134,24.267283,16.060265,-0.124646,2.970987,4.021597,0.123111,29.076921,29.076681,-0.118156,48.035176,48.233037,0.860241,8.000000,-0.004083,-0.002568,0.001134,0.000000,0.000000,0.000000,-0.006334,0.016663,-0.006301,0,takeoff,,29.076921,5.005978,-4.700976,0,,,
3.413569,0.015801,0.018784,-0.006701,-0.004592,-0.001806,0.001155,24.418727,16.257189,-0.117740,3.046186,3.964940,0.138494,29.312129,29.311919,-0.111039,48.788213,47.976712,0.990209,8.000000,-0.004592,-0.001806,0.001155,0.000000,0.000000,0.000000,-0.011178,0.012092,0.000120,0,takeoff,,29.312129,5.006115,-4.736821,0,,,
3.463723,0.015188,0.019245,-0.006885,-0.004833,-0.001252,0.001176,24.575777,16.453447,-0.110028,3.122573,3.905065,0.153023,29.551924,29.551744,-0.103144,49.556363,47.693970,1.114152,8.000000,-0.004833,-0.001252,0.001176,0.000000,0.000000,0.000000,-0.004826,0.013689,0.006648,0,takeoff,,29.551924,5.006300,-4.771009,0,,,
3.513669,0.013985,0.020010,-0.006982,-0.005522,-0.000317,0.001178,24.735536,16.645052,-0.101693,3.200075,3.841812,0.166608,29.791879,29.791728,-0.094711,50.336135,47.379549,1.231171,8.000000,-0.005522,-0.000317,0.001178,0.000000,0.000000,0.000000,-0.010922,0.013542,0.001294,0,takeoff,,29.791879,5.006513,-4.803565,0,,,
3.563785,0.013103,0.020441,-0.007093,-0.006044,0.000024,0.001311,24.899832,16.834049,-0.092700,3.278599,3.775021,0.179166,30.034215,30.034093,-0.085607,51.128627,47.034220,1.340631,8.000000,-0.006044,0.000024,0.001311,0.000000,0.000000,0.000000,-0.014284,0.005461,0.002846,0,takeoff,,30.034215,5.007107,-4.834490,0,,,
3.613720,0.011844,0.020853,-0.007242,-0.006749,0.000429,0.001280,25.067780,17.019137,-0.083152,3.358036,3.704537,0.190620,30.277836,30.277741,-0.075910,51.932067,46.655434,1.441809,8.000000,-0.006749,0.000429,0.001280,0.000000,0.000000,0.000000,-0.010520,0.002626,-0.005169,0,takeoff,,30.277836,5.007799,-4.863523,0,,,
3.663799,0.010869,0.021074,-0.007428,-0.007302,0.000749,0.001087,25.239795,17.200566,-0.073089,3.438253,3.630209,0.200899,30.522746,30.522675,-0.065661,52.745822,46.242234,1.534100,8.000000,-0.007302,0.000749,0.001087,0.000000,0.000000,0.000000,-0.014609,0.003513,-0.003762,0,takeoff,,30.522746,5.008468,-4.890347,0,,,
