measurement_stamp,receipt_stamp,processed_stamp,published_stamp,source,valid,rejection_reason,approach_phase,distance_bin,motion_regime,confidence,red_pixel_count,valid_depth_ratio,target_range,view_angle,position_x,position_y,position_z,covariance_xx,covariance_yy,covariance_zz,truth_x,truth_y,truth_z,error_x,error_y,error_z,horizontal_error,position_3d_error,observation_age
0.0,1789956344.775026,1789956344.8100228,1789956344.8100228,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,UNKNOWN,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789956344.775026
0.0,1789956344.8836703,1789956344.9099278,1789956344.9099278,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789956344.8836703
0.0,1789956344.931231,1789956345.0096555,1789956345.0096555,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789956344.931231
0.0,1789956345.178232,1789956345.2096572,1789956345.2096572,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789956345.178232
0.0,1789956345.2849846,1789956345.309766,1789956345.309766,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789956345.2849846
0.0,1789956345.474123,1789956345.5097208,1789956345.5097208,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789956345.474123
0.0,1789956345.5890372,1789956345.6097467,1789956345.6097467,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789956345.5890372
0.0,1789956345.6804624,1789956345.7097378,1789956345.7097378,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789956345.6804624
0.0,1789956345.7851036,1789956345.8096282,1789956345.8096282,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789956345.7851036
0.0,1789956345.877567,1789956345.9096346,1789956345.9096346,front_rgbd_red_sphere,False,RGB_DEPTH_TIME_MISMATCH,PREPARATION,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1789956345.877567
