measurement_stamp,receipt_stamp,processed_stamp,published_stamp,source,valid,observation_valid,truth_available,rejection_reason,rgb_raw_stamp,depth_raw_stamp,rgb_receipt_stamp,depth_receipt_stamp,rgb_mapped_stamp,depth_mapped_stamp,rgb_depth_acquisition_skew,pose_history_start_stamp,pose_history_end_stamp,position_source_stamp,position_mapped_stamp,attitude_source_stamp,attitude_mapped_stamp,position_history_start_stamp,position_history_end_stamp,attitude_history_start_stamp,attitude_history_end_stamp,image_clock_offset,px4_clock_offset,px4_clock_reset_count,px4_clock_calibration_count,px4_clock_recalibration_count,px4_clock_status,approach_phase,distance_bin,motion_regime,confidence,red_pixel_count,valid_depth_ratio,target_range,view_angle,position_x,position_y,position_z,covariance_xx,covariance_yy,covariance_zz,truth_x,truth_y,truth_z,error_x,error_y,error_z,horizontal_error,position_3d_error,observation_age
0.0,1790079149.5877461,1790079149.6169062,1790079149.6169062,front_rgbd_red_sphere,False,False,False,IMAGE_CLOCK_UNCALIBRATED,39.352,39.4,1790079149.5387263,1790079149.5877461,nan,nan,0.04800000000000182,1790079148.540951,1790079149.537109,1790079149.537109,1790079149.537109,1790079149.5411088,1790079149.5411088,1790079148.5369508,1790079149.537109,1790079148.540951,1790079149.5411088,nan,0.0,0,1,0,DIRECT_TIMESTAMP,PREPARATION,UNKNOWN,UNKNOWN,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0,1790079149.6913457,1790079149.716585,1790079149.716585,front_rgbd_red_sphere,False,False,False,IMAGE_CLOCK_UNCALIBRATED,39.4,39.5,1790079149.5886705,1790079149.6913457,nan,nan,0.10000000000000142,1790079148.640951,1790079149.641109,1790079149.641109,1790079149.641109,1790079149.641109,1790079149.641109,1790079148.640951,1790079149.641109,1790079148.640951,1790079149.641109,nan,0.0,0,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0,1790079149.7361348,1790079149.8170273,1790079149.8170273,front_rgbd_red_sphere,False,False,False,IMAGE_CLOCK_UNCALIBRATED,39.5,39.552,1790079149.694576,1790079149.7361348,nan,nan,0.0519999999999996,1790079148.7611089,1790079149.761267,1790079149.761267,1790079149.761267,1790079149.761267,1790079149.761267,1790079148.7611089,1790079149.761267,1790079148.7611089,1790079149.761267,nan,0.0,0,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0,1790079149.9410362,1790079150.0165873,1790079150.0165873,front_rgbd_red_sphere,False,False,False,IMAGE_CLOCK_UNCALIBRATED,39.752,39.752,1790079149.9410362,1790079149.9396684,nan,nan,0.0,1790079148.937109,1790079149.9372668,1790079149.9372668,1790079149.9372668,1790079149.9372668,1790079149.9372668,1790079148.937109,1790079149.9372668,1790079148.921109,1790079149.9372668,nan,0.0,0,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0,1790079150.0882728,1790079150.1165853,1790079150.1165853,front_rgbd_red_sphere,False,False,False,IMAGE_CLOCK_UNCALIBRATED,39.9,39.8,1790079150.0882728,1790079149.988226,nan,nan,0.10000000000000142,1790079149.0211089,1790079150.033267,1790079150.033267,1790079150.033267,1790079150.037267,1790079150.037267,1790079149.017109,1790079150.033267,1790079149.0211089,1790079150.037267,nan,0.0,0,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0,1790079150.190498,1790079150.216832,1790079150.216832,front_rgbd_red_sphere,False,False,False,IMAGE_CLOCK_UNCALIBRATED,39.952,40.0,1790079150.1433346,1790079150.190498,nan,nan,0.04800000000000182,1790079149.1371088,1790079150.1372669,1790079150.1372669,1790079150.1372669,1790079150.1372669,1790079150.1372669,1790079149.1371088,1790079150.1372669,1790079149.121109,1790079150.1372669,nan,0.0,0,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0,1790079150.3880816,1790079150.4167056,1790079150.4167056,front_rgbd_red_sphere,False,False,False,IMAGE_CLOCK_UNCALIBRATED,40.2,40.152,1790079150.3880816,1790079150.336448,nan,nan,0.04800000000000182,1790079149.3371089,1790079150.337267,1790079150.337267,1790079150.337267,1790079150.337267,1790079150.337267,1790079149.3371089,1790079150.337267,1790079149.3211088,1790079150.337267,nan,0.0,0,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0,1790079150.444201,1790079150.5165644,1790079150.5165644,front_rgbd_red_sphere,False,False,False,IMAGE_CLOCK_UNCALIBRATED,40.252,40.252,1790079150.444201,1790079150.4432104,nan,nan,0.0,1790079149.421109,1790079150.4332669,1790079150.4332669,1790079150.4332669,1790079150.4372668,1790079150.4372668,1790079149.417109,1790079150.4332669,1790079149.421109,1790079150.4372668,nan,0.0,0,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0,1790079150.592362,1790079150.6170077,1790079150.6170077,front_rgbd_red_sphere,False,False,False,IMAGE_CLOCK_UNCALIBRATED,40.4,40.4,1790079150.592362,1790079150.5901525,nan,nan,0.0,1790079149.5411088,1790079150.553267,1790079150.553267,1790079150.553267,1790079150.557267,1790079150.557267,1790079149.537109,1790079150.553267,1790079149.5411088,1790079150.557267,nan,0.0,0,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0,1790079150.7393088,1790079150.816806,1790079150.816806,front_rgbd_red_sphere,False,False,False,IMAGE_CLOCK_UNCALIBRATED,40.552,40.552,1790079150.7393088,1790079150.7387178,nan,nan,0.0,1790079149.737267,1790079150.7374249,1790079150.7374249,1790079150.7374249,1790079150.7374249,1790079150.7374249,1790079149.737267,1790079150.7374249,1790079149.721267,1790079150.7374249,nan,0.0,0,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0,1790079150.892358,1790079150.9165418,1790079150.9165418,front_rgbd_red_sphere,False,False,False,IMAGE_CLOCK_UNCALIBRATED,40.7,40.7,1790079150.892358,1790079150.8884768,nan,nan,0.0,1790079149.837267,1790079150.8334248,1790079150.8334248,1790079150.8334248,1790079150.837425,1790079150.837425,1790079149.833267,1790079150.8334248,1790079149.837267,1790079150.837425,nan,0.0,0,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0,1790079150.9890413,1790079151.0167112,1790079151.0167112,front_rgbd_red_sphere,False,False,False,IMAGE_CLOCK_UNCALIBRATED,40.752,40.8,1790079150.9356656,1790079150.9890413,nan,nan,0.047999999999994714,1790079149.9372668,1790079150.937425,1790079150.937425,1790079150.937425,1790079150.937425,1790079150.937425,1790079149.9372668,1790079150.937425,1790079149.9372668,1790079150.937425,nan,0.0,0,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0,1790079151.0419247,1790079151.1167953,1790079151.1167953,front_rgbd_red_sphere,False,False,False,IMAGE_CLOCK_UNCALIBRATED,40.8,40.852,1790079150.9914277,1790079151.0419247,nan,nan,0.0519999999999996,1790079150.037267,1790079151.0334249,1790079151.0334249,1790079151.0334249,1790079151.0374248,1790079151.0374248,1790079150.033267,1790079151.0334249,1790079150.037267,1790079151.0374248,nan,0.0,0,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0,1790079151.3919797,1790079151.4170763,1790079151.4170763,front_rgbd_red_sphere,False,False,False,IMAGE_CLOCK_UNCALIBRATED,41.1,41.2,1790079151.292252,1790079151.3919797,nan,nan,0.10000000000000142,1790079150.337267,1790079151.3334248,1790079151.3334248,1790079151.3334248,1790079151.337425,1790079151.337425,1790079150.313267,1790079151.3334248,1790079150.337267,1790079151.337425,nan,0.0,0,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,UNKNOWN,STRAIGHT,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
