time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,camera_measurement_valid,camera_x,camera_y,camera_z,camera_position_error,camera_confidence,kf_state_valid,kf_x,kf_y,kf_z,kf_vx,kf_vy,kf_vz,kf_position_error,kf_state_age,guidance_prediction_0p5_x,guidance_prediction_0p5_y,guidance_prediction_0p5_z,guidance_prediction_0p5_error,guidance_prediction_0p5_age,guidance_prediction_1p0_x,guidance_prediction_1p0_y,guidance_prediction_1p0_z,guidance_prediction_1p0_error,guidance_prediction_1p0_age,guidance_prediction_2p0_x,guidance_prediction_2p0_y,guidance_prediction_2p0_z,guidance_prediction_2p0_error,guidance_prediction_2p0_age,kf_prediction_0p5_x,kf_prediction_0p5_y,kf_prediction_0p5_z,kf_prediction_0p5_error,kf_prediction_0p5_age,kf_prediction_1p0_x,kf_prediction_1p0_y,kf_prediction_1p0_z,kf_prediction_1p0_error,kf_prediction_1p0_age,kf_prediction_2p0_x,kf_prediction_2p0_y,kf_prediction_2p0_z,kf_prediction_2p0_error,kf_prediction_2p0_age,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,guidance_altitude_reference,guidance_closing_speed,trajectory_plan_feasible,trajectory_planner,minco_target_curve_weight,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.542668,0.006123,0.032606,-0.074118,-0.005208,0.017364,0.003597,52.887539,-4.850924,-0.149613,2.858990,-2.797530,-0.036859,0,,,,,,0,,,,,,,,,52.885574,-4.852154,-0.191003,0.041455,0.500755,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,0.011763,53.106485,53.106432,-0.075495,58.670805,-10.378209,-0.223331,2.924009,-2.729500,-0.036859,0.032108,0.034396,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131416,-0.092108,0.000000,0.000000,-0.546098,0.000000,0.000000,-1.000000,0.007048,-0.017383,0.000021,0,takeoff,,53.106485,4.016080,-3.110967,0,,,
0.591973,0.006739,0.032020,-0.074311,-0.004677,0.016654,0.003376,53.029230,-4.989327,-0.150261,2.860871,-2.795607,-0.018486,0,,,,,,0,,,,,,,,,53.027535,-4.990896,-0.194007,0.043807,0.500061,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,0.012173,53.259781,53.259727,-0.075950,58.818466,-10.510341,-0.187234,2.928079,-2.725134,-0.018486,0.033173,0.035644,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131396,-0.094430,0.000000,0.000000,-0.596098,0.000000,0.000000,-1.000000,0.011927,-0.015800,-0.004566,0,takeoff,,53.259781,4.015053,-3.117952,0,,,
0.642590,0.007546,0.031136,-0.074680,-0.004135,0.015673,0.003014,53.173763,-5.130309,-0.150000,2.862811,-2.793621,0.000000,0,,,,,,0,,,,,,,,,53.172240,-5.132099,-0.195976,0.046036,0.500187,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,0.012606,53.416223,53.416170,-0.075320,58.969206,-10.644785,-0.150000,2.932326,-2.720563,0.000000,0.034295,0.036965,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131346,-0.096794,0.000000,0.000000,-0.646098,0.000000,0.000000,-1.000000,0.014178,-0.014446,-0.005768,0,takeoff,,53.416223,4.013915,-3.124985,0,,,
0.692328,0.008113,0.030438,-0.074982,-0.003805,0.014932,0.002759,53.317184,-5.270004,-0.148804,2.864810,-2.791570,0.018486,0,,,,,,0,,,,,,,,,53.314904,-5.271109,-0.196608,0.047871,0.500249,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,0.013044,53.571981,53.571930,-0.073823,59.118978,-10.777776,-0.111831,2.936654,-2.715891,0.018486,0.035426,0.038306,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131321,-0.099113,0.000000,0.000000,-0.696098,0.000000,0.000000,-1.000000,0.006989,-0.015249,-0.005020,0,takeoff,,53.571981,4.013185,-3.132193,0,,,
0.743126,0.009045,0.029375,-0.075593,-0.003149,0.013803,0.002368,53.461627,-5.410483,-0.146678,2.866871,-2.789454,0.036859,0,,,,,,0,,,,,,,,,53.458019,-5.410359,-0.196051,0.049505,0.501066,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,0.013466,53.728723,53.728676,-0.071085,59.269795,-10.911512,-0.072960,2.940946,-2.711242,0.036859,0.036509,0.039602,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131268,-0.101442,0.000000,0.000000,-0.746098,0.000000,0.000000,-1.000000,0.011881,-0.014180,-0.006196,0,takeoff,,53.728723,4.012039,-3.139044,0,,,
0.791863,0.009635,0.028703,-0.076037,-0.002823,0.013049,0.002112,53.600060,-5.544913,-0.143750,2.868991,-2.787273,0.055004,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,0.013832,53.879527,53.879484,-0.067713,59.414414,-11.039384,-0.033742,2.944992,-2.706847,0.055004,0.037442,0.040736,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131251,-0.103640,0.000000,0.000000,-0.796098,0.000000,0.000000,-1.000000,0.010013,-0.020318,-0.007443,0,takeoff,,53.879527,4.011473,-3.146020,0,,,
0.842209,0.010493,0.027723,-0.076787,-0.002462,0.011923,0.001702,53.746508,-5.686905,-0.139799,2.871173,-2.785025,0.072810,0,,,,,,0,,,,,,,,,53.744619,-5.688575,-0.191331,0.051594,0.500230,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,0.014360,54.039061,54.039025,-0.063012,59.568044,-11.173736,0.005822,2.949963,-2.701429,0.072810,0.038792,0.042361,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131214,-0.105961,0.000000,0.000000,-0.846098,0.000000,0.000000,-1.000000,0.007465,-0.015328,-0.007598,0,takeoff,,54.039061,4.010705,-3.153215,0,,,
0.891922,0.011131,0.026888,-0.077435,-0.002011,0.011217,0.001458,53.889964,-5.825768,-0.135049,2.873417,-2.782710,0.090168,0,,,,,,0,,,,,,,,,53.888448,-5.827861,-0.187207,0.052222,0.500035,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,0.014799,54.195808,54.195778,-0.057614,59.718315,-11.305335,0.045286,2.954508,-2.696458,0.090168,0.039904,0.043723,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131200,-0.108210,0.000000,0.000000,-0.896098,0.000000,0.000000,-1.000000,0.010676,-0.019903,-0.003669,0,takeoff,,54.195808,4.010235,-3.160235,0,,,
0.941785,0.012126,0.025313,-0.078561,-0.001472,0.009824,0.000679,54.033460,-5.964437,-0.129472,2.875723,-2.780327,0.106969,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,0.015246,54.352408,54.352384,-0.050910,59.868785,-11.436550,0.084466,2.959150,-2.691362,0.106969,0.041033,0.045115,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131156,-0.110434,0.000000,0.000000,-0.946098,0.000000,0.000000,-1.000000,0.009071,-0.023973,-0.013416,0,takeoff,,54.352408,4.009301,-3.167050,0,,,
0.991906,0.012739,0.024185,-0.079253,-0.001162,0.008869,0.000353,54.177642,-6.103530,-0.123076,2.878091,-2.777876,0.123111,0,,,,,,0,,,,,,,,,54.032372,-5.967012,-0.181927,0.207855,0.549668,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,0.015695,54.510435,54.510417,-0.043822,60.020071,-11.568030,0.123146,2.963859,-2.686176,0.123111,0.042161,0.046519,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131120,-0.112661,0.000000,0.000000,-0.996098,0.000000,0.000000,-1.000000,0.004988,-0.022680,-0.008516,0,takeoff,,54.510435,4.008879,-3.174171,0,,,
1.042285,0.013652,0.022598,-0.080084,-0.000534,0.007677,-0.000193,54.322347,-6.242881,-0.115899,2.880522,-2.775355,0.138494,0,,,,,,0,,,,,,,,,54.177266,-6.106864,-0.175540,0.207620,0.549514,54.315374,-6.250606,-0.286313,0.170732,1.000373,,,,,,,,,,,,,,,,,,,,,CTRV,0.016152,54.668930,54.668918,-0.035815,60.172038,-11.699579,0.161088,2.968660,-2.680869,0.138494,0.043302,0.047950,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131061,-0.114873,0.000000,0.000000,-1.046098,0.000000,0.000000,-1.000000,0.012494,-0.019977,-0.009149,0,takeoff,,54.668930,4.008115,-3.180938,0,,,
1.092055,0.014303,0.021464,-0.080596,-0.000223,0.006599,-0.000440,54.466019,-6.380986,-0.108062,2.883017,-2.772763,0.153023,0,,,,,,0,,,,,,,,,54.463911,-6.382769,-0.159504,0.051516,0.500083,54.458356,-6.388303,-0.283590,0.175847,1.000143,,,,,,,,,,,,,,,,,,,,,CTRV,0.016607,54.826832,54.826825,-0.027466,60.323076,-11.829747,0.197983,2.973502,-2.675498,0.153023,0.044431,0.049379,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131028,-0.117056,0.000000,0.000000,-1.096098,0.000000,0.000000,-1.000000,0.008893,-0.025659,-0.006808,0,takeoff,,54.826832,4.007677,-3.187999,0,,,
1.142311,0.015264,0.019697,-0.081320,0.000304,0.005262,-0.000900,54.610574,-6.519682,-0.099521,2.885576,-2.770100,0.166608,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,0.017069,54.985559,54.985556,-0.018201,60.475164,-11.960304,0.233695,2.978444,-2.669994,0.166608,0.045575,0.050841,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.130973,-0.119222,0.000000,0.000000,-1.146098,0.000000,0.000000,-1.000000,0.006553,-0.023143,-0.009714,0,takeoff,,54.985559,4.006930,-3.194810,0,,,
1.192255,0.015879,0.018600,-0.081678,0.000669,0.004525,-0.001193,54.754878,-6.657872,-0.090388,2.888199,-2.767364,0.179166,0,,,,,,0,,,,,,,,,54.609561,-6.522599,-0.150000,0.207291,0.549665,54.747975,-6.666208,-0.273120,0.183052,1.000175,,,,,,,,,,,,,,,,,,,,,CTRV,0.017535,55.144659,55.144659,-0.008710,60.627134,-12.090189,0.267945,2.983454,-2.664395,0.179166,0.046720,0.052315,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.130938,-0.121381,0.000000,0.000000,-1.196098,0.000000,0.000000,-1.000000,0.009849,-0.016587,-0.007596,0,takeoff,,55.144659,4.006711,-3.201859,0,,,
1.242172,0.016856,0.017076,-0.082010,0.001258,0.003313,-0.001353,54.899851,-6.796431,-0.080663,2.890888,-2.764556,0.190620,0,,,,,,0,,,,,,,,,54.754131,-6.661107,-0.139561,0.207403,0.549844,54.892239,-6.804277,-0.265298,0.184958,1.000112,,,,,,,,,,,,,,,,,,,,,CTRV,0.018038,55.304313,55.304313,0.001346,60.780097,-12.220063,0.300577,2.988720,-2.658487,0.190620,0.047954,0.053911,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.130885,-0.123525,0.000000,0.000000,-1.246098,0.000000,0.000000,-1.000000,0.011172,-0.020115,-0.001542,0,takeoff,,55.304313,4.005984,-3.208623,0,,,
1.292040,0.017649,0.015992,-0.082208,0.001549,0.002574,-0.001347,55.044270,-6.934184,-0.070487,2.893642,-2.761672,0.200899,0,,,,,,0,,,,,,,,,55.039363,-6.933578,-0.116248,0.046028,0.500177,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,0.018499,55.463809,55.463807,0.011721,60.932401,-12.349220,0.331310,2.993816,-2.652746,0.200899,0.049074,0.055383,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.130856,-0.125651,0.000000,0.000000,-1.296098,0.000000,0.000000,-1.000000,0.007339,-0.020483,0.000964,0,takeoff,,55.463809,4.005766,-3.215727,0,,,
1.342182,0.018841,0.014273,-0.082504,0.001922,0.001226,-0.001515,55.190128,-7.073021,-0.059784,2.896463,-2.758714,0.209938,0,,,,,,0,,,,,,,,,,,,,,55.181227,-7.080032,-0.244816,0.185378,1.000203,,,,,,,,,,,,,,,,,,,,,CTRV,0.018986,55.624645,55.624640,0.022720,61.086405,-12.479149,0.360093,2.999106,-2.646765,0.209938,0.050253,0.056942,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.130804,-0.127768,0.000000,0.000000,-1.346098,0.000000,0.000000,-1.000000,0.006283,-0.019865,-0.000907,0,takeoff,,55.624645,4.005041,-3.222688,0,,,
1.392050,0.019542,0.013231,-0.082584,0.002233,0.000523,-0.001419,55.334362,-7.210023,-0.048839,2.899351,-2.755679,0.217684,0,,,,,,0,,,,,,,,,55.331807,-7.211795,-0.089965,0.041243,0.500128,55.326304,-7.218027,-0.232291,0.183803,1.000163,,,,,,,,,,,,,,,,,,,,,CTRV,0.019479,55.784459,55.784448,0.033744,61.238937,-12.607049,0.386529,3.004478,-2.640665,0.217684,0.051437,0.058524,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.130782,-0.129860,0.000000,0.000000,-1.396098,0.000000,0.000000,-1.000000,0.008083,-0.015872,-0.001759,0,takeoff,,55.784459,4.004740,-3.229747,0,,,
1.442273,0.020511,0.011845,-0.082414,0.002569,-0.000303,-0.001355,55.479550,-7.347634,-0.037535,2.902306,-2.752566,0.224087,0,,,,,,0,,,,,,,,,55.476606,-7.349107,-0.075987,0.038593,0.500489,55.471498,-7.355864,-0.218332,0.181163,1.000035,,,,,,,,,,,,,,,,,,,,,CTRV,0.019977,55.945232,55.945214,0.044879,61.392577,-12.735360,0.410640,3.009935,-2.634443,0.224087,0.052628,0.060129,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.130741,-0.131945,0.000000,0.000000,-1.446098,0.000000,0.000000,-1.000000,0.009689,-0.013619,0.001543,0,takeoff,,55.945232,4.004279,-3.236772,0,,,
1.492617,0.021203,0.010938,-0.082156,0.002734,-0.000965,-0.001258,55.625162,-7.485341,-0.025978,2.905329,-2.749375,0.229109,0,,,,,,0,,,,,,,,,55.622122,-7.486807,-0.061520,0.035702,0.500711,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,0.020469,56.107019,56.106991,0.056178,61.546737,-12.863632,0.432241,3.015419,-2.628165,0.229109,0.053797,0.061723,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.130716,-0.134027,0.000000,0.000000,-1.496098,0.000000,0.000000,-1.000000,0.007992,-0.017932,0.001382,0,takeoff,,56.107019,4.003984,-3.244007,0,,,
1.541920,0.022415,0.009448,-0.081841,0.003033,-0.001867,-0.001000,55.769727,-7.621749,-0.014356,2.908421,-2.746104,0.232719,0,,,,,,0,,,,,,,,,,,,,,55.617706,-7.494352,-0.203042,0.273757,1.049149,,,,,,,,,,,,,,,,,,,,,CTRV,0.020965,56.267242,56.267201,0.067485,61.699990,-12.990417,0.451081,3.020973,-2.621779,0.232719,0.054964,0.063333,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.130707,-0.136051,0.000000,0.000000,-1.500000,0.000000,0.000000,-0.078045,0.006772,-0.013264,0.001405,0,takeoff,,56.267242,4.003342,-3.251007,0,,,
1.592217,0.023312,0.008491,-0.081676,0.003432,-0.002502,-0.000947,55.915828,-7.759285,-0.002536,2.911583,-2.742751,0.234893,0,,,,,,0,,,,,,,,,55.913266,-7.761367,-0.031551,0.029202,0.500162,55.907046,-7.767453,-0.168747,0.166643,1.000244,,,,,,,,,,,,,,,,,,,,,CTRV,0.021500,56.429761,56.429706,0.079139,61.855118,-13.117920,0.467250,3.026792,-2.615058,0.234893,0.056223,0.065075,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.130706,-0.138105,0.000000,0.000000,-1.500000,0.000000,0.000000,0.000000,0.012573,-0.015717,0.000304,0,takeoff,,56.429761,4.002741,-3.258001,0,,,
1.642103,0.024762,0.007117,-0.081496,0.004257,-0.003383,-0.000859,56.059777,-7.894477,0.009113,2.914815,-2.739316,0.235619,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTRV,0.021935,56.589454,56.589382,0.090609,62.007694,-13.243498,0.480352,3.032147,-2.608847,0.235619,0.057226,0.066511,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.130671,-0.140097,0.000000,0.000000,-1.500000,0.000000,0.000000,0.000000,0.015411,-0.016430,-0.000755,0,takeoff,,56.589454,4.001574,-3.264439,0,,,
1.691926,0.025883,0.006119,-0.081423,0.004859,-0.004035,-0.000848,56.207281,-8.032670,0.020978,2.918118,-2.735798,0.234893,0,,,,,,0,,,,,,,,,56.059255,-7.898558,-0.016217,0.203177,0.549616,56.054106,-7.905812,-0.150000,0.262277,1.049336,,,,,,,,,,,,,,,,,,,,,CTRV,0.022575,56.753697,56.753605,0.102401,62.165033,-13.370677,0.490765,3.038622,-2.601303,0.234893,0.058724,0.068596,0.000000,2.000000,nan,0.000000,0,PURSUIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.130644,-0.142131,0.000000,0.000000,-1.500000,0.000000,0.000000,0.000000,0.015947,-0.016561,-0.002452,0,takeoff,,56.753697,4.000648,-3.271244,0,,,
