measurement_stamp,receipt_stamp,processed_stamp,published_stamp,source,valid,observation_valid,truth_available,rejection_reason,rgb_raw_stamp,depth_raw_stamp,rgb_receipt_stamp,depth_receipt_stamp,rgb_mapped_stamp,depth_mapped_stamp,rgb_depth_acquisition_skew,pose_history_start_stamp,pose_history_end_stamp,position_source_stamp,position_mapped_stamp,attitude_source_stamp,attitude_mapped_stamp,position_history_start_stamp,position_history_end_stamp,attitude_history_start_stamp,attitude_history_end_stamp,image_clock_offset,px4_clock_offset,px4_clock_reset_count,px4_clock_calibration_count,px4_clock_recalibration_count,px4_clock_status,approach_phase,distance_bin,motion_regime,confidence,red_pixel_count,valid_depth_ratio,target_range,view_angle,position_x,position_y,position_z,covariance_xx,covariance_yy,covariance_zz,truth_x,truth_y,truth_z,error_x,error_y,error_z,horizontal_error,position_3d_error,observation_age
1790079312.600637,1790079312.6546082,1790079312.677403,1790079312.6774766,front_rgbd_red_sphere,True,True,True,,36.052,35.952,1790079312.6546082,1790079312.5477216,1790079312.650637,1790079312.5506368,0.10000000000000142,1790079311.628641,1790079312.628718,1790079312.628718,1790079312.628718,1790079312.628718,1790079312.628718,1790079311.628641,1790079312.628718,1790079311.628641,1790079312.628718,1790079276.5986369,0.0,1,1,0,DIRECT_TIMESTAMP,PREPARATION,MID,STRAIGHT,1.0,380,1.0,6.873581409454346,0.515150249004364,53.89634743486813,-6.3618807522214755,0.2724705161227386,0.02212234274832573,0.02212234274832573,0.02212234274832573,53.88257365665493,-5.818583117074684,-0.044974253918547875,0.013773778213206356,-0.543297635146792,0.31744477004128646,0.5434722047376143,0.6293911497224349,0.053971290588378906
1790079312.7006369,1790079312.7546215,1790079312.7810252,1790079312.7811613,front_rgbd_red_sphere,True,True,True,,36.152,36.052,1790079312.7546215,1790079312.6528,1790079312.7506368,1790079312.650637,0.10000000000000142,1790079311.728641,1790079312.7247179,1790079312.7247179,1790079312.7247179,1790079312.7287178,1790079312.7287178,1790079311.7246408,1790079312.7247179,1790079311.728641,1790079312.7287178,1790079276.5986369,0.0,1,1,0,DIRECT_TIMESTAMP,PREPARATION,MID,STRAIGHT,1.0,366,1.0,6.980550289154053,0.4896956980228424,54.24209229884828,-6.70493613762342,0.34441066363082756,0.022441688191526716,0.022441688191526716,0.022441688191526716,54.17033047286363,-6.096445088844268,-0.041016914295071684,0.07176182598464464,-0.6084910487791522,0.38542757792589927,0.6127080186459151,0.7238546359172041,0.053984642028808594
1790079312.798637,1790079312.8095093,1790079312.8780415,1790079312.878084,front_rgbd_red_sphere,True,True,True,,36.2,36.2,1790079312.8095093,1790079312.807419,1790079312.798637,1790079312.798637,0.0,1790079311.828641,1790079312.828718,1790079312.828718,1790079312.828718,1790079312.828718,1790079312.828718,1790079311.828641,1790079312.828718,1790079311.828641,1790079312.828718,1790079276.5986369,0.0,1,1,0,DIRECT_TIMESTAMP,PREPARATION,MID,STRAIGHT,1.0,354,1.0,6.854672908782959,0.47234246134757996,54.41003795891565,-6.860223818668853,0.3423698624964962,0.022066130400275982,0.022066130400275982,0.022066130400275982,54.45273086901421,-6.368184998677842,-0.036159617817930034,-0.04269291009855891,-0.49203881999101107,0.37852948031442624,0.4938875225705041,0.6222615627032895,0.010872364044189453
1790079312.9246368,1790079312.9676096,1790079312.9797287,1790079312.9797926,front_rgbd_red_sphere,True,True,True,,36.3,36.352,1790079312.9146283,1790079312.9676096,1790079312.8986368,1790079312.9506369,0.0519999999999996,1790079311.9286408,1790079312.924718,1790079312.924718,1790079312.924718,1790079312.9287179,1790079312.9287179,1790079311.924641,1790079312.924718,1790079311.9286408,1790079312.9287179,1790079276.5986369,0.0,1,1,0,DIRECT_TIMESTAMP,PREPARATION,MID,STRAIGHT,1.0,341,1.0,6.844913959503174,0.4427500367164612,54.78742082741269,-7.223366151916011,0.33026661044844025,0.022037146612295444,0.022037146612295444,0.022037146612295444,54.816648179554484,-6.716919735427726,-0.02868400685261672,-0.029227352141795393,-0.5064464164882851,0.358950617301057,0.5072890801969289,0.6214400667384232,0.04297280311584473
1790079313.024637,1790079313.0566435,1790079313.0774965,1790079313.077535,front_rgbd_red_sphere,True,True,True,,36.4,36.452,1790079313.0137599,1790079313.0566435,1790079312.998637,1790079313.0506368,0.0519999999999996,1790079312.028641,1790079313.032718,1790079313.032718,1790079313.032718,1790079313.036718,1790079313.036718,1790079312.028641,1790079313.032718,1790079312.028641,1790079313.036718,1790079276.5986369,0.0,1,1,0,DIRECT_TIMESTAMP,PREPARATION,MID,STRAIGHT,1.0,336,1.0,7.016047477722168,0.43068286776542664,55.205365952656614,-7.632100389365927,0.4130195627161291,0.022548168131238742,0.022548168131238742,0.022548168131238742,55.10599504393988,-6.992955958332279,-0.021932937933943075,0.09937090871673604,-0.6391444310336487,0.4349525006500722,0.6468231452418168,0.7794638279242132,0.03200650215148926
1790079313.100637,1790079313.161142,1790079313.182011,1790079313.182082,front_rgbd_red_sphere,True,True,True,,36.452,36.552,1790079313.0581028,1790079313.161142,1790079313.0506368,1790079313.150637,0.10000000000000142,1790079312.128641,1790079313.136718,1790079313.136718,1790079313.136718,1790079313.136718,1790079313.136718,1790079312.124641,1790079313.136718,1790079312.128641,1790079313.136718,1790079276.5986369,0.0,1,1,0,DIRECT_TIMESTAMP,PREPARATION,MID,STRAIGHT,1.0,313,1.0,6.952134609222412,0.4123416244983673,55.48942666323135,-7.90048243851374,0.2582562100443396,0.022356633571438644,0.022356633571438644,0.022356633571438644,55.32656210206808,-7.2025767724319305,-0.016412476337023047,0.16286456116326775,-0.6979056660818097,0.2746686863813626,0.7166569500339742,0.7674894600647371,0.06050515174865723
1790079313.2006369,1790079313.265275,1790079313.2771492,1790079313.2771885,front_rgbd_red_sphere,True,True,True,,36.552,36.652,1790079313.1644905,1790079313.265275,1790079313.150637,1790079313.2506368,0.10000000000000142,1790079312.228641,1790079313.232718,1790079313.232718,1790079313.232718,1790079313.236718,1790079313.236718,1790079312.228641,1790079313.232718,1790079312.228641,1790079313.236718,1790079276.5986369,0.0,1,1,0,DIRECT_TIMESTAMP,PREPARATION,MID,STRAIGHT,1.0,345,1.0,6.930463790893555,0.4427500367164612,55.73737103924154,-8.130449382058167,0.33611105012564396,0.022291875039187604,0.022291875039187604,0.022291875039187604,55.61661352214048,-7.477218607317307,-0.008839225031258311,0.12075751710105465,-0.6532307747408597,0.3449502751569023,0.6642987452983449,0.7485208850364683,0.06463813781738281
1790079313.248637,1790079313.311267,1790079313.3794417,1790079313.3795068,front_rgbd_red_sphere,True,True,True,,36.6,36.7,1790079313.2182086,1790079313.311267,1790079313.1986368,1790079313.298637,0.10000000000000142,1790079312.328641,1790079313.3367178,1790079313.3367178,1790079313.3367178,1790079313.3367178,1790079313.3367178,1790079312.324641,1790079313.3367178,1790079312.328641,1790079313.3367178,1790079276.5986369,0.0,1,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,MID,STRAIGHT,1.0,323,1.0,6.959808826446533,0.42805686593055725,55.96918471963349,-8.386611565515006,0.24267714258433065,0.02237958746566041,0.02237958746566041,0.02237958746566041,55.7565162416323,-7.609249201630716,-0.005102991314818412,0.21266847800119137,-0.7773623638842899,0.24778013389914907,0.8059281148583379,0.8431578269067984,0.06262993812561035
1790079313.400637,1790079313.4595263,1790079313.4792628,1790079313.4793377,front_rgbd_red_sphere,True,True,True,,36.752,36.852,1790079313.3691378,1790079313.4595263,1790079313.350637,1790079313.4506369,0.09999999999999432,1790079312.4287179,1790079313.4328249,1790079313.4328249,1790079313.4328249,1790079313.436825,1790079313.436825,1790079312.4287179,1790079313.4328249,1790079312.4287179,1790079313.436825,1790079276.5986369,0.0,1,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,MID,STRAIGHT,1.0,345,1.0,6.946807384490967,0.46097105741500854,56.44193762016168,-8.824617151770049,0.2761193177602462,0.02234070494553932,0.02234070494553932,0.02234070494553932,56.199565744371405,-8.025398390449142,0.006792830590955272,0.2423718757902762,-0.7992187613209065,0.2693264871692909,0.8351615140925863,0.8775143937921311,0.05888938903808594
1790079313.5006368,1790079313.5620294,1790079313.580743,1790079313.5807877,front_rgbd_red_sphere,True,True,True,,36.852,36.952,1790079313.4611022,1790079313.5620294,1790079313.4506369,1790079313.5506368,0.10000000000000142,1790079312.508718,1790079313.520825,1790079313.520825,1790079313.520825,1790079313.520825,1790079313.520825,1790079312.508718,1790079313.520825,1790079312.508718,1790079313.520825,1790079276.5986369,0.0,1,1,0,DIRECT_TIMESTAMP,TERMINAL_APPROACH,MID,STRAIGHT,1.0,359,1.0,6.819573402404785,0.4813978374004364,56.65322820918075,-8.995945470065346,0.2993345959992065,0.02196197507395734,0.02196197507395734,0.02196197507395734,56.492075855153445,-8.2984473253612,0.014455232958982338,0.16115235402730832,-0.6974981447041451,0.28487936304022415,0.7158727142965203,0.7704738766242962,0.06139254570007324
