measurement_stamp,valid,truth_available,geometry_diagnostics_enabled,gazebo_entity_available,rejection_reason,image_clock_status,image_clock_reset_count,gazebo_entity_clock_status,gazebo_entity_clock_reset_count,gazebo_entity_raw_stamp,gazebo_entity_mapped_stamp,rgb_depth_acquisition_skew,observation_age,depth_median,depth_mad,valid_depth_count,red_pixel_count,target_range,view_angle,projection_centroid_u,projection_centroid_v,mask_centroid_u,mask_centroid_v,camera_fx,camera_fy,camera_cx,camera_cy,camera_pitch_down,target_reference_z_offset,position_x,position_y,position_z,truth_x,truth_y,truth_z,truth_velocity_x,truth_velocity_y,truth_velocity_z,gazebo_entity_center_x,gazebo_entity_center_y,gazebo_entity_center_z,gazebo_entity_reference_x,gazebo_entity_reference_y,gazebo_entity_reference_z,error_x,error_y,error_z,entity_to_truth_x,entity_to_truth_y,entity_to_truth_z,vision_to_entity_x,vision_to_entity_y,vision_to_entity_z,interpolated_uav_x,interpolated_uav_y,interpolated_uav_z,uav_velocity_latest_x,uav_velocity_latest_y,uav_velocity_latest_z,center_camera_x,center_camera_y,center_camera_z,target_body_flu_x,target_body_flu_y,target_body_flu_z,camera_center_error_x,camera_center_error_y,camera_center_error_z,body_flu_error_x,body_flu_error_y,body_flu_error_z,projection_error_u,projection_error_v,entity_expected_projection_u,entity_expected_projection_v,error_3d,entity_to_truth_3d,vision_to_entity_3d,camera_center_error_3d,body_flu_error_3d
1790147777.6944568,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,244.312,1790147777.7544665,0.04800000000000182,0.07975149154663086,5.330931186676025,0.05438113212585449,524,524,6.724550247192383,0.5918073654174805,333.0,421.0,333.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.014017495669034,0.26364191663263503,0.2884982089787061,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.014017495669033764,0.26364191663263503,0.2884982089787061,0.0,0.0,0.0,0.014017495669033764,0.26364191663263503,0.2884982089787061,2.989108284815008,0.00843024254650121,-5.00884469158176,0.007276380900293589,-0.02188616432249546,0.005746105685830116,5.580931186676025,-0.2687431694673037,-3.741731821044767,5.031022299810273,-0.2687431694673037,-4.870309135284893,0.07321118610178523,-0.26340514339417226,-0.27962943270969687,0.013472976461596176,-0.26340514339417226,-0.2887403267873099,12.738349588391713,11.3004701499176,320.2616504116083,409.6995298500824,0.3910687496777029,0.0,0.3910687496777029,0.39106874967770255,0.39106874967770267
1790147777.7944605,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,244.432,1790147777.8744588,0.04800000000000182,0.0998995304107666,5.331151247024536,0.053922414779663086,526,526,6.724815368652344,0.5918073654174805,333.0,421.0,333.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.012698545118962,0.26506590413774644,0.2894978500669519,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.012698545118961846,0.26506590413774644,0.2894978500669519,0.0,0.0,0.0,0.012698545118961846,0.26506590413774644,0.2894978500669519,2.9886402656481734,0.006436640643287306,-5.008922285461574,0.005964957643300295,-0.020039508119225502,0.00781382154673338,5.581151247024536,-0.2687537662142541,-3.7418793603676916,5.031206876069006,-0.2687537662142541,-4.870499203729165,0.07236589442850683,-0.2648380137608247,-0.28080989222011077,0.012400724627271487,-0.2648380137608247,-0.28971924387901193,12.808101330650743,11.383908747548219,320.19189866934926,409.6160912524518,0.3927215193720439,0.0,0.3927215193720439,0.3927215193720441,0.39272151937204386
1790147777.8944607,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,244.532,1790147777.974464,0.04800000000000182,0.08969926834106445,5.331902980804443,0.054351806640625,529,529,6.7257208824157715,0.5918073654174805,333.0,421.0,333.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.011998957380122,0.2665207551415892,0.2917451896789052,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.011998957380122022,0.2665207551415892,0.2917451896789052,0.0,0.0,0.0,0.011998957380122022,0.2665207551415892,0.2917451896789052,2.9886409604707977,0.004873749737173731,-5.008535381001202,0.005532776936888695,-0.01825406216084957,0.008650838397443295,5.581902980804443,-0.2687899650692212,-3.742383359809926,5.031837394968014,-0.2687899650692212,-4.871148484124387,0.07238725190142326,-0.26630634019481103,-0.28307872144412105,0.011949898178944984,-0.26630634019481103,-0.2919429339884614,12.878301518662568,11.492871403279082,320.12169848133743,409.5071285967209,0.3953385177290891,0.0,0.3953385177290891,0.3953385177290885,0.39533851772908835
1790147777.99446,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,244.612,1790147778.054475,0.04800000000000182,0.0797274112701416,5.332316875457764,0.05437517166137695,528,528,6.726219654083252,0.5918073654174805,333.0,421.0,333.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.011480858935867,0.2683418518407358,0.2937490617518082,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.011480858935867033,0.2683418518407358,0.2937490617518082,0.0,0.0,0.0,0.011480858935867033,0.2683418518407358,0.2937490617518082,2.9890880209373356,0.003755629706466146,-5.008082032137949,0.00552541995421052,-0.016563940793275833,0.008826167322695255,5.582316875457764,-0.2688098956788701,-3.742660855221191,5.032184550314884,-0.2688098956788701,-4.871505969302346,0.07252786161672997,-0.26813450324923405,-0.28508116091365787,0.011671103685138462,-0.26813450324923405,-0.2939308496183166,12.966907177885332,11.585797604042739,320.03309282211467,409.41420239595726,0.3980297361395104,0.0,0.3980297361395104,0.39802973613951,0.39802973613951037
1790147778.0944612,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,244.732,1790147778.1744633,0.04800000000000182,0.09955072402954102,5.334632873535156,0.05616474151611328,524,524,6.728604793548584,0.5917177200317383,332.5,421.0,332.5,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.013378884322595,0.2597666074641527,0.2965594201523976,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.013378884322595042,0.2597666074641527,0.2965594201523976,0.0,0.0,0.0,0.013378884322595042,0.2597666074641527,0.2965594201523976,2.9899208283351664,0.002694656058260929,-5.008023001069233,0.00649214256554842,-0.014412871561944485,0.008255908265709877,5.584632873535156,-0.25857828830681034,-3.7442136146826135,5.034127100452839,-0.25857828830681034,-4.8735063212716385,0.07515966063544699,-0.2595441755450814,-0.2873900153694766,0.013765352373084738,-0.2595441755450814,-0.2967364328742734,12.547329175331356,11.613136048603053,319.95267082466864,409.38686395139695,0.39446821745265975,0.0,0.39446821745265975,0.3944682174526607,0.3944682174526604
1790147778.1944556,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,244.832,1790147778.2744565,0.04800000000000182,0.08958315849304199,5.333564758300781,0.05603790283203125,526,526,6.726928234100342,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.013354388955824,0.2505067688601226,0.2957730468839453,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.013354388955823637,0.2505067688601226,0.2957730468839453,0.0,0.0,0.0,0.013354388955823637,0.2505067688601226,0.2957730468839453,2.9908073846970806,0.0012939867102103255,-5.007770836011354,0.007230051793158054,-0.013221531175076962,0.007987957447767258,5.583564758300781,-0.24818767939175151,-3.743497497492252,5.033231215686724,-0.24818767939175151,-4.872583778876906,0.07508007098477965,-0.25025339265211083,-0.2866180361023436,0.013848005839874666,-0.25025339265211083,-0.29596477562795,12.101239612932659,11.58000094115664,319.89876038706734,409.41999905884336,0.3878320206121908,0.0,0.3878320206121908,0.3878320206121917,0.38783202061219174
1790147778.2424514,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,244.912,1790147778.3544645,0.0519999999999925,0.13161587715148926,5.33275294303894,0.05622363090515137,528,528,6.725950241088867,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.013250630947763,0.2507275708054816,0.2949103194670633,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.013250630947762687,0.2507275708054816,0.2949103194670633,0.0,0.0,0.0,0.013250630947762687,0.2507275708054816,0.2949103194670633,2.990984138119362,0.0005225727473284964,-5.007468058355895,0.007834268733859062,-0.012232933193445206,0.007993741892278194,5.58275294303894,-0.24815159446130783,-3.74295321645806,5.0325503032696215,-0.24815159446130783,-4.871882605471981,0.07481733857010564,-0.25046588357615646,-0.2857992258988782,0.01376125539169859,-0.25046588357615646,-0.2951092332089198,12.113433502945838,11.549655677751275,319.88656649705416,409.4503443222487,0.38731381399415243,0.0,0.38731381399415243,0.387313813994152,0.38731381399415243
1790147778.3944583,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,245.032,1790147778.4744647,0.04800000000000182,0.0995781421661377,5.330085039138794,0.05613136291503906,528,528,6.722736358642578,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.012576569231062,0.25015667971613487,0.2926180624923758,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.01257656923106154,0.25015667971613487,0.2926180624923758,0.0,0.0,0.0,0.01257656923106154,0.25015667971613487,0.2926180624923758,2.9911749554368234,-0.0019551542570827593,-5.005939459739613,0.007554193958640099,-0.01079053245484829,0.007612979970872402,5.580085039138794,-0.2480330069806427,-3.7411645219580274,5.0303125910971165,-0.2480330069806427,-4.869578308731566,0.07368153549793632,-0.24987703896089516,-0.2837152828520484,0.013083549578169595,-0.24987703896089516,-0.29283468224851283,12.090409277968831,11.488032382868596,319.90959072203117,409.5119676171314,0.38517770573725646,0.0,0.38517770573725646,0.385177705737256,0.38517770573725657
1790147778.4944587,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,245.132,1790147778.5744572,0.04800000000000182,0.08971929550170898,5.3279595375061035,0.05607485771179199,528,528,6.720175266265869,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.011233987977656,0.24963496400239626,0.2907002478458401,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.011233987977655957,0.24963496400239626,0.2907002478458401,0.0,0.0,0.0,0.011233987977655957,0.24963496400239626,0.2907002478458401,2.9909423810745075,-0.0029354528713136374,-5.005300468872364,0.006938395090401173,-0.009240481071174145,0.0068435221910476685,5.5779595375061035,-0.24793852910842376,-3.7397394807187254,5.028529820407404,-0.24793852910842376,-4.8677424905509765,0.07196160929652606,-0.24936948359572428,-0.28211139515207195,0.01173467583789467,-0.24936948359572428,-0.2909082499176918,12.070162064965814,11.466776882030217,319.9298379350342,409.5332231179698,0.3833411689813561,0.0,0.3833411689813561,0.38334116898135606,0.3833411689813565
1790147778.5944629,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,245.212,1790147778.6544664,0.04800000000000182,0.07975292205810547,5.327265501022339,0.05608510971069336,530,530,6.719339370727539,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.010739340180098,0.24949616787338302,0.2909538657797342,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.010739340180098367,0.24949616787338302,0.2909538657797342,0.0,0.0,0.0,0.010739340180098367,0.24949616787338302,0.2909538657797342,2.9911410103777323,-0.0034138936003425486,-5.004542699929035,0.006808520294725895,-0.007825485430657864,0.006225861608982086,5.577265501022339,-0.2479076794072427,-3.7392741643925773,5.027947695283708,-0.2479076794072427,-4.867143043919041,0.07156723155151212,-0.24925062280514185,-0.2824359779179697,0.011281431525823393,-0.24925062280514185,-0.2911437438056259,12.065850319544836,11.496281860993122,319.93414968045516,409.5037181390069,0.38342903283812346,0.0,0.38342903283812346,0.3834290328381234,0.38342903283812363
1790147778.694458,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,245.332,1790147778.774467,0.04800000000000182,0.09944486618041992,5.325828552246094,0.055689334869384766,529,529,6.7176079750061035,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.009465516721935,0.2501032577039139,0.2906834132851586,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.009465516721935074,0.2501032577039139,0.2906834132851586,0.0,0.0,0.0,0.009465516721935074,0.2501032577039139,0.2906834132851586,2.9914154973605207,-0.0037139618891958814,-5.00387489374687,0.006544805597513914,-0.005781256593763828,0.005399267189204693,5.575828552246094,-0.24784380749071286,-3.738310762984919,5.026742450309295,-0.24784380749071286,-4.8659019361036275,0.07032485405109767,-0.24984824365357536,-0.2824329165057602,0.010066839585951115,-0.24984824365357536,-0.2908824438910136,12.098289642605096,11.537382676161656,319.9017103573949,409.46261732383834,0.3835858212708519,0.0,0.3835858212708519,0.38358582127085233,0.38358582127085233
1790147778.7424593,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,245.432,1790147778.874463,0.0519999999999925,0.1419050693511963,5.325287342071533,0.05576062202453613,530,530,6.71695613861084,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.008904682929401,0.25054431686816714,0.29060465526891394,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.008904682929401275,0.25054431686816714,0.29060465526891394,0.0,0.0,0.0,0.008904682929401275,0.25054431686816714,0.29060465526891394,2.991438172051448,-0.0038045281239963823,-5.003590665783931,0.006303928792476654,-0.0036669205874204636,0.004597799386829138,5.575287342071533,-0.24781975087041708,-3.7379479089621244,5.026288508697893,-0.24781975087041708,-4.86543448716701,0.06978438931592379,-0.25027392514808633,-0.2824817076480315,0.009528041084732486,-0.25027392514808633,-0.2908177996289627,12.120343041984995,11.557545188926326,319.879656958015,409.4424548110737,0.38380048691602,0.0,0.38380048691602,0.3838004869160203,0.38380048691601965
1790147778.8944583,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,245.512,1790147778.9544587,0.04800000000000182,0.07988929748535156,5.322920322418213,0.05523967742919922,527,527,6.714104175567627,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.006551474122116,0.25264854728938135,0.2897782860077874,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.0065514741221157635,0.25264854728938135,0.2897782860077874,0.0,0.0,0.0,0.0065514741221157635,0.25264854728938135,0.2897782860077874,2.99106615761889,-0.003846282554534621,-5.002250569173492,0.0060371700674295425,-0.0019708669278770685,0.004187431186437607,5.572920322418213,-0.2477145375989208,-3.736360942117055,5.024303164064414,-0.2477145375989208,-4.8633900673243975,0.06737212885090837,-0.2523052069518167,-0.2822210908158995,0.0072226799552410625,-0.2523052069518167,-0.2900613396188536,12.225106497124159,11.623975997574234,319.77489350287584,409.37602400242577,0.38450704194100077,0.0,0.38450704194100077,0.38450704194100094,0.38450704194100116
1790147778.9944515,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,245.632,1790147779.0744574,0.04800000000000182,0.09962248802185059,5.322501182556152,0.0558319091796875,527,527,6.71359920501709,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.004847049918515,0.25455401471239847,0.2900878732989645,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.004847049918515367,0.25455401471239847,0.2900878732989645,0.0,0.0,0.0,0.004847049918515367,0.25455401471239847,0.2900878732989645,2.9900005770780504,-0.0036717612357314786,-5.0017823189229205,0.004651915282011032,-1.427833194611594e-05,0.0033947043120861053,5.572501182556152,-0.24769590696522917,-3.736079930058873,5.023951609283425,-0.24769590696522917,-4.863028051804322,0.06582995876922126,-0.2541432026105009,-0.28293084601992247,0.005566643402400651,-0.2541432026105009,-0.2904349489685032,12.316082915868606,11.707091552033717,319.6839170841314,409.2929084479663,0.38596918858145746,0.0,0.38596918858145746,0.3859691885814573,0.38596918858145746
1790147779.0944586,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,245.732,1790147779.1744616,0.04800000000000182,0.08957266807556152,5.321965932846069,0.05651211738586426,526,526,6.712954521179199,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.002645688303286,0.25657141013205853,0.2906977572302259,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.0026456883032857093,0.25657141013205853,0.2906977572302259,0.0,0.0,0.0,0.0026456883032857093,0.25657141013205853,0.2906977572302259,2.9889453860256627,-0.003527585220362594,-5.001326872893825,0.004015645477920771,0.0010202457197010517,0.002464240649715066,5.571965932846069,-0.24767211528568553,-3.735721072225757,5.023502667028977,-0.24767211528568553,-4.862565750983747,0.06388831128892303,-0.2560796674863755,-0.2840467598884926,0.003435413701978085,-0.2560796674863755,-0.2911227851872775,12.412080539810347,11.822600927682572,319.58791946018965,409.1773990723174,0.38773840952688,0.0,0.38773840952688,0.38773840952687927,0.38773840952687944
1790147779.1944575,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,245.812,1790147779.254465,0.04800000000000182,0.0799558162689209,5.321011066436768,0.056580305099487305,522,522,6.711803913116455,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.000672325568036,0.2583043366566234,0.29163691662114216,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.0006723255680363138,0.2583043366566234,0.29163691662114216,0.0,0.0,0.0,0.0006723255680363138,0.2583043366566234,0.29163691662114216,2.988963804431299,-0.0035524193398258335,-5.000691893750564,0.004581284709274769,0.0014690818497911096,0.002174491761252284,5.571011066436768,-0.24762967177719009,-3.735080882639284,5.022701770044985,-0.24762967177719009,-4.8617410227938125,0.06226772684394177,-0.2577375691917859,-0.2854255579207514,0.0015635741896460331,-0.2577375691917859,-0.29213451380560507,12.49535992893118,11.941990564523508,319.5046400710688,409.0580094354765,0.3895814080440373,0.0,0.3895814080440373,0.38958140804403724,0.38958140804403696
1790147779.2944567,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,245.932,1790147779.3744488,0.04800000000000182,0.09948229789733887,5.320310592651367,0.05670309066772461,523,523,6.710960388183594,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.000168808718335,0.2594210960998089,0.2916830919701399,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.00016880871833535593,0.2594210960998089,0.2916830919701399,0.0,0.0,0.0,0.00016880871833535593,0.2594210960998089,0.2916830919701399,2.989782477756732,-0.0033658660065914925,-5.000744611550956,0.005464145448058844,0.002103653736412525,0.000998472678475082,5.570310592651367,-0.2475985359399967,-3.7346112504282836,5.022114245615778,-0.2475985359399967,-4.861136016196553,0.061847797232633894,-0.25880904509644437,-0.2856065263487664,0.0011151955520798396,-0.25880904509644437,-0.29222421914416685,12.549423843133923,11.965266247443253,319.4505761568661,409.03473375255675,0.3903567083313297,0.0,0.3903567083313297,0.39035670833132985,0.39035670833132974
1790147779.394456,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,246.032,1790147779.4744518,0.04800000000000182,0.0895686149597168,5.318474054336548,0.0561220645904541,524,524,6.708747386932373,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,7.999822841786658,0.2602786795038086,0.2896816050255549,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,-0.00017715821334185478,0.2602786795038086,0.2896816050255549,0.0,0.0,0.0,-0.00017715821334185478,0.2602786795038086,0.2896816050255549,2.990999881635274,-0.0030415546082249523,-5.0011505001883645,0.006589492782950401,0.0027788428124040365,0.0005212599644437432,5.568474054336548,-0.2475169023954423,-3.733379944464588,5.020573843751184,-0.2475169023954423,-4.859549778681681,0.06109742379202476,-0.25963248815185364,-0.28375787316216394,0.0007655771432775182,-0.25963248815185364,-0.29025995188309217,12.593898493660845,11.901667237879565,319.40610150633916,409.09833276212044,0.38943607264795144,0.0,0.38943607264795144,0.38943607264795,0.38943607264795044
1790147779.442452,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,246.112,1790147779.5544634,0.0519999999999925,0.1317453384399414,5.317435264587402,0.055849552154541016,527,527,6.707496166229248,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,7.999913815347217,0.2606676494279277,0.2883027689507243,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,-8.618465278331655e-05,0.2606676494279277,0.2883027689507243,0.0,0.0,0.0,-8.618465278331655e-05,0.2606676494279277,0.2883027689507243,2.991853016771706,-0.0029014970947540027,-5.001504065074707,0.007725569885224104,0.0027950932271778584,0.00046883290633559227,5.567435264587402,-0.2474707285211565,-3.732683488527444,5.019702555821282,-0.2474707285211565,-4.8586525650178745,0.06089596660237717,-0.26000963195266247,-0.2824053647049469,0.0008497252652022169,-0.26000963195266247,-0.2888951137169773,12.61474272782317,11.843789716265292,319.38525727217683,409.1562102837347,0.38867224942196493,0.0,0.38867224942196493,0.388672249421966,0.3886722494219655
1790147779.5944526,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,246.232,1790147779.6744676,0.04800000000000182,0.09963417053222656,5.312871694564819,0.055434226989746094,530,530,6.701997756958008,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.001446244215948,0.26146054311801953,0.2807493890215334,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.0014462442159484112,0.26146054311801953,0.2807493890215334,0.0,0.0,0.0,0.0014462442159484112,0.26146054311801953,0.2807493890215334,2.995345245250143,-0.0024816419320282126,-5.003163411070909,0.008936084806919098,0.002805116353556514,0.000784066563937813,5.562871694564819,-0.24726787928367558,-3.7296238458621067,5.015874848163202,-0.24726787928367558,-4.854710961451451,0.060698501687485695,-0.26076721576738227,-0.2747727747424924,0.0022434837934470764,-0.26076721576738227,-0.2813882595760928,12.662354896533316,11.485185215473052,319.3376451034667,409.51481478452695,0.38364557428160984,0.0,0.38364557428160984,0.38364557428161045,0.3836455742816103
1790147779.694461,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,246.332,1790147779.7744522,0.04800000000000182,0.08966803550720215,5.3090362548828125,0.055408477783203125,526,526,6.6973772048950195,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.002077052571842,0.261511236718463,0.2741026384343233,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.0020770525718418753,0.261511236718463,0.2741026384343233,0.0,0.0,0.0,0.0020770525718418753,0.261511236718463,0.2741026384343233,2.9971189290524323,-0.0021442472912981186,-5.004368409977461,0.009057248942553997,0.0030127023346722126,0.001446923241019249,5.5590362548828125,-0.2470973952084781,-3.727052377727878,5.012657861950594,-0.2470973952084781,-4.851398251740722,0.059796344623263664,-0.2608256253623047,-0.2681773439314412,0.002732311448649938,-0.2608256253623047,-0.2747493859912593,12.673945022368741,11.197222372989131,319.32605497763126,409.80277762701087,0.37884653551809544,0.0,0.37884653551809544,0.37884653551809594,0.3788465355180957
1790147779.7944622,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,246.412,1790147779.8544624,0.04800000000000182,0.07977509498596191,5.305361270904541,0.05496835708618164,525,525,6.6929497718811035,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.002362189570025,0.2612781136225639,0.26772326286620723,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.0023621895700252082,0.2612781136225639,0.26772326286620723,0.0,0.0,0.0,0.0023621895700252082,0.2612781136225639,0.26772326286620723,2.998488598109752,-0.002021738992423513,-5.005525357573063,0.008623657748103142,0.002868979936465621,0.002336929552257061,5.555361270904541,-0.2469340433383286,-3.72458848701979,5.0095754584271805,-0.2469340433383286,-4.848224129313844,0.05861580612283035,-0.26059789889070606,-0.2619169724240469,0.0028791780914190213,-0.26059789889070606,-0.26838037093782763,12.671089155158427,10.933704113487579,319.3289108448416,410.0662958865124,0.37409568037797286,0.0,0.37409568037797286,0.3740956803779734,0.37409568037797325
1790147779.8424547,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,246.532,1790147779.974465,0.0519999999999925,0.15163087844848633,5.3042778968811035,0.05507993698120117,527,527,6.691644191741943,0.5916315317153931,332.0,421.0,332.0,421.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,8.002833240094748,0.26116148281490376,0.2655568188220015,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,0.0028332400947483904,0.26116148281490376,0.2655568188220015,0.0,0.0,0.0,0.0028332400947483904,0.26116148281490376,0.2655568188220015,2.9991236254169484,-0.00199547783160429,-5.005993337724923,0.008064967580139637,0.0027656734455376863,0.004050793591886759,5.5542778968811035,-0.2468858877072167,-3.723862139583852,5.008666775307265,-0.2468858877072167,-4.847288407742044,0.058573181931075524,-0.26047743326023093,-0.2597199655378968,0.003294269813793882,-0.26047743326023093,-0.26622251205886194,12.66766412338086,10.82925386376229,319.33233587661914,410.1707461362377,0.3724698261314265,0.0,0.3724698261314265,0.3724698261314267,0.3724698261314264
1790147779.9944568,True,True,True,True,,MAPPED_EXACT,0,CLOCK_REFERENCE_READY,0,246.632,1790147780.074453,0.04800000000000182,0.08975410461425781,5.300654649734497,0.055878639221191406,532,532,6.698742866516113,0.5941736102104187,332.0,422.0,332.0,422.0,269.9681840122649,269.9681840122649,320.0,240.0,0.20944,0.42,7.999680270126001,0.2611457133766464,0.280177704622048,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.42,8.0,0.0,0.0,-0.0003197298739987531,0.2611457133766464,0.280177704622048,0.0,0.0,0.0,-0.0003197298739987531,0.2611457133766464,0.280177704622048,3.0016894809792136,-0.0011387147918692098,-5.006733368767853,0.00771837355569005,0.0030094136018306017,0.005431883968412876,5.550654649734497,-0.24672483552279595,-3.741993338762405,5.001353008209225,-0.24672483552279595,-4.864270077694478,0.058411829952941474,-0.26041887767321825,-0.27471220992602374,1.937371789306752e-05,-0.26041887767321825,-0.28085359137021904,12.673123132469925,11.567697473145643,319.3268768675301,410.43230252685436,0.38301009387412943,0.0,0.38301009387412943,0.38301009387412976,0.38301009387412954
