time,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz,prediction_model,estimated_turn_rate,distance,horizontal_distance,vertical_error,intercept_x,intercept_y,intercept_z,intercept_vx,intercept_vy,intercept_vz,intercept_ax,intercept_ay,intercept_az,t_go,trajectory_plan_feasible,planned_closing_speed,planned_max_horizontal_speed,planned_max_vertical_speed,planned_max_horizontal_acceleration,planned_max_vertical_acceleration,uav_yaw,observation_yaw,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase,intercept_elapsed_time,minimum_distance,relative_speed,closing_speed,constraint_violation,outcome,failure_reason,failure_detail
0.049144,-0.084257,0.021934,-0.087098,-0.012728,-0.000242,-0.012015,20.001180,0.313852,0.014769,0.031252,4.999902,0.234893,CV,0.000000,20.087817,20.087559,0.101866,20.063685,10.313657,0.484555,0.031252,4.999902,0.234893,-0.000000,0.000000,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667302,1.592302,-0.012728,-0.000242,-0.012015,0.000000,0.000000,0.000000,0.016112,0.010857,0.004705,0,takeoff,,20.087817,5.006430,-0.117890,0,,,
0.098967,-0.083747,0.022608,-0.086375,-0.012041,0.000383,-0.011638,20.003917,0.563324,0.026413,0.062518,4.999609,0.232719,CV,-0.125116,20.095257,20.094940,0.112788,20.128953,10.562542,0.491851,0.062518,4.999609,0.232719,-0.000000,0.000000,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667260,1.517302,-0.012041,0.000383,-0.011638,0.000000,0.000000,0.000000,0.008976,0.008199,0.003618,0,takeoff,,20.095257,5.005750,-0.210419,0,,,
0.149079,-0.083601,0.023021,-0.086017,-0.011743,0.000649,-0.011536,20.008226,0.813491,0.037929,0.093810,4.999120,0.229109,CV,-0.124919,20.107752,20.107370,0.123945,20.195847,10.811731,0.496147,0.093810,4.999120,0.229109,-0.000000,0.000000,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667259,1.442302,-0.011743,0.000649,-0.011536,0.000000,0.000000,0.000000,0.006743,0.005351,0.002795,0,takeoff,,20.107752,5.005373,-0.303452,0,,,
0.198976,-0.083623,0.023555,-0.085371,-0.011600,0.001172,-0.011163,20.014120,1.062356,0.049153,0.125143,4.998434,0.224087,CTRV,-0.125161,20.125021,20.124571,0.134524,21.506502,10.923984,0.497328,1.359437,4.811645,0.224087,0.602232,-0.170149,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667239,1.367302,-0.011600,0.001172,-0.011163,0.000000,0.000000,0.000000,-0.002155,0.011642,0.009734,0,takeoff,,20.125021,5.004665,-0.396076,0,,,
0.249126,-0.083865,0.023823,-0.084938,-0.011580,0.001402,-0.010814,20.021580,1.313037,0.060157,0.156530,4.997549,0.217684,CTRV,-0.125280,20.147258,20.146736,0.145095,21.577020,11.164866,0.495525,1.390764,4.802684,0.217684,0.601678,-0.174234,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667237,1.292302,-0.011580,0.001402,-0.010814,0.000000,0.000000,0.000000,-0.002363,0.006817,0.008757,0,takeoff,,20.147258,5.004194,-0.489108,0,,,
0.298794,-0.084665,0.024014,-0.084168,-0.012236,0.001333,-0.010410,20.030536,1.561492,0.070697,0.187985,4.996465,0.209938,CTRV,-0.125441,20.174467,20.173873,0.154866,21.649536,11.403008,0.490574,1.422515,4.793376,0.209938,0.601286,-0.178442,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667241,1.217302,-0.012236,0.001333,-0.010410,0.000000,0.000000,0.000000,-0.013746,-0.003779,0.007960,0,takeoff,,20.174467,5.003997,-0.581999,0,,,
0.349161,-0.085363,0.023979,-0.083708,-0.012741,0.001090,-0.010203,20.041169,1.812481,0.080910,0.219520,4.995179,0.200899,CTRV,-0.125658,20.206512,20.205841,0.164618,21.724382,11.643125,0.482708,1.454824,4.783669,0.200899,0.601109,-0.182811,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667252,1.142302,-0.012741,0.001090,-0.010203,0.000000,0.000000,0.000000,-0.010266,-0.005434,0.006287,0,takeoff,,20.206512,5.003942,-0.675094,0,,,
0.398903,-0.086452,0.023898,-0.083100,-0.013465,0.000845,-0.009877,20.053225,2.060074,0.090493,0.251151,4.993688,0.190620,CTRV,-0.125721,20.243091,20.242347,0.173593,21.799267,11.879728,0.471733,1.485683,4.774175,0.190620,0.600212,-0.186781,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667273,1.067302,-0.013465,0.000845,-0.009877,0.000000,0.000000,0.000000,-0.013600,-0.000603,0.005116,0,takeoff,,20.243091,5.003869,-0.767194,0,,,
0.449113,-0.087248,0.023786,-0.082633,-0.013851,0.000801,-0.009612,20.067097,2.311989,0.099685,0.282890,4.991991,0.179166,CTRV,-0.126256,20.284642,20.283823,0.182318,21.880741,12.119153,0.458018,1.521107,4.763007,0.179166,0.601360,-0.192049,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667290,0.992302,-0.013851,0.000801,-0.009612,0.000000,0.000000,0.000000,-0.014344,-0.001437,0.005486,0,takeoff,,20.284642,5.003566,-0.859561,0,,,
0.499034,-0.088650,0.023499,-0.081829,-0.014716,0.000514,-0.009156,20.082413,2.561086,0.108160,0.314753,4.990083,0.166608,CTRV,-0.126607,20.330943,20.330055,0.189989,21.962031,12.355669,0.441377,1.554812,4.752111,0.166608,0.601649,-0.196850,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667309,0.917302,-0.014716,0.000514,-0.009156,0.000000,0.000000,0.000000,-0.014507,-0.002254,0.007799,0,takeoff,,20.330943,5.003524,-0.951289,0,,,
0.549063,-0.089598,0.023352,-0.081364,-0.015320,0.000305,-0.008901,20.099375,2.810830,0.115994,0.346753,4.987962,0.153023,CTRV,-0.127040,20.381452,20.380497,0.197358,22.045984,12.592133,0.422040,1.589373,4.740664,0.153023,0.602255,-0.201914,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667336,0.842302,-0.015320,0.000305,-0.008901,0.000000,0.000000,0.000000,-0.014726,-0.004780,0.006410,0,takeoff,,20.381452,5.003402,-1.042360,0,,,
0.599008,-0.090884,0.023225,-0.080722,-0.016069,0.000004,-0.008713,20.117935,3.060310,0.123107,0.378904,4.985622,0.138494,CTRV,-0.127542,20.436775,20.435759,0.203829,22.132424,12.827642,0.400094,1.624649,4.728691,0.138494,0.603106,-0.207211,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667370,0.767302,-0.016069,0.000004,-0.008713,0.000000,0.000000,0.000000,-0.015492,-0.004479,0.001770,0,takeoff,,20.436775,5.003405,-1.132943,0,,,
0.649049,-0.091777,0.023180,-0.080180,-0.016488,-0.000054,-0.008364,20.138118,3.309740,0.129462,0.411222,4.983061,0.123111,CTRV,-0.128109,20.496196,20.495124,0.209642,22.221378,13.062388,0.375683,1.660628,4.716176,0.123111,0.604186,-0.212742,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667375,0.692302,-0.016488,-0.000054,-0.008364,0.000000,0.000000,0.000000,-0.007893,-0.004129,0.009435,0,takeoff,,20.496196,5.003165,-1.222539,0,,,
0.698820,-0.092909,0.023178,-0.079204,-0.017070,-0.000095,-0.007838,20.159801,3.557649,0.134987,0.443721,4.980272,0.106969,CTRV,-0.128667,20.559928,20.558812,0.214191,22.312019,13.295069,0.348925,1.696607,4.703353,0.106969,0.605167,-0.218298,0.000000,2.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1.667397,0.617302,-0.017070,-0.000095,-0.007838,0.000000,0.000000,0.000000,-0.010497,-0.002033,0.006530,0,takeoff,,20.559928,5.002956,-1.311280,0,,,
