time,uav_x,uav_y,uav_z,uav_vx,uav_vy,target_x,target_y,target_vx,target_vy,distance,intercept_x,intercept_y,t_go,uav_vz,target_z,target_vz,horizontal_distance,vertical_error,intercept_z,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase
0.016263,0.028498,0.024947,0.009564,-0.001163,0.013981,20.000000,28.687648,0.000000,1.000000,34.934388,20.000000,33.781405,5.093756,0.001741,0.000000,0.000000,34.934387,-0.009564,0.000000,-0.001163,0.013981,0.001741,0.000000,0.000000,0.000000,-0.007819,-0.004888,-0.011646,0,takeoff
0.066035,0.027804,0.025056,0.009118,-0.001840,0.013575,20.000000,28.737623,0.000000,1.000000,34.975708,20.000000,33.837707,5.100084,0.001401,0.000000,0.000000,34.975707,-0.009118,0.000000,-0.001840,0.013575,0.001401,0.000000,0.000000,0.000000,-0.013381,-0.007883,-0.007091,0,takeoff
0.116239,0.027299,0.025023,0.008835,-0.002207,0.013322,20.000000,28.787794,0.000000,1.000000,35.017223,20.000000,33.894238,5.106444,0.001230,0.000000,0.000000,35.017221,-0.008835,0.000000,-0.002207,0.013322,0.001230,0.000000,0.000000,0.000000,-0.007336,-0.010682,-0.005671,0,takeoff
0.165877,0.026370,0.024769,0.008363,-0.002970,0.012817,20.000000,28.837501,0.000000,1.000000,35.058800,20.000000,33.950308,5.112808,0.000686,0.000000,0.000000,35.058799,-0.008363,0.000000,-0.002970,0.012817,0.000686,0.000000,0.000000,0.000000,-0.011512,-0.010079,-0.006790,0,takeoff
0.216490,0.025844,0.024572,0.008045,-0.003458,0.012528,20.000000,28.888082,0.000000,1.000000,35.100843,20.000000,34.007329,5.119247,0.000443,0.000000,0.000000,35.100842,-0.008045,0.000000,-0.003458,0.012528,0.000443,0.000000,0.000000,0.000000,-0.012587,-0.005985,-0.006542,0,takeoff
0.266292,0.025239,0.024231,0.007633,-0.003947,0.012024,20.000000,28.938146,0.000000,1.000000,35.142647,20.000000,34.063795,5.125648,0.000275,0.000000,0.000000,35.142646,-0.007633,0.000000,-0.003947,0.012024,0.000275,0.000000,0.000000,0.000000,-0.005684,-0.009295,-0.003687,0,takeoff
0.316429,0.024911,0.023894,0.007421,-0.004089,0.011523,20.000000,28.988067,0.000000,1.000000,35.184194,20.000000,34.120080,5.132013,0.000165,0.000000,0.000000,35.184193,-0.007421,0.000000,-0.004089,0.011523,0.000165,0.000000,0.000000,0.000000,-0.004749,-0.014399,-0.008220,0,takeoff
0.366041,0.024625,0.023202,0.007070,-0.004294,0.010644,20.000000,29.037284,0.000000,1.000000,35.225454,20.000000,34.175618,5.138335,0.000137,0.000000,0.000000,35.225453,-0.007070,0.000000,-0.004294,0.010644,0.000137,0.000000,0.000000,0.000000,-0.002083,-0.010610,0.001161,0,takeoff
0.416039,0.024593,0.022594,0.006919,-0.004332,0.009997,20.000000,29.087740,0.000000,1.000000,35.267544,20.000000,34.232525,5.144786,0.000310,0.000000,0.000000,35.267543,-0.006919,0.000000,-0.004332,0.009997,0.000310,0.000000,0.000000,0.000000,0.001528,-0.017653,0.007520,0,takeoff
0.465858,0.024664,0.021523,0.006870,-0.004383,0.009209,20.000000,29.137815,0.000000,1.000000,35.309667,20.000000,34.289058,5.151243,0.000350,0.000000,0.000000,35.309666,-0.006870,0.000000,-0.004383,0.009209,0.000350,0.000000,0.000000,0.000000,0.000976,-0.013137,0.006440,0,takeoff
0.516076,0.024769,0.020567,0.006901,-0.004339,0.008439,20.000000,29.187911,0.000000,1.000000,35.351717,20.000000,34.345599,5.157688,0.000314,0.000000,0.000000,35.351716,-0.006901,0.000000,-0.004339,0.008439,0.000314,0.000000,0.000000,0.000000,-0.000323,-0.020768,-0.002050,0,takeoff
0.566008,0.025012,0.018849,0.007052,-0.004295,0.006975,20.000000,29.237856,0.000000,1.000000,35.394217,20.000000,34.402061,5.164204,0.000464,0.000000,0.000000,35.394216,-0.007052,0.000000,-0.004295,0.006975,0.000464,0.000000,0.000000,0.000000,-0.000008,-0.023488,0.001252,0,takeoff
0.616087,0.025119,0.017703,0.007174,-0.004230,0.006124,20.000000,29.287979,0.000000,1.000000,35.436492,20.000000,34.458662,5.170683,0.000517,0.000000,0.000000,35.436491,-0.007174,0.000000,-0.004230,0.006124,0.000517,0.000000,0.000000,0.000000,0.002439,-0.021480,-0.002013,0,takeoff
0.666102,0.025218,0.015963,0.007527,-0.004332,0.004710,20.000000,29.337846,0.000000,1.000000,35.479076,20.000000,34.515055,5.177209,0.000533,0.000000,0.000000,35.479075,-0.007527,0.000000,-0.004332,0.004710,0.000533,0.000000,0.000000,0.000000,-0.000187,-0.027305,-0.000342,0,takeoff
