time,uav_x,uav_y,uav_z,uav_vx,uav_vy,target_x,target_y,target_vx,target_vy,distance,intercept_x,intercept_y,t_go,uav_vz,target_z,target_vz,horizontal_distance,vertical_error,intercept_z,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase
0.037329,-0.050918,0.031138,0.001813,-0.009758,0.006048,20.000000,33.455246,0.000000,1.000000,38.977049,20.000000,39.165948,5.710702,-0.004302,0.000000,0.000000,38.977049,-0.001813,0.000000,-0.009758,0.006048,-0.004302,0.000000,0.000000,0.000000,0.004988,0.003078,0.008919,0,takeoff
0.086750,-0.051025,0.031577,0.004043,-0.009329,0.006257,20.000000,33.504816,0.000000,1.000000,39.019244,20.000000,39.221948,5.717132,-0.003585,0.000000,0.000000,39.019244,-0.004043,0.000000,-0.009329,0.006257,-0.003585,0.000000,0.000000,0.000000,0.006714,0.002516,0.014592,0,takeoff
0.136868,-0.051031,0.031870,0.005494,-0.008868,0.006541,20.000000,33.554762,0.000000,1.000000,39.061851,20.000000,39.278386,5.723624,-0.003101,0.000000,0.000000,39.061851,-0.005494,0.000000,-0.008868,0.006541,-0.003101,0.000000,0.000000,0.000000,0.012883,0.007547,0.014629,0,takeoff
0.186478,-0.051001,0.032307,0.007647,-0.008178,0.006743,20.000000,33.604547,0.000000,1.000000,39.104195,20.000000,39.334624,5.730077,-0.002430,0.000000,0.000000,39.104194,-0.007647,0.000000,-0.008178,0.006743,-0.002430,0.000000,0.000000,0.000000,0.011669,0.003209,0.008890,0,takeoff
0.236544,-0.050911,0.032638,0.008900,-0.007698,0.006745,20.000000,33.654391,0.000000,1.000000,39.146666,20.000000,39.390941,5.736549,-0.002106,0.000000,0.000000,39.146665,-0.008900,0.000000,-0.007698,0.006745,-0.002106,0.000000,0.000000,0.000000,0.011801,-0.000694,0.007252,0,takeoff
0.286692,-0.050657,0.033234,0.010772,-0.007201,0.006877,20.000000,33.704870,0.000000,1.000000,39.189386,20.000000,39.447930,5.743061,-0.001577,0.000000,0.000000,39.189385,-0.010772,0.000000,-0.007201,0.006877,-0.001577,0.000000,0.000000,0.000000,0.010708,0.004014,0.006926,0,takeoff
0.336528,-0.050424,0.033770,0.012104,-0.006683,0.007278,20.000000,33.754487,0.000000,1.000000,39.231446,20.000000,39.503958,5.749471,-0.001098,0.000000,0.000000,39.231444,-0.012104,0.000000,-0.006683,0.007278,-0.001098,0.000000,0.000000,0.000000,0.011372,0.009074,0.015938,0,takeoff
0.386571,-0.050000,0.034608,0.014502,-0.005933,0.007785,20.000000,33.804859,0.000000,1.000000,39.273815,20.000000,39.560789,5.755931,-0.000353,0.000000,0.000000,39.273812,-0.014502,0.000000,-0.005933,0.007785,-0.000353,0.000000,0.000000,0.000000,0.009300,0.010947,0.011109,0,takeoff
0.436553,-0.049661,0.035031,0.016025,-0.005585,0.007846,20.000000,33.854332,0.000000,1.000000,39.315827,20.000000,39.616666,5.762334,0.000116,0.000000,0.000000,39.315824,-0.016025,0.000000,-0.005585,0.007846,0.000116,0.000000,0.000000,0.000000,0.007714,0.001660,0.011795,0,takeoff
0.486478,-0.049138,0.035687,0.018194,-0.005039,0.008038,20.000000,33.904677,0.000000,1.000000,39.358312,20.000000,39.673488,5.768812,0.000823,0.000000,0.000000,39.358308,-0.018194,0.000000,-0.005039,0.008038,0.000823,0.000000,0.000000,0.000000,0.012942,0.001293,0.009703,0,takeoff
