time,uav_x,uav_y,uav_z,uav_vx,uav_vy,target_x,target_y,target_vx,target_vy,distance,intercept_x,intercept_y,t_go,uav_vz,target_z,target_vz,horizontal_distance,vertical_error,intercept_z,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase
0.009351,-0.006958,0.004950,0.093481,0.003109,0.002623,20.000000,23.003749,0.000000,1.000000,30.483304,20.000000,27.410421,4.406672,0.005790,0.000000,0.000000,30.483161,-0.093481,0.000000,0.003109,0.002623,0.005790,0.000000,0.000000,0.000000,0.006791,-0.004379,-0.000696,0,takeoff
0.059281,-0.006509,0.004854,0.093988,0.003506,0.002409,20.000000,23.053634,0.000000,1.000000,30.520738,20.000000,27.466127,4.412493,0.005887,0.000000,0.000000,30.520594,-0.093988,0.000000,0.003506,0.002409,0.005887,0.000000,0.000000,0.000000,0.010099,-0.005010,0.004883,0,takeoff
0.109689,-0.005588,0.004842,0.094727,0.004139,0.002420,20.000000,23.104044,0.000000,1.000000,30.558234,20.000000,27.522374,4.418330,0.006033,0.000000,0.000000,30.558087,-0.094727,0.000000,0.004139,0.002420,0.006033,0.000000,0.000000,0.000000,0.009445,-0.001332,0.003850,0,takeoff
0.159245,-0.004921,0.004896,0.095046,0.004635,0.002382,20.000000,23.153409,0.000000,1.000000,30.595090,20.000000,27.577473,4.424063,0.006121,0.000000,0.000000,30.594943,-0.095046,0.000000,0.004635,0.002382,0.006121,0.000000,0.000000,0.000000,0.014133,0.001007,0.000886,0,takeoff
0.209378,-0.004012,0.004994,0.095395,0.005278,0.002291,20.000000,23.203625,0.000000,1.000000,30.632435,20.000000,27.633500,4.429875,0.005990,0.000000,0.000000,30.632286,-0.095395,0.000000,0.005278,0.002291,0.005990,0.000000,0.000000,0.000000,0.012702,-0.002163,-0.000692,0,takeoff
0.259357,-0.003456,0.005078,0.095625,0.005521,0.002345,20.000000,23.253579,0.000000,1.000000,30.669858,20.000000,27.689272,4.435693,0.006146,0.000000,0.000000,30.669709,-0.095625,0.000000,0.005521,0.002345,0.006146,0.000000,0.000000,0.000000,0.005733,-0.004613,0.002358,0,takeoff
0.309458,-0.002802,0.005082,0.095959,0.006067,0.002360,20.000000,23.303964,0.000000,1.000000,30.707641,20.000000,27.745531,4.441567,0.006154,0.000000,0.000000,30.707491,-0.095959,0.000000,0.006067,0.002360,0.006154,0.000000,0.000000,0.000000,0.006479,-0.000025,-0.002940,0,takeoff
0.359288,-0.002528,0.004995,0.096116,0.006233,0.002357,20.000000,23.353501,0.000000,1.000000,30.745131,20.000000,27.800890,4.447389,0.006237,0.000000,0.000000,30.744981,-0.096116,0.000000,0.006233,0.002357,0.006237,0.000000,0.000000,0.000000,0.003236,0.000377,0.000762,0,takeoff
0.409443,-0.002327,0.004757,0.096090,0.006319,0.002153,20.000000,23.403601,0.000000,1.000000,30.783245,20.000000,27.856906,4.453306,0.006145,0.000000,0.000000,30.783095,-0.096090,0.000000,0.006319,0.002153,0.006145,0.000000,0.000000,0.000000,0.002819,-0.010846,-0.004532,0,takeoff
0.459303,-0.002266,0.004402,0.096076,0.006213,0.001757,20.000000,23.453580,0.000000,1.000000,30.821483,20.000000,27.912819,4.459239,0.005988,0.000000,0.000000,30.821333,-0.096076,0.000000,0.006213,0.001757,0.005988,0.000000,0.000000,0.000000,-0.005613,-0.010146,-0.006650,0,takeoff
0.509335,-0.002309,0.003636,0.096038,0.005948,0.001014,20.000000,23.503665,0.000000,1.000000,30.860216,20.000000,27.968911,4.465246,0.005918,0.000000,0.000000,30.860067,-0.096038,0.000000,0.005948,0.001014,0.005918,0.000000,0.000000,0.000000,-0.005430,-0.009945,0.000045,0,takeoff
0.559250,-0.002404,0.003098,0.096083,0.005776,0.000577,20.000000,23.553457,0.000000,1.000000,30.898622,20.000000,28.024657,4.471201,0.005662,0.000000,0.000000,30.898472,-0.096083,0.000000,0.005776,0.000577,0.005662,0.000000,0.000000,0.000000,-0.005891,-0.013669,-0.007838,0,takeoff
0.609452,-0.002541,0.002291,0.095891,0.005503,0.000039,20.000000,23.603639,0.000000,1.000000,30.937590,20.000000,28.080880,4.477241,0.005416,0.000000,0.000000,30.937441,-0.095891,0.000000,0.005503,0.000039,0.005416,0.000000,0.000000,0.000000,-0.005741,-0.012160,-0.007688,0,takeoff
0.659255,-0.002633,0.001739,0.095780,0.005312,-0.000498,20.000000,23.653518,0.000000,1.000000,30.976138,20.000000,28.136734,4.483216,0.005290,0.000000,0.000000,30.975990,-0.095780,0.000000,0.005312,-0.000498,0.005290,0.000000,0.000000,0.000000,-0.004418,-0.012633,0.006186,0,takeoff
0.709312,-0.002952,0.000929,0.095582,0.004849,-0.000994,20.000000,23.703697,0.000000,1.000000,31.015294,20.000000,28.192978,4.489281,0.005052,0.000000,0.000000,31.015147,-0.095582,0.000000,0.004849,-0.000994,0.005052,0.000000,0.000000,0.000000,-0.010531,-0.007246,-0.001632,0,takeoff
0.759286,-0.003231,0.000457,0.095528,0.004639,-0.001305,20.000000,23.753598,0.000000,1.000000,31.053987,20.000000,28.248873,4.495274,0.005006,0.000000,0.000000,31.053840,-0.095528,0.000000,0.004639,-0.001305,0.005006,0.000000,0.000000,0.000000,-0.005764,-0.006084,0.000445,0,takeoff
0.809183,-0.003732,-0.000230,0.095353,0.004178,-0.001741,20.000000,23.803476,0.000000,1.000000,31.093003,20.000000,28.304790,4.501313,0.004666,0.000000,0.000000,31.092857,-0.095353,0.000000,0.004178,-0.001741,0.004666,0.000000,0.000000,0.000000,-0.009545,-0.008562,-0.003693,0,takeoff
0.859505,-0.004192,-0.000747,0.095218,0.003648,-0.002171,20.000000,23.853732,0.000000,1.000000,31.132184,20.000000,28.361109,4.507378,0.004430,0.000000,0.000000,31.132039,-0.095218,0.000000,0.003648,-0.002171,0.004430,0.000000,0.000000,0.000000,-0.016245,-0.013034,-0.005387,0,takeoff
0.909623,-0.005155,-0.001553,0.094650,0.002553,-0.002844,20.000000,23.903966,0.000000,1.000000,31.171926,20.000000,28.417486,4.513520,0.004007,0.000000,0.000000,31.171783,-0.094650,0.000000,0.002553,-0.002844,0.004007,0.000000,0.000000,0.000000,-0.021159,-0.008739,-0.008423,0,takeoff
0.959244,-0.005878,-0.001969,0.094247,0.001763,-0.003062,20.000000,23.953570,0.000000,1.000000,31.210766,20.000000,28.473097,4.519526,0.003631,0.000000,0.000000,31.210624,-0.094247,0.000000,0.001763,-0.003062,0.003631,0.000000,0.000000,0.000000,-0.020331,-0.006772,-0.009965,0,takeoff
1.009248,-0.007001,-0.002309,0.093501,0.000681,-0.003079,20.000000,24.003815,0.000000,1.000000,31.250325,20.000000,28.529451,4.525637,0.003098,0.000000,0.000000,31.250185,-0.093501,0.000000,0.000681,-0.003079,0.003098,0.000000,0.000000,0.000000,-0.018243,0.007407,-0.006334,0,takeoff
1.059290,-0.007792,-0.002450,0.092980,0.000029,-0.003277,20.000000,24.053539,0.000000,1.000000,31.289152,20.000000,28.585177,4.531638,0.002689,0.000000,0.000000,31.289013,-0.092980,0.000000,0.000029,-0.003277,0.002689,0.000000,0.000000,0.000000,-0.015464,-0.008066,-0.010529,0,takeoff
1.109554,-0.008910,-0.002440,0.091972,-0.001073,-0.003152,20.000000,24.103905,0.000000,1.000000,31.328594,20.000000,28.641634,4.537729,0.001947,0.000000,0.000000,31.328459,-0.091972,0.000000,-0.001073,-0.003152,0.001947,0.000000,0.000000,0.000000,-0.015712,0.004557,-0.010355,0,takeoff
