time,uav_x,uav_y,uav_z,uav_vx,uav_vy,target_x,target_y,target_vx,target_vy,distance,intercept_x,intercept_y,t_go,uav_vz,target_z,target_vz,horizontal_distance,vertical_error,intercept_z,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase
1.782224,0.032216,0.000381,0.059406,0.006122,0.000756,20.000000,9.099897,0.000000,1.000000,21.943498,20.000000,12.134376,3.034480,0.008366,0.000000,0.000000,21.943418,-0.059406,0.000000,0.006122,0.000756,0.008366,0.000000,0.000000,0.000000,-0.026965,0.007163,0.014115,0,takeoff
1.832279,0.031383,0.000950,0.060318,0.004997,0.001134,20.000000,9.149638,0.000000,1.000000,21.964694,20.000000,12.187778,3.038141,0.008878,0.000000,0.000000,21.964611,-0.060318,0.000000,0.004997,0.001134,0.008878,0.000000,0.000000,0.000000,-0.026940,0.008626,0.013353,0,takeoff
1.882206,0.030042,0.001820,0.061570,0.003443,0.001435,20.000000,9.199424,0.000000,1.000000,21.986335,20.000000,12.241280,3.041856,0.009434,0.000000,0.000000,21.986249,-0.061570,0.000000,0.003443,0.001435,0.009434,0.000000,0.000000,0.000000,-0.022581,0.003834,0.010043,0,takeoff
1.932155,0.029350,0.002320,0.062211,0.002779,0.001543,20.000000,9.249578,0.000000,1.000000,22.007783,20.000000,12.295137,3.045559,0.009921,0.000000,0.000000,22.007695,-0.062211,0.000000,0.002779,0.001543,0.009921,0.000000,0.000000,0.000000,-0.017352,0.000900,0.014542,0,takeoff
1.982338,0.028546,0.002956,0.062996,0.002013,0.001922,20.000000,9.299749,0.000000,1.000000,22.029373,20.000000,12.349027,3.049279,0.010493,0.000000,0.000000,22.029283,-0.062996,0.000000,0.002013,0.001922,0.010493,0.000000,0.000000,0.000000,-0.015924,0.013178,0.015072,0,takeoff
2.032219,0.028129,0.003380,0.063551,0.001443,0.001988,20.000000,9.349377,0.000000,1.000000,22.050563,20.000000,12.402318,3.052941,0.010846,0.000000,0.000000,22.050471,-0.063551,0.000000,0.001443,0.001988,0.010846,0.000000,0.000000,0.000000,-0.010961,0.003172,0.008854,0,takeoff
2.082313,0.027554,0.003865,0.064683,0.000941,0.001905,20.000000,9.399435,0.000000,1.000000,22.072143,20.000000,12.456095,3.056660,0.011441,0.000000,0.000000,22.072049,-0.064683,0.000000,0.000941,0.001905,0.011441,0.000000,0.000000,0.000000,-0.007639,-0.001883,0.009030,0,takeoff
2.132264,0.027197,0.004042,0.065436,0.000536,0.001743,20.000000,9.448671,0.000000,1.000000,22.093396,20.000000,12.508999,3.060328,0.011808,0.000000,0.000000,22.093299,-0.065436,0.000000,0.000536,0.001743,0.011808,0.000000,0.000000,0.000000,-0.008586,-0.006731,0.009065,0,takeoff
2.182261,0.026738,0.004201,0.066579,0.000227,0.001294,20.000000,9.499396,0.000000,1.000000,22.115478,20.000000,12.563527,3.064131,0.012110,0.000000,0.000000,22.115378,-0.066579,0.000000,0.000227,0.001294,0.012110,0.000000,0.000000,0.000000,-0.004383,-0.005777,0.003643,0,takeoff
2.232269,0.026354,0.004250,0.067336,-0.000090,0.001044,20.000000,9.549533,0.000000,1.000000,22.137378,20.000000,12.617435,3.067902,0.012487,0.000000,0.000000,22.137275,-0.067336,0.000000,-0.000090,0.001044,0.012487,0.000000,0.000000,0.000000,-0.010652,-0.006024,0.007979,0,takeoff
2.282351,0.025841,0.004301,0.068220,-0.000641,0.000525,20.000000,9.599519,0.000000,1.000000,22.159420,20.000000,12.671209,3.071690,0.012631,0.000000,0.000000,22.159315,-0.068220,0.000000,-0.000641,0.000525,0.012631,0.000000,0.000000,0.000000,-0.009720,-0.009045,0.004622,0,takeoff
2.332269,0.025568,0.004311,0.068691,-0.000848,0.000281,20.000000,9.649381,0.000000,1.000000,22.181299,20.000000,12.724835,3.075454,0.012599,0.000000,0.000000,22.181192,-0.068691,0.000000,-0.000848,0.000281,0.012599,0.000000,0.000000,0.000000,-0.004211,-0.004570,-0.001300,0,takeoff
2.382303,0.025154,0.004327,0.069449,-0.001364,-0.000054,20.000000,9.698594,0.000000,1.000000,22.203110,20.000000,12.777793,3.079198,0.012774,0.000000,0.000000,22.203002,-0.069449,0.000000,-0.001364,-0.000054,0.012774,0.000000,0.000000,0.000000,-0.010808,-0.000186,0.002811,0,takeoff
2.432309,0.024827,0.004341,0.070104,-0.001837,-0.000261,20.000000,9.749423,0.000000,1.000000,22.225640,20.000000,12.832488,3.083066,0.012870,0.000000,0.000000,22.225530,-0.070104,0.000000,-0.001837,-0.000261,0.012870,0.000000,0.000000,0.000000,-0.016540,-0.005729,-0.000454,0,takeoff
