time,uav_x,uav_y,uav_z,uav_vx,uav_vy,target_x,target_y,target_vx,target_vy,distance,intercept_x,intercept_y,t_go,uav_vz,target_z,target_vz,horizontal_distance,vertical_error,intercept_z,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase
0.011239,0.028901,0.007849,-0.010684,0.002434,0.004486,20.000000,14.458850,0.000000,1.000000,24.651092,20.000000,17.945054,3.486204,0.000963,0.000000,0.000000,24.651089,0.010684,0.000000,0.002434,0.004486,0.000963,0.000000,0.000000,0.000000,-0.001240,0.012310,0.001266,0,takeoff
0.060620,0.029560,0.009109,-0.010437,0.002382,0.005117,20.000000,14.509044,0.000000,1.000000,24.679277,20.000000,17.999833,3.490789,0.001030,0.000000,0.000000,24.679275,0.010437,0.000000,0.002382,0.005117,0.001030,0.000000,0.000000,0.000000,-0.000082,0.008568,0.001093,0,takeoff
0.110888,0.029955,0.009789,-0.010372,0.002242,0.005669,20.000000,14.559446,0.000000,1.000000,24.708203,20.000000,18.054931,3.495485,0.000893,0.000000,0.000000,24.708201,0.010372,0.000000,0.002242,0.005669,0.000893,0.000000,0.000000,0.000000,-0.005170,0.016910,-0.005320,0,takeoff
0.160920,0.030512,0.010582,-0.010408,0.002205,0.006187,20.000000,14.609165,0.000000,1.000000,24.736596,20.000000,18.109262,3.500097,0.000786,0.000000,0.000000,24.736594,0.010408,0.000000,0.002205,0.006187,0.000786,0.000000,0.000000,0.000000,0.001529,0.010731,-0.000540,0,takeoff
0.210897,0.030941,0.011042,-0.010568,0.002325,0.006459,20.000000,14.659341,0.000000,1.000000,24.765624,20.000000,18.164147,3.504806,0.000679,0.000000,0.000000,24.765621,0.010568,0.000000,0.002325,0.006459,0.000679,0.000000,0.000000,0.000000,0.008908,0.006595,-0.003002,0,takeoff
0.260637,0.031667,0.011526,-0.010825,0.002479,0.006632,20.000000,14.709034,0.000000,1.000000,24.794177,20.000000,18.218479,3.509444,0.000684,0.000000,0.000000,24.794174,0.010825,0.000000,0.002479,0.006632,0.000684,0.000000,0.000000,0.000000,0.001297,-0.002756,-0.002882,0,takeoff
0.311138,0.032054,0.011699,-0.011000,0.002343,0.006645,20.000000,14.759222,0.000000,1.000000,24.823546,20.000000,18.273426,3.514204,0.000366,0.000000,0.000000,24.823544,0.011000,0.000000,0.002343,0.006645,0.000366,0.000000,0.000000,0.000000,-0.006261,0.000214,-0.007748,0,takeoff
0.360767,0.032433,0.011803,-0.011353,0.002343,0.006535,20.000000,14.808732,0.000000,1.000000,24.852625,20.000000,18.327646,3.518915,0.000085,0.000000,0.000000,24.852622,0.011353,0.000000,0.002343,0.006535,0.000085,0.000000,0.000000,0.000000,-0.008049,-0.003064,-0.004302,0,takeoff
0.410820,0.032564,0.011746,-0.011714,0.002225,0.006280,20.000000,14.859079,0.000000,1.000000,24.882563,20.000000,18.382835,3.523756,-0.000035,0.000000,0.000000,24.882560,0.011714,0.000000,0.002225,0.006280,-0.000035,0.000000,0.000000,0.000000,-0.001978,-0.008273,-0.001507,0,takeoff
0.461418,0.032508,0.011382,-0.012367,0.001903,0.005645,20.000000,14.909696,0.000000,1.000000,24.913063,20.000000,18.438378,3.528681,-0.000446,0.000000,0.000000,24.913060,0.012367,0.000000,0.001903,0.005645,-0.000446,0.000000,0.000000,0.000000,-0.006424,-0.013155,-0.005603,0,takeoff
