time,uav_x,uav_y,uav_z,uav_vx,uav_vy,target_x,target_y,target_vx,target_vy,distance,intercept_x,intercept_y,t_go,uav_vz,target_z,target_vz,horizontal_distance,vertical_error,intercept_z,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode
4.600000,20.025496,102.673279,-0.723569,-0.057549,3.236822,20.000000,103.923948,0.000000,1.000000,1.445121,20.000000,104.647517,0.723569,0.997415,0.000000,0.000000,1.250929,0.723569,0.000000,-0.052927,3.596327,1.000000,0.068440,-0.329730,0.000000,-0.039698,0.963613,0.060860,1
4.650000,20.022308,102.804398,-0.684010,-0.059109,3.274529,20.000000,103.973883,0.000000,1.000000,1.355015,20.000000,104.657893,0.684010,0.999930,0.000000,0.000000,1.169699,0.684010,0.000000,-0.049391,3.589240,1.000000,0.070736,-0.141750,0.000000,-0.040184,0.934452,0.060659,1
4.700000,20.017111,103.017700,-0.620631,-0.061098,3.332333,20.000000,104.023709,0.000000,1.000000,1.182171,20.000000,104.644340,0.620631,1.003841,0.000000,0.000000,1.006154,0.620631,0.000000,-0.043422,3.552952,1.000000,0.119369,-0.725750,0.000000,-0.029416,0.884086,0.062466,1
4.750000,20.013874,103.153091,-0.580912,-0.062115,3.366130,20.000000,104.073874,0.000000,1.000000,1.088803,20.000000,104.654787,0.580912,1.006033,0.000000,0.000000,0.920888,0.580912,0.000000,-0.038227,3.537050,1.000000,0.103895,-0.318036,0.000000,-0.025355,0.834912,0.054315,1
4.800000,20.009439,103.345055,-0.525075,-0.062867,3.409977,20.000000,104.123869,0.000000,1.000000,0.939332,20.000000,104.648944,0.525075,1.008942,0.000000,0.000000,0.778872,0.525075,0.000000,-0.030147,3.487345,1.000000,0.161601,-0.994102,0.000000,-0.009657,0.757396,0.048600,1
4.850000,20.006384,103.483665,-0.485013,-0.063021,3.438372,20.000000,104.173880,0.000000,1.000000,0.843608,20.000000,104.658893,0.485013,1.010682,0.000000,0.000000,0.690244,0.485013,0.000000,-0.022702,3.454510,1.000000,0.148905,-0.656707,0.000000,-0.000525,0.688776,0.040874,1
4.900000,20.001583,103.707687,-0.420640,-0.062530,3.478150,20.000000,104.223684,0.000000,1.000000,0.665728,20.000000,104.644324,0.420640,1.012966,0.000000,0.000000,0.515999,0.420640,0.000000,-0.010744,3.355227,1.000000,0.239172,-1.985648,0.000000,0.013768,0.588129,0.036359,1
4.950000,19.998602,103.848831,-0.380291,-0.062065,3.499156,20.000000,104.273924,0.000000,1.000000,0.570374,20.000000,104.654215,0.380291,1.014152,0.000000,0.000000,0.425095,0.380291,0.000000,0.004246,3.256357,1.000000,0.299791,-1.977404,0.000000,0.013020,0.511060,0.027592,1
5.000000,19.994415,104.047691,-0.323713,-0.060904,3.523313,20.000000,104.323656,0.000000,1.000000,0.425415,20.000000,104.647369,0.323713,1.015388,0.000000,0.000000,0.276021,0.323713,0.000000,0.015499,3.156992,1.000000,0.225055,-1.987297,0.000000,0.026871,0.388518,0.020795,1
5.050000,19.991459,104.190407,-0.283342,-0.059551,3.536114,20.000000,104.374032,0.000000,1.000000,0.337748,20.000000,104.657374,0.283342,1.016003,0.000000,0.000000,0.183824,0.283342,0.000000,0.026901,3.057645,1.000000,0.228049,-1.986956,0.000000,0.035328,0.290602,0.012554,1
5.082936,20.000000,104.406723,0.000000,-0.056469,3.548111,20.000000,104.406723,0.000000,1.000000,0.000000,20.000000,104.406723,0.000000,1.016266,0.000000,0.000000,0.000000,0.000000,0.000000,0.026901,3.057645,1.000000,0.228049,-1.986956,0.000000,0.055227,0.119939,-0.006512,1
