time,uav_x,uav_y,uav_z,uav_vx,uav_vy,target_x,target_y,target_vx,target_vy,distance,intercept_x,intercept_y,t_go
0.000000,20.018026,36.714275,-5.004480,-0.018497,0.992699,20.000000,44.763961,0.000000,1.000000,8.049705,20.000000,45.913918,1.149958
0.050000,20.018105,36.769505,-5.003995,-0.018509,0.993409,20.000000,44.813051,0.000000,1.000000,8.043567,20.000000,45.962132,1.149081
0.100000,20.018131,36.808910,-5.003973,-0.018694,0.994228,20.000000,44.863254,0.000000,1.000000,8.054364,20.000000,46.013877,1.150623
0.150000,20.018061,36.872150,-5.013471,-0.021601,1.009838,20.000000,44.913014,0.000000,1.000000,8.040884,20.000000,46.061712,1.148697
0.200000,20.017654,36.913101,-5.027697,-0.029832,1.067414,20.000000,44.963195,0.000000,1.000000,8.050114,20.000000,46.113211,1.150016
0.250000,20.016426,36.976448,-5.058390,-0.042655,1.219772,20.000000,45.012961,0.000000,1.000000,8.036530,20.000000,46.161037,1.148075
0.300000,20.015104,37.028393,-5.084448,-0.049827,1.364529,20.000000,45.063361,0.000000,1.000000,8.034982,20.000000,46.211215,1.147854
0.350000,20.012600,37.127247,-5.127091,-0.056094,1.640283,20.000000,45.113131,0.000000,1.000000,7.985894,20.000000,46.253972,1.140842
0.400000,20.010958,37.200104,-5.151511,-0.056853,1.837020,20.000000,45.163158,0.000000,1.000000,7.963062,20.000000,46.300738,1.137580
0.450000,20.008968,37.319332,-5.180978,-0.054699,2.144967,20.000000,45.213081,0.000000,1.000000,7.893754,20.000000,46.340760,1.127679
0.500000,20.007883,37.417294,-5.198295,-0.051337,2.386853,20.000000,45.263108,0.000000,1.000000,7.845819,20.000000,46.383939,1.120831
0.550000,20.007048,37.598938,-5.219701,-0.044369,2.809702,20.000000,45.313001,0.000000,1.000000,7.714066,20.000000,46.415010,1.102009
0.600000,20.007174,37.729141,-5.229275,-0.039276,3.094447,20.000000,45.363233,0.000000,1.000000,7.634095,20.000000,46.453818,1.090585
0.650000,20.007893,37.933022,-5.238865,-0.032760,3.515212,20.000000,45.413161,0.000000,1.000000,7.480143,20.000000,46.481753,1.068592
0.700000,20.008871,38.094963,-5.243275,-0.028330,3.829486,20.000000,45.463390,0.000000,1.000000,7.368433,20.000000,46.516024,1.052633
0.750000,20.011604,38.384247,-5.246686,-0.021959,4.352732,20.000000,45.512526,0.000000,1.000000,7.128289,20.000000,46.530853,1.018327
0.800000,20.014013,38.584560,-5.247204,-0.018296,4.690168,20.000000,45.562949,0.000000,1.000000,6.978403,20.000000,46.559864,0.996914
0.850000,20.018072,38.889881,-5.246352,-0.014011,5.172225,20.000000,45.612855,0.000000,1.000000,6.722998,20.000000,46.573282,0.960428
0.900000,20.021461,39.126007,-5.244986,-0.010990,5.521763,20.000000,45.663725,0.000000,1.000000,6.537754,20.000000,46.597690,0.933964
0.950000,20.027807,39.534546,-5.242077,-0.006130,6.087168,20.000000,45.712651,0.000000,1.000000,6.178167,20.000000,46.595245,0.882594
1.000000,20.032478,39.809505,-5.239939,-0.002534,6.437867,20.000000,45.763002,0.000000,1.000000,5.953585,20.000000,46.613512,0.850511
1.050000,20.039831,40.218159,-5.235757,0.003225,6.909960,20.000000,45.812740,0.000000,1.000000,5.594723,20.000000,46.611983,0.799244
1.100000,20.045862,40.526924,-5.231452,0.008591,7.235540,20.000000,45.863170,0.000000,1.000000,5.336443,20.000000,46.625516,0.762346
1.150000,20.056396,41.047131,-5.221637,0.017964,7.737935,20.000000,45.912581,0.000000,1.000000,4.865777,20.000000,46.607686,0.695105
1.200000,20.063570,41.387890,-5.213541,0.024327,8.040638,20.000000,45.963075,0.000000,1.000000,4.575627,20.000000,46.616728,0.653653
1.250000,20.074379,41.883595,-5.199926,0.033068,8.448159,20.000000,46.013035,0.000000,1.000000,4.130110,20.000000,46.603039,0.590004
1.300000,20.082783,42.250687,-5.188912,0.038649,8.726917,20.000000,46.063344,0.000000,1.000000,3.813556,20.000000,46.608121,0.544778
1.350000,20.097040,42.858738,-5.169555,0.045555,9.146196,20.000000,46.112956,0.000000,1.000000,3.255664,20.000000,46.578025,0.465069
1.400000,20.106333,43.250786,-5.156532,0.048707,9.384172,20.000000,46.162904,0.000000,1.000000,2.914059,20.000000,46.579164,0.416259
1.450000,20.119583,43.812344,-5.136696,0.052765,9.682331,20.000000,46.212990,0.000000,1.000000,2.403623,20.000000,46.556312,0.343322
1.500000,20.129572,44.221546,-5.121481,0.056126,9.871571,20.000000,46.263165,0.000000,1.000000,2.045726,20.000000,46.555338,0.292173
1.550000,20.145876,44.887486,-5.096205,0.061205,10.130224,20.000000,46.312981,0.000000,1.000000,1.432940,20.000000,46.517553,0.204573
1.600000,20.156092,45.309235,-5.080662,0.063258,10.260999,20.000000,46.363132,0.000000,1.000000,1.065394,20.000000,46.515126,0.151994
1.650000,20.170216,45.904194,-5.061058,0.064343,10.396215,20.000000,46.412972,0.000000,1.000000,0.536497,20.000000,46.489121,0.076149
1.700000,20.180052,46.330585,-5.049419,0.063375,10.453939,20.000000,46.463159,0.000000,1.000000,0.223594,20.000000,46.493512,0.030353
1.703802,20.000000,46.466952,-5.036739,0.058897,10.471715,20.000000,46.466952,0.000000,1.000000,0.000000,20.000000,46.466952,0.000000
