time,uav_x,uav_y,uav_z,uav_vx,uav_vy,target_x,target_y,target_vx,target_vy,distance,intercept_x,intercept_y,t_go,uav_vz,target_z,target_vz,horizontal_distance,vertical_error,intercept_z,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode
0.500000,19.986248,38.795082,-4.899342,-0.010068,1.200677,20.000000,46.811814,0.000000,1.000000,9.395304,20.000000,51.711156,4.899342,0.563129,0.000000,0.000000,8.016744,4.899342,0.000000,0.002807,2.636287,1.000000,0.005767,0.166653,1.971170,-0.004671,1.300052,1.941527,0
0.550000,19.984369,38.864819,-4.860703,-0.010066,1.280260,20.000000,46.861818,0.000000,1.000000,9.358348,20.000000,51.722521,4.860703,0.679793,0.000000,0.000000,7.997014,4.860703,0.000000,0.003216,2.645235,1.000000,0.008177,0.178953,0.000000,0.002047,1.472555,2.155434,0
0.600000,19.983093,38.917915,-4.828642,-0.009773,1.342297,20.000000,46.911863,0.000000,1.000000,9.339126,20.000000,51.740506,4.828642,0.763029,0.000000,0.000000,7.993966,4.828642,0.000000,0.003501,2.655527,1.000000,0.005712,0.205839,0.000000,0.009447,1.593664,1.985293,0
0.650000,19.981241,39.009140,-4.770653,-0.008808,1.453667,20.000000,46.961984,0.000000,1.000000,9.274007,20.000000,51.732637,4.770653,0.864982,0.000000,0.000000,7.952866,4.770653,0.000000,0.003932,2.667035,1.000000,0.008615,0.230156,0.000000,0.018480,1.804421,1.403945,0
0.700000,19.980232,39.070404,-4.731289,-0.007986,1.528888,20.000000,47.011265,0.000000,1.000000,9.243525,20.000000,51.742554,4.731289,0.911166,0.000000,0.000000,7.940885,4.731289,0.000000,0.004178,2.678372,1.000000,0.004919,0.226735,0.000000,0.019105,1.897067,1.096584,0
0.750000,19.978989,39.162151,-4.673283,-0.006622,1.637877,20.000000,47.061734,0.000000,1.000000,9.178422,20.000000,51.735017,4.673283,0.958364,0.000000,0.000000,7.899611,4.673283,0.000000,0.004496,2.690371,1.000000,0.006359,0.239996,0.000000,0.026112,1.960188,0.734627,0
0.800000,19.978235,39.231915,-4.630514,-0.005541,1.716291,20.000000,47.112110,0.000000,1.000000,9.140001,20.000000,51.742624,4.630514,0.982695,0.000000,0.000000,7.880226,4.630514,0.000000,0.004700,2.701797,1.000000,0.004085,0.228516,0.000000,0.026844,1.953714,0.555828,0
0.850000,19.977331,39.351044,-4.560702,-0.003805,1.839910,20.000000,47.162229,0.000000,1.000000,9.045172,20.000000,51.722931,4.560702,1.008973,0.000000,0.000000,7.811218,4.560702,0.000000,0.004970,2.712715,1.000000,0.005404,0.218364,0.000000,0.025027,1.912549,0.342950,0
0.900000,19.976898,39.429760,-4.516672,-0.002852,1.914656,20.000000,47.212040,0.000000,1.000000,8.998041,20.000000,51.728712,4.516672,1.019454,0.000000,0.000000,7.782314,4.516672,0.000000,0.005115,2.723012,1.000000,0.002886,0.205930,0.000000,0.025055,1.855254,0.245273,0
0.950000,19.976629,39.545395,-4.454731,-0.001346,2.014833,20.000000,47.260694,0.000000,1.000000,8.909041,20.000000,51.715424,4.454731,1.028791,0.000000,0.000000,7.715334,4.454731,0.000000,0.005246,2.731934,1.000000,0.002630,0.178442,0.000000,0.031650,1.746453,0.132218,0
1.000000,19.976635,39.631527,-4.410470,-0.000288,2.082380,20.000000,47.311741,0.000000,1.000000,8.856550,20.000000,51.722211,4.410470,1.032696,0.000000,0.000000,7.680250,4.410470,0.000000,0.005298,2.741360,1.000000,0.001027,0.188512,0.000000,0.027750,1.659930,0.081360,0
1.050000,19.977037,39.775200,-4.339943,0.001507,2.183505,20.000000,47.361603,0.000000,1.000000,8.740088,20.000000,51.701546,4.339943,1.035364,0.000000,0.000000,7.586438,4.339943,0.000000,0.005291,2.748042,1.000000,-0.000133,0.133650,0.000000,0.027970,1.533399,0.023921,0
1.100000,19.977562,39.868351,-4.296186,0.002625,2.241894,20.000000,47.411986,0.000000,1.000000,8.681253,20.000000,51.708173,4.296186,1.035568,0.000000,0.000000,7.543669,4.296186,0.000000,0.005223,2.755891,1.000000,-0.001364,0.156980,0.000000,0.025646,1.441538,0.001356,0
1.150000,19.978525,40.002449,-4.235486,0.004037,2.317467,20.000000,47.461030,0.000000,1.000000,8.577309,20.000000,51.696516,4.235486,1.034624,0.000000,0.000000,7.458611,4.235486,0.000000,0.005070,2.760974,1.000000,-0.003051,0.101657,0.000000,0.022969,1.296116,-0.021655,0
1.200000,19.979408,40.100609,-4.192491,0.005078,2.367033,20.000000,47.512075,0.000000,1.000000,8.515118,20.000000,51.704566,4.192491,1.033743,0.000000,0.000000,7.411495,4.192491,0.000000,0.004912,2.767795,1.000000,-0.003173,0.136427,0.000000,0.028667,1.211882,-0.022724,0
1.250000,19.981070,40.261307,-4.124351,0.006635,2.439007,20.000000,47.562121,0.000000,1.000000,8.385256,20.000000,51.686472,4.124351,1.031759,0.000000,0.000000,7.300839,4.124351,0.000000,0.004590,2.770173,1.000000,-0.006433,0.047551,0.000000,0.023060,1.080910,-0.033254,0
1.300000,19.982225,40.363712,-4.082140,0.007605,2.479465,20.000000,47.611857,0.000000,1.000000,8.318641,20.000000,51.693998,4.082140,1.030526,0.000000,0.000000,7.248167,4.082140,0.000000,0.004354,2.775575,1.000000,-0.004714,0.108036,0.000000,0.023328,0.995358,-0.027657,0
1.350000,19.983948,40.509319,-4.023462,0.008842,2.531101,20.000000,47.661413,0.000000,1.000000,8.206153,20.000000,51.684875,4.023462,1.028836,0.000000,0.000000,7.152111,4.023462,0.000000,0.003990,2.777597,1.000000,-0.007291,0.040441,0.000000,0.025330,0.885263,-0.031948,0
1.400000,19.985172,40.614727,-3.981766,0.009519,2.564363,20.000000,47.712122,0.000000,1.000000,8.138040,20.000000,51.693888,3.981766,1.027858,0.000000,0.000000,7.097411,3.981766,0.000000,0.003724,2.782474,1.000000,-0.005315,0.097552,0.000000,0.016293,0.806615,-0.022762,0
1.450000,19.987034,40.785427,-3.915308,0.010333,2.611769,20.000000,47.761754,0.000000,1.000000,7.999934,20.000000,51.677062,3.915308,1.026622,0.000000,0.000000,6.976339,3.915308,0.000000,0.003312,2.781808,1.000000,-0.008245,-0.013328,0.000000,0.008915,0.710557,-0.016128,0
1.500000,19.988167,40.893238,-3.873961,0.010745,2.638163,20.000000,47.812164,0.000000,1.000000,7.929644,20.000000,51.686126,3.873961,1.026013,0.000000,0.000000,6.918937,3.873961,0.000000,0.003055,2.786008,1.000000,-0.005142,0.084003,0.000000,0.009239,0.649085,-0.013560,0
1.550000,19.989626,41.045284,-3.816184,0.011018,2.671362,20.000000,47.861845,0.000000,1.000000,7.812098,20.000000,51.678029,3.816184,1.025418,0.000000,0.000000,6.816569,3.816184,0.000000,0.002718,2.786224,1.000000,-0.006722,0.004326,0.000000,0.003494,0.564754,-0.007413,0
1.600000,19.990545,41.154587,-3.774951,0.010896,2.692275,20.000000,47.912334,0.000000,1.000000,7.740639,20.000000,51.687285,3.774951,1.025246,0.000000,0.000000,6.757754,3.774951,0.000000,0.002505,2.790155,1.000000,-0.004277,0.078606,0.000000,-0.001631,0.509024,0.000000,0
1.650000,19.991833,41.330559,-3.709139,0.010484,2.721953,20.000000,47.961701,0.000000,1.000000,7.598015,20.000000,51.670840,3.709139,1.024967,0.000000,0.000000,6.631147,3.709139,0.000000,0.002202,2.787785,1.000000,-0.006053,-0.047402,0.000000,-0.005777,0.443329,0.001589,0
1.700000,19.992573,41.440979,-3.668117,0.010246,2.738118,20.000000,48.011394,0.000000,1.000000,7.524991,20.000000,51.679511,3.668117,1.024817,0.000000,0.000000,6.570419,3.668117,0.000000,0.002025,2.791223,1.000000,-0.003543,0.068769,0.000000,-0.004126,0.395278,-0.002722,0
1.750000,19.993589,41.595966,-3.610788,0.009751,2.758035,20.000000,48.061972,0.000000,1.000000,7.405881,20.000000,51.672761,3.610788,1.024801,0.000000,0.000000,6.466009,3.610788,0.000000,0.001775,2.790746,1.000000,-0.004988,-0.009534,0.000000,-0.010197,0.336364,0.006191,0
1.800000,19.994345,41.706978,-3.569955,0.009404,2.770521,20.000000,48.112146,0.000000,1.000000,7.332857,20.000000,51.682101,3.569955,1.024786,0.000000,0.000000,6.405171,3.569955,0.000000,0.001584,2.794187,1.000000,-0.003825,0.068817,0.000000,-0.011810,0.303119,-0.001088,0
1.850000,19.995560,41.885040,-3.504747,0.008963,2.787761,20.000000,48.161863,0.000000,1.000000,7.189004,20.000000,51.666610,3.504747,1.024919,0.000000,0.000000,6.276825,3.504747,0.000000,0.001267,2.790949,1.000000,-0.006344,-0.064761,0.000000,-0.002849,0.252644,0.001917,0
1.900000,19.996357,41.996544,-3.464043,0.008782,2.797204,20.000000,48.212197,0.000000,1.000000,7.115754,20.000000,51.676240,3.464043,1.024911,0.000000,0.000000,6.215655,3.464043,0.000000,0.001052,2.794335,1.000000,-0.004305,0.067717,0.000000,-0.004502,0.227660,-0.000278,0
1.950000,19.997467,42.152870,-3.407118,0.008449,2.808752,20.000000,48.261058,0.000000,1.000000,6.994170,20.000000,51.668176,3.407118,1.025002,0.000000,0.000000,6.108189,3.407118,0.000000,0.000743,2.792773,1.000000,-0.006165,-0.031242,0.000000,-0.005056,0.192419,0.005759,0
2.000000,19.998219,42.264606,-3.366383,0.008285,2.815780,20.000000,48.312183,0.000000,1.000000,6.921396,20.000000,51.678566,3.366383,1.025290,0.000000,0.000000,6.047577,3.366383,0.000000,0.000529,2.796462,1.000000,-0.004285,0.073773,0.000000,-0.002469,0.176609,0.004284,0
2.050000,19.999474,42.443325,-3.301076,0.008184,2.825210,20.000000,48.362036,0.000000,1.000000,6.777038,20.000000,51.663113,3.301076,1.025562,0.000000,0.000000,5.918711,3.301076,0.000000,0.000159,2.792964,1.000000,-0.007394,-0.069950,0.000000,0.003083,0.138779,0.006621,0
2.100000,20.000475,42.555096,-3.260229,0.008117,2.830292,20.000000,48.412100,0.000000,1.000000,6.703252,20.000000,51.672329,3.260229,1.025787,0.000000,0.000000,5.857004,3.260229,0.000000,-0.000146,2.796501,1.000000,-0.006103,0.070741,0.000000,-0.002485,0.121474,0.005161,0
2.150000,20.002123,42.711727,-3.203063,0.008515,2.836385,20.000000,48.461029,0.000000,1.000000,6.581344,20.000000,51.664092,3.203063,1.026238,0.000000,0.000000,5.749302,3.203063,0.000000,-0.000663,2.794938,1.000000,-0.010342,-0.031254,0.000000,0.003705,0.102318,0.004690,0
2.200000,20.003452,42.823673,-3.162173,0.008851,2.840119,20.000000,48.511319,0.000000,1.000000,6.507585,20.000000,51.673492,3.162173,1.026310,0.000000,0.000000,5.687647,3.162173,0.000000,-0.001092,2.798651,1.000000,-0.008580,0.074260,0.000000,0.002977,0.090390,-0.001922,0
2.250000,20.005909,43.002804,-3.096670,0.009519,2.845194,20.000000,48.560896,0.000000,1.000000,6.362530,20.000000,51.657565,3.096670,1.026484,0.000000,0.000000,5.558095,3.096670,0.000000,-0.001908,2.794861,1.000000,-0.016328,-0.075807,0.000000,0.010295,0.072638,0.004540,0
2.300000,20.007662,43.114693,-3.055691,0.010141,2.847668,20.000000,48.611962,0.000000,1.000000,6.289458,20.000000,51.667654,3.055691,1.026332,0.000000,0.000000,5.497275,3.055691,0.000000,-0.002507,2.799026,1.000000,-0.011984,0.083308,0.000000,0.018002,0.060072,-0.004083,0
2.350000,20.010250,43.271374,-2.998251,0.010744,2.850511,20.000000,48.660909,0.000000,1.000000,6.167390,20.000000,51.659160,2.998251,1.026261,0.000000,0.000000,5.389545,2.998251,0.000000,-0.003419,2.797559,1.000000,-0.018226,-0.029342,0.000000,0.010523,0.046372,-0.003375,0
2.400000,20.012043,43.383415,-2.957249,0.011257,2.852324,20.000000,48.711986,0.000000,1.000000,6.094189,20.000000,51.669235,2.957249,1.026191,0.000000,0.000000,5.328585,2.957249,0.000000,-0.004072,2.801867,1.000000,-0.013074,0.086162,0.000000,0.007896,0.044942,-0.005677,0
2.450000,20.014694,43.562897,-2.891994,0.011653,2.854958,20.000000,48.761557,0.000000,1.000000,5.948942,20.000000,51.653550,2.891994,1.025850,0.000000,0.000000,5.198681,2.891994,0.000000,-0.005081,2.797604,1.000000,-0.020173,-0.085266,0.000000,0.008757,0.039160,-0.006626,0
2.500000,20.016268,43.675056,-2.851362,0.011637,2.856374,20.000000,48.811901,0.000000,1.000000,5.875176,20.000000,51.663262,2.851362,1.025566,0.000000,0.000000,5.136870,2.851362,0.000000,-0.005705,2.801541,1.000000,-0.012485,0.078735,0.000000,-0.003758,0.035326,-0.006343,0
2.550000,20.018459,43.832108,-2.794719,0.011466,2.858142,20.000000,48.861888,0.000000,1.000000,5.754085,20.000000,51.656608,2.794719,1.025223,0.000000,0.000000,5.029815,2.794719,0.000000,-0.006605,2.799745,1.000000,-0.017996,-0.035925,0.000000,-0.001904,0.031561,-0.010550,0
2.600000,20.020004,43.944374,-2.754359,0.011327,2.859296,20.000000,48.912222,0.000000,1.000000,5.680352,20.000000,51.666581,2.754359,1.024959,0.000000,0.000000,4.967888,2.754359,0.000000,-0.007263,2.803631,1.000000,-0.013154,0.077726,0.000000,-0.005672,0.027865,-0.007138,0
2.650000,20.022270,44.124134,-2.689822,0.010717,2.860828,20.000000,48.962010,0.000000,1.000000,5.535402,20.000000,51.651831,2.689822,1.024633,0.000000,0.000000,4.837927,2.689822,0.000000,-0.008279,2.798586,1.000000,-0.020333,-0.100899,0.000000,-0.012092,0.020822,-0.005881,0
2.700000,20.023554,44.236462,-2.649493,0.010277,2.861667,20.000000,49.012304,0.000000,1.000000,5.461596,20.000000,51.661797,2.649493,1.024560,0.000000,0.000000,4.775900,2.649493,0.000000,-0.008890,2.802550,1.000000,-0.012210,0.079274,0.000000,-0.012819,0.019421,-0.002811,0
2.750000,20.025219,44.393631,-2.593082,0.009498,2.862429,20.000000,49.062052,0.000000,1.000000,5.340306,20.000000,51.655135,2.593082,1.024776,0.000000,0.000000,4.668490,2.593082,0.000000,-0.009725,2.800337,1.000000,-0.016711,-0.044259,0.000000,-0.016412,0.009611,0.002436,0
2.800000,20.026230,44.505764,-2.552814,0.008615,2.862770,20.000000,49.112134,0.000000,1.000000,5.266516,20.000000,51.664947,2.552814,1.024941,0.000000,0.000000,4.606445,2.552814,0.000000,-0.010275,2.804429,1.000000,-0.010988,0.081839,0.000000,-0.023234,0.007361,0.005729,0
2.850000,20.027651,44.685093,-2.488144,0.007224,2.863117,20.000000,49.161926,0.000000,1.000000,5.121881,20.000000,51.650070,2.488144,1.025442,0.000000,0.000000,4.476919,2.488144,0.000000,-0.011113,2.799266,1.000000,-0.016763,-0.103245,0.000000,-0.021303,0.004023,0.006532,0
2.900000,20.028484,44.797241,-2.447638,0.006219,2.863385,20.000000,49.212124,0.000000,1.000000,5.048062,20.000000,51.659762,2.447638,1.025659,0.000000,0.000000,4.414975,2.447638,0.000000,-0.011637,2.803732,1.000000,-0.010489,0.089313,0.000000,-0.024061,0.004421,0.004197,0
2.950000,20.029509,44.954281,-2.390883,0.004873,2.863717,20.000000,49.260375,0.000000,1.000000,4.925408,20.000000,51.651258,2.390883,1.025745,0.000000,0.000000,4.306195,2.390883,0.000000,-0.012342,2.801047,1.000000,-0.014093,-0.053692,0.000000,-0.026316,0.005409,0.000387,0
3.000000,20.030138,45.066467,-2.350330,0.003671,2.863818,20.000000,49.311941,0.000000,1.000000,4.852732,20.000000,51.662271,2.350330,1.025858,0.000000,0.000000,4.245581,2.350330,0.000000,-0.012823,2.806331,1.000000,-0.009615,0.105674,0.000000,-0.031921,0.002071,0.006147,0
3.050000,20.030954,45.246166,-2.285527,0.001972,2.864074,20.000000,49.361876,0.000000,1.000000,4.707829,20.000000,51.647403,2.285527,1.025792,0.000000,0.000000,4.115826,2.285527,0.000000,-0.013544,2.800770,1.000000,-0.014415,-0.111222,0.000000,-0.025341,0.004888,0.000636,0
3.100000,20.031410,45.358585,-2.245068,0.000856,2.864335,20.000000,49.411927,0.000000,1.000000,4.633670,20.000000,51.656996,2.245068,1.025687,0.000000,0.000000,4.053464,2.245068,0.000000,-0.013991,2.805443,1.000000,-0.008942,0.093457,0.000000,-0.028028,0.004868,-0.002692,0
3.150000,20.032209,45.516006,-2.188523,-0.000435,2.864363,20.000000,49.461823,0.000000,1.000000,4.512220,20.000000,51.650345,2.188523,1.025507,0.000000,0.000000,3.945948,2.188523,0.000000,-0.014717,2.802959,1.000000,-0.014533,-0.049681,0.000000,-0.022728,0.004839,-0.002702,0
3.200000,20.032906,45.628441,-2.148229,-0.001153,2.864513,20.000000,49.511688,0.000000,1.000000,4.437970,20.000000,51.659917,2.148229,1.025435,0.000000,0.000000,3.883386,2.148229,0.000000,-0.015318,2.807650,1.000000,-0.012002,0.093827,0.000000,-0.017529,0.003204,-0.003025,0
3.250000,20.034216,45.808250,-2.083905,-0.002086,2.864691,20.000000,49.561938,0.000000,1.000000,4.293483,20.000000,51.645843,2.083905,1.025338,0.000000,0.000000,3.753843,2.083905,0.000000,-0.016419,2.801276,1.000000,-0.022032,-0.127489,0.000000,-0.013979,0.004560,-0.000417,0
3.300000,20.035183,45.920559,-2.043742,-0.002476,2.864716,20.000000,49.612059,0.000000,1.000000,4.219632,20.000000,51.655801,2.043742,1.025397,0.000000,0.000000,3.691668,2.043742,0.000000,-0.017215,2.806246,1.000000,-0.015917,0.099404,0.000000,-0.008192,0.001520,0.003432,0
3.350000,20.036684,46.077637,-1.987515,-0.002883,2.864369,20.000000,49.660924,0.000000,1.000000,4.097744,20.000000,51.648439,1.987515,1.025553,0.000000,0.000000,3.583475,1.987515,0.000000,-0.018457,2.802898,1.000000,-0.024845,-0.066956,0.000000,-0.007760,-0.011817,-0.000790,0
3.400000,20.037722,46.189842,-1.947358,-0.003206,2.864111,20.000000,49.711966,0.000000,1.000000,4.024796,20.000000,51.659324,1.947358,1.025624,0.000000,0.000000,3.522326,1.947358,0.000000,-0.019371,2.808668,1.000000,-0.018269,0.115398,0.000000,-0.005028,-0.005484,0.001542,0
3.450000,20.039383,46.369495,-1.882925,-0.003596,2.863944,20.000000,49.762114,0.000000,1.000000,3.880312,20.000000,51.645039,1.882925,1.025710,0.000000,0.000000,3.392847,1.882925,0.000000,-0.020916,2.801781,1.000000,-0.030903,-0.137734,0.000000,-0.007359,-0.001222,0.003234,0
3.500000,20.040449,46.481869,-1.842616,-0.003938,2.863886,20.000000,49.811873,0.000000,1.000000,3.806021,20.000000,51.654489,1.842616,1.025834,0.000000,0.000000,3.330249,1.842616,0.000000,-0.021952,2.807215,1.000000,-0.020724,0.108672,0.000000,-0.009653,-0.000626,0.000606,0
3.550000,20.042057,46.639210,-1.785976,-0.004207,2.863738,20.000000,49.861710,0.000000,1.000000,3.684560,20.000000,51.647686,1.785976,1.026116,0.000000,0.000000,3.222775,1.785976,0.000000,-0.023548,2.804336,1.000000,-0.031930,-0.057575,0.000000,-0.001720,-0.009492,0.005037,0
3.600000,20.043274,46.751610,-1.745379,-0.004309,2.863773,20.000000,49.911974,0.000000,1.000000,3.610557,20.000000,51.657353,1.745379,1.026136,0.000000,0.000000,3.160661,1.745379,0.000000,-0.024793,2.810704,1.000000,-0.024899,0.127353,0.000000,-0.003754,0.000998,0.001051,0
3.650000,20.045181,46.931515,-1.680249,-0.004571,2.863772,20.000000,49.962033,0.000000,1.000000,3.465446,20.000000,51.642282,1.680249,1.026040,0.000000,0.000000,3.030855,1.680249,0.000000,-0.026890,2.803613,1.000000,-0.041924,-0.141824,0.000000,-0.007588,-0.000964,-0.003527,0
3.700000,20.046267,47.044048,-1.639463,-0.004981,2.863715,20.000000,50.012077,0.000000,1.000000,3.391044,20.000000,51.651541,1.639463,1.025909,0.000000,0.000000,2.968390,1.639463,0.000000,-0.028221,2.810366,1.000000,-0.026618,0.135077,0.000000,-0.011069,0.001262,-0.004813,0
3.750000,20.047642,47.201744,-1.582197,-0.005674,2.863735,20.000000,50.061702,0.000000,1.000000,3.268788,20.000000,51.643899,1.582197,1.025435,0.000000,0.000000,2.860355,1.582197,0.000000,-0.030111,2.807587,1.000000,-0.037812,-0.055593,0.000000,-0.016022,-0.001729,-0.005126,0
3.800000,20.048481,47.314476,-1.541208,-0.006262,2.863943,20.000000,50.111533,0.000000,1.000000,3.193932,20.000000,51.652742,1.541208,1.024979,0.000000,0.000000,2.797478,1.541208,0.000000,-0.031456,2.814847,1.000000,-0.026907,0.145210,0.000000,-0.016028,0.003219,-0.015438,0
3.850000,20.049522,47.495113,-1.475656,-0.007635,2.864431,20.000000,50.162400,0.000000,1.000000,3.048677,20.000000,51.638056,1.475656,1.024357,0.000000,0.000000,2.667746,1.475656,0.000000,-0.033560,2.807526,1.000000,-0.042062,-0.146434,0.000000,-0.020879,0.005454,-0.006775,0
3.900000,20.050007,47.608189,-1.434700,-0.008675,2.864775,20.000000,50.211966,0.000000,1.000000,2.973302,20.000000,51.646666,1.434700,1.023743,0.000000,0.000000,2.604258,1.434700,0.000000,-0.035621,2.907504,1.000000,-0.041220,1.999575,0.000000,-0.027301,0.009656,-0.014216,1
3.950000,20.050480,47.766502,-1.377208,-0.010499,2.865314,20.000000,50.260923,0.000000,1.000000,2.849804,20.000000,51.638131,1.377208,1.022848,0.000000,0.000000,2.494932,1.377208,0.000000,-0.038059,3.007475,1.000000,-0.048761,1.999405,0.000000,-0.034574,0.008151,-0.028461,1
4.000000,20.050714,47.879501,-1.336131,-0.011838,2.865738,20.000000,50.311956,0.000000,1.000000,2.775726,20.000000,51.648087,1.336131,1.021435,0.000000,0.000000,2.432983,1.336131,0.000000,-0.040753,3.107438,1.000000,-0.053892,1.999274,0.000000,-0.036913,0.014618,-0.036664,1
4.050000,20.050974,48.060055,-1.270512,-0.013904,2.867293,20.000000,50.361204,0.000000,1.000000,2.629085,20.000000,51.631716,1.270512,1.018159,0.000000,0.000000,2.301714,1.270512,0.000000,-0.044110,3.207382,1.000000,-0.067144,1.998873,0.000000,-0.035102,0.036965,-0.058388,1
4.100000,20.050997,48.172882,-1.229715,-0.015463,2.870152,20.000000,50.411739,0.000000,1.000000,2.554854,20.000000,51.641454,1.229715,1.015555,0.000000,0.000000,2.239438,1.229715,0.000000,-0.047849,3.307312,1.000000,-0.074773,1.998602,0.000000,-0.039563,0.083725,-0.067353,1
4.150000,20.050709,48.331093,-1.172906,-0.017857,2.878362,20.000000,50.461828,0.000000,1.000000,2.432758,20.000000,51.634734,1.172906,1.011213,0.000000,0.000000,2.131338,1.172906,0.000000,-0.052429,3.407207,1.000000,-0.091605,1.997901,0.000000,-0.044822,0.179726,-0.085560,1
4.200000,20.050179,48.444645,-1.132536,-0.019835,2.888110,20.000000,50.512064,0.000000,1.000000,2.357834,20.000000,51.644601,1.132536,1.007845,0.000000,0.000000,2.068028,1.132536,0.000000,-0.057535,3.507077,1.000000,-0.102118,1.997391,0.000000,-0.048427,0.268862,-0.090264,1
4.250000,20.048866,48.627876,-1.068483,-0.023180,2.911717,20.000000,50.561886,0.000000,1.000000,2.210076,20.000000,51.630369,1.068483,1.001922,0.000000,0.000000,1.934627,1.068483,0.000000,-0.064958,3.606801,1.000000,-0.148454,1.994483,0.000000,-0.051870,0.416070,-0.097210,1
4.300000,20.047823,48.743576,-1.028713,-0.025388,2.931729,20.000000,50.612131,0.000000,1.000000,2.133550,20.000000,51.640844,1.028713,0.998519,0.000000,0.000000,1.869167,1.028713,0.000000,-0.067244,3.627388,1.000000,-0.045725,0.411751,0.000000,-0.054106,0.520865,-0.084470,1
4.350000,20.046097,48.907536,-0.973376,-0.028776,2.966976,20.000000,50.661084,0.000000,1.000000,2.006120,20.000000,51.634460,0.973376,0.993991,0.000000,0.000000,1.754154,0.973376,0.000000,-0.068934,3.622298,1.000000,-0.033801,-0.101807,0.000000,-0.061342,0.681937,-0.063643,1
4.400000,20.044777,49.026264,-0.934061,-0.031007,2.997161,20.000000,50.712094,0.000000,1.000000,1.927822,20.000000,51.646155,0.934061,0.992309,0.000000,0.000000,1.686425,0.934061,0.000000,-0.069680,3.623422,1.000000,-0.014916,0.022473,0.000000,-0.055911,0.784665,-0.030067,1
4.450000,20.042507,49.219761,-0.871167,-0.034854,3.052485,20.000000,50.761634,0.000000,1.000000,1.771472,20.000000,51.632802,0.871167,0.992833,0.000000,0.000000,1.542459,0.871167,0.000000,-0.071986,3.611173,1.000000,-0.046123,-0.244971,0.000000,-0.061090,0.899027,0.028687,1
