time,uav_x,uav_y,uav_z,uav_vx,uav_vy,target_x,target_y,target_vx,target_vy,distance,intercept_x,intercept_y,t_go,uav_vz,target_z,target_vz,horizontal_distance,vertical_error,intercept_z,command_vx,command_vy,command_vz,command_ax,command_ay,command_az,uav_ax,uav_ay,uav_az,terminal_mode,phase
0.014805,0.015790,0.005161,0.032820,0.008808,-0.002592,20.000000,19.267153,0.000000,1.000000,27.755974,20.000000,23.248050,3.980897,-0.003616,0.000000,0.000000,27.755954,-0.032820,0.000000,0.008808,-0.002592,-0.003616,0.000000,0.000000,0.000000,0.002906,-0.014554,0.001871,0,takeoff
0.064803,0.016203,0.003833,0.033489,0.008889,-0.003205,20.000000,19.316957,0.000000,1.000000,27.791186,20.000000,23.303403,3.986446,-0.003256,0.000000,0.000000,27.791166,-0.033489,0.000000,0.008889,-0.003205,-0.003256,0.000000,0.000000,0.000000,0.000198,-0.006486,0.007185,0,takeoff
0.114869,0.016527,0.002980,0.034244,0.008868,-0.003589,20.000000,19.367104,0.000000,1.000000,27.826420,20.000000,23.359101,3.991996,-0.003027,0.000000,0.000000,27.826399,-0.034244,0.000000,0.008868,-0.003589,-0.003027,0.000000,0.000000,0.000000,0.002817,-0.012453,0.004552,0,takeoff
0.164981,0.017007,0.001853,0.035728,0.008695,-0.004002,20.000000,19.416931,0.000000,1.000000,27.861561,20.000000,23.414465,3.997533,-0.002356,0.000000,0.000000,27.861538,-0.035728,0.000000,0.008695,-0.004002,-0.002356,0.000000,0.000000,0.000000,-0.003355,-0.005473,0.013656,0,takeoff
0.214911,0.017269,0.001280,0.036718,0.008638,-0.004139,20.000000,19.466822,0.000000,1.000000,27.896563,20.000000,23.469865,4.003043,-0.001800,0.000000,0.000000,27.896538,-0.036718,0.000000,0.008638,-0.004139,-0.001800,0.000000,0.000000,0.000000,-0.000898,-0.003305,0.016244,0,takeoff
0.264784,0.017539,0.000625,0.038154,0.008519,-0.004327,20.000000,19.516646,0.000000,1.000000,27.931618,20.000000,23.525206,4.008560,-0.001112,0.000000,0.000000,27.931592,-0.038154,0.000000,0.008519,-0.004327,-0.001112,0.000000,0.000000,0.000000,-0.005167,-0.003305,0.007729,0,takeoff
0.315415,0.017707,0.000226,0.039110,0.008378,-0.004374,20.000000,19.566954,0.000000,1.000000,27.966953,20.000000,23.581073,4.014118,-0.000681,0.000000,0.000000,27.966925,-0.039110,0.000000,0.008378,-0.004374,-0.000681,0.000000,0.000000,0.000000,-0.003193,-0.000713,0.009603,0,takeoff
0.364681,0.018152,-0.000214,0.040587,0.008388,-0.004578,20.000000,19.616557,0.000000,1.000000,28.001671,20.000000,23.636140,4.019583,0.000075,0.000000,0.000000,28.001642,-0.040587,0.000000,0.008388,-0.004578,0.000075,0.000000,0.000000,0.000000,0.004494,-0.004435,0.013835,0,takeoff
0.414833,0.018599,-0.000333,0.041294,0.008628,-0.004571,20.000000,19.667115,0.000000,1.000000,28.036880,20.000000,23.692239,4.025124,0.000657,0.000000,0.000000,28.036850,-0.041294,0.000000,0.008628,-0.004571,0.000657,0.000000,0.000000,0.000000,0.008839,-0.000862,0.012722,0,takeoff
0.465731,0.019346,-0.000193,0.042310,0.009043,-0.004438,20.000000,19.717630,0.000000,1.000000,28.071709,20.000000,23.748240,4.030610,0.001156,0.000000,0.000000,28.071677,-0.042310,0.000000,0.009043,-0.004438,0.001156,0.000000,0.000000,0.000000,0.008839,0.001859,0.006499,0,takeoff
0.514846,0.019904,0.000142,0.043079,0.009508,-0.004096,20.000000,19.766494,0.000000,1.000000,28.105422,20.000000,23.802410,4.035916,0.001627,0.000000,0.000000,28.105389,-0.043079,0.000000,0.009508,-0.004096,0.001627,0.000000,0.000000,0.000000,0.010698,0.011065,0.008365,0,takeoff
0.565256,0.020599,0.000839,0.044439,0.009827,-0.003384,20.000000,19.817175,0.000000,1.000000,28.140107,20.000000,23.858551,4.041376,0.002281,0.000000,0.000000,28.140071,-0.044439,0.000000,0.009827,-0.003384,0.002281,0.000000,0.000000,0.000000,0.000396,0.013074,0.009616,0,takeoff
0.615179,0.020930,0.001437,0.044995,0.010045,-0.002802,20.000000,19.867269,0.000000,1.000000,28.174751,20.000000,23.914091,4.046821,0.002554,0.000000,0.000000,28.174715,-0.044995,0.000000,0.010045,-0.002802,0.002554,0.000000,0.000000,0.000000,0.007137,0.013769,0.008099,0,takeoff
0.664897,0.021218,0.002440,0.045645,0.010031,-0.002037,20.000000,19.916836,0.000000,1.000000,28.208810,20.000000,23.969009,4.052173,0.002841,0.000000,0.000000,28.208774,-0.045645,0.000000,0.010031,-0.002037,0.002841,0.000000,0.000000,0.000000,-0.005109,0.014362,0.002470,0,takeoff
0.715152,0.021320,0.003215,0.046050,0.010087,-0.001629,20.000000,19.966557,0.000000,1.000000,28.243314,20.000000,24.024147,4.057590,0.003138,0.000000,0.000000,28.243276,-0.046050,0.000000,0.010087,-0.001629,0.003138,0.000000,0.000000,0.000000,-0.000475,0.008681,0.010235,0,takeoff
0.765092,0.021401,0.004477,0.046607,0.009756,-0.000668,20.000000,20.016411,0.000000,1.000000,28.277626,20.000000,24.079387,4.062976,0.003327,0.000000,0.000000,28.277587,-0.046607,0.000000,0.009756,-0.000668,0.003327,0.000000,0.000000,0.000000,-0.004784,0.011166,0.003180,0,takeoff
0.815020,0.021396,0.005270,0.046912,0.009604,-0.000082,20.000000,20.067071,0.000000,1.000000,28.312942,20.000000,24.135587,4.068516,0.003477,0.000000,0.000000,28.312903,-0.046912,0.000000,0.009604,-0.000082,0.003477,0.000000,0.000000,0.000000,-0.003420,0.015158,0.006493,0,takeoff
0.864770,0.021328,0.006429,0.047511,0.009271,0.000728,20.000000,20.116704,0.000000,1.000000,28.347359,20.000000,24.190617,4.073913,0.003883,0.000000,0.000000,28.347319,-0.047511,0.000000,0.009271,0.000728,0.003883,0.000000,0.000000,0.000000,-0.007352,0.015933,0.008346,0,takeoff
0.915169,0.021195,0.007282,0.048040,0.008950,0.001255,20.000000,20.167140,0.000000,1.000000,28.382650,20.000000,24.246584,4.079445,0.004058,0.000000,0.000000,28.382609,-0.048040,0.000000,0.008950,0.001255,0.004058,0.000000,0.000000,0.000000,-0.008675,0.014799,0.003923,0,takeoff
0.965970,0.020848,0.008557,0.049155,0.008087,0.001780,20.000000,20.217429,0.000000,1.000000,28.417732,20.000000,24.302368,4.084939,0.004772,0.000000,0.000000,28.417689,-0.049155,0.000000,0.008087,0.001780,0.004772,0.000000,0.000000,0.000000,-0.015842,0.005108,0.009293,0,takeoff
1.014936,0.020515,0.009139,0.049893,0.007583,0.001998,20.000000,20.266509,0.000000,1.000000,28.452475,20.000000,24.356888,4.090379,0.005010,0.000000,0.000000,28.452432,-0.049893,0.000000,0.007583,0.001998,0.005010,0.000000,0.000000,0.000000,-0.012984,0.005428,0.009636,0,takeoff
1.064840,0.019920,0.009707,0.050966,0.006856,0.001983,20.000000,20.316499,0.000000,1.000000,28.488102,20.000000,24.412450,4.095951,0.005431,0.000000,0.000000,28.488057,-0.050966,0.000000,0.006856,0.001983,0.005431,0.000000,0.000000,0.000000,-0.015133,0.003256,0.006645,0,takeoff
1.115321,0.019377,0.009966,0.051724,0.006190,0.001966,20.000000,20.367448,0.000000,1.000000,28.524639,20.000000,24.469114,4.101666,0.005713,0.000000,0.000000,28.524592,-0.051724,0.000000,0.006190,0.001966,0.005713,0.000000,0.000000,0.000000,-0.023235,-0.000427,0.007365,0,takeoff
1.164796,0.018168,0.010201,0.052777,0.004727,0.001793,20.000000,20.416657,0.000000,1.000000,28.560460,20.000000,24.523913,4.107256,0.006159,0.000000,0.000000,28.560411,-0.052777,0.000000,0.004727,0.001793,0.006159,0.000000,0.000000,0.000000,-0.023504,-0.003486,0.007847,0,takeoff
1.214906,0.017231,0.010267,0.053265,0.003712,0.001711,20.000000,20.467022,0.000000,1.000000,28.597076,20.000000,24.579997,4.112974,0.006201,0.000000,0.000000,28.597026,-0.053265,0.000000,0.003712,0.001711,0.006201,0.000000,0.000000,0.000000,-0.028123,-0.002622,-0.001247,0,takeoff
1.265117,0.015837,0.010363,0.053906,0.002214,0.001484,20.000000,20.516845,0.000000,1.000000,28.633643,20.000000,24.635520,4.118675,0.006197,0.000000,0.000000,28.633592,-0.053906,0.000000,0.002214,0.001484,0.006197,0.000000,0.000000,0.000000,-0.026760,-0.005705,0.007546,0,takeoff
1.314860,0.014861,0.010424,0.054441,0.001202,0.001292,20.000000,20.567054,0.000000,1.000000,28.670260,20.000000,24.691445,4.124391,0.006332,0.000000,0.000000,28.670208,-0.054441,0.000000,0.001202,0.001292,0.006332,0.000000,0.000000,0.000000,-0.025239,-0.002678,-0.001027,0,takeoff
1.364839,0.013396,0.010501,0.055258,-0.000134,0.000873,20.000000,20.616759,0.000000,1.000000,28.706885,20.000000,24.746857,4.130098,0.006528,0.000000,0.000000,28.706832,-0.055258,0.000000,-0.000134,0.000873,0.006528,0.000000,0.000000,0.000000,-0.020653,-0.005096,0.002875,0,takeoff
1.414863,0.012497,0.010526,0.055773,-0.001035,0.000790,20.000000,20.667068,0.000000,1.000000,28.743627,20.000000,24.802900,4.135833,0.006744,0.000000,0.000000,28.743573,-0.055773,0.000000,-0.001035,0.000790,0.006744,0.000000,0.000000,0.000000,-0.020489,-0.001220,0.005680,0,takeoff
1.465295,0.011083,0.010402,0.056567,-0.002393,0.000489,20.000000,20.717349,0.000000,1.000000,28.780856,20.000000,24.858982,4.141633,0.006910,0.000000,0.000000,28.780800,-0.056567,0.000000,-0.002393,0.000489,0.006910,0.000000,0.000000,0.000000,-0.023371,-0.006177,0.001089,0,takeoff
1.515917,0.010062,0.010231,0.057068,-0.003263,0.000233,20.000000,20.767532,0.000000,1.000000,28.817814,20.000000,24.914930,4.147397,0.007135,0.000000,0.000000,28.817758,-0.057068,0.000000,-0.003263,0.000233,0.007135,0.000000,0.000000,0.000000,-0.018209,-0.006291,0.006363,0,takeoff
1.565201,0.008452,0.009878,0.057662,-0.004441,-0.000288,20.000000,20.816665,0.000000,1.000000,28.854596,20.000000,24.969787,4.153122,0.007136,0.000000,0.000000,28.854538,-0.057662,0.000000,-0.004441,-0.000288,0.007136,0.000000,0.000000,0.000000,-0.014923,-0.006706,-0.001979,0,takeoff
1.615353,0.007448,0.009626,0.057831,-0.005167,-0.000607,20.000000,20.865473,0.000000,1.000000,28.890688,20.000000,25.024223,4.158749,0.006984,0.000000,0.000000,28.890631,-0.057831,0.000000,-0.005167,-0.000607,0.006984,0.000000,0.000000,0.000000,-0.017819,-0.009037,-0.001954,0,takeoff
